date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,NZDJPY,empty,sum
2015.11.09,-51.000000000001044,38.0000000000047,-6.000000000000227,-75.99999999998718,85.00000000000173,104.00000000000409,56.0000000000005,-31.999999999982265,-35.00000000000725,185.00000000001293,18.000000000000682,9.999999999990905,,296.0000000000376
2015.11.09,-124.99999999999733,22.0000000000109,-55.999999999997385,-78.00000000000028,55.000000000005045,134.0000000000008,57.00000000000705,-75.9999999999934,-51.00000000002325,84.99999999997954,51.9999999999925,75.9999999999934,,94.9999999999776
2015.11.09,-116.00000000000499,-11.00000000000545,-34.99999999999659,-73.99999999999629,82.00000000000429,182.00000000000438,38.0000000000047,-48.99999999997817,-23.00000000001745,139.9999999999846,-13.00000000000523,117.999999999995,,238.9999999999888
2015.11.09,-121.99999999999989,5.999999999994898,60.000000000002274,-35.00000000000725,117.00000000000044,217.99999999999596,36.0000000000027,37.00000000000614,-16.000000000016,194.99999999998963,-98.00000000001319,103.9999999999992,,501.999999999955
2015.11.09,-90.99999999999665,106.00000000000608,1.0000000000047748,-24.000000000001798,129.00000000000134,178.00000000000037,80.00000000000229,-97.99999999998477,-56.000000000011596,187.99999999998818,91.99999999998454,89.9999999999892,,594.9999999999819
2015.11.09,-151.9999999999966,19.999999999997797,-84.00000000000318,-160.00000000000458,60.00000000000449,110.99999999999443,36.999999999998145,-191.0000000000025,-216.00000000003837,9.000000000014552,73.0000000000075,67.99999999999784,,-425.0000000000306
2015.11.09,-138.0000000000159,95.00000000000064,-72.00000000000273,-63.99999999999739,125.00000000000844,183.99999999999528,77.00000000000485,-195.99999999999795,-101.00000000003995,166.99999999998383,156.0000000000059,149.99999999999147,,382.9999999999365
2015.11.09,-95.00000000000064,188.9999999999947,-198.99999999999807,24.000000000001798,226.00000000000398,319.0000000000026,109.99999999999899,-461.9999999999891,-51.00000000002325,401.00000000000693,405.00000000000114,396.0000000000008,,1263.0
2015.11.09,-24.000000000001798,199.00000000001583,-150.99999999999625,73.99999999999629,189.00000000000583,370.00000000000364,92.99999999999864,-453.9999999999793,-38.0000000000269,201.99999999999108,366.9999999999902,427.99999999999727,,1254.9999999999945
2015.11.09,-7.0000000000014495,302.0000000000023,-134.00000000000034,85.00000000000173,280.00000000000244,461.99999999999574,155.00000000000514,-441.99999999997885,-46.0000000000349,463.99999999997556,475.9999999999991,531.9999999999965,,2126.999999999963
