date,USDCAD,NZDUSD,EURCHF,CADCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURNZD,CADJPY,AUDNZD,empty,sum
2020.04.20,-22.999999999995246,107.00000000000153,15.999999999993797,37.99999999999359,46.999999999997044,105.00000000001819,-148.99999999999915,104.99999999998977,-189.00000000001694,16.000000000005343,-190.00000000000128,,-117.00000000001333
2020.04.20,-34.000000000000696,124.99999999999733,7.0000000000014495,-36.0000000000027,9.999999999998899,298.0000000000018,-242.99999999999324,223.99999999998954,-151.9999999999966,85.00000000000796,-160.00000000000458,,123.99999999999923
2020.04.20,-287.9999999999994,26.999999999999247,8.999999999992347,-48.000000000003595,24.999999999997247,257.000000000005,-715.9999999999833,215.99999999999397,-594.0000000000057,-19.99999999999602,-237.00000000002052,,-1369.0000000000205
2020.04.20,-292.9999999999877,95.00000000000064,8.000000000008,-46.999999999997044,90.0000000000012,344.99999999999886,-634.0000000000013,294.9999999999875,-365.0000000000153,39.00000000000148,-126.0000000000039,,-593.0000000000075
2020.04.20,-305.9999999999841,1.0000000000065512,8.000000000008,-51.99999999999649,-1.0000000000065512,335.00000000000796,-706.999999999991,304.9999999999926,-653.999999999999,37.00000000000614,-254.00000000002086,,-1287.9999999999768
2020.04.20,-390.0000000000015,-100.00000000000009,7.0000000000014495,-68.00000000000139,-78.00000000000028,340.0000000000034,-1010.9999999999841,321.9999999999885,-923.0000000000072,25.000000000005684,-246.00000000001288,,-2122.000000000008
2020.04.20,-395.99999999999636,-117.99999999999588,17.000000000000348,-41.9999999999976,-75.9999999999983,375.0,-741.9999999999982,365.99999999999966,-923.0000000000072,76.99999999999818,-362.00000000001785,,-1824.0000000000132
2020.04.20,-394.00000000000546,-92.99999999999864,15.999999999993797,-41.000000000002146,-51.000000000001044,539.0000000000157,-729.9999999999862,463.99999999999864,-856.0000000000123,144.99999999999602,-369.0000000000193,,-1370.000000000021
2020.04.20,-507.9999999999973,-92.00000000000318,5.000000000010552,-112.000000000001,-62.000000000006494,477.00000000000387,-839.9999999999964,435.99999999999284,-829.9999999999974,64.00000000000716,-280.0000000000136,,-1742.000000000001
2020.04.20,-522.9999999999845,-34.000000000000696,5.999999999994898,-133.00000000000534,-19.999999999997797,430.0000000000068,-600.9999999999849,411.9999999999919,-709.0000000000041,9.000000000000341,-324.0000000000132,,-1486.9999999999964
2020.04.20,-536.0000000000032,-76.99999999999375,7.0000000000014495,-168.99999999999693,-79.00000000000685,429.00000000000205,-658.0000000000031,453.9999999999935,-923.0000000000072,4.0000000000048885,-367.0000000000062,,-1915.0000000000152
2020.04.20,-564.9999999999933,-76.99999999999375,15.00000000000945,-128.00000000000588,-39.00000000000014,490.0000000000091,-707.9999999999975,487.99999999999955,-811.0000000000061,58.9999999999975,-293.0000000000099,,-1568.999999999991
2020.04.20,-580.999999999987,-4.999999999999449,15.00000000000945,-148.99999999999915,19.00000000000235,427.0000000000209,-703.9999999999935,445.99999999999795,-618.0000000000074,9.000000000000341,-177.00000000000495,,-1317.9999999999604
2020.04.20,-614.0000000000034,-14.000000000002899,7.0000000000014495,-153.00000000000313,20.999999999993246,388.00000000000523,-605.9999999999955,449.99999999998863,-608.0000000000085,13.999999999995794,-190.00000000000128,,-1305.0000000000305
2020.04.20,-517.9999999999962,238.0000000000049,12.999999999996348,-165.00000000000404,220.99999999999343,420.0000000000159,-358.9999999999982,495.9999999999951,-9.000000000014552,28.999999999996362,46.999999999997044,,412.99999999998613
2020.04.20,-536.9999999999875,345.0000000000064,5.999999999994898,-184.00000000000637,314.99999999999864,441.0000000000025,-261.0000000000001,531.9999999999965,288.99999999998374,37.00000000000614,190.99999999998562,,1173.9999999999804
2020.04.20,-621.0000000000049,233.00000000000543,5.000000000010552,-190.00000000000128,236.00000000000287,370.00000000000455,-299.99999999998914,472.999999999999,88.99999999998354,-4.0000000000048885,76.99999999999375,,367.99999999999955
2020.04.20,-751.9999999999972,134.99999999999625,9.999999999998899,-190.00000000000128,195.00000000000074,262.00000000000045,-292.9999999999877,397.99999999999613,-66.00000000001049,-55.999999999997385,15.999999999993797,,-341.0000000000077
2020.04.20,-777.0000000000055,131.99999999999878,1.0000000000065512,-158.99999999999804,232.99999999999432,266.00000000001955,-241.00000000000233,341.99999999999875,11.999999999989797,-60.99999999999284,-14.000000000002899,,-265.99999999999375
2020.04.20,-631.9999999999882,172.00000000000549,-4.000000000004,-141.00000000000225,229.99999999999687,283.00000000001546,-117.99999999999588,430.9999999999974,18.999999999991246,30.000000000001137,-13.000000000018552,,256.99999999999875
