date,EURUSD,CHFJPY,AUDCHF,AUDJPY,NZDCAD,empty,sum
2017.09.25,-100.99999999999554,-3.9999999999906777,-87.99999999999919,-11.00000000000989,-180.99999999999784,,-384.9999999999931
2017.09.25,-168.0000000000126,-46.999999999997044,-136.99999999999824,-29.000000000010573,95.00000000000064,,-286.0000000000178
2017.09.25,-262.00000000000665,-200.9999999999934,-100.99999999999554,-138.00000000000523,254.99999999999412,,-447.0000000000067
2017.09.25,-261.0000000000001,-275.99999999999625,-92.99999999999864,-187.00000000001182,187.9999999999993,,-629.0000000000075
2017.09.25,-265.0000000000041,-221.9999999999942,-107.99999999999699,-169.00000000001114,59.99999999999339,,-704.000000000013
2017.09.25,-282.0000000000045,-333.999999999989,-207.99999999999707,-362.000000000009,-36.0000000000027,,-1222.0000000000023
2017.09.25,-361.0000000000113,-340.999999999994,-305.99999999999517,-456.00000000000307,-185.00000000000182,,-1649.0000000000055
2017.09.25,-356.00000000000074,-356.9999999999993,-263.0000000000021,-438.0000000000024,-256.99999999999613,,-1671.0000000000007
2017.09.25,-336.00000000000296,-318.9999999999884,-268.0000000000016,-417.0000000000016,-263.99999999999756,,-1603.999999999992
2017.09.25,-329.00000000000153,-243.99999999999977,-225.99999999999287,-325.00000000000284,-297.00000000000284,,-1421.0
2017.09.25,-330.0000000000081,-229.99999999998977,-159.9999999999935,-221.00000000000364,-358.0000000000028,,-1298.9999999999977
2017.09.25,-347.0000000000084,-245.9999999999951,-137.9999999999937,-206.00000000000307,-387.99999999999943,,-1324.9999999999998
2017.09.25,-330.0000000000081,-213.99999999999864,-98.99999999999353,-139.00000000001,-558.000000000003,,-1340.0000000000132
2017.09.25,-340.00000000000693,-167.99999999999216,-76.99999999999375,-42.00000000000159,-568.9999999999973,,-1195.9999999999918
2017.09.25,-378.999999999996,-182.00000000000216,-90.99999999999665,-103.9999999999992,-539.0000000000006,,-1294.9999999999945
2017.09.25,-365.99999999999966,-207.9999999999984,-163.00000000000205,-193.00000000001205,-487.0000000000041,,-1417.0000000000164
2017.09.25,-368.00000000001273,-201.99999999999818,-208.99999999999253,-265.00000000000057,-473.99999999999665,,-1518.0000000000007
2017.09.25,-350.00000000000585,-146.0000000000008,-202.0000000000022,-212.0000000000033,-480.0000000000027,,-1390.0000000000148
2017.09.25,-323.99999999999096,-155.9999999999917,-195.00000000000074,-182.00000000000216,-485.99999999999756,,-1342.9999999999832
2017.09.25,-252.99999999999213,-167.99999999999216,-197.99999999999818,-202.0000000000124,-312.9999999999966,,-1133.9999999999914
2017.09.25,-205.99999999999508,-94.99999999999886,-208.99999999999253,-139.00000000001,-278.00000000000045,,-926.9999999999969
2017.09.25,-218.99999999999142,-116.99999999999022,-243.99999999999977,-145.00000000001023,-129.9999999999968,,-854.9999999999884
2017.09.25,-124.99999999999733,-12.999999999991019,-251.00000000000122,-151.00000000001046,-48.99999999999905,,-588.9999999999991
2017.09.25,-164.99999999999292,78.00000000000296,-285.9999999999974,-58.000000000006935,-172.00000000000549,,-602.9999999999998
