,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,['CHFJPY'],80.0,0.43198742063491236,B
1,1,GBPUSD,10,['NZDJPY'],80.0,-0.9920499999999997,S
2,2,EURUSD,20,['USDCHF'],100.0,-0.7782810369287452,S
3,3,USDJPY,50,"['NZDUSD', 'GBPUSD']",80.0,0.7503305107914131,B
4,4,AUDUSD,10,"['EURGBP', 'GBPUSD']",80.0,0.9998,B
5,5,NZDUSD,20,"['EURGBP', 'AUDNZD']",80.0,0.6654790698190761,B
6,6,GBPCHF,15,"['AUDNZD', 'EURJPY']",100.0,0.3906101368076356,B
7,7,EURCHF,20,['AUDNZD'],80.0,0.778126485271251,B
8,8,CHFJPY,20,['AUDCAD'],100.0,-0.33430821682401873,S
9,9,AUDCHF,15,"['EURGBP', 'AUDJPY']",80.0,-0.007075707070707067,S
10,10,EURGBP,10,['AUDUSD'],80.0,-0.33023873015872807,S
11,11,GBPJPY,10,"['GBPCHF', 'CADCHF']",80.0,0.7853,B
12,12,GBPCAD,10,"['EURCHF', 'CADJPY', 'GBPCAD']",80.0,0.8412,B
13,13,GBPAUD,10,['EURGBP'],80.0,-0.9899800000000003,S
14,14,EURJPY,10,"['EURGBP', 'EURCAD']",80.0,0.9444,B
15,15,EURCAD,30,"['USDJPY', 'USDCAD', 'EURJPY', 'GBPJPY']",80.0,0.5930730139305294,B
16,16,CADJPY,10,"['AUDJPY', 'GBPAUD', 'NZDJPY']",80.0,-0.9987400000000002,S
17,17,NZDJPY,10,"['EURGBP', 'EURUSD']",80.0,0.8797,B
18,18,AUDCAD,10,"['EURGBP', 'AUDCAD']",100.0,0.7888,B
19,19,NZDCAD,30,"['EURGBP', 'EURCAD', 'USDCHF']",100.0,0.790703088578089,B
20,20,AUDNZD,30,"['USDJPY', 'EURUSD', 'CHFJPY', 'EURJPY', 'USDCAD', 'GBPAUD']",100.0,-0.06854634920634921,S
