date,GBPUSD,USDJPY,NZDUSD,CHFJPY,EURGBP,EURJPY,AUDJPY,AUDNZD,empty,sum
2016.07.04,-306.00000000000625,-48.99999999999238,-0.999999999995449,-225.00000000000853,-129.9999999999968,-137.00000000000045,-194.00000000000261,-155.00000000001623,,-1197.0000000000186
2016.07.04,-384.00000000000654,-39.00000000000148,88.00000000001029,-186.00000000000705,-108.99999999999244,-66.0000000000025,-201.99999999999818,-146.00000000000168,,-1043.9999999999995
2016.07.04,-405.9999999999952,-52.99999999999727,137.00000000000932,-219.0000000000083,-131.99999999999878,-147.99999999999613,-302.99999999999727,-137.00000000000932,,-1260.999999999993
2016.07.04,-480.99999999999807,-39.00000000000148,191.00000000000784,-139.00000000001,-157.99999999999147,-115.99999999999966,-314.9999999999977,-154.0000000000097,,-1211.0000000000002
2016.07.04,-497.99999999999847,1.0000000000047748,106.00000000000608,-77.00000000001239,-156.99999999999602,-84.00000000000318,-268.0000000000007,-279.00000000000705,,-1256.0000000000068
2016.07.04,-516.9999999999897,49.000000000006594,102.00000000000209,-53.00000000001148,-152.99999999999204,-60.000000000002274,-243.99999999999977,-304.9999999999997,,-1180.9999999999864
2016.07.04,-445.99999999999085,43.00000000000637,113.00000000000753,-54.000000000002046,-156.99999999999602,-19.99999999999602,-250.0,-255.00000000000523,,-1025.9999999999764
2016.07.04,-414.00000000000324,-4.9999999999954525,132.0000000000099,-154.00000000001057,-134.99999999999625,-34.99999999999659,-361.99999999999477,-328.00000000001717,,-1301.000000000004
2016.07.04,-394.00000000000546,-54.000000000002046,162.0000000000066,-211.00000000001273,-108.99999999999244,-87.99999999999386,-426.00000000000193,-408.00000000000836,,-1528.0000000000102
2016.07.04,-441.0000000000025,-31.999999999996476,131.00000000000333,-199.00000000001228,-112.000000000001,-150.99999999999625,-626.0000000000048,-584.0000000000067,,-2014.0000000000168
2016.07.04,-661.0000000000005,-48.00000000000182,189.00000000000583,-303.0000000000115,-191.99999999999218,-228.9999999999992,-670.0000000000017,-609.9999999999994,,-2524.0000000000005
2016.07.04,-656.9999999999965,-123.99999999999523,163.00000000000205,-342.00000000001296,-210.99999999999451,-262.00000000000045,-659.9999999999966,-602.999999999998,,-2695.999999999992
2016.07.04,-585.9999999999976,-155.9999999999917,134.0000000000008,-364.0000000000043,-173.00000000000094,-310.99999999999284,-680.9999999999974,-642.0000000000092,,-2778.999999999993
