date,USDCHF,GBPUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,empty,sum
2015.09.07,-70.0000000000034,-7.0000000000014495,-76.0000000000094,-87.00000000000374,-116.99999999998934,-109.99999999999943,-136.00000000000279,-73.00000000000084,-43.00000000000637,-331.999999999999,-68.00000000000139,-283.000000000011,-188.9999999999947,0.0,-106.00000000000875,-107.00000000000153,,-1804.0000000000334
2015.09.07,-67.00000000000594,-12.999999999996348,-50.0000000000167,-102.99999999999754,-114.99999999999844,-67.00000000000728,-154.99999999999403,-65.99999999999939,42.999999999977945,-403.00000000002,-2.999999999997449,-344.00000000001097,-469.99999999999267,100.00000000000853,-121.00000000000932,-156.99999999999602,,-1991.000000000056
2015.09.07,-102.99999999999754,12.000000000012001,-178.00000000001148,-80.99999999999774,-92.00000000000318,96.9999999999942,-107.99999999999699,-38.0000000000047,92.99999999998931,-367.0000000000062,-56.000000000011596,-296.9999999999917,-388.9999999999949,112.00000000000898,-103.00000000000864,-87.99999999999919,,-1586.000000000019
2015.09.07,-102.00000000000209,38.0000000000047,-190.00000000000128,-88.99999999999464,-53.999999999998494,210.99999999999852,-82.00000000000429,22.999999999995246,322.9999999999791,-476.0000000000098,-18.0000000000069,-202.9999999999976,-358.9999999999982,161.00000000000136,-25.99999999999625,-9.00000000000345,,-852.000000000034
2015.09.07,-85.00000000000173,109.00000000000354,-217.0000000000005,-75.00000000000284,-88.99999999998354,222.99999999999898,-61.999999999995396,43.00000000000415,384.9999999999909,-500.00000000003376,-133.00000000000534,-178.99999999999582,-306.9999999999906,186.00000000000705,-6.000000000000227,-46.00000000000159,,-753.0000000000068
2015.09.07,-78.99999999999574,178.99999999999582,-282.0000000000045,14.000000000002899,-85.00000000000173,225.9999999999991,12.999999999996348,46.999999999997044,500.99999999997635,-328.00000000001717,-191.00000000000784,-21.00000000000435,-485.0000000000021,165.00000000000625,102.99999999999443,121.00000000000443,,-102.00000000006082
2015.09.07,-129.00000000000134,80.99999999999774,-328.00000000001717,-7.9999999999968985,-156.00000000000057,195.99999999999795,-53.00000000000304,-56.99999999999594,224.99999999999432,-335.00000000001864,-409.99999999999926,-265.0000000000041,-980.0000000000031,-4.9999999999954525,-10.000000000005116,190.00000000000128,,-2044.000000000049
2015.09.07,-16.0000000000049,82.00000000000429,-314.99999999999864,-7.0000000000014495,-183.99999999998417,96.9999999999942,-68.00000000000139,-121.00000000000443,-5.000000000023874,-297.9999999999983,-507.9999999999973,-350.00000000000585,-1249.9999999999955,-100.99999999999909,-82.99999999999841,192.00000000000327,,-2935.0000000000114
2015.09.07,-48.000000000003595,103.99999999999298,-257.0000000000183,31.999999999998696,-143.00000000000423,350.9999999999991,-38.0000000000047,-78.00000000000028,433.9999999999975,-229.99999999999687,-358.9999999999982,-194.0000000000053,-895.0000000000014,145.00000000001023,131.00000000000023,192.00000000000327,,-853.0000000000308
2015.09.07,-199.00000000000472,119.00000000000244,-165.00000000001512,156.99999999999602,-217.0000000000005,394.999999999996,136.99999999999824,-17.999999999995797,643.0000000000007,144.99999999997294,-147.00000000000824,195.9999999999962,-760.9999999999894,286.00000000000136,352.00000000000387,295.99999999999625,,1218.9999999999502
