date,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.09.18,105.00000000002174,-39.999999999995595,4.000000000004,58.000000000002494,15.000000000000568,12.999999999996348,-93.99999999999409,-76.0000000000094,205.99999999999508,91.00000000000819,-113.99999999999189,-1.0000000000065512,-12.000000000000455,-9.999999999990905,-34.99999999999659,-24.000000000001798,-63.99999999999739,,22.00000000004379
2017.09.18,111.00000000001664,-78.00000000000028,-0.999999999995449,95.999999999985,-64.99999999999773,39.00000000000014,-127.99999999999478,-259.0000000000092,381.0000000000091,217.9999999999893,-194.0000000000053,-65.00000000000395,22.999999999996135,58.9999999999975,-152.9999999999916,-134.0000000000008,-174.00000000000747,,-324.00000000001273
2017.09.18,266.0000000000107,18.0000000000069,90.99999999999665,102.00000000000209,-192.00000000000728,25.999999999992696,-143.9999999999997,-241.00000000000233,306.9999999999906,292.0000000000016,-268.0000000000016,22.999999999995246,72.99999999999329,78.00000000000296,-192.99999999999784,-185.99999999999727,-131.99999999999878,,-80.00000000001208
2017.09.18,193.00000000002092,2.999999999997449,29.000000000001247,95.00000000000064,-115.99999999999966,56.0000000000005,-167.9999999999904,-197.00000000000273,358.9999999999982,191.0000000000025,-204.99999999998852,-73.99999999999629,51.9999999999925,5.000000000009663,-177.99999999999727,-200.99999999999562,-209.9999999999991,,-365.999999999946
2017.09.18,203.00000000001984,-17.000000000000348,75.00000000000284,96.99999999999153,-167.0000000000016,47.9999999999925,-168.99999999999693,-207.00000000000162,246.99999999999721,247.99999999999045,-229.99999999999687,-43.999999999999595,69.99999999999318,78.00000000000296,-206.00000000000307,-215.99999999999397,-144.0000000000108,,-334.0000000000143
2017.09.18,143.00000000000423,-113.99999999999189,0.0,126.99999999998823,-186.9999999999976,45.99999999999049,-166.99999999999494,-316.0000000000052,387.99999999998835,308.9999999999975,-280.9999999999979,4.999999999988347,81.99999999999363,84.00000000000318,-218.9999999999941,-215.99999999999397,-154.0000000000097,,-470.00000000003126
2017.09.18,209.00000000001472,-76.99999999999375,60.00000000000449,102.00000000000209,-243.0000000000092,10.999999999994348,-144.99999999999514,-310.9999999999946,300.99999999999574,334.0000000000032,-306.9999999999906,18.0000000000069,80.99999999998886,120.00000000000455,-227.00000000000387,-224.000000000002,-121.99999999999989,,-419.9999999999742
2017.09.18,209.00000000001472,-87.99999999999919,73.00000000000084,176.99999999998272,-245.00000000000455,56.0000000000005,-203.99999999999307,-321.0000000000157,256.99999999999613,431.0000000000116,-324.9999999999975,-8.999999999992347,141.9999999999959,201.00000000000762,-301.9999999999925,-253.0000000000032,-123.00000000000644,,-323.99999999999443
2017.09.18,233.00000000001654,9.999999999998899,179.00000000000693,173.00000000000094,-282.0000000000107,104.99999999999955,-230.99999999999233,-225.00000000000853,69.00000000000794,466.0000000000082,-235.99999999999176,-80.00000000001339,223.99999999998954,329.00000000000773,-359.99999999999943,-239.0000000000003,-50.0000000000167,,85.00000000000311
2017.09.18,251.00000000000122,25.999999999992696,224.000000000002,156.00000000000057,-290.00000000000625,83.9999999999952,-297.9999999999983,-243.99999999999977,21.00000000000435,447.00000000000273,-241.00000000000233,-259.0000000000092,202.99999999998875,343.0000000000035,-435.0000000000023,-336.9999999999984,-128.000000000017,,-477.0000000000425
2017.09.18,270.00000000001467,97.9999999999981,353.99999999999875,163.9999999999864,-293.99999999999693,125.99999999999278,-506.9999999999908,-329.00000000000153,-62.99999999999084,468.9999999999941,-177.99999999998929,-740.0000000000073,259.00000000000034,490.0000000000091,-685.9999999999928,-561.0000000000003,-286.00000000000847,,-1413.9999999999843
2017.09.18,220.00000000002018,56.000000000011596,309.99999999999915,180.0000000000024,-237.99999999999955,143.9999999999997,-517.9999999999962,-278.00000000000045,-83.9999999999952,427.99999999999727,-170.00000000000347,-730.9999999999927,234.99999999999943,451.9999999999982,-659.9999999999966,-551.0000000000015,-294.0000000000165,,-1498.999999999974
2017.09.18,236.00000000001398,59.000000000009045,319.0000000000026,215.99999999999397,-221.00000000000364,158.99999999999804,-525.9999999999932,-314.99999999999864,-59.99999999999339,447.00000000000273,-185.99999999999727,-702.0000000000026,237.99999999999955,463.99999999999864,-655.0000000000011,-541.9999999999981,-272.00000000000557,,-1340.999999999975
2017.09.18,207.00000000000162,49.99999999999449,324.9999999999975,100.99999999999554,-265.00000000000057,90.99999999999665,-428.9999999999905,-283.000000000011,-110.00000000001009,361.99999999999477,-157.99999999999147,-646.0000000000132,194.99999999999318,433.9999999999975,-575.9999999999934,-498.9999999999939,-206.00000000001728,,-1407.0000000000502
2017.09.18,221.00000000000452,25.999999999992696,297.9999999999983,95.00000000000064,-275.0000000000057,59.99999999999339,-369.99999999999255,-365.99999999999966,-8.999999999992347,365.0000000000091,-208.00000000000819,-517.9999999999962,166.99999999998738,393.0000000000007,-512.999999999991,-458.9999999999983,-171.00000000001003,,-1264.0000000000073
2017.09.18,175.00000000001404,29.999999999996696,287.9999999999994,184.99999999999073,-150.00000000000568,158.99999999999804,-427.99999999999505,-283.000000000011,-69.00000000000794,331.0000000000173,-141.99999999999767,-517.9999999999962,182.99999999999272,394.999999999996,-492.00000000000443,-417.99999999999613,-135.00000000001845,,-889.0000000000276
2017.09.18,151.00000000001222,32.0000000000098,275.000000000003,158.99999999999804,-156.0000000000059,156.00000000000057,-401.99999999999125,-185.99999999999727,-137.9999999999937,311.00000000000705,-113.99999999999189,-492.0000000000035,186.9999999999976,382.99999999999557,-469.99999999999886,-391.9999999999924,-114.99999999999844,,-810.9999999999493
2017.09.18,204.00000000000418,83.9999999999952,312.00000000000114,136.99999999998712,-234.00000000000887,144.99999999999514,-412.9999999999967,-129.00000000000134,-204.00000000000418,376.0000000000048,-114.99999999999844,-544.0000000000111,231.99999999999932,430.0000000000068,-528.9999999999964,-414.9999999999987,-150.00000000000568,,-813.0000000000277
2017.09.18,247.00000000001944,103.99999999999298,275.99999999999847,217.0000000000005,-263.00000000000523,181.9999999999933,-361.9999999999957,-341.99999999999784,110.99999999999443,496.0000000000093,-147.99999999999258,-320.00000000000915,297.9999999999876,439.9999999999977,-496.9999999999999,-312.9999999999966,-87.00000000001484,,38.99999999998187
2017.09.18,245.0000000000063,119.00000000000244,236.00000000000287,251.00000000000122,-359.00000000000887,212.99999999999653,-371.99999999999454,-174.00000000000747,43.999999999999595,646.9999999999914,-129.00000000000134,-292.00000000000335,410.99999999998715,498.00000000000466,-573.9999999999981,-287.9999999999994,-124.00000000001299,,351.9999999999659
2017.09.18,5.000000000010552,66.99999999999484,148.0000000000037,49.99999999999449,-284.000000000006,207.99999999999707,-336.9999999999984,88.99999999998354,-102.00000000000209,323.0000000000075,109.00000000000354,-503.99999999999335,340.999999999994,365.0000000000091,-480.000000000004,-253.0000000000032,-158.99999999999804,,-414.0000000000068
2017.09.18,20.000000000020002,-119.00000000000244,82.99999999999974,-43.999999999999595,-492.00000000000443,6.999999999990347,-186.99999999999272,-22.0000000000109,-106.00000000000608,448.0000000000075,-131.99999999999878,-292.00000000000335,275.99999999999625,364.0000000000043,-450.00000000000284,-287.9999999999994,-127.00000000001043,,-1061.0000000000127
2017.09.18,72.0000000000054,-139.00000000000023,101.00000000000664,-15.00000000000945,-445.0000000000074,-21.00000000000435,-278.00000000000045,41.99999999998649,-246.00000000001288,432.00000000001637,-222.99999999999542,-455.0000000000054,202.99999999998875,329.9999999999983,-521.9999999999914,-434.000000000001,-258.0000000000027,,-1856.0000000000286
2017.09.18,158.0000000000137,-107.99999999999699,133.00000000000534,39.999999999995595,-466.0000000000082,-28.000000000005798,-304.9999999999997,-165.00000000001512,-59.99999999999339,512.0000000000005,-287.9999999999994,-459.0000000000094,213.99999999999864,355.000000000004,-569.9999999999932,-475.99999999999864,-296.0000000000074,,-1809.0000000000095
2017.09.18,197.00000000000273,-80.99999999999774,121.00000000000443,45.99999999999049,-521.0000000000008,-21.999999999999797,-272.99999999998994,80.99999999999774,-245.0000000000063,587.0000000000175,-304.9999999999997,-351.99999999999676,259.9999999999909,365.0000000000091,-570.999999999998,-427.99999999999505,-278.00000000000045,,-1418.9999999999716
2017.09.18,275.000000000003,-100.99999999999554,151.9999999999966,71.99999999998319,-487.000000000009,-71.00000000000995,-222.99999999999542,46.999999999997044,-312.00000000000114,576.9999999999982,-426.9999999999996,-194.0000000000053,177.99999999999727,337.0000000000033,-487.99999999999955,-419.9999999999982,-204.00000000000418,,-1289.000000000039
2017.09.18,218.00000000000708,-117.99999999999588,82.00000000000429,66.99999999999484,-394.00000000000546,-41.000000000002146,-186.99999999999272,73.99999999999629,-204.00000000000418,469.99999999999886,-370.999999999988,-117.00000000001154,138.9999999999958,228.9999999999992,-381.0000000000002,-341.99999999999784,-191.00000000000784,,-1067.0000000000095
2017.09.18,339.0000000000004,-82.99999999998863,102.00000000000209,61.99999999998429,-510.0000000000051,-104.00000000000409,-139.99999999999568,114.99999999999844,-239.00000000001143,592.9999999999893,-479.99999999999153,-19.00000000001345,155.9999999999917,242.00000000000443,-405.00000000000114,-353.0000000000033,-209.9999999999991,,-934.0000000000427
2017.09.18,379.0000000000182,-150.00000000000568,29.000000000001247,119.00000000000244,-448.0000000000075,-133.00000000000534,-94.99999999998954,82.99999999998863,-144.99999999999514,592.9999999999893,-609.9999999999994,170.00000000000347,74.99999999998863,131.00000000000023,-311.9999999999976,-327.99999999999494,-219.00000000001364,,-861.0000000000167
2017.09.18,204.00000000000418,-211.00000000000563,-36.999999999998145,78.99999999998464,-498.00000000000466,-85.00000000000173,-56.0000000000005,-36.0000000000138,25.00000000000835,604.0000000000134,-475.0000000000032,208.00000000000819,168.99999999999693,195.99999999999795,-301.00000000000193,-225.99999999999287,-126.0000000000039,,-566.0000000000126
