date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.03.02,-205.99999999999508,-33.00000000001635,-11.00000000000989,-1.999999999990898,0.0,-0.999999999995449,-191.0000000000025,-143.00000000000423,-206.00000000000617,0.0,-206.99999999999363,-324.9999999999975,-625.9999999999932,-257.99999999999557,-52.99999999999194,-685.0000000000023,-10.000000000005116,-10.000000000005116,-3.0000000000001137,0.0,-62.000000000006494,,-3032.000000000011
2020.03.02,1.0000000000065512,-18.0000000000069,-151.00000000001046,-31.000000000003247,21.999999999999797,43.00000000000415,-168.99999999999693,-160.00000000000458,-206.00000000000617,-36.0000000000027,-139.99999999998636,-127.99999999999478,-353.99999999998766,-260.9999999999957,-86.99999999999264,-541.9999999999981,-85.99999999999852,-31.00000000000591,-37.9999999999967,1.0000000000065512,-70.99999999999883,,-2441.9999999999695
2020.03.02,-1.0000000000065512,39.999999999995595,-152.00000000000102,-24.000000000001798,83.9999999999952,60.00000000000449,-238.9999999999901,-165.9999999999995,-285.00000000000193,-239.0000000000003,-185.99999999997863,-121.99999999999989,-1085.999999999987,-417.99999999999216,-259.9999999999936,-402.9999999999978,-120.99999999999511,-13.999999999995794,-25.99999999999625,53.00000000000304,-296.0000000000074,,-3800.999999999947
2020.03.02,43.999999999999595,60.99999999999994,62.99999999998818,175.00000000001404,388.9999999999949,263.99999999999756,-314.9999999999977,-278.00000000000045,-370.9999999999991,-161.99999999999548,161.00000000000136,46.999999999997044,-1386.9999999999827,-446.9999999999885,-101.99999999997988,-678.0000000000008,227.00000000000387,453.00000000000296,305.9999999999974,187.9999999999993,-389.0000000000171,,-1750.9999999999654
2020.03.02,21.00000000000435,-45.000000000006146,131.9999999999908,195.00000000001182,193.99999999999417,70.99999999999883,-168.99999999999693,-391.000000000008,-419.00000000000273,-60.00000000000449,216.00000000000819,191.00000000000784,-1195.999999999997,-371.9999999999999,164.00000000000858,-734.9999999999968,271.0000000000008,286.00000000000136,141.00000000000534,-58.000000000002494,-304.9999999999997,,-1867.9999999999818
2020.03.02,21.00000000000435,7.999999999985796,56.99999999998795,222.00000000001108,224.9999999999974,109.99999999999899,-274.9999999999915,-301.0000000000068,-304.00000000000426,-97.9999999999981,227.00000000000387,165.9999999999995,-932.9999999999839,-446.9999999999885,82.00000000000429,-497.0000000000141,299.0000000000066,334.0000000000032,192.99999999999784,-34.000000000000696,-317.0000000000117,,-1261.9999999999986
2020.03.02,178.99999999999582,160.99999999998892,21.000000000000796,341.99999999999784,339.0000000000004,200.00000000000017,-305.9999999999974,-367.0000000000062,-304.9999999999997,-97.9999999999981,252.00000000000955,158.0000000000137,-969.999999999982,-469.99999999999886,85.00000000000173,-463.9999999999977,290.9999999999968,385.9999999999957,215.99999999999397,-17.999999999995797,-392.00000000001455,,-759.9999999999948
2020.03.02,235.99999999999176,114.99999999999844,222.99999999999898,539.0000000000006,456.9999999999963,300.99999999999574,-479.99999999998977,-548.9999999999995,-473.0000000000012,-10.999999999994348,573.0000000000075,343.00000000000443,-1208.9999999999934,-710.9999999999985,362.00000000001785,-846.0000000000134,545.0000000000017,626.9999999999953,447.00000000000273,-8.999999999992347,-360.0000000000048,,120.00000000002404
2020.03.02,222.99999999999542,144.99999999999514,271.99999999999136,537.0000000000097,458.00000000000284,334.00000000000097,-484.99999999999943,-553.0000000000035,-453.99999999999886,-19.999999999997797,612.9999999999995,368.9999999999971,-1317.999999999997,-722.999999999999,348.9999999999993,-832.0000000000105,581.0000000000031,661.9999999999919,519.999999999996,2.000000000002,-347.0000000000084,,332.99999999996965
2020.03.02,261.0000000000001,148.99999999999915,486.99999999999477,822.0000000000116,596.9999999999919,431.0000000000036,-653.9999999999964,-668.0000000000019,-556.0000000000009,-27.999999999994696,936.000000000007,662.000000000007,-1817.9999999999864,-975.9999999999991,680.0000000000139,-1019.9999999999986,908.0000000000013,953.000000000003,751.9999999999953,-59.99999999999339,-475.0000000000032,,1383.0000000000548
2020.03.02,307.99999999999716,124.99999999999733,629.9999999999955,892.0000000000039,535.999999999992,361.9999999999957,-799.9999999999972,-687.0000000000043,-516.0000000000053,51.99999999999649,1187.0000000000118,680.9999999999983,-1445.9999999999918,-1091.9999999999986,800.0000000000007,-961.0000000000118,1085.000000000008,1003.0000000000001,787.0000000000061,-134.99999999999625,-457.00000000001853,,2353.9999999999786
2020.03.02,360.0000000000048,108.99999999998133,675.9999999999877,838.0000000000055,524.9999999999977,333.0000000000055,-834.0000000000032,-615.00000000001,-448.000000000004,70.0000000000034,1308.9999999999975,503.000000000009,-1320.9999999999943,-1075.9999999999934,746.0000000000023,-836.0000000000146,1067.0000000000073,995.0000000000045,760.0000000000051,-119.99999999999788,-436.00000000001415,,2604.9999999999804
2020.03.02,280.9999999999979,71.99999999998319,610.99999999999,795.9999999999967,498.9999999999939,273.000000000001,-697.0000000000027,-630.0000000000083,-378.00000000000057,73.99999999999629,1141.999999999996,510.99999999999477,-1127.9999999999957,-926.9999999999925,776.0000000000211,-717.9999999999964,1003.0000000000001,950.0000000000028,686.9999999999976,-192.99999999999872,-468.00000000000176,,2535.999999999975
2020.03.02,279.99999999999136,106.99999999999044,545.9999999999923,845.0000000000068,497.000000000003,260.00000000000466,-680.9999999999974,-594.0000000000057,-343.9999999999999,17.999999999995797,1009.0000000000146,612.9999999999969,-1118.9999999999811,-872.9999999999905,719.000000000003,-605.0000000000111,980.000000000004,881.9999999999908,603.9999999999992,-220.99999999999343,-487.0000000000152,,2435.9999999999986
2020.03.02,290.00000000001245,47.99999999998139,539.999999999992,848.0000000000043,429.0000000000016,236.99999999999832,-598.9999999999895,-663.0000000000025,-358.0000000000028,85.99999999999719,1058.0000000000211,644.0000000000001,-1012.9999999999973,-787.9999999999967,807.0000000000022,-568.9999999999973,972.999999999999,819.9999999999932,588.9999999999986,-261.99999999999557,-484.00000000001774,,2633.0000000000023
2020.03.02,324.9999999999975,10.999999999983245,585.9999999999985,893.0000000000105,465.9999999999998,243.99999999999977,-615.9999999999997,-680.0000000000028,-370.9999999999991,146.99999999999713,1159.9999999999966,615.9999999999943,-951.9999999999973,-816.9999999999931,922.0000000000006,-656.9999999999965,1048.0000000000018,899.9999999999915,629.0000000000049,-263.0000000000021,-441.0000000000025,,3149.9999999999827
2020.03.02,329.00000000000153,17.000000000000348,698.9999999999981,907.9999999999977,504.9999999999999,289.0000000000059,-691.0000000000025,-698.0000000000098,-465.9999999999998,158.99999999999804,1274.000000000001,466.9999999999952,-1097.999999999999,-938.0000000000024,958.0000000000144,-941.0000000000141,1129.000000000005,1001.9999999999953,736.9999999999948,-212.00000000000108,-430.00000000001927,,2998.999999999959
2020.03.02,429.99999999999704,-25.00000000000835,685.9999999999928,880.0000000000141,537.9999999999941,282.0000000000045,-643.9999999999912,-704.0000000000047,-458.00000000000284,234.00000000000088,1358.000000000004,465.0000000000043,-1042.9999999999939,-838.9999999999986,962.0000000000184,-926.0000000000045,1105.000000000004,1051.0000000000018,746.9999999999999,-212.99999999999653,-492.0000000000035,,3394.0000000000327
2020.03.02,368.9999999999971,-12.000000000012001,729.9999999999898,795.9999999999967,537.9999999999941,311.00000000000574,-780.9999999999917,-675.0000000000034,-441.99999999999795,63.00000000000195,1332.9999999999984,357.00000000000733,-1289.9999999999911,-1095.9999999999895,615.00000000001,-870.0000000000152,1082.9999999999984,1060.0000000000023,781.9999999999965,-170.99999999999892,-516.0000000000053,,2183.9999999999927
2020.03.02,134.99999999999625,196.99999999998053,792.0000000000016,812.999999999997,608.9999999999928,394.00000000000546,-956.0000000000031,-709.0000000000041,-605.0,-171.99999999999437,1236.0000000000184,503.99999999999335,-1972.9999999999802,-1506.999999999991,542.0000000000202,-910.9999999999951,1138.0000000000052,1167.9999999999923,906.0000000000059,-19.999999999997797,-521.0000000000159,,1060.0000000000275
2020.03.02,-309.0000000000037,192.99999999999872,679.9999999999926,842.9999999999937,674.9999999999923,443.0000000000045,-927.9999999999973,-715.0000000000101,-731.0000000000039,-597.9999999999985,801.0000000000161,903.9999999999937,-3233.9999999999814,-1471.999999999994,491.0000000000192,-1192.9999999999995,1189.9999999999977,1277.000000000001,1000.0,30.000000000007798,-535.0000000000188,,-1187.9999999999905
2020.03.02,-147.00000000000824,373.99999999998545,490.99999999999966,1018.0000000000077,853.9999999999992,629.9999999999973,-710.9999999999985,-872.0000000000061,-861.0000000000007,-490.999999999997,519.0000000000055,1358.0000000000148,-2878.9999999999873,-1346.999999999994,493.0000000000101,-1259.9999999999945,1105.9999999999945,1242.0000000000045,966.9999999999987,96.00000000000719,-423.0000000000178,,157.00000000001995
2020.03.02,-370.00000000000364,220.99999999998232,375.0,1045.000000000007,783.9999999999958,524.0000000000023,-503.0000000000001,-809.9999999999997,-696.0000000000077,-570.9999999999993,115.0000000000091,1581.9999999999945,-3021.9999999999914,-1033.9999999999918,669.0000000000085,-1139.0000000000011,977.0000000000039,1099.9999999999943,823.9999999999981,-29.000000000001247,-499.000000000005,,-457.00000000000546
2020.03.02,-356.00000000000074,325.99999999998187,228.9999999999992,893.9999999999948,732.9999999999948,570.9999999999993,-492.999999999995,-717.000000000001,-636.9999999999986,-556.0000000000009,4.000000000019099,1459.9999999999945,-2948.9999999999795,-831.9999999999936,487.99999999999955,-1093.0000000000107,772.9999999999961,933.9999999999975,757.9999999999956,89.00000000000574,-397.0000000000029,,-771.000000000005
2020.03.02,-334.9999999999964,367.99999999999056,183.9999999999975,900.9999999999962,761.999999999996,619.9999999999983,-506.9999999999908,-508.00000000000847,-595.0000000000011,-583.9999999999957,1.0000000000047748,1222.9999999999964,-2837.999999999985,-766.9999999999959,350.00000000000585,-1219.0000000000146,736.0000000000042,960.9999999999985,820.999999999998,221.00000000000452,-280.0000000000136,,-485.0000000000107
2020.03.02,-157.00000000000713,422.9999999999956,198.99999999999807,785.0000000000134,719.000000000003,683.0000000000002,-601.9999999999897,-494.00000000000557,-657.0000000000076,-519.9999999999983,111.00000000001842,1198.9999999999945,-2749.999999999986,-850.9999999999991,291.00000000001904,-1395.9999999999973,682.0000000000022,899.0000000000009,844.9999999999989,367.0000000000062,-202.00000000001327,,-425.99999999995316
2020.03.02,-381.0000000000091,408.9999999999927,33.999999999991815,628.0000000000064,609.9999999999994,611.000000000006,-548.9999999999924,-312.00000000000114,-507.9999999999973,-732.9999999999948,-346.00000000000364,1107.0000000000136,-2573.9999999999873,-703.9999999999935,-52.99999999999194,-1163.000000000003,459.0000000000032,668.9999999999969,665.9999999999968,368.00000000000165,-120.00000000000898,,-1881.999999999974
2020.03.02,-400.00000000000034,483.99999999999557,3.9999999999906777,514.9999999999987,558.000000000003,563.9999999999978,-834.0000000000032,-182.00000000000438,-392.00000000000347,-756.0000000000011,-382.000000000005,666.000000000011,-2337.9999999999955,-865.9999999999997,-467.99999999997954,-720.9999999999939,385.0000000000051,606.9999999999993,611.0000000000042,334.00000000000097,-64.0000000000196,,-2674.999999999999
2020.03.02,-252.0000000000078,690.9999999999972,37.9999999999967,541.0000000000136,590.999999999997,614.0000000000034,-972.999999999999,-55.000000000005045,-319.99999999999807,-804.0000000000047,-97.99999999998477,812.999999999997,-2363.999999999988,-1076.9999999999982,-464.9999999999821,-644.0000000000001,411.00000000000136,652.000000000001,671.0000000000065,397.0000000000029,-77.00000000001594,,-1709.9999999999675
2020.03.02,-461.0000000000003,588.9999999999951,186.9999999999976,659.999999999994,622.0000000000003,622.9999999999958,-929.9999999999926,-133.00000000000534,-384.00000000000654,-910.9999999999951,-167.0000000000016,1168.9999999999977,-2840.9999999999823,-1069.9999999999932,-174.99999999999181,-788.0000000000109,614.0000000000043,799.9999999999972,793.9999999999969,378.00000000000057,-129.00000000000134,,-1553.0000000000014
2020.03.02,-458.00000000000284,684.9999999999801,90.99999999999397,556.0000000000009,651.999999999997,656.000000000001,-923.0000000000018,-156.00000000000057,-390.99999999999693,-917.9999999999966,-161.00000000000136,988.9999999999955,-2808.999999999995,-1138.999999999996,-537.9999999999941,-751.9999999999972,457.9999999999984,751.9999999999953,756.0000000000002,390.0000000000015,-92.00000000000318,,-2352.000000000022
2020.03.02,-261.0000000000001,802.9999999999982,22.999999999996135,530.9999999999926,678.9999999999962,653.0000000000035,-1078.9999999999936,35.999999999991594,-290.9999999999968,-1019.9999999999986,-137.00000000000045,846.0000000000134,-2594.999999999992,-1356.9999999999993,-879.9999999999919,-536.0000000000032,436.9999999999976,796.999999999997,751.9999999999953,487.99999999999955,-130.0000000000079,,-2241.000000000002
2020.03.02,-306.9999999999906,671.9999999999837,156.99999999999648,453.99999999999886,697.9999999999986,644.0000000000001,-1043.9999999999968,28.999999999990145,-317.0000000000006,-905.0000000000002,-6.000000000000227,875.0000000000035,-2637.999999999985,-1222.999999999999,-585.9999999999976,-683.0000000000114,503.0000000000001,868.9999999999998,810.0000000000023,504.00000000000443,-194.0000000000053,,-1688.0000000000084
2020.03.02,-300.99999999999574,767.9999999999909,7.999999999995566,451.0000000000014,656.9999999999965,644.0000000000001,-1027.000000000001,60.99999999999994,-307.99999999999716,-920.9999999999941,-121.99999999998568,859.0000000000098,-2716.999999999992,-1197.9999999999932,-699.9999999999895,-697.0000000000143,417.0000000000016,768.0000000000007,753.0000000000001,438.00000000000506,-182.0000000000155,,-2348.999999999976
2020.03.02,-236.99999999999832,813.9999999999814,-112.99999999999955,588.0000000000107,658.0000000000031,661.9999999999959,-971.9999999999942,88.99999999999464,-285.9999999999974,-968.9999999999976,-308.9999999999975,1002.9999999999983,-2559.9999999999845,-1042.0000000000016,-661.0000000000005,-682.0000000000048,361.0000000000042,667.9999999999922,685.0000000000023,426.9999999999996,-50.0000000000167,,-1926.0000000000102
2020.03.02,-520.0000000000093,713.9999999999924,-19.000000000005457,451.0000000000014,439.0000000000005,522.0000000000002,-963.9999999999986,-93.00000000000975,-319.99999999999807,-1097.999999999999,-242.999999999995,958.9999999999987,-2386.9999999999836,-1446.9999999999886,-706.999999999991,-424.00000000000216,385.9999999999957,676.0000000000019,662.9999999999967,361.0000000000002,-96.00000000000719,,-3147.0
2020.03.02,-497.99999999999847,837.9999999999832,269.999999999996,388.9999999999949,424.00000000000216,504.00000000000443,-1174.9999999999973,-285.00000000000193,-382.00000000000455,-1110.9999999999952,-32.99999999998704,1069.0000000000089,-2322.9999999999864,-1783.9999999999918,-828.9999999999909,-109.00000000000354,564.9999999999977,706.0000000000031,759.0000000000003,186.00000000000838,17.000000000000348,,-2801.999999999957
2020.03.02,-269.9999999999925,1035.9999999999925,450.9999999999934,858.0000000000032,427.99999999999505,468.00000000000176,-1194.0000000000027,-271.0000000000101,-331.999999999999,-1107.999999999998,346.00000000000364,1236.9999999999993,-1905.9999999999854,-1902.000000000001,-618.9999999999918,106.99999999999044,944.0000000000026,769.999999999996,799.0000000000066,0.0,-51.000000000001044,,-208.99999999999707
2020.03.02,-29.999999999996696,1202.9999999999984,338.99999999999864,886.000000000009,512.9999999999968,514.9999999999987,-1206.9999999999936,-242.00000000000887,-246.00000000000176,-1046.0000000000025,591.0000000000082,964.0000000000093,-1646.9999999999984,-1963.9999999999986,-752.9999999999815,502.9999999999868,894.999999999996,823.9999999999981,801.0000000000019,31.000000000003247,-92.00000000000318,,838.0000000000198
2020.03.02,150.00000000000568,1289.9999999999911,222.99999999999898,924.9999999999981,553.999999999999,534.9999999999966,-1167.9999999999923,-194.0000000000053,-201.00000000000674,-1010.9999999999952,475.9999999999991,866.0000000000113,-1573.9999999999866,-1893.0000000000007,-801.9999999999916,507.9999999999973,787.0000000000061,795.9999999999923,772.0000000000056,97.00000000000264,-79.00000000000685,,1057.0000000000186
2020.03.02,58.000000000002494,1293.9999999999952,176.9999999999925,807.0000000000022,614.9999999999989,580.9999999999982,-1146.9999999999914,-98.0000000000092,-190.00000000000128,-1039.9999999999966,318.00000000001205,907.0000000000133,-1845.999999999992,-1728.999999999999,-901.9999999999806,519.0000000000028,676.0000000000019,780.0000000000011,724.0000000000038,175.99999999999838,-148.99999999999915,,531.000000000053
2020.03.02,-150.99999999999002,1211.999999999991,232.99999999998988,775.9999999999989,609.9999999999994,556.0000000000009,-1211.999999999989,-86.0000000000083,-165.9999999999995,-1098.9999999999943,362.99999999999955,931.9999999999995,-2035.9999999999934,-1783.9999999999918,-879.9999999999919,417.0000000000007,712.0000000000033,837.0000000000033,771.0000000000008,192.99999999999872,-146.00000000000168,,52.00000000002615
2020.03.02,-246.99999999999721,1155.9999999999793,376.99999999999534,886.9999999999934,598.999999999994,534.0000000000011,-1328.9999999999936,-104.00000000000409,-163.99999999999747,-1141.9999999999986,340.0000000000034,1290.0000000000134,-2130.999999999994,-1860.99999999999,-671.9999999999837,455.0000000000054,888.9999999999958,902.9999999999916,816.9999999999931,113.00000000000753,-169.00000000001913,,540.9999999999958
2020.03.02,-211.99999999998997,1191.9999999999932,271.0000000000008,771.0000000000106,603.9999999999934,524.0000000000023,-1206.0000000000032,-72.0000000000054,-180.99999999999784,-1151.000000000002,175.00000000001137,1218.000000000008,-2157.999999999993,-1734.9999999999995,-773.9999999999858,438.9999999999894,746.9999999999999,825.9999999999934,731.9999999999993,153.99999999999858,-190.00000000000128,,-25.99999999997769
2020.03.02,-241.00000000000233,1106.9999999999914,337.99999999999386,788.0000000000109,588.9999999999951,504.9999999999999,-1150.9999999999964,-148.0000000000037,-194.0000000000053,-1122.0000000000007,240.0000000000091,1248.0000000000045,-2232.999999999996,-1765.9999999999911,-747.9999999999931,401.99999999999125,784.000000000006,868.9999999999998,796.999999999997,131.99999999999878,-208.00000000000819,,-11.999999999998494
2020.03.02,-302.0000000000023,858.9999999999875,501.99999999999534,815.0000000000101,508.9999999999928,402.00000000000233,-1322.0000000000027,-440.00000000000705,-253.0000000000032,-1073.9999999999973,403.99999999999636,1353.000000000004,-2091.9999999999827,-2001.9999999999955,-578.9999999999961,278.00000000000045,921.999999999997,954.9999999999983,843.9999999999941,-126.99999999999933,-257.0000000000183,,-605.0000000000267
2020.03.02,-323.99999999999096,827.9999999999843,750.9999999999906,956.0000000000013,539.0000000000006,434.000000000001,-1290.9999999999968,-448.9999999999994,-336.9999999999984,-968.9999999999976,616.0000000000139,1629.9999999999982,-2359.9999999999845,-2001.9999999999955,-160.99999999998892,-42.0000000000087,1201.0000000000077,1118.9999999999998,974.0000000000038,-95.00000000000064,-259.0000000000092,,759.0000000000301
2020.03.02,-422.9999999999956,888.9999999999842,771.0000000000008,971.0000000000107,639.0000000000007,561.0000000000003,-1372.0,-397.0000000000029,-382.00000000000455,-1061.000000000001,572.0000000000027,1686.0000000000098,-2755.999999999981,-1949.9999999999886,-162.99999999997982,-283.99999999999534,1239.999999999995,1194.0000000000027,1081.0000000000032,101.00000000000664,-248.00000000000378,,669.0000000000642
2020.03.03,-503.000000000009,861.999999999985,719.9999999999989,987.0000000000045,590.0000000000016,499.000000000005,-1420.0000000000018,-434.000000000001,-346.0000000000019,-1102.000000000003,350.9999999999991,1845.0000000000077,-2843.99999999998,-1939.9999999999977,-148.99999999999915,-321.0000000000157,1185.0000000000023,1135.9999999999957,1004.0000000000049,-56.99999999999594,-218.00000000000708,,-155.00000000000745
2020.03.03,-539.0000000000006,911.9999999999795,723.9999999999895,1042.9999999999939,635.9999999999922,529.9999999999972,-1378.0,-301.0000000000068,-268.99999999999704,-1156.9999999999968,435.0000000000023,1876.000000000011,-2864.999999999984,-1920.9999999999923,-140.99999999999113,-270.00000000001467,1194.0000000000027,1158.0000000000014,1016.9999999999959,-0.999999999995449,-171.00000000001003,,511.99999999997726
2020.03.03,-472.9999999999901,962.9999999999806,692.9999999999978,1039.000000000012,639.0000000000007,524.9999999999977,-1521.000000000001,-295.0000000000008,-370.9999999999991,-1097.0000000000036,508.0000000000098,1724.9999999999989,-2712.9999999999877,-2013.999999999996,-210.99999999998343,-313.00000000000773,1216.9999999999986,1170.9999999999923,1022.0000000000056,1.0000000000065512,-266.0000000000107,,229.00000000002007
2020.03.03,-263.99999999999756,1021.9999999999895,702.9999999999887,1068.0000000000023,680.0000000000028,624.0000000000023,-1634.999999999991,-306.00000000000625,-351.99999999999676,-1036.0000000000036,631.0000000000002,1689.0000000000073,-2691.999999999983,-2203.9999999999936,-221.99999999998886,-178.00000000001148,1227.0000000000039,1188.0000000000023,1102.9999999999945,124.00000000000189,-199.00000000001583,,971.0000000000081
