date,USDCHF,AUDUSD,NZDUSD,GBPCHF,EURCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2015.07.20,-43.00000000000415,-45.000000000006146,-85.99999999999719,-1.0000000000065512,-65.99999999998829,-26.999999999999247,-19.000000000005457,-11.999999999989797,0.0,-25.999999999992696,-137.00000000000932,-56.99999999998795,-99.00000000000375,-86.99999999999264,-106.99999999999044,,-811.9999999999736
2015.07.20,-39.00000000000014,22.999999999995246,-33.000000000005244,-38.0000000000047,-72.0000000000054,-38.99999999998904,13.00000000000523,35.00000000000725,130.0000000000079,-36.999999999998145,-100.0000000000112,-21.000000000000796,-90.00000000000341,-100.00000000000009,-146.99999999998602,,-514.9999999999885
2015.07.20,-134.99999999999625,-13.00000000000745,-87.00000000000374,17.999999999984695,-72.0000000000054,-106.99999999999044,97.00000000000841,188.00000000003257,326.0000000000041,60.000000000015596,-48.000000000003595,-45.99999999999227,-137.00000000000045,-117.99999999999588,-109.00000000000354,,-182.99999999995367
2015.07.20,11.00000000000545,-6.0000000000060005,-104.00000000000409,-23.00000000001745,-53.999999999998494,-73.99999999999629,127.00000000000955,172.0000000000166,249.99999999999466,103.00000000000864,-21.00000000000435,-45.99999999999227,-159.00000000000603,-145.9999999999906,-102.99999999998644,,-72.99999999996714
2015.07.20,-26.999999999999247,-16.0000000000049,-102.99999999999754,13.999999999980695,-52.99999999999194,-76.99999999999375,176.9999999999925,209.9999999999991,314.00000000001427,85.00000000000173,-31.000000000003247,-54.99999999999261,-168.00000000000637,-143.9999999999997,-110.99999999999443,,15.000000000004576
2015.07.20,-155.00000000000514,56.0000000000005,-41.000000000002146,114.99999999999844,-45.99999999999049,-84.99999999999064,135.99999999999568,256.000000000034,450.00000000001705,81.00000000001995,52.99999999999194,13.00000000000523,-106.00000000000875,-106.99999999999044,-83.9999999999952,,536.00000000008
2015.07.20,-146.99999999999713,56.99999999999594,9.00000000000345,78.00000000000028,-55.99999999998939,-81.9999999999932,180.00000000000682,309.0000000000259,452.99999999999227,89.00000000000574,151.9999999999966,16.000000000005343,-55.00000000000682,-76.99999999999375,-37.99999999998249,,888.0000000000697
2015.07.20,-53.00000000000304,31.999999999998696,-56.99999999999594,145.99999999997948,-53.999999999998494,-83.9999999999952,211.00000000001273,325.00000000004195,448.000000000004,77.00000000001594,-1.0000000000065512,5.000000000009663,-106.99999999999932,-127.99999999999478,-70.99999999999883,,689.0000000000701
2015.07.20,-73.00000000000084,12.999999999996348,-200.00000000000017,88.99999999998354,-55.000000000005045,-217.99999999999596,147.99999999999613,234.00000000002308,330.00000000003024,57.00000000001815,-353.0000000000033,-33.999999999991815,-299.0000000000066,-295.99999999999625,-281.99999999998226,,-938.9999999999347
2015.07.20,-146.00000000000168,39.00000000000014,-153.00000000000313,51.000000000001044,-52.99999999999194,-202.9999999999976,56.99999999998795,153.00000000002535,351.0000000000346,14.000000000002899,-299.00000000000483,-9.999999999990905,-250.0,-263.99999999999756,-298.9999999999826,,-1011.9999999999183
2015.07.20,-183.99999999999528,129.00000000000134,-99.00000000000463,101.99999999997988,-48.99999999998794,-211.99999999998997,86.00000000001273,158.0000000000137,538.0000000000163,-18.999999999991246,-177.00000000000495,88.00000000000807,-189.00000000000716,-195.9999999999962,-373.00000000000114,,-396.9999999999465
2015.07.20,-183.99999999999528,136.99999999999824,-102.99999999999754,127.99999999999478,24.000000000001798,-206.99999999999054,54.000000000002046,199.00000000001583,565.0000000000155,40.0000000000178,-185.99999999999727,103.00000000000864,-200.00000000000284,-219.99999999999798,-435.9999999999919,,-285.9999999999187
2015.07.20,-202.9999999999976,337.99999999999386,32.999999999994145,139.00000000000023,18.0000000000069,-85.99999999999719,38.000000000010914,187.00000000002603,1024.0000000000027,74.0000000000185,124.99999999999733,338.0000000000081,-48.00000000000182,-76.99999999999375,-483.99999999999557,,1416.0000000000728
2015.07.20,-195.9999999999962,373.99999999999653,17.999999999995797,166.99999999998383,-5.999999999994898,-102.99999999999754,117.999999999995,257.00000000004053,1200.0000000000011,62.000000000006494,58.99999999998684,367.00000000000443,-70.99999999999795,-86.99999999999264,-475.99999999998755,,1683.0000000000434
2015.07.20,-207.00000000000162,258.9999999999981,-314.0000000000032,196.99999999998053,36.999999999998145,-424.9999999999976,63.99999999999295,200.0000000000224,878.0000000000232,59.000000000009045,-734.0000000000124,234.99999999999943,-463.99999999999864,-503.99999999999335,-864.9999999999825,,-1583.9999999999654
2015.07.20,-207.99999999999707,173.9999999999964,-519.0000000000028,187.99999999998818,42.999999999993044,-618.9999999999918,68.9999999999884,113.00000000002974,648.0000000000264,17.000000000000348,-1198.9999999999945,155.00000000000114,-704.0000000000077,-709.9999999999995,-1061.000000000001,,-3612.999999999971
2015.07.20,-207.99999999999707,139.00000000000023,-594.0000000000057,236.99999999999832,46.999999999997044,-688.9999999999952,120.00000000000455,131.00000000001444,581.9999999999936,-11.999999999989797,-1408.9999999999936,94.99999999999886,-805.0000000000068,-842.9999999999937,-1253.9999999999995,,-4462.9999999999745
2015.07.20,-219.00000000000253,139.00000000000023,-551.0000000000015,231.99999999998778,80.99999999999774,-662.9999999999914,120.00000000000455,83.00000000001084,565.0000000000155,-36.999999999998145,-1330.9999999999934,96.00000000000364,-762.0000000000005,-737.9999999999942,-1088.9999999999845,,-4073.999999999946
2015.07.20,-219.99999999999798,-116.00000000000499,-741.0000000000027,215.99999999999397,79.00000000000685,-815.9999999999945,68.9999999999884,-95.00000000000064,-110.99999999997223,-65.99999999998829,-1635.0000000000086,-188.99999999999295,-963.9999999999986,-906.9999999999911,-1184.9999999999916,,-6680.999999999955
2015.07.20,-233.00000000000543,-160.00000000000458,-800.0000000000007,341.99999999999784,154.0000000000097,-865.999999999989,169.9999999999875,17.000000000022553,65.00000000002615,-65.99999999998829,-1716.0000000000064,-244.99999999999034,-1052.0000000000068,-966.0000000000002,-1065.999999999989,,-6421.999999999937
2015.07.20,-153.00000000000313,-203.00000000000873,-853.9999999999992,119.99999999998678,93.00000000000975,-904.9999999999892,247.0000000000141,99.00000000002684,-22.999999999973042,3.0000000000196536,-1737.999999999995,-289.0000000000015,-1094.9999999999989,-1012.9999999999973,-1070.9999999999998,,-6781.999999999908
2015.07.20,-0.999999999995449,-169.00000000000804,-712.9999999999969,-37.00000000002035,78.00000000000028,-658.9999999999985,193.9999999999884,-175.99999999999838,-167.9999999999904,65.00000000000395,-1319.0000000000034,-269.999999999996,-945.0000000000074,-827.9999999999955,-959.9999999999831,,-5908.000000000001
2015.07.20,-155.00000000000514,-148.0000000000037,-690.9999999999972,-104.99999999999955,151.00000000001222,-644.9999999999956,70.99999999999795,-227.99999999998377,-166.99999999998383,174.00000000000747,-1174.0000000000084,-259.00000000000034,-933.9999999999975,-783.0000000000003,-906.9999999999911,,-5799.999999999948
2015.07.20,-195.00000000000074,-75.00000000000284,-612.9999999999969,-100.0000000000112,201.00000000000674,-652.9999999999925,-4.9999999999954525,-239.99999999997357,-205.99999999997289,223.00000000001762,-1021.0000000000052,-244.99999999999034,-902.000000000001,-805.0000000000001,-905.9999999999845,,-5541.999999999904
