date,USDCAD,NZDUSD,AUDCHF,empty,sum
2015.09.14,-110.99999999999443,-2.000000000002,-58.99999999999794,,-171.99999999999437
2015.09.14,-99.99999999998899,86.99999999999264,-39.00000000000014,,-51.99999999999649
2015.09.14,-126.99999999998823,130.99999999999224,-34.000000000000696,,-29.99999999999669
2015.09.14,-92.00000000000318,49.99999999999449,-86.0000000000083,,-128.000000000017
2015.09.14,-31.000000000003247,46.999999999997044,-8.000000000008,,7.999999999985796
2015.09.14,-43.999999999999595,58.99999999999794,34.99999999999615,,49.99999999999449
2015.09.14,-65.00000000000395,134.0000000000008,163.00000000000205,,231.9999999999989
2015.09.14,11.00000000000545,280.9999999999979,264.999999999993,,556.9999999999964
2015.09.14,103.00000000000864,263.99999999999756,339.0000000000004,,706.0000000000066
2015.09.14,146.00000000000168,180.99999999999784,300.0000000000003,,626.9999999999998
2015.09.14,96.00000000000719,212.00000000000108,295.0000000000008,,603.0000000000091
2015.09.14,96.99999999999153,205.99999999999508,222.99999999999542,,525.999999999982
2015.09.14,-29.999999999996696,46.00000000000159,29.999999999996696,,46.00000000000159
2015.09.14,-21.00000000000435,42.999999999993044,-23.00000000000635,,-1.0000000000176534
2015.09.14,-17.000000000000348,-19.999999999997797,-116.00000000000499,,-153.00000000000313
2015.09.14,1.999999999990898,78.00000000000028,-58.000000000002494,,21.999999999988695
2015.09.14,17.000000000000348,81.9999999999932,-21.999999999999797,,76.99999999999375
2015.09.14,-31.000000000003247,39.00000000000014,-31.000000000003247,,-23.000000000006352
2015.09.14,-31.000000000003247,63.00000000000195,-263.0000000000021,,-231.0000000000034
2015.09.14,53.999999999998494,132.99999999999423,-201.00000000000674,,-14.000000000014012
2015.09.14,21.00000000000435,139.00000000000023,-58.000000000002494,,102.00000000000207
2015.09.14,8.000000000008,141.99999999999767,127.99999999999478,,278.00000000000045
2015.09.14,-8.000000000008,139.99999999999568,239.0000000000003,,370.99999999998795
2015.09.14,39.999999999995595,175.99999999999838,380.999999999998,,596.999999999992
2015.09.14,100.0000000000112,210.99999999999451,403.99999999999324,,714.9999999999989
2015.09.14,63.99999999999739,195.9999999999962,337.99999999999386,,597.9999999999875
2015.09.14,9.999999999998899,241.00000000000233,340.9999999999913,,591.9999999999925
2015.09.14,-2.999999999997449,249.99999999999466,412.9999999999967,,659.9999999999939
2015.09.14,-112.000000000001,210.99999999999451,487.99999999999955,,586.9999999999931
2015.09.14,-158.99999999999804,120.99999999999334,463.9999999999977,,425.999999999993
2015.09.14,-153.00000000000313,9.999999999998899,471.99999999999466,,328.99999999999045
2015.09.14,-198.99999999999363,-70.0000000000034,474.9999999999921,,205.99999999999505
2015.09.14,-43.999999999999595,-34.000000000000696,417.99999999999613,,339.99999999999585
2015.09.14,-126.0000000000039,-18.0000000000069,376.99999999999403,,232.99999999998323
2015.09.14,-164.99999999999292,27.999999999994696,446.9999999999974,,309.99999999999915
2015.09.14,-224.000000000002,54.999999999993946,629.9999999999973,,460.9999999999892
2015.09.14,-194.99999999998963,213.99999999999199,517.0000000000008,,536.0000000000032
2015.09.14,-252.99999999999213,212.00000000000108,495.9999999999964,,455.00000000000534
2015.09.14,-245.0000000000063,219.00000000000253,418.9999999999916,,392.99999999998784
2015.09.14,-262.999999999991,243.99999999999977,422.00000000000017,,403.0000000000089
2015.09.14,-329.00000000000153,212.00000000000108,414.9999999999987,,297.99999999999824
2015.09.14,-228.99999999999034,239.0000000000003,485.99999999999756,,496.0000000000075
2015.09.14,-263.99999999999756,197.99999999999818,449.9999999999948,,383.99999999999545
2015.09.14,-185.99999999999727,208.99999999999253,444.9999999999954,,467.9999999999907
2015.09.14,-209.9999999999991,208.99999999999253,446.00000000000193,,444.99999999999534
2015.09.14,-154.0000000000097,224.9999999999974,427.99999999999505,,498.9999999999828
2015.09.14,-106.99999999999044,225.99999999999287,430.9999999999925,,549.9999999999949
2015.09.14,-130.99999999999224,230.99999999999233,480.99999999999807,,580.9999999999982
2015.09.15,-154.0000000000097,212.99999999999653,439.0000000000005,,497.9999999999874
2015.09.15,-104.99999999999955,200.00000000000017,404.99999999999983,,500.00000000000045
2015.09.15,-146.00000000000168,207.00000000000162,398.9999999999938,,459.99999999999375
2015.09.15,-143.99999999998857,224.000000000002,430.9999999999925,,511.0000000000059
2015.09.15,-110.99999999999443,242.99999999999324,495.000000000001,,626.9999999999998
