date,EURJPY,AUDNZD,empty,sum
2019.08.12,102.99999999999443,65.00000000000395,,167.99999999999838
2019.08.12,144.99999999999602,112.000000000001,,256.99999999999704
2019.08.12,188.99999999999295,96.00000000000719,,285.0000000000001
2019.08.12,170.0000000000017,76.0000000000094,,246.00000000001108
2019.08.12,-4.9999999999954525,75.00000000000284,,70.00000000000739
2019.08.12,-43.99999999999693,49.99999999999449,,5.999999999997563
2019.08.12,9.000000000000341,124.99999999999733,,133.99999999999767
2019.08.12,-42.00000000000159,63.000000000013046,,21.000000000011454
2019.08.12,52.99999999999727,121.00000000001555,,174.00000000001282
2019.08.12,85.99999999999852,62.000000000006494,,148.000000000005
2019.08.12,72.99999999999329,114.0000000000141,,187.0000000000074
2019.08.12,46.999999999997044,133.00000000000534,,180.0000000000024
2019.08.12,48.00000000000182,56.000000000011596,,104.00000000001342
2019.08.12,19.000000000005457,46.0000000000127,,65.00000000001816
2019.08.12,-13.00000000000523,46.0000000000127,,33.00000000000747
2019.08.12,-1.9999999999953388,76.0000000000094,,74.00000000001405
2019.08.12,0.0,75.00000000000284,,75.00000000000284
2019.08.12,34.99999999999659,32.0000000000098,,67.0000000000064
2019.08.12,-24.00000000000091,8.000000000008,,-15.999999999992909
2019.08.12,-84.00000000000318,70.0000000000145,,-13.999999999988688
2019.08.12,-230.99999999999454,65.00000000000395,,-165.9999999999906
2019.08.12,-346.00000000000364,97.9999999999981,,-248.00000000000554
2019.08.12,-548.0000000000018,14.000000000002899,,-533.9999999999989
2019.08.12,-498.9999999999952,-35.999999999991594,,-534.9999999999868
2019.08.12,-555.9999999999974,-65.00000000000395,,-621.0000000000014
2019.08.12,-519.999999999996,-119.99999999998678,,-639.9999999999828
2019.08.12,-379.99999999999545,-126.0000000000039,,-505.9999999999993
2019.08.12,-441.0000000000025,-180.99999999998673,,-621.9999999999892
2019.08.12,-528.0000000000058,-212.99999999999653,,-741.0000000000023
2019.08.12,-522.9999999999961,-226.99999999999943,,-749.9999999999956
2019.08.12,-388.9999999999958,-275.9999999999874,,-664.9999999999832
2019.08.12,-221.00000000000364,-205.99999999999508,,-426.99999999999875
2019.08.12,-162.9999999999967,-224.000000000002,,-386.9999999999987
2019.08.12,-10.000000000005116,-263.99999999999756,,-274.0000000000027
2019.08.12,-16.999999999995907,-212.99999999999653,,-229.99999999999244
2019.08.12,-25.99999999999625,-290.9999999999968,,-316.99999999999307
2019.08.12,16.000000000005343,-292.00000000000335,,-275.999999999998
2019.08.12,1.0000000000047748,-204.99999999998852,,-203.99999999998374
