date,USDCHF,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,EURAUD,EURNZD,CADJPY,AUDJPY,empty,sum
2017.12.11,-138.00000000000477,-31.999999999987594,-43.00000000001525,-48.99999999999905,-24.000000000001798,-173.99999999998528,-61.00000000000705,-24.000000000001798,-68.00000000000139,-40.000000000020464,0.0,-143.00000000000423,0.0,-84.00000000000318,-69.00000000000261,,-949.0000000000344
2017.12.11,-129.00000000000134,-56.99999999999594,-76.0000000000094,-22.999999999995246,31.000000000003247,-93.99999999999409,100.99999999999909,0.0,-30.000000000007798,-143.00000000000068,245.0000000000063,-117.99999999999588,143.00000000000423,-117.00000000000443,-13.00000000000523,,-279.99999999999716
2017.12.11,-124.00000000000189,-66.99999999999484,-131.99999999999878,-14.000000000002899,76.99999999999375,-92.99999999998754,198.99999999999807,0.0,-42.0000000000087,-298.0000000000018,336.9999999999873,-151.9999999999966,173.00000000000094,-149.0000000000009,15.999999999991132,,-269.00000000002274
2017.12.11,-104.99999999999955,-52.99999999999194,-163.00000000000205,-19.00000000000235,100.99999999999554,-85.00000000000173,180.99999999999739,-8.000000000008,-58.99999999999794,-271.000000000015,456.9999999999963,-134.00000000001188,132.99999999998312,-83.00000000001262,-10.000000000005116,,-118.00000000007583
2017.12.11,-115.00000000000954,-80.99999999999774,-151.00000000001222,-14.999999999998348,164.99999999999292,-78.00000000000028,122.99999999999045,-9.999999999998899,-106.00000000000608,-194.00000000001683,507.9999999999973,-161.99999999999548,46.999999999997044,-70.00000000000739,-58.000000000006935,,-197.00000000007205
2017.12.11,-146.00000000000168,-89.99999999999008,-138.0000000000159,4.000000000004,97.9999999999981,-100.99999999999554,186.9999999999976,-14.000000000002899,-148.0000000000037,-356.9999999999993,485.0000000000021,-147.00000000000824,-97.00000000001374,-167.0000000000016,-13.00000000000523,,-644.0000000000362
2017.12.11,-143.9999999999997,-128.99999999997914,-124.99999999999733,7.0000000000014495,59.99999999999339,-92.00000000000318,330.99999999998886,-23.00000000000635,-226.99999999999943,-428.0000000000257,398.9999999999938,-153.00000000000313,-205.99999999999508,-225.9999999999991,83.99999999998897,,-872.0000000000417
2017.12.11,-164.00000000000858,-124.99999999999733,-83.00000000001084,68.99999999999685,116.99999999998934,-76.99999999999375,319.9999999999932,-4.999999999999449,-182.99999999999983,-387.00000000000045,473.99999999999665,-66.00000000001049,-106.00000000000608,-198.0000000000075,137.00000000000045,,-277.00000000005787
2017.12.11,-158.0000000000026,-124.99999999999733,-83.9999999999952,60.00000000000449,114.99999999999844,-69.9999999999923,312.9999999999882,-14.000000000002899,-180.0000000000024,-345.0000000000273,479.0000000000072,-87.00000000001484,-106.00000000000608,-175.00000000001137,141.9999999999959,,-235.00000000005804
2017.12.11,-140.0000000000068,-128.99999999997914,-102.00000000000209,56.0000000000005,130.99999999999224,-63.99999999999739,319.9999999999932,-21.999999999999797,-148.0000000000037,-356.00000000002296,489.99999999999045,-107.00000000001265,-15.00000000000945,-176.00000000000193,137.99999999999102,,-124.0000000000685
2017.12.11,-220.00000000000907,-187.99999999998818,-99.00000000000463,74.00000000000739,83.9999999999952,-76.99999999999375,308.9999999999975,-11.00000000000545,-605.0,-325.00000000001705,434.000000000001,-67.00000000001705,-1202.9999999999984,-189.00000000000716,146.99999999999136,,-1936.0000000000487
2017.12.11,-209.00000000000364,-185.99999999999727,-12.000000000012001,101.00000000000664,80.99999999999774,-82.00000000000429,334.99999999999375,-2.000000000002,-492.999999999999,-356.00000000002296,392.9999999999989,-70.0000000000145,-939.0000000000009,-204.00000000000773,152.9999999999916,,-1490.0000000000757
2017.12.11,-194.0000000000053,-156.99999999998494,-9.000000000014552,121.00000000000443,70.99999999999883,-82.99999999998863,338.99999999999864,20.999999999993246,-517.0000000000008,-391.00000000001955,380.00000000000256,-12.000000000012001,-987.0000000000045,-209.00000000000318,171.99999999999704,,-1455.0000000000389
2017.12.11,-190.00000000000128,-143.99999999998857,-33.00000000001635,146.99999999999713,85.99999999998609,-100.99999999999554,359.99999999999943,7.9999999999968985,-480.99999999999807,-379.0000000000191,398.00000000000944,86.99999999999264,-922.0000000000006,-214.00000000001285,221.9999999999942,,-1156.0000000000564
