date,USDJPY,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,AUDNZD,empty,sum
2016.02.08,-27.000000000001023,-45.99999999999049,-87.99999999999919,0.0,-20.999999999993246,0.0,0.0,-16.999999999995907,-118.00000000001809,-17.999999999984695,,-334.99999999998266
2016.02.08,102.00000000000387,251.00000000000122,1.0000000000065512,186.00000000000705,-24.999999999997247,338.99999999999864,92.99999999998754,134.00000000001455,-24.000000000001798,168.0000000000126,,1225.0000000000327
2016.02.08,85.99999999999852,290.00000000001245,-45.99999999999049,150.00000000000568,-2.000000000002,365.99999999998545,-133.99999999998968,137.00000000000045,-78.00000000000028,106.00000000000608,,875.0000000000261
2016.02.08,135.00000000000512,463.0000000000134,-75.00000000000284,112.99999999999955,53.999999999998494,501.0000000000048,-188.9999999999947,140.00000000001478,99.99999999998899,104.99999999999955,,1347.0000000000273
2016.02.08,96.9999999999942,520.0000000000093,-114.99999999999844,73.99999999999807,46.999999999997044,442.0000000000073,-59.99999999999339,111.99999999999477,29.999999999996696,144.0000000000108,,1291.0000000000164
2016.02.08,188.99999999999295,536.0000000000032,-76.99999999999375,150.99999999999625,75.00000000000284,576.9999999999982,-242.99999999999324,147.00000000001978,34.99999999998504,114.0000000000141,,1504.0000000000252
2016.02.08,200.00000000000284,550.000000000006,-117.99999999999588,191.0000000000025,43.00000000000415,632.9999999999814,-381.0000000000091,242.999999999995,-4.000000000004,178.99999999999582,,1535.9999999999786
2016.02.08,305.9999999999974,557.0000000000075,-144.99999999999514,263.00000000000523,31.000000000003247,783.9999999999918,-253.00000000001432,360.00000000001364,-31.000000000003247,114.99999999999844,,1987.0000000000045
2016.02.08,378.0000000000001,554.00000000001,-121.99999999999989,334.99999999999375,70.99999999999883,900.0000000000057,-100.0000000000334,409.9999999999966,18.999999999991246,80.00000000001339,,2524.9999999999764
2016.02.08,414.0000000000015,582.0000000000158,-90.99999999999665,325.00000000000284,107.00000000000153,908.9999999999918,114.99999999999844,361.99999999999477,39.999999999995595,-12.999999999996348,,2750.00000000001
2016.02.08,400.99999999999625,609.0000000000151,-114.99999999999844,307.00000000000216,114.00000000000298,895.9999999999866,44.99999999998394,356.9999999999993,120.99999999999334,-2.999999999997449,,2731.999999999984
2016.02.08,346.9999999999942,590.0000000000016,-76.99999999999375,278.0000000000058,99.00000000000463,829.0000000000077,114.99999999999844,314.9999999999977,39.999999999995595,-48.99999999998794,,2487.000000000024
2016.02.08,394.999999999996,609.9999999999994,-65.00000000000395,307.00000000000216,118.00000000000699,905.0000000000011,132.99999999998312,322.00000000000273,119.00000000000244,-11.999999999989797,,2832.0
2016.02.08,439.9999999999977,666.9999999999953,-78.00000000000028,302.99999999999727,148.0000000000037,929.000000000002,-21.00000000000435,320.0000000000216,215.99999999999397,43.00000000001525,,2967.0000000000223
2016.02.08,530.9999999999917,666.9999999999953,-45.99999999999049,430.9999999999974,156.99999999999602,1132.000000000005,-72.0000000000276,450.00000000001705,333.9999999999899,48.000000000003595,,3631.999999999978
2016.02.08,587.0000000000033,697.9999999999986,-110.00000000001009,484.99999999999943,126.99999999999933,1250.0,-170.00000000000347,557.0000000000164,207.00000000000162,182.0000000000155,,3813.000000000021
2016.02.08,563.999999999993,626.0000000000155,-133.00000000000534,415.9999999999968,77.00000000000485,1087.9999999999939,-258.0000000000027,534.9999999999966,219.99999999999798,243.99999999999977,,3378.999999999991
2016.02.08,605.9999999999945,584.0000000000067,-157.00000000000713,474.00000000000375,41.9999999999976,1138.9999999999816,-281.0000000000201,606.000000000023,211.99999999998997,171.99999999999437,,3396.9999999999645
2016.02.08,548.0000000000018,612.0000000000125,-171.99999999999437,471.9999999999942,48.99999999999905,1192.9999999999836,-354.0000000000099,627.0000000000095,211.99999999998997,175.00000000001404,,3362.0000000000005
2016.02.08,486.99999999999477,680.0000000000139,-163.00000000000205,367.999999999995,107.00000000000153,1269.0000000000055,-418.9999999999916,483.0000000000041,293.99999999999426,245.0000000000063,,3351.000000000022
2016.02.08,322.00000000000273,645.0000000000067,-147.00000000000824,384.00000000000034,90.0000000000012,1079.0000000000077,-622.9999999999958,475.00000000002274,180.0000000000024,365.99999999999966,,2771.0000000000387
2016.02.08,254.0000000000049,303.0000000000088,-219.99999999999798,263.9999999999958,-114.99999999999844,522.9999999999961,-1137.9999999999945,441.0000000000025,209.9999999999991,411.0000000000058,,933.000000000022
2016.02.08,103.9999999999992,273.0000000000121,-378.999999999996,137.00000000000045,-249.99999999999466,387.00000000000045,-1074.0000000000193,403.99999999999636,-229.00000000001253,201.00000000000674,,-426.00000000000716
2016.02.08,-73.99999999999807,182.99999999999983,-351.99999999999676,111.0000000000042,-249.99999999999466,140.99999999999113,-914.9999999999991,335.00000000000796,-609.9999999999994,187.00000000000384,,-1243.9999999999811
2016.02.08,-179.00000000000205,-89.99999999999008,-249.99999999999466,54.000000000002046,-356.00000000000074,-305.0000000000068,-556.0000000000009,228.00000000000864,-658.0000000000031,207.00000000000162,,-1904.9999999999861
2016.02.08,-153.0000000000058,-269.9999999999925,-243.99999999999977,4.0000000000048885,-417.0000000000007,-552.9999999999973,-1123.9999999999916,117.00000000001864,-379.0000000000182,201.00000000000674,,-2817.9999999999754
2016.02.08,-228.9999999999992,-243.99999999999977,-198.99999999999363,-500.0,-415.99999999999415,-1170.000000000016,-1463.9999999999986,-530.9999999999775,-320.00000000000915,164.00000000000858,,-4908.99999999998
2016.02.08,-146.0000000000008,-201.99999999999108,-266.0000000000107,-549.0000000000066,-351.99999999999676,-1171.999999999997,-1557.0000000000305,-530.0000000000011,64.99999999998174,185.99999999999727,,-4523.000000000055
2016.02.08,-668.0000000000064,-234.00000000000088,-173.00000000000094,-813.999999999993,-329.00000000000153,-1715.0000000000034,-1448.000000000027,-984.9999999999852,-8.000000000008,178.00000000001148,,-6196.0000000000155
2016.02.08,-626.9999999999953,-539.999999999985,-22.999999999995246,-759.0000000000003,-451.9999999999969,-1953.000000000003,-1026.0000000000157,-943.9999999999884,-521.0000000000159,63.99999999999739,,-6780.999999999997
2016.02.08,-567.0000000000073,-634.0000000000013,5.000000000010552,-849.0000000000038,-475.99999999999864,-2187.000000000012,-1344.0000000000118,-1058.9999999999975,-562.0000000000181,39.00000000001125,,-7634.000000000029
2016.02.08,-496.9999999999999,-339.0000000000004,-1.0000000000065512,-847.999999999999,-331.999999999999,-1843.999999999994,-1128.000000000018,-1088.9999999999986,-253.00000000001432,231.0000000000034,,-6100.000000000027
2016.02.08,-573.0000000000075,-682.0000000000048,-34.000000000000696,-786.0000000000014,-420.9999999999936,-2015.9999999999911,-1239.9999999999966,-995.9999999999809,-262.00000000000665,211.00000000000563,,-6798.999999999977
