names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,20,"['EURJPY', 'CHFJPY', 'EURAUD', 'USDCHF', 'EURUSD', 'AUDJPY', 'AUDUSD', 'EURGBP']",80.0,-0.58,B
GBPUSD,20,['EURUSD'],80.0,1.0,S
EURUSD,10,"['EURJPY', 'CHFJPY', 'EURAUD']",80.0,-0.992,B
USDJPY,15,"['USDCHF', 'EURUSD', 'AUDUSD', 'AUDCAD']",80.0,-1.0,B
USDCAD,20,['EURGBP'],80.0,-0.5400875235875238,B
NZDUSD,10,['GBPUSD'],80.0,1.0,S
GBPCHF,10,"['USDCHF', 'EURUSD', 'USDCAD']",100.0,1.0,S
EURCHF,10,['USDJPY'],80.0,-0.6150714285714289,B
CADCHF,20,"['AUDUSD', 'NZDUSD', 'GBPJPY', 'NZDCAD', 'AUDCAD', 'NZDCHF']",100.0,0.825960372960373,S
NZDCHF,20,['GBPAUD'],80.0,0.8169632508014857,S
EURGBP,10,['EURCHF'],100.0,-0.3506031746031746,B
GBPJPY,15,"['NZDCAD', 'AUDCAD', 'AUDCHF', 'NZDCHF', 'EURNZD', 'EURAUD']",80.0,0.5329999999999999,S
GBPCAD,10,"['USDCHF', 'EURUSD', 'USDCAD']",100.0,1.0,S
GBPAUD,15,['EURGBP'],80.0,-0.3267380952380952,B
EURCAD,50,"['USDJPY', 'AUDJPY', 'NZDJPY', 'NZDUSD', 'EURJPY', 'AUDUSD', 'CHFJPY', 'GBPUSD', 'GBPJPY']",80.0,-0.4252936507936508,B
EURNZD,15,"['GBPCHF', 'GBPCAD', 'GBPUSD']",80.0,-0.7307186147186147,B
CADJPY,10,['GBPUSD'],100.0,0.6907857142857143,S
AUDJPY,50,['NZDJPY'],80.0,-0.02931700051851096,B
NZDJPY,15,"['GBPUSD', 'GBPJPY', 'GBPCHF']",100.0,1.0,S
AUDCAD,20,"['NZDJPY', 'AUDUSD', 'EURJPY']",80.0,0.5532044344544342,S
NZDCAD,15,['GBPAUD'],80.0,1.0,S
AUDNZD,10,['AUDJPY'],80.0,-0.8219999999999998,B
