date,USDCHF,USDJPY,AUDUSD,CADCHF,EURCAD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2016.08.01,-11.00000000000545,-60.000000000002274,-73.00000000000084,-31.999999999998696,0.0,-19.000000000005457,-70.99999999999795,-77.99999999998875,-165.9999999999995,,-509.9999999999989
2016.08.01,-40.00000000000669,-7.999999999995566,-90.0000000000012,-44.99999999999504,98.0000000000203,45.000000000001705,-22.00000000000557,22.00000000000557,-173.00000000000094,,-212.99999999997746
2016.08.01,-25.00000000000835,-281.9999999999965,-132.99999999999423,-9.999999999998899,269.00000000000813,-194.00000000000261,-242.999999999995,-227.99999999999443,-273.000000000001,,-1118.999999999983
2016.08.01,52.99999999999194,-337.0000000000033,-112.000000000001,-19.999999999997797,290.00000000001245,-177.0000000000067,-290.9999999999968,-222.99999999999898,-270.99999999999903,,-1087.9999999999993
2016.08.01,69.9999999999923,-250.99999999999056,-92.00000000000318,23.00000000000635,343.00000000000443,-100.99999999999909,-233.99999999999466,-128.0000000000001,-346.9999999999973,,-716.9999999999818
2016.08.01,51.99999999999649,-206.00000000000307,-31.999999999998696,64.0000000000085,384.00000000000654,-8.000000000009777,-118.99999999999977,-73.99999999999807,-304.00000000000426,,-243.0000000000021
2016.08.01,17.999999999995797,-277.000000000001,-44.99999999999504,45.000000000006146,335.00000000001864,-125.0,-209.99999999999375,-149.99999999999147,-282.99999999999994,,-691.9999999999607
2016.08.01,27.999999999994696,-305.9999999999974,-66.99999999999484,29.000000000001247,300.00000000001137,-167.0000000000016,-266.00000000000534,-185.99999999999284,-313.00000000000773,,-947.9999999999924
2016.08.01,17.999999999995797,-418.99999999999693,-68.00000000000139,-1.999999999990898,280.0000000000136,-225.00000000000853,-250.0,-217.9999999999893,-309.0000000000037,,-1192.9999999999814
2016.08.01,53.999999999998494,-415.9999999999968,-131.00000000000333,-13.999999999991797,282.0000000000045,-231.99999999999932,-320.0000000000074,-328.9999999999935,-383.0,,-1488.999999999989
2016.08.01,46.999999999997044,-466.99999999999875,-171.99999999999437,-49.99999999999449,199.00000000001583,-361.0000000000042,-483.99999999999466,-521.0000000000008,-435.0000000000076,,-2243.9999999999823
2016.08.01,35.999999999991594,-465.999999999994,-246.00000000000176,-59.99999999999339,134.00000000001188,-375.0,-575.0000000000028,-563.999999999993,-518.0000000000074,,-2633.999999999989
2016.08.01,39.00000000000014,-396.0000000000008,-190.00000000000128,-41.9999999999976,172.0000000000166,-302.0000000000067,-468.9999999999941,-482.9999999999899,-482.00000000000466,,-2152.999999999978
2016.08.01,9.999999999998899,-379.99999999999545,-160.00000000000458,-52.99999999999194,149.00000000002134,-263.00000000000523,-397.00000000000557,-426.00000000000193,-431.0000000000036,,-1950.9999999999882
2016.08.01,0.999999999995449,-295.99999999999227,-197.99999999999818,-30.999999999992145,229.00000000001253,-246.00000000000932,-361.0000000000042,-408.9999999999918,-436.9999999999985,,-1747.9999999999786
2016.08.01,-3.0000000000085514,-218.00000000000352,-229.99999999999687,-39.999999999995595,217.0000000000005,-174.99999999999716,-332.00000000000784,-368.9999999999998,-500.00000000000045,,-1650.0000000000093
2016.08.01,-3.0000000000085514,-206.99999999999363,-226.00000000000398,-35.999999999991594,223.00000000001762,-163.0000000000109,-328.00000000000296,-381.9999999999908,-499.000000000005,,-1620.9999999999898
2016.08.01,44.99999999999504,-257.99999999999557,-236.99999999999832,-64.99999999999284,201.00000000000674,-189.00000000000716,-397.99999999999613,-426.9999999999925,-517.0000000000008,,-1844.9999999999818
2016.08.01,53.999999999998494,-286.00000000000136,-178.99999999999582,-34.99999999999615,179.00000000001802,-171.99999999999704,-322.00000000000273,-339.9999999999892,-445.0000000000065,,-1545.9999999999723
2016.08.01,103.99999999999298,-396.99999999999136,-121.00000000000443,-44.99999999999504,225.00000000000853,-221.00000000000364,-310.0000000000023,-313.0000000000024,-397.0000000000029,,-1475.0000000000007
2016.08.01,8.999999999992347,-373.9999999999952,-10.999999999994348,-3.999999999992898,240.00000000001796,-186.9999999999976,-257.000000000005,-218.9999999999941,-270.0000000000036,,-1072.9999999999725
2016.08.01,-58.000000000002494,-298.0000000000018,-51.99999999999649,60.99999999999994,295.0000000000008,-148.00000000001035,-198.99999999999807,-179.00000000000205,-319.99999999999807,,-898.0000000000085
2016.08.01,-72.0000000000054,-207.9999999999984,-29.000000000001247,72.0000000000054,242.00000000000887,-109.99999999999943,-147.00000000000557,-155.00000000000114,-307.99999999999716,,-714.9999999999941
2016.08.01,-89.00000000000574,-212.0000000000033,-29.000000000001247,78.00000000000028,289.0000000000059,-103.9999999999992,-137.00000000000045,-122.99999999999045,-274.00000000000756,,-601.0000000000018
2016.08.01,-91.00000000000774,-85.99999999999852,85.99999999999719,185.00000000000182,378.00000000001165,87.99999999999386,48.99999999999238,26.00000000001046,-358.9999999999982,,276.00000000000296
2016.08.01,-106.00000000000608,1.0000000000047748,44.99999999999504,207.00000000000162,470.00000000001484,176.00000000000193,78.99999999999352,2.0000000000095497,-424.00000000000216,,450.0000000000131
