date,USDCHF,USDJPY,AUDUSD,CADCHF,EURCAD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2016.08.01,-1.0000000000065512,162.9999999999967,-63.00000000000195,18.0000000000069,143.00000000000423,121.99999999999989,78.99999999999352,185.00000000000227,-60.00000000000449,,585.9999999999905
2016.08.01,-24.000000000001798,30.000000000001137,-43.00000000000415,60.99999999999994,307.00000000001285,75.9999999999934,6.000000000000227,53.00000000001148,-129.00000000000134,,337.0000000000117
2016.08.01,64.99999999999284,-200.00000000000284,-43.999999999999595,-8.999999999992347,329.00000000000153,-125.0,-170.0000000000017,-179.9999999999926,-260.00000000000466,,-593.9999999999994
2016.08.01,80.99999999999774,-259.9999999999909,-58.99999999999794,40.00000000000669,350.00000000000585,-106.00000000000875,-233.0000000000041,-134.00000000000034,-221.99999999999997,,-542.9999999999917
2016.08.01,80.00000000000229,-138.9999999999958,-17.000000000000348,70.99999999999883,391.000000000008,18.000000000000682,-100.99999999999909,-66.0000000000025,-301.0000000000068,,-63.99999999999477
2016.08.01,73.99999999999629,-117.999999999995,36.0000000000027,92.99999999999864,407.0000000000018,52.99999999999727,-27.000000000001023,51.00000000000193,-189.00000000000583,,379.9999999999968
2016.08.01,49.99999999999449,-245.9999999999951,-27.999999999994696,56.0000000000005,340.00000000000693,-103.9999999999992,-189.00000000000716,-99.99999999999432,-200.00000000000017,,-420.99999999998875
2016.08.01,46.999999999997044,-137.99999999999102,-34.000000000000696,64.0000000000085,400.00000000000034,-17.000000000010118,-109.99999999999943,-109.99999999999943,-246.00000000000176,,-143.9999999999966
2016.08.01,63.00000000000195,-381.9999999999908,48.99999999999905,38.0000000000047,353.0000000000033,-210.99999999999852,-216.99999999999875,-208.99999999998897,-209.00000000000364,,-724.9999999999717
2016.08.01,64.99999999999284,-320.99999999999795,-38.0000000000047,24.000000000001798,321.0000000000157,-180.99999999999739,-262.00000000000045,-311.9999999999976,-370.9999999999991,,-1074.9999999999868
2016.08.01,46.999999999997044,-435.0000000000023,-168.99999999999693,-48.99999999999905,199.00000000001583,-358.0000000000041,-478.9999999999992,-521.0000000000008,-426.9999999999996,,-2191.999999999989
2016.08.01,39.999999999995595,-362.99999999999955,-168.00000000000148,-9.999999999998899,219.00000000001364,-265.00000000000057,-426.00000000000193,-455.99999999998886,-456.00000000000085,,-1884.9999999999832
2016.08.01,88.99999999999464,-325.00000000000284,-119.00000000000244,-39.999999999995595,173.00000000000094,-233.0000000000041,-346.00000000000364,-402.000000000001,-424.9999999999976,,-1628.0000000000118
2016.08.01,12.000000000000899,-283.9999999999918,-146.99999999999713,-8.999999999992347,267.0000000000172,-230.00000000000398,-344.99999999999886,-370.9999999999951,-391.000000000008,,-1497.999999999969
2016.08.01,24.999999999997247,-191.99999999999307,-182.99999999999983,-15.999999999993797,255.00000000000523,-152.00000000000102,-308.9999999999975,-335.9999999999985,-436.9999999999985,,-1344.9999999999798
2016.08.01,8.999999999992347,-158.99999999999181,-210.99999999999451,-30.999999999992145,236.00000000001398,-156.0000000000059,-314.00000000000716,-363.9999999999901,-463.9999999999977,,-1453.9999999999732
2016.08.01,69.9999999999923,-203.00000000000296,-180.0000000000024,-7.9999999999968985,287.9999999999994,-121.99999999999989,-317.0000000000073,-348.99999999998954,-492.999999999999,,-1314.0000000000064
2016.08.01,63.00000000000195,-206.99999999999363,-170.00000000000347,-24.999999999997247,219.00000000001364,-145.00000000001023,-310.0000000000023,-327.99999999998875,-436.9999999999985,,-1339.9999999999786
2016.08.01,115.99999999999389,-274.0000000000009,-119.99999999999788,-31.999999999998696,230.00000000001907,-165.00000000000625,-307.00000000000216,-310.99999999999284,-395.0000000000009,,-1257.9999999999868
2016.08.01,129.00000000000134,-304.00000000000205,7.0000000000014495,-0.999999999995449,280.0000000000136,-144.00000000000546,-201.00000000000762,-138.9999999999958,-197.00000000000273,,-569.9999999999927
2016.08.01,9.999999999998899,-271.99999999999136,21.999999999999797,80.00000000000229,316.0000000000052,-131.00000000000023,-162.9999999999967,-140.00000000000057,-218.00000000000708,,-495.99999999998977
2016.08.01,17.000000000000348,-185.00000000000227,-0.999999999995449,70.0000000000034,303.0000000000088,-67.99999999999784,-114.00000000000432,-141.9999999999959,-297.00000000000284,,-416.9999999999861
2016.08.01,-35.00000000000725,-185.99999999999284,-10.999999999994348,89.00000000000574,316.0000000000052,-90.00000000000341,-129.0000000000049,-121.99999999999989,-243.00000000000432,,-410.999999999996
2016.08.01,-36.0000000000027,-21.000000000000796,126.0000000000039,208.00000000000819,381.0000000000091,162.9999999999967,131.00000000000023,102.00000000000387,-263.0000000000021,,791.0000000000166
2016.08.01,-67.00000000000594,14.000000000010004,99.00000000000463,234.00000000000088,478.0000000000006,188.0000000000024,132.000000000005,73.99999999999807,-329.00000000000153,,823.0000000000143
2016.08.01,-92.00000000000318,6.000000000000227,66.99999999999484,258.0000000000027,606.0000000000176,189.99999999999773,93.99999999999409,20.000000000010232,-396.00000000000745,,753.0000000000068
2016.08.01,-41.000000000002146,-21.99999999999136,161.99999999999548,235.00000000000742,504.0000000000156,186.9999999999976,171.99999999999704,125.0,-258.0000000000027,,1064.000000000017
2016.08.01,12.999999999996348,9.000000000000341,156.99999999999602,202.0000000000022,506.0000000000064,215.99999999999397,189.99999999999773,124.00000000000944,-296.0000000000074,,1120.9999999999955
2016.08.01,25.999999999992696,-78.00000000000296,248.99999999999923,256.0000000000007,561.0000000000115,215.99999999999397,218.00000000000352,180.00000000000682,-226.99999999999943,,1401.000000000006
2016.08.01,5.999999999994898,-24.999999999991473,236.00000000000287,185.00000000000182,358.00000000001387,168.99999999999693,245.00000000000455,173.00000000000182,-175.00000000000293,,1172.0000000000225
