date,GBPUSD,AUDUSD,NZDUSD,NZDCHF,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2018.10.30,785.9999999999978,-64.0000000000085,-278.9999999999959,-630.0000000000083,-1448.0000000000048,-811.000000000007,-998.9999999999952,-254.00000000000978,,-3699.000000000032
2018.10.30,758.9999999999985,-136.00000000000279,-329.999999999997,-664.000000000009,-1482.0000000000055,-899.0000000000009,-1037.9999999999968,-353.99999999999875,,-4144.000000000012
2018.10.30,659.999999999994,-82.99999999999974,-326.9999999999995,-656.000000000001,-1483.000000000012,-821.0000000000122,-1031.9999999999964,-360.0000000000048,,-4102.000000000032
2018.10.30,622.0000000000115,-108.00000000000809,-337.99999999999386,-616.0000000000055,-1263.000000000014,-803.0000000000115,-1003.0000000000001,-406.00000000000637,,-3915.0000000000277
2018.10.30,466.9999999999952,-277.000000000005,-497.99999999999847,-889.0000000000065,-1667.0000000000184,-1035.000000000011,-1210.9999999999986,-519.0000000000028,,-5629.0000000000455
2018.10.30,536.0000000000032,-270.0000000000036,-507.9999999999973,-933.000000000006,-1769.0000000000205,-1017.0000000000101,-1221.999999999994,-547.0000000000086,,-5730.000000000036
2018.10.30,621.0000000000049,-209.00000000000364,-512.9999999999968,-892.9999999999993,-1727.0000000000118,-890.0000000000006,-1173.0000000000018,-529.0000000000017,,-5313.000000000011
2018.10.30,736.0000000000033,-194.0000000000053,-469.99999999999267,-922.0000000000006,-1633.0000000000177,-866.0000000000139,-1088.9999999999986,-536.0000000000032,,-4974.000000000029
2018.10.30,778.9999999999964,-314.0000000000032,-481.9999999999935,-1002.9999999999983,-1753.0000000000045,-1010.0000000000051,-1150.9999999999964,-590.0000000000016,,-5524.000000000006
2018.10.30,907.9999999999977,-256.0000000000007,-420.9999999999936,-908.0000000000088,-1599.000000000017,-965.0000000000034,-1084.0000000000032,-567.0000000000064,,-4892.0000000000355
2018.10.30,917.0000000000123,-231.0000000000034,-407.99999999999727,-899.0000000000053,-1650.0000000000182,-946.0000000000122,-1085.9999999999986,-589.0000000000061,,-4892.000000000029
2018.10.30,1130.0000000000089,-182.99999999999983,-356.9999999999962,-873.0000000000016,-1612.0000000000134,-890.0000000000006,-1022.9999999999961,-582.0000000000048,,-4390.000000000004
2018.10.30,1093.0000000000107,-120.00000000000898,-344.99999999999534,-848.9999999999998,-1565.0000000000164,-817.0000000000073,-1013.9999999999958,-458.00000000000284,,-4075.000000000016
2018.10.30,1114.9999999999993,-104.99999999999955,-324.9999999999975,-831.9999999999994,-1584.0000000000077,-822.0000000000027,-1006.9999999999908,-469.0000000000083,,-4029.000000000007
2018.10.30,1191.0000000000086,-126.99999999999933,-327.99999999999494,-869.0000000000086,-1667.0000000000184,-914.0000000000015,-1064.9999999999977,-422.00000000000017,,-4201.000000000012
2018.10.30,1140.0000000000077,-141.00000000000225,-331.999999999999,-857.0000000000077,-1642.00000000001,-952.0000000000124,-1075.0000000000027,-443.0000000000045,,-4302.000000000031
2018.10.30,1131.9999999999998,-189.00000000000583,-342.9999999999933,-868.000000000002,-1683.0000000000123,-1010.0000000000051,-1108.9999999999945,-462.0000000000068,,-4532.00000000002
2018.10.30,1136.0000000000036,-182.00000000000438,-320.9999999999935,-848.0000000000043,-1601.000000000008,-982.0000000000135,-1066.0000000000025,-408.00000000000836,,-4272.000000000031
2018.10.30,1144.999999999996,-151.00000000000114,-343.9999999999999,-883.0000000000005,-1645.0000000000075,-1045.0000000000018,-1164.999999999992,-351.0000000000013,,-4439.000000000008
2018.10.30,1120.0000000000098,-143.9999999999997,-322.9999999999955,-869.0000000000086,-1678.0000000000018,-1079.0000000000077,-1194.9999999999932,-298.0000000000094,,-4466.0000000000055
2018.10.30,1157.9999999999923,-129.00000000000134,-336.9999999999984,-887.9999999999999,-1793.0000000000002,-1016.0000000000053,-1188.999999999993,-291.0000000000079,,-4485.000000000015
2018.10.31,1161.000000000012,-143.00000000000423,-335.99999999999187,-899.0000000000053,-1703.00000000001,-1025.0000000000057,-1170.0000000000018,-317.0000000000006,,-4432.000000000008
2018.10.31,1157.000000000008,-108.00000000000809,-356.00000000000074,-909.0000000000042,-1737.0000000000107,-994.000000000014,-1197.9999999999932,-290.00000000000136,,-4435.0000000000255
2018.10.31,1183.0000000000007,-155.00000000000514,-408.9999999999927,-956.0000000000013,-1855.0000000000066,-1026.0000000000105,-1243.9999999999998,-339.0000000000004,,-4801.0000000000155
2018.10.31,1147.9999999999934,-160.00000000000458,-398.9999999999938,-948.9999999999999,-1822.0000000000125,-1031.000000000006,-1227.0000000000039,-337.0000000000095,,-4777.000000000036
2018.10.31,1140.999999999992,-139.00000000000023,-490.999999999997,-1043.000000000005,-2043.000000000017,-1024.000000000001,-1347.999999999999,-331.0000000000035,,-5278.000000000031
2018.10.31,1150.0000000000066,-96.00000000000719,-439.0000000000005,-992.9999999999994,-1925.0000000000211,-1000.0,-1307.9999999999927,-275.000000000003,,-4886.000000000017
2018.10.31,1127.0000000000114,53.999999999998494,-339.99999999999585,-889.0000000000065,-1663.0000000000146,-917.0000000000016,-1280.0000000000011,-84.0000000000063,,-3992.0000000000164
2018.10.31,1141.9999999999986,39.999999999995595,-335.99999999999187,-886.000000000009,-1653.0000000000155,-926.0000000000019,-1278.9999999999964,-112.000000000001,,-4010.000000000021
2018.10.31,1141.9999999999986,27.999999999994696,-328.9999999999904,-889.0000000000065,-1647.0000000000207,-917.0000000000016,-1247.9999999999905,-133.00000000000534,,-3993.0000000000214
2018.10.31,1140.999999999992,27.999999999994696,-310.9999999999946,-847.0000000000089,-1563.0000000000032,-871.9999999999999,-1173.9999999999923,-119.00000000000244,,-3717.000000000014
2018.10.31,1164.9999999999939,54.999999999993946,-249.99999999999466,-804.0000000000047,-1453.0000000000155,-887.0000000000005,-1152.9999999999916,-114.00000000000298,,-3441.0000000000223
2018.10.31,1164.0000000000095,46.00000000000159,-256.0000000000007,-809.9999999999997,-1484.0000000000186,-917.0000000000016,-1167.0000000000016,-140.0000000000068,,-3564.0000000000177
2018.10.31,1171.9999999999952,39.00000000000014,-249.99999999999466,-797.9999999999987,-1497.000000000015,-919.0000000000111,-1150.9999999999964,-150.00000000000568,,-3554.0000000000264
2018.10.31,1151.9999999999975,58.99999999999794,-226.99999999999943,-780.9999999999984,-1436.9999999999993,-900.0000000000057,-1138.999999999996,-153.00000000000313,,-3426.0000000000064
2018.10.31,1092.000000000004,2.999999999997449,-276.9999999999939,-814.9999999999991,-1520.0000000000102,-1005.0000000000097,-1233.9999999999945,-209.9999999999991,,-3966.000000000005
2018.10.31,1117.0000000000125,-20.0000000000089,-293.99999999999426,-831.9999999999994,-1590.0000000000025,-1037.0000000000061,-1257.9999999999955,-237.00000000000944,,-4151.000000000004
2018.10.31,1079.999999999992,-34.000000000000696,-306.9999999999906,-836.9999999999989,-1595.0000000000132,-1014.00000000001,-1247.0,-246.00000000000176,,-4200.000000000023
2018.10.31,1029.0000000000132,-70.0000000000034,-322.00000000000006,-860.0000000000052,-1623.0000000000189,-1001.0000000000048,-1212.9999999999939,-295.0000000000008,,-4355.000000000014
2018.10.31,1045.9999999999914,-84.0000000000063,-343.9999999999999,-886.000000000009,-1653.0000000000155,-1038.000000000011,-1250.0,-294.00000000000534,,-4503.0000000000555
2018.10.31,977.0000000000057,-36.999999999998145,-319.99999999999807,-841.0000000000028,-1511.000000000018,-958.0000000000126,-1191.0000000000025,-216.0000000000051,,-4097.000000000032
2018.10.31,798.0000000000098,29.000000000001247,-234.00000000000088,-791.0000000000084,-1283.0000000000118,-873.0000000000047,-1097.999999999999,-202.0000000000022,,-3654.000000000016
2018.10.31,727.9999999999953,-2.000000000002,-215.99999999999397,-665.0000000000044,-1191.0000000000086,-864.0000000000043,-1034.9999999999966,-194.0000000000053,,-3439.00000000002
2018.10.31,720.0000000000095,0.999999999995449,-217.0000000000005,-697.0000000000032,-1213.0000000000196,-880.0000000000097,-1048.9999999999923,-169.00000000000804,,-3504.000000000028
2018.10.31,818.9999999999919,44.99999999999504,-179.99999999999127,-716.0000000000056,-1316.0000000000061,-849.0000000000038,-1024.9999999999914,-169.00000000000804,,-3391.000000000019
2018.10.31,838.0000000000055,59.99999999999339,-139.99999999999568,-734.0000000000014,-1270.0000000000155,-838.0000000000081,-974.9999999999943,-198.00000000000927,,-3257.0000000000255
2018.10.31,815.0000000000101,-43.999999999999595,-201.99999999999108,-780.9999999999984,-1378.0000000000125,-966.0000000000082,-1064.9999999999977,-324.00000000000205,,-3944.999999999999
2018.10.31,478.0000000000006,-124.00000000000189,-263.99999999999756,-807.0000000000022,-1443.0000000000166,-1001.0000000000048,-1087.0000000000032,-401.00000000000693,,-4649.000000000033
2018.10.31,478.0000000000006,-153.99999999999858,-267.99999999999045,-824.0000000000025,-1492.0000000000045,-1041.000000000011,-1093.0000000000036,-453.0000000000034,,-4847.000000000014
2018.10.31,445.0000000000065,-159.00000000000912,-288.9999999999948,-843.0000000000049,-1649.0000000000116,-1060.0000000000023,-1147.9999999999961,-470.00000000000375,,-5173.0000000000155
2018.10.31,554.9999999999944,-62.000000000006494,-228.99999999999034,-792.9999999999993,-1483.000000000012,-1030.0000000000011,-1112.9999999999995,-265.99999999999955,,-4421.000000000015
2018.10.31,788.0000000000109,19.999999999997797,-135.99999999999167,-825.0000000000091,-1528.0000000000182,-945.0000000000074,-1043.9999999999968,-234.00000000000088,,-3904.0000000000155
2018.10.31,638.0000000000052,34.000000000000696,-157.99999999999147,-804.0000000000047,-1578.0000000000127,-1016.0000000000053,-1122.9999999999905,-235.00000000000742,,-4242.000000000006
2018.10.31,496.00000000000756,14.999999999998348,-169.99999999999238,-791.0000000000084,-1599.000000000017,-1032.0000000000107,-1134.0000000000005,-246.00000000000176,,-4461.0000000000255
2018.10.31,506.0000000000064,10.999999999994348,-143.9999999999997,-766.0,-1589.0000000000182,-970.0000000000131,-1054.9999999999927,-229.00000000000142,,-4236.000000000025
2018.10.31,46.999999999997044,-28.000000000005798,-141.99999999999767,-695.0000000000011,-1466.0000000000118,-926.0000000000019,-986.9999999999948,-247.00000000000833,,-4444.000000000024
2018.10.31,-55.99999999998939,-113.00000000000753,-212.00000000000108,-717.000000000001,-1467.0000000000182,-966.0000000000082,-1018.9999999999912,-316.0000000000052,,-4866.000000000022
2018.10.31,461.0000000000003,8.999999999992347,-100.00000000000009,-750.0000000000063,-1319.0000000000034,-698.0000000000075,-751.9999999999953,-264.0000000000087,,-3413.0000000000286
2018.10.31,636.9999999999986,95.99999999999609,-39.999999999995595,-766.0,-1334.000000000013,-654.0000000000106,-728.9999999999992,-239.0000000000003,,-3029.0000000000236
2018.10.31,343.00000000000443,117.99999999999588,-25.999999999992696,-763.0000000000026,-1358.0000000000148,-626.0000000000048,-724.9999999999943,-209.00000000000364,,-3246.0000000000127
2018.10.31,609.9999999999994,182.99999999999983,32.0000000000098,-780.9999999999984,-1303.0000000000098,-632.000000000005,-732.9999999999899,-213.00000000000762,,-2837.000000000002
2018.10.31,556.0000000000009,154.99999999999403,-15.999999999993797,-766.0,-1235.0000000000084,-643.0000000000007,-745.9999999999951,-265.99999999999955,,-2961.0000000000027
2018.10.31,534.0000000000123,137.9999999999937,-8.999999999992347,-740.0000000000073,-1201.0000000000077,-668.0000000000064,-739.9999999999949,-304.9999999999997,,-2991.0000000000023
2018.10.31,479.0000000000072,80.99999999999774,-45.99999999999049,-719.9999999999984,-1195.0000000000127,-682.0000000000022,-743.9999999999998,-343.00000000000443,,-3170.0000000000027
2018.10.31,428.00000000000614,90.99999999999665,-42.999999999993044,-716.0000000000056,-1203.0000000000207,-650.0000000000057,-712.9999999999939,-356.00000000000074,,-3162.0000000000173
2018.10.31,432.0000000000102,90.0000000000012,-30.999999999992145,-716.0000000000056,-1139.0000000000011,-604.0000000000134,-658.0000000000013,-360.0000000000048,,-2986.0000000000073
2018.10.31,520.9999999999936,136.99999999999824,7.0000000000014495,-731.0000000000039,-1133.0000000000061,-597.0000000000084,-655.9999999999917,-252.0000000000078,,-2704.0000000000246
2018.10.31,568.9999999999973,152.99999999999204,41.000000000002146,-722.0000000000005,-1208.000000000009,-594.0000000000083,-643.0000000000007,-259.0000000000092,,-2663.0000000000364
2018.10.31,541.9999999999981,137.9999999999937,13.00000000000745,-717.000000000001,-1296.0000000000082,-608.0000000000041,-679.000000000002,-267.00000000000614,,-2874.0000000000227
2018.11.01,519.0000000000028,127.99999999999478,-42.999999999993044,-770.000000000004,-1313.0000000000086,-615.0000000000091,-747.9999999999905,-261.0000000000001,,-3103.0000000000077
2018.11.01,490.999999999997,101.99999999999099,-44.99999999999504,-784.0000000000069,-1333.0000000000064,-639.00000000001,-737.9999999999995,-304.00000000000426,,-3250.000000000034
2018.11.01,496.00000000000756,78.00000000000028,-45.99999999999049,-787.0000000000043,-1304.0000000000164,-649.0000000000009,-735.99999999999,-324.00000000000205,,-3271.9999999999964
2018.11.01,531.9999999999991,54.999999999993946,-56.0000000000005,-787.0000000000043,-1322.000000000001,-658.0000000000013,-718.9999999999941,-355.0000000000053,,-3310.0000000000136
2018.11.01,48.000000000003595,4.999999999999449,-98.99999999999353,-816.0000000000056,-1423.0000000000186,-627.0000000000095,-695.999999999998,-477.0000000000052,,-4085.000000000027
2018.11.01,-258.99999999998704,-220.00000000000907,-212.00000000000108,-917.0000000000011,-1590.0000000000025,-927.0000000000067,-846.9999999999942,-746.0000000000023,,-5718.000000000004
2018.11.01,-307.99999999999716,-246.00000000000176,-245.99999999999068,-927.0,-1560.000000000006,-987.000000000009,-929.9999999999926,-713.0000000000081,,-5917.0000000000055
2018.11.01,-285.00000000000193,-272.00000000000557,-371.99999999999454,-1031.9999999999995,-1863.0000000000146,-1035.000000000011,-1069.0000000000027,-692.9999999999992,,-6621.000000000029
2018.11.01,-306.00000000000625,-248.00000000000378,-371.99999999999454,-1031.000000000004,-1874.00000000002,-1020.0000000000102,-1103.999999999999,-661.0000000000005,,-6616.000000000038
2018.11.01,-269.00000000000813,-265.99999999999955,-389.99999999999034,-1043.000000000005,-1863.0000000000146,-988.0000000000138,-1078.9999999999936,-687.9999999999998,,-6586.0000000000255
2018.11.01,-272.99999999998994,-261.0000000000001,-389.99999999999034,-1045.000000000007,-1846.0000000000143,-1004.0000000000049,-1090.999999999994,-695.0000000000011,,-6605.000000000001
2018.11.01,-293.99999999999426,-424.00000000000216,-590.999999999997,-1205.0000000000005,-2273.000000000014,-1179.000000000002,-1305.9999999999973,-872.0000000000061,,-8144.000000000013
