date,GBPUSD,AUDUSD,NZDUSD,NZDCHF,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2018.10.29,-82.99999999998863,-30.000000000007798,-14.999999999998348,-46.00000000000159,49.99999999999449,-43.00000000000637,-21.99999999999136,-33.000000000005244,,-222.00000000000483
2018.10.29,-80.99999999999774,-70.0000000000034,-28.999999999990145,-53.999999999998494,49.99999999999449,-75.00000000000284,-21.99999999999136,-93.00000000000975,,-373.9999999999992
2018.10.29,-68.00000000000139,-90.0000000000012,-26.999999999999247,-70.0000000000034,49.99999999999449,-109.00000000000887,-33.00000000000125,-84.0000000000063,,-431.00000000002717
2018.10.29,-56.99999999999594,-62.000000000006494,-27.999999999994696,-84.0000000000063,-23.00000000001745,-106.00000000000875,-57.00000000000216,-90.0000000000012,,-507.00000000003297
2018.10.29,-48.000000000003595,-9.999999999998899,-24.999999999997247,-107.00000000000153,-66.00000000001049,-113.00000000001376,-117.999999999995,-43.00000000000415,,-530.0000000000247
2018.10.29,-26.999999999999247,51.000000000001044,-6.999999999990347,-79.00000000000685,-93.00000000000975,1.9999999999953388,-52.99999999999727,17.999999999995797,,-188.00000000001128
2018.10.29,-8.000000000008,29.999999999996696,-21.999999999999797,-130.0000000000079,-134.00000000001188,-30.000000000001137,-76.99999999999818,-23.00000000000635,,-394.0000000000366
2018.10.29,-41.000000000002146,14.999999999998348,0.0,-92.00000000000318,-53.00000000001415,50.99999999998772,37.00000000000614,-31.000000000003247,,-114.0000000000305
2018.10.29,-46.999999999997044,57.99999999999139,42.0000000000087,-53.999999999998494,65.99999999998829,119.99999999999034,102.00000000000387,0.999999999995449,,287.9999999999825
2018.10.29,-52.000000000007596,-26.000000000003798,-51.000000000001044,-162.0000000000066,-173.00000000000094,-27.000000000001023,-46.999999999997044,-81.00000000000884,,-619.000000000027
2018.10.29,-79.99999999999119,-94.00000000000519,-100.99999999999554,-192.00000000000327,-292.00000000000335,-113.00000000001376,-110.99999999999,-152.00000000000767,,-1135.00000000001
2018.10.29,-114.99999999999844,-87.99999999999919,-110.99999999999443,-178.00000000000037,-304.00000000001535,-111.0000000000042,-129.99999999999545,-141.00000000000225,,-1178.0000000000095
2018.10.29,-82.99999999998863,-53.00000000000304,-81.9999999999932,-169.00000000000804,-294.0000000000165,-84.00000000000318,-105.99999999999454,-123.00000000000644,,-994.0000000000136
