date,USDCHF,USDCAD,AUDUSD,GBPCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURAUD,EURNZD,AUDJPY,AUDCAD,empty,sum
2021.03.08,-263.0000000000021,-100.99999999999554,-1.999999999990898,-19.999999999997797,0.0,-117.00000000000044,0.0,-2.999999999997449,-31.999999999982265,-117.99999999999588,-119.00000000000244,0.0,0.0,,-774.9999999999648
2021.03.08,-286.00000000000847,-59.99999999999339,35.00000000000725,428.00000000000614,225.00000000000853,-17.000000000000348,399.0000000000009,448.9999999999883,94.99999999999886,-109.99999999998789,-198.99999999999363,147.00000000000557,48.99999999999905,,1155.000000000031
2021.03.08,-265.99999999999955,-51.000000000001044,49.00000000001015,485.0000000000021,245.0000000000063,25.999999999992696,537.0000000000061,475.0000000000032,159.9999999999966,-92.00000000000318,-167.00000000000603,165.99999999999682,52.99999999999194,,1619.9999999999961
2021.03.08,-241.00000000000233,95.00000000000064,162.0000000000066,647.0000000000198,361.0000000000002,39.999999999995595,721.0000000000036,463.9999999999977,274.0000000000009,46.0000000000127,-109.99999999998789,325.00000000000284,113.99999999999189,,2898.0000000000423
2021.03.08,-255.00000000000523,9.999999999998899,78.00000000000028,575.9999999999987,301.0000000000068,0.999999999995449,526.9999999999868,438.9999999999894,149.0000000000009,-44.99999999998394,-107.99999999999699,183.9999999999975,85.99999999999719,,1942.9999999999861
2021.03.08,-209.00000000000364,69.9999999999923,113.00000000000753,605.0000000000111,312.00000000000114,21.999999999999797,641.9999999999959,482.00000000000466,212.0000000000175,-36.999999999998145,-48.000000000003595,248.99999999999523,86.99999999999264,,2500.0000000000127
2021.03.08,-253.99999999999866,51.99999999998539,109.00000000000354,636.9999999999986,329.00000000000153,32.999999999994145,674.999999999983,472.9999999999901,253.00000000001432,-14.999999999987246,-146.00000000000168,275.0000000000057,76.99999999999375,,2497.999999999982
2021.03.08,-255.00000000000523,65.99999999998829,124.00000000000189,655.0000000000056,348.00000000000387,34.000000000000696,663.9999999999873,436.9999999999985,247.0000000000141,22.0000000000109,-129.99999999998568,275.99999999999625,98.99999999999353,,2587.00000000001
2021.03.08,-297.9999999999983,7.999999999985796,67.00000000000594,595.0000000000122,331.999999999999,2.999999999997449,483.0000000000041,385.99999999999744,145.00000000001023,-38.99999999998904,-207.00000000000162,200.00000000000284,68.99999999999685,,1744.0000000000227
2021.03.08,-377.0000000000051,-146.00000000000168,-23.999999999990695,558.0000000000141,312.00000000000114,-14.000000000002899,454.00000000000773,375.9999999999986,97.00000000000841,-58.99999999998684,-251.00000000000122,174.99999999999716,66.99999999999484,,1168.0000000000334
2021.03.08,-383.0,-171.00000000001003,5.000000000010552,545.0000000000177,336.9999999999984,-4.000000000004,353.999999999985,394.00000000000546,48.00000000000182,32.0000000000098,-165.9999999999995,165.00000000000625,109.99999999999899,,1266.0000000000205
2021.03.08,-379.0000000000071,-190.00000000000128,-46.999999999997044,506.0000000000064,291.0000000000079,-18.0000000000069,301.9999999999925,360.0000000000048,12.000000000000455,-35.999999999991594,-306.9999999999906,97.99999999999898,85.00000000000173,,677.0000000000181
2021.03.08,-369.0000000000082,-175.00000000001404,-36.999999999998145,493.0000000000101,297.00000000000284,-26.000000000003798,272.99999999999613,333.9999999999899,-6.9999999999765805,-19.999999999997797,-309.0000000000037,100.99999999999909,90.0000000000012,,644.9999999999968
2021.03.08,-377.0000000000051,-168.0000000000126,-23.999999999990695,569.0000000000194,316.0000000000052,0.0,331.99999999999363,425.99999999999307,10.000000000019327,-26.999999999999247,-329.00000000000153,105.99999999999454,95.00000000000064,,929.0000000000164
2021.03.08,-352.00000000000784,-104.99999999999955,81.00000000000884,614.0000000000034,391.000000000008,20.999999999993246,379.99999999999545,443.99999999999994,19.000000000005457,107.00000000001265,-327.99999999999494,183.00000000000693,166.99999999999494,,1622.0000000000268
2021.03.08,-358.9999999999982,-107.00000000001265,90.0000000000012,650.0000000000173,399.0000000000049,25.999999999992696,413.99999999998727,442.9999999999934,45.000000000015916,118.00000000001809,-313.99999999999204,197.00000000000273,186.99999999999272,,1789.0000000000234
2021.03.08,-375.0000000000031,-43.999999999999595,139.00000000000023,653.0000000000147,465.9999999999998,17.999999999995797,456.99999999999363,378.999999999996,79.00000000000773,235.00000000000742,-214.99999999998744,289.0000000000015,196.99999999999162,,2278.000000000018
2021.03.08,-443.0000000000045,-181.00000000000892,29.000000000001247,609.0000000000151,404.0000000000044,24.000000000001798,326.9999999999982,387.000000000004,-75.9999999999934,175.00000000001404,-228.99999999999034,188.0000000000024,153.99999999999858,,1368.0000000000427
2021.03.08,-474.00000000000773,-262.00000000000665,-159.9999999999935,542.0000000000202,261.0000000000001,26.999999999999247,270.9999999999866,329.00000000000153,-93.99999999999409,-51.000000000001044,-408.9999999999927,16.999999999995907,-3.0000000000085514,,-6.000000000000593
2021.03.08,-479.0000000000072,-327.99999999999494,-209.9999999999991,633.0000000000168,202.0000000000022,102.99999999999754,368.9999999999998,476.9999999999941,-115.99999999998545,-154.99999999999403,-573.9999999999857,0.0,-29.000000000001247,,-106.99999999995731
2021.03.08,-451.0000000000014,-304.9999999999997,-191.99999999999218,663.0000000000135,175.99999999999838,131.00000000000333,514.9999999999864,648.9999999999885,-96.00000000000364,-243.99999999999977,-568.9999999999973,-49.99999999999716,-18.0000000000069,,208.99999999999207
2021.03.08,-648.9999999999995,-397.0000000000029,-397.99999999999835,767.0000000000066,152.00000000000767,146.00000000000168,442.0000000000073,673.9999999999968,-131.00000000000023,-495.000000000001,-761.999999999996,-224.00000000000375,-208.00000000000819,,-1082.99999999999
2021.03.08,-651.0000000000016,-548.9999999999995,-516.9999999999897,843.0000000000159,55.000000000005045,178.99999999999582,447.00000000000273,680.9999999999983,-199.99999999998863,-569.9999999999816,-896.9999999999923,-295.99999999999227,-243.00000000000432,,-1717.9999999999322
2021.03.08,-652.0000000000082,-541.0000000000136,-540.9999999999915,866.0000000000113,34.000000000000696,209.9999999999991,540.9999999999968,853.9999999999992,-134.9999999999909,-621.9999999999892,-970.9999999999885,-298.0000000000018,-303.0000000000088,,-1557.9999999999854
