date,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2020.08.24,-4.000000000004,-41.000000000002146,-28.000000000005798,-60.00000000000449,-103.00000000000864,-22.0000000000109,-9.000000000000341,-80.99999999999774,-27.999999999994696,-146.99999999999136,-133.00000000000534,-7.000000000005002,-218.00000000000708,-39.00000000001125,-6.000000000000227,0.0,-114.00000000000432,-127.99999999999478,,-1168.000000000048
2020.08.24,43.999999999999595,-17.999999999984695,-79.00000000000685,68.99999999999685,-24.000000000001798,-45.000000000006146,43.00000000000637,-152.99999999999204,-17.999999999995797,-135.99999999999568,-117.00000000001154,1.9999999999953388,-191.00000000000784,-157.99999999999147,-24.00000000000091,176.00000000000193,-146.0000000000008,-218.99999999999142,,-993.999999999987
2020.08.24,48.99999999998794,17.000000000000348,-49.99999999999449,87.99999999999919,-26.999999999999247,-60.000000000015596,72.00000000000273,-163.00000000000205,-8.999999999992347,-304.9999999999784,-127.99999999999478,4.9999999999954525,-232.00000000000998,-270.99999999999903,-16.999999999995907,200.9999999999934,-198.99999999999807,-216.99999999998943,,-1245.9999999999905
2020.08.24,106.00000000000608,32.0000000000098,-21.999999999988695,90.99999999999665,56.99999999999594,17.000000000000348,233.99999999999466,-183.99999999999528,-3.999999999992898,-372.99999999999045,-35.999999999991594,194.00000000000261,-200.00000000000017,-153.00000000000313,125.0,296.99999999999704,-253.0000000000001,-200.99999999999562,,-272.9999999999548
2020.08.24,136.00000000000279,69.00000000000794,11.00000000000545,126.99999999999933,113.99999999999189,54.99999999998284,218.00000000000352,-188.9999999999947,-2.999999999997449,-357.99999999997567,-83.9999999999952,180.99999999999739,-211.00000000000563,-85.00000000000173,120.99999999999511,316.0000000000025,-254.0000000000049,-203.99999999999307,,-39.99999999997965
2020.08.24,85.99999999998609,36.0000000000138,-59.000000000009045,73.00000000000084,129.00000000000134,76.99999999999375,218.9999999999941,-178.99999999999582,1.0000000000065512,-362.99999999999955,-11.00000000000545,186.9999999999976,-154.0000000000097,-28.000000000005798,97.99999999999898,275.0000000000057,-231.99999999999932,-204.99999999999963,,-50.00000000002555
2020.08.24,38.99999999998904,-22.999999999995246,-103.00000000000864,12.999999999996348,126.99999999998823,85.00000000000173,114.00000000000432,-215.99999999999397,-8.999999999992347,-350.9999999999991,53.999999999998494,117.999999999995,-110.00000000001009,-56.99999999999594,58.000000000006935,224.00000000000375,-242.00000000000443,-214.99999999999852,,-494.0000000000145
2020.08.24,51.000000000001044,5.999999999994898,-83.9999999999952,61.999999999995396,153.9999999999875,106.99999999999044,42.00000000000159,-208.99999999999253,-6.999999999990347,-260.9999999999957,-32.999999999994145,27.999999999991587,-161.99999999999548,-35.00000000000725,18.000000000000682,194.99999999999318,-189.00000000000716,-204.99999999999963,,-522.0000000000211
2020.08.24,1.999999999990898,4.000000000004,-86.99999999999264,73.00000000000084,102.00000000000209,109.99999999998789,-9.000000000000341,-242.99999999999324,-42.999999999993044,-125.0,-296.0000000000074,-25.000000000005684,-337.0000000000095,-139.00000000000023,-24.00000000000091,200.9999999999934,-189.99999999999773,-246.99999999999721,,-1273.0000000000189
2020.08.24,73.99999999999629,66.00000000001049,1.0000000000065512,175.00000000000293,113.99999999999189,112.99999999998533,64.00000000000716,-234.99999999999633,-36.999999999998145,-164.99999999999204,-239.99999999999577,57.999999999992724,-306.00000000000625,-119.00000000000244,27.000000000001023,266.9999999999959,-183.9999999999975,-234.99999999999633,,-561.9999999999945
