date,EURUSD,EURCHF,EURGBP,GBPJPY,EURNZD,AUDCAD,empty,sum
2021.11.29,-134.99999999999625,-18.999999999991246,-163.00000000000205,-403.99999999999636,-859.9999999999941,-54.999999999993946,,-1635.9999999999739
2021.11.29,-130.99999999999224,-68.99999999998573,-209.00000000000364,-301.9999999999925,-832.0000000000105,31.000000000003247,,-1511.9999999999814
2021.11.29,-21.999999999988695,-150.99999999999002,-117.00000000000044,-335.9999999999843,-588.0000000000107,-65.00000000000395,,-1278.999999999978
2021.11.29,50.0000000000167,-119.99999999998678,-18.0000000000069,236.00000000001842,-361.0000000000113,-63.99999999999739,,-276.99999999996726
2021.11.29,8.000000000008,-139.9999999999846,-64.0000000000085,159.00000000002024,-361.9999999999957,-66.99999999999484,,-465.9999999999554
2021.11.29,31.000000000003247,-160.99999999998892,-72.0000000000054,100.00000000002274,-452.00000000000796,-92.99999999999864,,-646.999999999975
2021.11.29,78.00000000000028,-167.9999999999904,-63.00000000000195,-24.00000000000091,-313.99999999999204,-80.99999999999774,,-571.9999999999827
2021.11.29,89.00000000000574,-153.9999999999875,-24.000000000001798,-103.999999999985,-302.0000000000023,-112.000000000001,,-606.9999999999718
2021.11.29,140.0000000000068,-160.00000000000458,24.999999999997247,72.00000000000273,-181.9999999999933,-104.00000000000409,,-208.9999999999952
2021.11.29,150.00000000000568,-126.99999999998823,42.999999999993044,-111.99999999999477,-92.00000000000318,-85.00000000000173,,-222.9999999999892
2021.11.29,129.00000000000134,-123.99999999999079,24.999999999997247,-83.99999999997476,-174.00000000000747,-112.000000000001,,-339.99999999997544
2021.11.29,158.0000000000137,-92.99999999998754,39.00000000000014,33.00000000001546,-42.0000000000087,-131.00000000000333,,-35.99999999997024
2021.11.29,168.0000000000126,-102.00000000000209,34.99999999999615,110.00000000001364,56.99999999999594,-124.00000000000189,,144.00000000001438
2021.11.29,189.00000000001694,-95.00000000000064,43.999999999999595,-49.99999999998295,-43.999999999999595,-112.000000000001,,-67.99999999996766
2021.11.29,157.00000000000713,-89.00000000000574,44.99999999999504,-216.99999999998454,-116.00000000000499,-100.99999999999554,,-320.99999999998863
2021.11.29,146.00000000000168,-72.0000000000054,56.0000000000005,-376.9999999999811,-113.00000000000753,-104.99999999999955,,-464.9999999999915
2021.11.29,131.00000000001444,-92.99999999998754,32.999999999994145,-700.9999999999934,-136.00000000000279,-121.00000000000443,,-886.9999999999797
2021.11.29,131.00000000001444,-133.00000000000534,29.999999999996696,-722.9999999999848,-174.00000000000747,-132.99999999999423,,-1001.9999999999807
2021.11.29,258.0000000000027,-139.9999999999846,76.99999999999375,-396.99999999999136,72.0000000000054,-139.99999999999568,,-269.9999999999698
2021.11.29,272.00000000000557,-134.99999999999625,48.99999999999905,-420.99999999999227,117.99999999999588,-112.000000000001,,-228.99999999998903
2021.11.29,280.0000000000136,-103.99999999999298,84.99999999999064,-387.9999999999768,-38.0000000000047,-131.99999999999878,,-296.999999999969
2021.11.29,215.00000000000963,-34.99999999998504,68.99999999999685,-384.9999999999909,-86.0000000000083,-188.9999999999947,,-410.9999999999725
2021.11.29,77.00000000001594,-43.999999999999595,79.99999999999119,-326.9999999999982,-69.9999999999923,-243.00000000000432,,-526.9999999999873
2021.11.29,75.00000000000284,-55.99999999998939,28.999999999990145,-227.99999999998022,-109.00000000000354,-229.99999999999687,,-518.999999999977
2021.11.29,68.00000000000139,-99.00000000000463,-1.0000000000065512,-266.9999999999959,-167.00000000000603,-234.99999999999633,,-701.0000000000081
2021.11.29,41.000000000002146,-195.9999999999962,29.999999999996696,-117.999999999995,-146.00000000000168,-285.9999999999974,,-674.9999999999914
2021.11.29,58.000000000002494,-184.00000000000637,81.9999999999932,69.00000000001683,-299.00000000000483,-197.99999999999818,,-471.9999999999969
2021.11.29,31.000000000003247,-102.99999999998644,3.999999999992898,-62.99999999998818,-371.00000000001023,-192.00000000000327,,-693.999999999992
2021.11.29,39.00000000001125,-65.99999999998829,-3.0000000000085514,-102.99999999998022,-636.9999999999986,-200.00000000000017,,-969.9999999999645
2021.11.29,90.99999999999665,-76.99999999999375,20.999999999993246,36.000000000001364,-571.0000000000103,-178.00000000000037,,-678.0000000000132
2021.11.29,148.99999999999915,-90.99999999999665,0.999999999995449,-3.9999999999906777,-497.99999999999847,-149.99999999999457,,-592.9999999999858
2021.11.29,136.00000000000279,-55.99999999998939,-19.00000000000235,0.0,-456.00000000001194,-165.9999999999995,,-561.0000000000005
2021.11.29,261.0000000000001,-59.99999999999339,-45.000000000006146,-10.99999999999568,-360.0000000000048,-149.99999999999457,,-364.99999999999443
2021.11.29,226.99999999999943,-24.000000000001798,-86.0000000000083,-89.99999999997499,-531.9999999999991,-168.00000000000148,,-672.9999999999862
2021.11.29,223.00000000001762,43.00000000001525,-117.00000000000044,-217.9999999999893,-649.999999999995,-224.000000000002,,-942.9999999999538
2021.11.29,272.00000000000557,80.00000000001339,-115.00000000000954,-406.99999999998226,-790.0000000000018,-171.99999999999437,,-1131.999999999969
2021.11.29,263.99999999999756,45.000000000006146,-124.00000000000189,-383.99999999998613,-792.9999999999993,-141.99999999999767,,-1133.9999999999814
2021.11.29,265.0000000000041,107.99999999999699,-98.0000000000092,-250.99999999997635,-785.9999999999978,-136.00000000000279,,-897.999999999985
2021.11.29,307.00000000001285,124.00000000001299,-132.0000000000099,-264.99999999998636,-757.0000000000076,-217.0000000000005,,-939.9999999999786
2021.11.29,278.00000000000045,126.0000000000039,-125.00000000000844,-184.99999999997385,-651.0000000000016,-224.9999999999974,,-781.9999999999769
2021.11.29,225.00000000000853,107.99999999999699,-128.00000000000588,-194.99999999999318,-527.9999999999951,-153.00000000000313,,-670.9999999999918
2021.11.29,231.0000000000034,114.0000000000141,-140.0000000000068,-221.99999999998,-492.0000000000035,-143.9999999999997,,-652.9999999999725
2021.11.29,276.00000000000955,136.00000000000279,-159.00000000000912,-230.99999999999454,-553.0000000000035,-92.00000000000318,,-622.9999999999981
2021.11.29,224.000000000002,68.00000000000139,-175.00000000000293,-269.9999999999818,-581.9999999999936,-126.99999999999933,,-861.9999999999743
2021.11.29,158.99999999999804,69.00000000000794,-170.00000000000347,-277.9999999999916,-583.0000000000002,-121.00000000000443,,-923.9999999999937
2021.11.29,167.00000000000603,104.00000000001519,-160.00000000000458,-251.99999999998113,-537.9999999999941,-60.00000000000449,,-738.9999999999632
2021.11.29,146.00000000000168,123.00000000000644,-162.0000000000066,-236.99999999999477,-570.0000000000039,-44.99999999999504,,-744.999999999992
