date,USDCHF,USDJPY,AUDUSD,GBPCHF,CHFJPY,EURGBP,EURCAD,empty,sum
2020.12.07,-196.99999999999162,-34.000000000006025,-26.999999999999247,-262.00000000000665,-132.99999999999557,-41.000000000002146,-49.00000000001015,,-743.0000000000114
2020.12.07,-207.99999999999707,-70.99999999999795,3.0000000000085514,-343.00000000000443,49.99999999999716,-90.0000000000012,-82.99999999998863,,-741.9999999999836
2020.12.07,-243.99999999999977,-117.999999999995,4.000000000004,-370.00000000000364,144.00000000000546,-39.00000000000014,-130.0000000000079,,-752.999999999997
2020.12.07,-234.99999999999633,-108.00000000000409,-7.0000000000014495,-378.999999999996,186.00000000000705,-51.000000000001044,-63.99999999999739,,-657.9999999999893
2020.12.07,-241.99999999999778,-93.00000000000352,-39.999999999995595,-384.00000000000654,131.00000000000023,-43.999999999999595,-17.000000000000348,,-689.0000000000031
2020.12.07,-196.99999999999162,-30.000000000001137,-10.999999999994348,-421.99999999998903,135.00000000000512,-88.99999999999464,-52.99999999999194,,-666.9999999999576
2020.12.07,-204.99999999999963,-25.000000000005684,-32.999999999994145,-428.00000000000614,118.00000000000921,-73.99999999999629,-106.99999999999044,,-753.9999999999831
2020.12.07,-196.99999999999162,-13.999999999995794,-47.9999999999925,-443.99999999999994,108.00000000000409,-104.99999999999955,-157.99999999999147,,-857.9999999999667
2020.12.07,-126.99999999999933,69.00000000000261,-23.999999999990695,-380.00000000000256,123.00000000000466,-49.99999999999449,-192.99999999999872,,-581.9999999999785
2020.12.07,-130.99999999999224,100.99999999999909,-3.999999999992898,-384.9999999999909,97.99999999999898,-60.00000000000449,-187.99999999998818,,-568.9999999999707
2020.12.07,-144.99999999999514,79.9999999999983,-14.999999999998348,-414.00000000000324,84.00000000000318,-60.99999999999994,-184.99999999999073,,-655.9999999999859
2020.12.07,-119.99999999999788,128.0000000000001,17.000000000000348,-340.9999999999913,61.99999999999761,-27.999999999994696,-192.99999999999872,,-474.99999999998454
2020.12.07,-129.9999999999968,111.0000000000042,-12.000000000000899,-316.0000000000052,70.99999999999795,-17.000000000000348,-234.00000000000088,,-527.0000000000019
2020.12.07,-134.99999999999625,94.99999999999886,-13.999999999991797,-317.9999999999961,94.99999999999886,-4.999999999999449,-249.99999999999466,,-531.9999999999804
2020.12.07,-139.99999999999568,91.99999999999875,-1.999999999990898,-296.0000000000074,84.00000000000318,9.00000000000345,-241.00000000000233,,-493.9999999999909
2020.12.07,-149.99999999999457,25.000000000005684,-7.9999999999968985,-313.00000000000773,115.0000000000091,-5.999999999994898,-235.00000000000742,,-571.9999999999867
2020.12.07,-181.9999999999933,-10.000000000005116,-13.999999999991797,-290.9999999999968,162.00000000000614,24.999999999997247,-198.00000000000927,,-507.9999999999929
2020.12.07,-185.99999999999727,-49.000000000006594,-35.999999999991594,-270.99999999999903,173.00000000000182,12.000000000000899,-190.00000000000128,,-546.9999999999931
2020.12.07,-232.99999999999432,-43.00000000000637,-70.99999999999883,-236.99999999999832,108.00000000000409,41.000000000002146,-190.00000000000128,,-624.9999999999928
2020.12.07,-231.99999999999886,-22.00000000000557,-87.99999999999919,-18.0000000000069,91.99999999999875,183.99999999999528,-72.0000000000054,,-156.00000000002188
2020.12.07,-383.99999999999545,-105.00000000000398,-279.99999999999136,14.000000000002899,5.000000000009663,219.00000000000253,-140.99999999999113,,-671.9999999999669
2020.12.07,-448.9999999999994,-168.00000000000637,-339.0000000000004,540.9999999999915,-28.999999999996362,639.9999999999961,-219.99999999999798,,-24.000000000012875
