date,USDCHF,USDJPY,AUDUSD,GBPCHF,CHFJPY,EURGBP,EURCAD,empty,sum
2020.12.07,-163.99999999999747,7.000000000005002,9.999999999998899,-232.99999999999432,79.9999999999983,-36.0000000000027,43.999999999999595,,-291.99999999999267
2020.12.07,-147.99999999999258,-55.999999999997385,23.00000000000635,-280.9999999999979,204.9999999999983,-21.00000000000435,-42.999999999993044,,-320.9999999999807
2020.12.07,-180.99999999999784,-90.99999999999397,31.000000000003247,-317.9999999999961,264.00000000001,-9.00000000000345,-38.0000000000047,,-341.99999999998283
2020.12.07,-234.00000000000088,-90.00000000000341,11.00000000000545,-373.00000000000114,189.99999999999773,-44.99999999999504,34.000000000000696,,-506.9999999999966
2020.12.07,-192.99999999999872,-19.99999999999602,2.000000000002,-306.00000000000625,169.00000000001114,-4.999999999999449,-7.0000000000014495,,-359.99999999998875
2020.12.07,-179.99999999999127,24.00000000000091,28.000000000005798,-397.0000000000029,141.00000000000534,-63.00000000000195,-35.999999999991594,,-482.99999999997567
2020.12.07,-193.99999999999417,19.000000000005457,3.0000000000085514,-425.0000000000087,127.00000000000955,-68.99999999999685,-103.00000000000864,,-641.9999999999848
2020.12.07,-117.00000000000044,78.00000000000296,-9.999999999998899,-350.00000000000585,160.0000000000108,-34.99999999999615,-154.0000000000097,,-427.99999999999727
2020.12.07,-103.99999999999298,123.99999999999523,12.000000000000899,-363.0000000000022,127.00000000000955,-44.99999999999504,-177.99999999998929,,-426.99999999997385
2020.12.07,-130.99999999999224,111.99999999999477,18.0000000000069,-364.00000000000875,109.99999999999943,-24.000000000001798,-160.00000000000458,,-439.00000000000625
2020.12.07,-109.99999999999899,129.0000000000049,40.00000000000669,-343.00000000000443,115.0000000000091,-29.000000000001247,-168.99999999999693,,-366.9999999999809
2020.12.07,-113.99999999999189,155.00000000000114,23.00000000000635,-304.9999999999997,79.00000000000773,-7.9999999999968985,-187.00000000000384,,-356.99999999997715
2020.12.07,-124.99999999999733,117.00000000000443,-8.999999999992347,-302.0000000000023,109.99999999999943,-2.999999999997449,-234.00000000000088,,-445.99999999998636
2020.12.07,-129.9999999999968,99.99999999999432,2.000000000002,-276.00000000000955,124.00000000000944,12.000000000000899,-231.0000000000034,,-399.00000000000307
2020.12.07,-130.99999999999224,100.99999999999909,11.00000000000545,-290.9999999999968,118.00000000000921,9.999999999998899,-232.99999999999432,,-414.9999999999708
2020.12.07,-140.99999999999113,33.00000000000125,3.0000000000085514,-259.0000000000092,183.9999999999975,33.000000000005244,-187.99999999998818,,-334.999999999976
2020.12.07,-167.9999999999904,-4.0000000000048885,-10.999999999994348,-241.00000000000233,183.9999999999975,56.0000000000005,-153.00000000000313,,-336.99999999999704
2020.12.07,-154.99999999999403,9.000000000000341,0.0,-224.000000000002,189.99999999999773,50.0000000000056,-177.00000000000495,,-306.99999999999727
2020.12.07,-225.99999999999287,-16.000000000005343,-65.99999999999939,-5.999999999994898,123.00000000000466,190.00000000000128,-21.00000000000435,,-21.999999999990905
2020.12.07,-200.00000000000017,-16.000000000005343,-73.00000000000084,14.000000000002899,156.0000000000059,221.00000000000452,19.999999999997797,,122.00000000000476
2020.12.07,-378.999999999996,-94.99999999999886,-267.99999999999045,724.9999999999978,12.000000000000455,766.9999999999955,-55.99999999998939,,706.000000000019
2020.12.07,-380.999999999998,-108.00000000000409,-334.00000000000097,905.0000000000002,26.00000000001046,905.0000000000002,-165.9999999999995,,847.0000000000084
2020.12.07,-434.000000000001,-161.00000000000136,-514.9999999999987,958.9999999999987,17.000000000010118,924.9999999999981,-131.99999999999878,,659.000000000007
2020.12.07,-385.99999999999744,-171.99999999999704,-442.9999999999934,753.0000000000036,94.0000000000083,761.0000000000006,-70.99999999999883,,536.0000000000257
2020.12.07,-261.0000000000001,-87.99999999999386,-405.9999999999952,825.0000000000091,156.0000000000059,814.0000000000036,-177.00000000000495,,863.0000000000246
2020.12.07,-215.99999999999397,-79.9999999999983,-437.999999999994,910.0000000000108,204.00000000000773,827.9999999999955,-201.00000000000674,,1007.000000000021
2020.12.07,-229.99999999999687,-106.99999999999932,-404.99999999999983,978.9999999999966,221.00000000000364,927.0,-238.99999999998923,,1146.0000000000148
2020.12.07,-174.99999999999181,-125.0,-373.00000000000114,1113.0000000000084,313.0000000000024,978.0000000000011,-258.0000000000027,,1473.0000000000164
