date,USDCAD,NZDCAD,empty,sum
2019.05.20,-46.999999999997044,-73.00000000000084,,-119.99999999999788
2019.05.20,-93.00000000000975,-17.000000000000348,,-110.00000000001009
2019.05.20,-164.00000000000858,41.000000000002146,,-123.00000000000644
2019.05.20,-156.00000000000057,-6.0000000000060005,,-162.00000000000657
2019.05.20,-155.00000000001623,0.999999999995449,,-154.00000000002078
2019.05.20,-124.00000000001299,14.000000000002899,,-110.00000000001009
2019.05.20,-70.0000000000145,-4.000000000004,,-74.0000000000185
2019.05.20,-36.999999999998145,37.99999999999359,,0.9999999999954454
2019.05.20,38.99999999998904,51.99999999999649,,90.99999999998553
2019.05.20,38.0000000000047,36.0000000000027,,74.00000000000739
2019.05.20,28.999999999990145,36.999999999998145,,65.99999999998829
2019.05.20,60.99999999999994,24.000000000001798,,85.00000000000173
2019.05.20,27.999999999983594,36.0000000000027,,63.999999999986294
2019.05.20,45.99999999999049,46.00000000000159,,91.99999999999208
2019.05.20,58.99999999998684,42.999999999993044,,101.99999999997988
2019.05.20,73.99999999999629,41.000000000002146,,114.99999999999844
2019.05.20,61.99999999998429,41.000000000002146,,102.99999999998644
2019.05.20,46.999999999997044,51.99999999999649,,98.99999999999353
2019.05.20,55.99999999998939,56.0000000000005,,111.99999999998988
2019.05.20,69.9999999999923,70.99999999999883,,140.99999999999113
2019.05.20,63.99999999999739,58.000000000002494,,121.99999999999989
2019.05.20,112.99999999998533,95.99999999999609,,208.9999999999814
2019.05.20,102.99999999998644,112.000000000001,,214.99999999998744
2019.05.20,-53.00000000001415,117.00000000000044,,63.999999999986294
2019.05.20,-41.000000000002146,124.00000000000189,,82.99999999999974
2019.05.20,-21.00000000000435,122.99999999999534,,101.99999999999099
2019.05.20,-75.00000000000284,107.99999999999699,,32.999999999994145
2019.05.20,-56.99999999999594,66.99999999999484,,9.999999999998899
2019.05.20,-4.000000000004,61.999999999995396,,57.999999999991395
2019.05.20,-42.0000000000087,93.99999999999409,,51.99999999998539
2019.05.20,34.000000000000696,46.999999999997044,,80.99999999999774
2019.05.20,14.000000000002899,36.0000000000027,,50.0000000000056
2019.05.20,-9.999999999998899,70.0000000000034,,60.0000000000045
2019.05.20,28.999999999990145,12.999999999996348,,41.99999999998649
2019.05.20,92.99999999998754,26.000000000003798,,118.99999999999133
2019.05.20,25.999999999992696,27.999999999994696,,53.999999999987395
2019.05.20,14.999999999987246,36.0000000000027,,50.999999999989946
2019.05.20,8.999999999992347,51.000000000001044,,59.99999999999339
2019.05.20,61.99999999998429,21.999999999999797,,83.99999999998408
2019.05.20,76.99999999999375,2.999999999997449,,79.99999999999119
2019.05.20,66.99999999999484,17.000000000000348,,83.9999999999952
2019.05.20,21.999999999988695,34.99999999999615,,56.999999999984844
2019.05.20,5.999999999994898,20.999999999993246,,26.999999999988145
2019.05.20,41.000000000002146,-19.00000000000235,,21.999999999999797
2019.05.20,68.00000000000139,-63.99999999999739,,4.000000000004
2019.05.20,78.99999999998464,-62.000000000006494,,16.999999999978144
2019.05.20,92.99999999998754,-34.99999999999615,,57.99999999999139
2019.05.20,85.00000000000173,-34.000000000000696,,51.00000000000104
2019.05.21,88.99999999998354,-31.999999999998696,,56.99999999998485
2019.05.21,66.99999999999484,-9.00000000000345,,57.99999999999139
2019.05.21,121.99999999999989,-12.000000000000899,,109.99999999999899
