date,GBPUSD,USDCAD,AUDUSD,CHFJPY,AUDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURAUD,AUDCAD,empty,sum
2021.05.31,-2.0000000000131024,-41.000000000002146,-112.000000000001,-164.99999999999204,-154.99999999999403,-32.999999999994145,0.0,-150.00000000000568,-76.0000000000094,-4.000000000004,-70.99999999999883,,-809.0000000000144
2021.05.31,41.99999999998649,-65.00000000000395,-80.99999999999774,-30.9999999999917,-181.9999999999933,9.00000000000345,152.00000000001523,-16.999999999995907,-92.00000000000318,52.99999999999194,-87.00000000000374,,-298.99999999999244
2021.05.31,89.00000000000574,-137.9999999999937,-68.99999999999685,10.000000000005116,-156.00000000000057,-25.999999999992696,326.0000000000218,10.99999999999568,-136.00000000000279,113.00000000000753,-109.00000000000354,,-84.99999999995423
2021.05.31,90.99999999999665,-137.9999999999937,-70.99999999999883,118.00000000000921,-158.99999999999804,-17.000000000000348,341.0000000000082,58.9999999999975,-134.00000000001188,171.00000000001003,-114.99999999999844,,146.00000000002032
2021.05.31,99.00000000000463,-126.0000000000039,-107.00000000000153,109.99999999999943,-181.9999999999933,-25.999999999992696,350.9999999999991,63.99999999999295,-130.0000000000079,127.99999999999478,-131.99999999999878,,48.99999999999281
2021.05.31,46.999999999997044,-158.99999999999804,-92.99999999999864,118.99999999999977,-187.9999999999993,-34.99999999999615,342.00000000001296,74.99999999998863,-151.9999999999966,140.99999999999113,-135.00000000000733,,-38.00000000000648
2021.05.31,-14.000000000002899,-188.00000000001037,-45.000000000006146,97.00000000000841,-176.99999999999383,-44.99999999999504,302.99999999999727,42.999999999977945,-126.0000000000039,165.9999999999995,-107.00000000000153,,-93.00000000003061
2021.05.31,-11.00000000000545,-217.0000000000005,-89.00000000000574,-25.99999999999625,-183.99999999999528,-30.999999999992145,162.00000000000614,-116.00000000001387,-156.00000000000057,113.00000000000753,-161.00000000000003,,-715.9999999999961
2021.05.31,38.0000000000047,-175.99999999999838,-204.00000000000418,-39.99999999999204,-253.99999999999866,-35.999999999991594,133.00000000000978,-138.00000000000523,-158.99999999999804,-49.00000000001015,-250.00000000000577,,-1134.9999999999895
2021.05.31,123.00000000000644,-148.99999999999915,-216.0000000000051,-9.999999999990905,-246.00000000000176,-19.999999999997797,135.00000000001933,-123.00000000001887,-197.00000000000273,-36.999999999998145,-282.99999999999994,,-1022.9999999999886
2021.05.31,212.99999999999653,-130.0000000000079,-222.99999999999542,0.0,-249.99999999999466,4.999999999999449,212.0000000000175,-117.00000000001864,-199.00000000001583,-60.99999999999994,-290.00000000000136,,-840.0000000000202
2021.05.31,221.00000000000452,-120.99999999999334,-241.99999999999778,-10.99999999999568,-248.99999999999923,-7.9999999999968985,192.00000000000728,-129.0000000000191,-202.9999999999976,-72.99999999998974,-299.00000000000483,,-921.9999999999823
2021.05.31,204.00000000000418,-117.00000000001154,-246.00000000000176,41.00000000001103,-234.00000000000088,-14.999999999998348,181.0000000000116,-88.00000000002228,-209.00000000001472,-59.000000000009045,-285.9999999999974,,-828.0000000000292
2021.05.31,187.99999999998818,-140.0000000000068,-214.99999999999852,24.00000000000091,-225.99999999999287,-17.999999999995797,163.0000000000109,-111.00000000001842,-209.9999999999991,-45.99999999999049,-292.00000000000335,,-883.0000000000052
2021.05.31,180.99999999998673,-157.99999999999147,-212.99999999999653,-6.000000000000227,-246.00000000000176,2.000000000002,171.0000000000207,-127.00000000000955,-209.9999999999991,-63.99999999999739,-294.00000000000534,,-963.999999999992
2021.05.31,194.99999999998963,-147.00000000000824,-241.99999999999778,-26.999999999986812,-273.9999999999965,0.0,163.0000000000109,-145.00000000001023,-215.00000000000963,-109.00000000000354,-324.00000000000205,,-1125.000000000014
2021.05.31,178.99999999999582,-146.00000000000168,-263.0000000000021,-12.000000000000455,-286.99999999999284,-7.9999999999968985,159.9999999999966,-126.00000000000477,-215.00000000000963,-130.0000000000079,-339.0000000000004,,-1187.0000000000243
2021.05.31,104.99999999999955,-164.00000000000858,-270.0000000000036,-3.0000000000001137,-290.00000000000136,-19.999999999997797,171.0000000000207,-108.00000000000409,-191.00000000000784,-123.99999999999079,-328.0000000000061,,-1222.0
2021.05.31,96.00000000000719,-170.00000000000347,-248.99999999999923,-24.999999999991473,-312.00000000000114,-22.999999999995246,169.00000000001114,-94.00000000002251,-175.00000000001404,-157.00000000000713,-308.00000000000824,,-1248.0000000000243
2021.05.31,1.999999999990898,-168.99999999999693,-239.0000000000003,-37.9999999999967,-326.9999999999995,-29.000000000001247,135.00000000001933,-121.00000000000932,-119.00000000000244,-212.99999999999653,-319.99999999999807,,-1437.999999999991
2021.05.31,26.999999999999247,-188.9999999999947,-289.0000000000059,-110.99999999999,-378.999999999996,-85.99999999999719,74.00000000001228,-144.00000000000546,-226.00000000001506,-235.00000000000742,-374.0000000000077,,-1932.000000000008
2021.05.31,14.000000000002899,-89.00000000000574,-328.0000000000061,-254.99999999999545,-483.99999999999557,-68.99999999999685,58.9999999999975,-137.00000000000045,-130.0000000000079,-322.00000000000006,-356.00000000000074,,-2097.0000000000086
2021.05.31,-32.999999999994145,-95.00000000000064,-331.0000000000035,-155.9999999999917,-444.9999999999954,-100.00000000000009,-6.9999999999765805,-134.00000000001455,-99.00000000000463,-337.0000000000095,-374.0000000000077,,-2110.999999999998
2021.05.31,-107.00000000001265,-121.99999999999989,-350.00000000000585,-144.99999999999602,-447.99999999999284,-178.00000000000037,-120.9999999999809,-152.00000000001523,-141.00000000001333,-373.00000000000114,-411.0000000000058,,-2548.000000000024
2021.05.31,-97.9999999999981,-73.00000000001194,-351.0000000000013,-126.99999999999534,-417.99999999999613,-152.99999999999204,-115.99999999998545,-193.00000000001205,-94.00000000001629,-401.00000000000693,-375.0000000000031,,-2399.0000000000186
2021.05.31,-38.0000000000047,-56.000000000011596,-346.9999999999973,-137.00000000000045,-434.9999999999965,-87.99999999999919,-42.999999999977945,-211.00000000001273,14.000000000002899,-428.00000000000614,-368.00000000000165,,-2137.0000000000055
2021.05.31,-21.00000000000435,-56.99999999999594,-343.00000000000443,-105.99999999999454,-422.9999999999956,-87.99999999999919,-25.999999999982037,-191.0000000000025,-12.000000000012001,-442.9999999999934,-353.0000000000033,,-2062.9999999999873
2021.05.31,-69.9999999999923,-79.99999999999119,-324.00000000000205,-137.99999999999102,-414.9999999999987,-86.99999999999264,-81.99999999999363,-216.00000000000819,-29.999999999996696,-394.00000000000546,-355.0000000000053,,-2190.9999999999773
2021.05.31,-56.000000000011596,-96.00000000000719,-328.0000000000061,-239.99999999999488,-456.9999999999963,-82.99999999999974,-68.9999999999884,-223.0000000000132,-33.00000000001635,-407.0000000000018,-360.0000000000048,,-2352.0000000000405
2021.05.31,29.999999999996696,-106.00000000000608,-307.99999999999716,-231.99999999999932,-456.9999999999963,-80.99999999999774,15.00000000001478,-198.0000000000075,-192.00000000001438,-319.0000000000026,-382.00000000000455,,-2230.000000000014
2021.05.31,46.999999999997044,-103.00000000000864,-307.99999999999716,-161.99999999999193,-409.99999999999926,-90.0000000000012,32.00000000001069,-116.00000000001387,-182.0000000000155,-224.000000000002,-360.0000000000048,,-1876.0000000000266
2021.05.31,82.99999999998863,-89.00000000000574,-302.9999999999977,-158.99999999999181,-395.0000000000009,-81.9999999999932,13.00000000000523,-125.0,-200.00000000000017,-226.99999999999943,-355.0000000000053,,-1839.0000000000002
