date,USDCHF,GBPUSD,EURUSD,USDJPY,NZDUSD,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2021.04.05,-68.00000000000139,-304.9999999999997,124.00000000001299,-3.0000000000001137,-170.00000000000347,-265.99999999998846,-114.0000000000141,-93.00000000000975,-263.0000000000021,5.999999999994898,-257.99999999998136,-228.00000000000597,-133.99999999998613,171.00000000001003,-166.00000000001103,-256.0000000000002,-167.0000000000016,-221.99999999999997,-337.0000000000095,,-2748.999999999997
2021.04.05,-80.99999999999774,-269.9999999999925,113.99999999999189,-1.9999999999953388,-152.00000000000767,-259.9999999999936,-114.0000000000141,-89.00000000000574,-259.0000000000092,16.0000000000049,-230.99999999999454,-241.00000000000233,-125.0,226.99999999999943,-125.0,-253.0000000000001,-155.00000000000114,-228.00000000000597,-351.0000000000124,,-2579.000000000036
2021.04.05,-93.99999999999409,-290.9999999999968,106.00000000000608,7.000000000005002,-145.00000000000622,-279.99999999999136,-126.0000000000039,-94.00000000000519,-260.00000000000466,11.00000000000545,-192.99999999998363,-232.00000000000998,-87.99999999999386,219.00000000001364,-100.99999999999909,-225.00000000000853,-120.99999999999511,-212.99999999999653,-365.99999999999966,,-2485.999999999958
2021.04.05,-73.99999999999629,-283.99999999999534,146.00000000000168,39.99999999999204,-141.00000000000225,-271.99999999998334,-131.00000000001444,-93.00000000000975,-259.0000000000092,24.999999999997247,-164.99999999999204,-242.00000000000887,-91.99999999998454,234.00000000000088,-85.00000000000796,-216.99999999999875,-103.9999999999992,-219.99999999999798,-361.9999999999957,,-2296.0000000000036
2021.04.05,-136.99999999999824,-266.999999999995,80.99999999999774,-15.000000000000568,-139.00000000000023,-290.9999999999968,-153.00000000000313,-87.00000000000374,-269.00000000000813,22.999999999995246,-186.00000000000705,-289.0000000000059,-117.999999999995,275.000000000003,-85.99999999999852,-215.0000000000034,-120.99999999999511,-233.00000000000543,-341.99999999999784,,-2569.000000000018
2021.04.05,-139.00000000000023,-211.00000000000563,46.0000000000127,-55.00000000000682,-116.00000000000499,-285.99999999998624,-134.99999999999625,-80.00000000000229,-275.99999999999847,9.999999999998899,-203.00000000000296,-285.00000000000193,-91.99999999998454,245.0000000000063,-88.00000000000807,-201.99999999999818,-126.99999999999534,-248.99999999999923,-337.99999999999386,,-2580.9999999999673
2021.04.05,-149.99999999999457,-181.9999999999933,42.0000000000087,-64.00000000000716,-106.00000000000608,-275.000000000003,-114.99999999999844,-80.00000000000229,-270.99999999999903,7.9999999999968985,-205.99999999998886,-264.0000000000198,-94.99999999999886,238.0000000000049,-91.00000000000819,-191.0000000000025,-123.99999999999523,-241.99999999999778,-327.00000000001063,,-2495.000000000015
2021.04.05,-173.9999999999964,-173.99999999998528,-63.99999999999739,-84.00000000000318,-95.00000000000064,-255.99999999998957,-104.99999999999955,-78.00000000000028,-260.00000000000466,-12.999999999996348,-168.00000000000637,-330.0000000000081,-73.0000000000075,182.99999999999983,-94.99999999999886,-191.0000000000025,-114.00000000000432,-231.0000000000034,-327.99999999999494,,-2649.9999999999995
2021.04.05,-193.99999999999417,-190.99999999998562,-75.99999999998718,-93.99999999999409,-50.0000000000056,-331.999999999999,-90.00000000001229,-82.99999999999974,-247.00000000000833,-49.99999999999449,-243.99999999999977,-345.0000000000175,-36.000000000001364,185.00000000001293,-77.00000000001239,-130.00000000000966,-87.0000000000033,-226.00000000000398,-290.00000000001245,,-2657.0000000000277
2021.04.05,-207.00000000000162,-228.00000000000597,-69.9999999999923,-70.99999999999795,-48.000000000003595,-409.99999999999926,-90.00000000001229,-132.0000000000099,-260.00000000000466,-97.9999999999981,-248.99999999999523,-316.0000000000052,-16.999999999995907,96.00000000000719,-100.99999999999909,-121.99999999999989,-78.00000000000296,-180.0000000000024,-285.00000000000193,,-2866.0000000000205
2021.04.05,-215.99999999999397,-248.00000000000378,-104.99999999999955,-61.99999999999761,-51.000000000001044,-397.0000000000029,-80.00000000001339,-126.0000000000039,-253.99999999999866,-100.99999999999554,-265.99999999999113,-358.00000000001387,6.000000000000227,100.0000000000112,-90.00000000000341,-133.00000000000978,-64.99999999999773,-173.00000000000094,-303.0000000000088,,-2922.0000000000246
2021.04.05,-156.00000000000057,-290.9999999999968,-127.99999999999478,-67.99999999999784,-80.00000000000229,-373.00000000000114,-9.000000000014552,-121.00000000000443,-248.99999999999923,-163.99999999999747,-328.00000000000296,-374.0000000000077,32.00000000001069,-42.999999999993044,-136.0000000000099,-192.99999999999784,-109.99999999999943,-180.99999999999784,-330.0000000000081,,-3302.0000000000155
2021.04.05,-153.99999999999858,-536.0000000000032,-133.99999999998968,-46.00000000000648,-209.9999999999991,-574.9999999999922,-4.000000000004,-167.00000000000603,-331.999999999999,-265.99999999999955,-518.0000000000007,-452.00000000000796,32.00000000001069,-78.99999999998464,-189.00000000000716,-258.0000000000098,-212.0000000000033,-256.0000000000007,-330.0000000000081,,-4686.00000000001
2021.04.05,-125.99999999999278,-574.9999999999922,-97.9999999999981,-25.99999999999625,-231.0000000000034,-583.9999999999845,1.999999999990898,-186.00000000000838,-375.9999999999986,-304.00000000000426,-557.9999999999927,-488.00000000002177,27.000000000015234,-161.99999999999548,-210.00000000000796,-281.0000000000059,-250.0,-265.0000000000041,-239.00000000001143,,-4930.000000000012
2021.04.05,-151.9999999999966,-537.9999999999941,-133.99999999998968,-27.000000000001023,-231.99999999999886,-594.99999999999,7.999999999985796,-206.00000000000617,-394.00000000000546,-297.00000000000284,-527.9999999999916,-412.00000000001234,91.00000000000819,-187.99999999998818,-207.00000000000784,-263.9999999999958,-251.99999999999534,-274.00000000000756,-234.00000000000088,,-4834.999999999989
2021.04.05,-161.00000000000003,-482.999999999989,-139.00000000000023,-34.000000000006025,-253.99999999999866,-571.9999999999948,38.0000000000047,-211.00000000000563,-419.00000000000273,-302.9999999999977,-484.9999999999852,-370.00000000000364,127.00000000000955,-224.99999999998633,-216.00000000000819,-254.0000000000049,-274.0000000000009,-292.9999999999988,-197.00000000000273,,-4724.999999999972
2021.04.05,-197.99999999999818,-514.9999999999987,-160.99999999998892,-22.00000000000557,-287.0000000000039,-597.9999999999874,14.999999999987246,-242.00000000000887,-440.00000000000705,-302.0000000000023,-477.00000000000387,-344.00000000001097,138.00000000000523,-251.99999999998556,-221.00000000000364,-265.00000000000057,-293.00000000000637,-301.0000000000068,-185.00000000001293,,-4950.000000000038
2021.04.05,-136.00000000000279,-539.0000000000006,-96.99999999999153,1.9999999999953388,-285.00000000000193,-597.0000000000031,24.999999999986144,-243.00000000000432,-435.0000000000076,-307.0000000000017,-514.9999999999864,-335.00000000001864,103.00000000000864,-265.99999999998846,-258.0000000000098,-263.9999999999958,-293.00000000000637,-292.9999999999988,-192.99999999999872,,-4926.000000000027
2021.04.05,-102.00000000000209,-597.9999999999874,-56.99999999999594,24.00000000000091,-301.0000000000068,-584.9999999999911,-17.000000000000348,-236.00000000000287,-414.00000000000324,-287.9999999999994,-497.99999999999045,-363.0000000000022,86.00000000001273,-254.999999999983,-250.0,-269.00000000000546,-278.99999999999636,-279.00000000000705,-202.9999999999976,,-4883.999999999958
2021.04.05,-95.99999999999609,-590.999999999986,12.999999999996348,63.00000000000239,-303.0000000000088,-585.9999999999976,-36.999999999998145,-224.000000000002,-414.9999999999987,-265.99999999999955,-485.99999999999,-359.0000000000204,81.00000000001728,-164.99999999999292,-219.99999999999886,-258.0000000000098,-257.99999999999557,-275.99999999999847,-211.00000000000563,,-4593.999999999983
2021.04.05,-102.00000000000209,-585.9999999999976,18.0000000000069,64.99999999999773,-312.00000000000114,-568.9999999999973,-76.0000000000094,-263.0000000000021,-422.00000000000017,-236.99999999999832,-451.9999999999982,-308.0000000000194,33.00000000001546,-176.99999999998272,-256.0000000000002,-271.0000000000008,-271.0000000000008,-256.0000000000007,-208.00000000000819,,-4649.999999999999
2021.04.05,-86.99999999999264,-692.9999999999881,59.000000000009045,87.99999999999386,-402.00000000000233,-539.999999999985,-63.99999999999739,-261.0000000000001,-409.0000000000038,-202.9999999999976,-531.0000000000059,-223.00000000001762,-106.99999999999932,-192.99999999999872,-320.0000000000074,-323.99999999999807,-322.9999999999933,-261.0000000000001,-211.00000000000563,,-5004.99999999999
2021.04.05,114.00000000000298,-726.9999999999887,235.00000000000742,108.99999999999466,-392.9999999999989,-359.99999999998255,8.999999999992347,-172.00000000000549,-343.00000000000443,-158.0000000000026,-526.9999999999868,-368.00000000001273,-115.99999999998545,-130.99999999999224,-335.00000000000796,-335.9999999999985,-329.9999999999983,-262.00000000000665,-241.00000000000233,,-4331.999999999976
2021.04.05,184.00000000000637,-900.9999999999962,270.99999999999903,158.00000000000125,-453.99999999999886,-349.99999999998363,34.99999999998504,-108.00000000000809,-304.9999999999997,-168.99999999999693,-519.9999999999818,-388.0000000000106,-132.000000000005,-38.99999999998904,-255.00000000000966,-323.0000000000075,-286.00000000000136,-292.00000000000335,-270.00000000001467,,-4144.000000000015
2021.04.05,309.99999999999915,-926.0000000000045,421.0000000000047,314.9999999999977,-489.0000000000061,-275.000000000003,65.99999999998829,-60.99999999999994,-248.99999999999923,-138.00000000000477,-436.00000000000705,-333.0000000000055,-82.99999999999841,12.000000000012001,-213.00000000000807,-249.00000000000944,-225.9999999999991,-300.0000000000003,-323.0000000000066,,-3177.00000000005
2021.04.05,472.00000000000574,-939.0000000000009,439.99999999999596,454.9999999999983,-509.9999999999993,-58.99999999998684,238.0000000000049,34.000000000000696,-148.99999999999915,-119.00000000000244,-237.99999999999955,-307.00000000001285,36.000000000001364,-7.0000000000014495,-125.0,-227.00000000000387,-147.00000000000557,-263.99999999999756,-317.9999999999961,,-1733.9999999999986
2021.04.05,446.00000000000193,-1025.9999999999936,414.00000000000324,426.9999999999925,-521.0000000000048,-130.99999999999224,201.99999999999108,0.0,-186.00000000000838,-132.99999999999423,-360.99999999999,-329.00000000000153,-39.99999999999204,-25.999999999992696,-199.00000000001228,-233.0000000000041,-206.00000000000307,-263.99999999999756,-268.0000000000016,,-2433.999999999999
2021.04.05,568.9999999999973,-973.999999999986,551.0000000000126,471.9999999999942,-514.9999999999987,-22.999999999995246,238.99999999998923,42.999999999993044,-151.00000000000114,-100.00000000000009,-337.99999999999386,-286.00000000000847,-38.99999999998727,3.0000000000196536,-200.00000000000284,-246.9999999999999,-203.00000000000296,-282.99999999999994,-266.999999999995,,-1748.9999999999654
2021.04.05,539.0000000000006,-954.9999999999948,551.0000000000126,468.9999999999941,-509.9999999999993,-29.999999999996696,183.99999999998417,80.99999999999774,-156.00000000000057,-100.99999999999554,-300.9999999999877,-398.00000000000944,-76.99999999999818,70.99999999999883,-125.0,-258.0000000000098,-197.9999999999933,-333.0000000000055,-290.9999999999968,,-1837.9999999999995
2021.04.05,543.0000000000045,-939.9999999999853,591.0000000000082,481.9999999999993,-507.0000000000019,-41.000000000002146,163.9999999999864,135.99999999999167,-155.00000000000514,-56.99999999999594,-282.99999999998704,-547.0000000000086,-67.99999999998363,263.00000000001324,-63.00000000000239,-253.0000000000001,-191.0000000000025,-399.0000000000049,-307.99999999999716,,-1632.9999999999736
2021.04.05,514.9999999999987,-963.999999999987,601.9999999999915,472.999999999999,-474.00000000000773,-99.99999999998899,120.99999999999334,140.99999999999113,-143.9999999999997,-53.999999999998494,-306.99999999998795,-567.0000000000064,-90.00000000000341,334.00000000001205,-22.00000000000557,-231.00000000000875,-156.99999999999648,-379.0000000000071,-324.9999999999975,,-1628.0000000000093
2021.04.05,512.0000000000014,-964.9999999999936,578.9999999999961,457.9999999999984,-465.9999999999998,-109.99999999998789,146.00000000000168,108.99999999999244,-143.00000000000423,-87.00000000000374,-346.99999999998,-523.0000000000068,-93.99999999999409,241.00000000000233,-82.00000000000784,-255.00000000000966,-173.00000000000182,-312.9999999999966,-324.0000000000132,,-1837.0000000000068
2021.04.05,507.0000000000019,-956.0000000000013,560.0000000000049,408.00000000000125,-463.0000000000023,-103.99999999999298,165.9999999999995,98.99999999999353,-143.00000000000423,-85.99999999999719,-391.9999999999959,-470.00000000001484,-103.999999999985,212.00000000001216,-120.00000000000455,-287.9999999999967,-197.9999999999933,-292.00000000000335,-330.0000000000081,,-1993.9999999999864
2021.04.05,509.9999999999993,-943.000000000005,551.0000000000126,411.00000000000136,-453.99999999999886,-85.00000000000173,175.99999999999838,103.99999999999298,-139.00000000000023,-87.00000000000374,-393.0000000000007,-446.0000000000131,-103.999999999985,207.00000000000162,-115.99999999999966,-278.0000000000058,-188.0000000000024,-282.0000000000045,-367.0000000000062,,-1923.0000000000207
2021.04.05,518.0000000000074,-939.9999999999853,541.9999999999981,343.9999999999941,-426.00000000000415,-69.9999999999923,192.99999999999872,123.99999999999079,-96.00000000000719,-87.00000000000374,-471.00000000000364,-487.0000000000152,-165.99999999999682,225.00000000000853,-146.0000000000008,-299.99999999999716,-185.00000000000227,-253.0000000000032,-385.99999999999744,,-2067.0000000000114
2021.04.05,519.9999999999983,-960.9999999999897,534.0000000000123,355.000000000004,-435.0000000000076,-78.99999999998464,180.99999999998673,113.99999999999189,-107.00000000000153,-104.00000000000409,-463.99999999999864,-499.000000000005,-150.00000000000568,208.00000000000819,-139.00000000001,-283.00000000000125,-186.00000000000705,-268.99999999999704,-341.99999999999784,,-2106.0000000000086
2021.04.05,517.0000000000008,-963.0000000000027,551.0000000000126,368.9999999999998,-443.0000000000045,-99.99999999998899,180.0000000000024,96.99999999999153,-121.99999999999989,-102.99999999999754,-463.99999999999864,-481.0000000000203,-156.99999999998226,189.00000000001694,-164.00000000000148,-284.000000000006,-200.00000000000284,-268.0000000000016,-336.00000000000296,,-2181.9999999999854
2021.04.05,529.0000000000017,-953.9999999999882,553.0000000000035,375.0,-446.00000000000193,-68.99999999998573,190.00000000000128,103.99999999999298,-118.00000000000699,-97.9999999999981,-459.0000000000032,-461.0000000000003,-143.00000000000068,182.99999999999983,-165.00000000000625,-278.0000000000058,-186.9999999999976,-268.99999999999704,-326.0000000000041,,-2038.9999999999966
2021.04.06,524.9999999999977,-914.9999999999991,558.9999999999984,390.00000000000057,-420.00000000000927,-31.999999999987594,192.99999999999872,143.9999999999997,-89.00000000000574,-138.00000000000477,-399.0000000000009,-382.0000000000157,-143.00000000000068,104.00000000001519,-111.0000000000042,-250.0,-159.00000000000603,-231.99999999999886,-314.99999999999864,,-1670.0000000000211
2021.04.06,565.9999999999999,-987.9999999999889,574.9999999999922,432.00000000000216,-392.9999999999989,-17.000000000000348,209.9999999999991,197.99999999999818,-60.99999999999994,-131.99999999999878,-418.00000000000637,-479.0000000000072,-100.99999999999909,178.00000000001148,-73.0000000000075,-254.0000000000049,-120.99999999999511,-197.00000000000273,-346.0000000000019,,-1421.0000000000086
2021.04.06,528.0000000000063,-1004.0000000000049,575.9999999999987,403.0000000000058,-440.00000000000705,-106.99999999999044,175.99999999999838,100.99999999999554,-120.00000000000898,-121.00000000000443,-456.99999999999363,-470.00000000001484,-132.99999999998136,204.00000000000418,-138.00000000000523,-283.00000000000125,-183.9999999999975,-257.0000000000072,-341.00000000001353,,-2067.0000000000214
2021.04.06,518.0000000000074,-1044.0000000000005,571.9999999999948,367.999999999995,-464.00000000000887,-163.00000000000205,153.9999999999875,88.99999999999464,-145.00000000000622,-119.99999999999788,-558.9999999999975,-501.0000000000181,-192.00000000000728,213.00000000001873,-182.00000000000216,-359.00000000000887,-240.99999999999966,-273.000000000001,-351.99999999999676,,-2681.000000000049
2021.04.06,524.0000000000023,-1036.999999999999,598.0000000000097,371.9999999999999,-499.000000000005,-153.00000000000313,147.99999999999258,81.9999999999932,-169.00000000000804,-117.99999999999588,-546.999999999997,-501.0000000000181,-191.0000000000025,209.00000000001472,-181.0000000000116,-361.0000000000042,-257.99999999999557,-306.00000000000625,-348.9999999999993,,-2737.0000000000337
2021.04.06,531.9999999999991,-1041.000000000003,604.0000000000045,388.00000000000523,-498.00000000000955,-131.99999999999878,156.00000000000057,92.99999999999864,-160.00000000000458,-107.00000000000153,-509.9999999999909,-489.0000000000061,-185.00000000000227,222.00000000001108,-166.00000000001103,-335.9999999999985,-245.9999999999951,-307.0000000000017,-331.999999999999,,-2514.000000000003
2021.04.06,487.99999999999955,-1039.9999999999966,622.0000000000115,367.999999999995,-514.9999999999987,-160.99999999998892,89.00000000000574,70.99999999999883,-199.00000000000472,-85.00000000000173,-503.9999999999907,-485.0000000000021,-223.99999999998954,260.0000000000158,-165.00000000000625,-344.99999999999886,-275.99999999999625,-333.0000000000055,-327.00000000001063,,-2760.999999999964
2021.04.06,456.00000000000085,-974.9999999999925,588.0000000000107,298.0000000000018,-495.000000000001,-151.9999999999966,78.00000000000028,57.99999999999139,-194.0000000000053,-61.999999999995396,-531.0000000000059,-460.000000000016,-268.0000000000007,235.00000000000742,-209.00000000000318,-368.9999999999998,-287.00000000000614,-324.9999999999975,-321.0000000000157,,-2935.0000000000227
2021.04.06,439.0000000000005,-974.9999999999925,574.9999999999922,278.99999999999636,-494.00000000000557,-200.99999999998454,58.000000000002494,39.999999999995595,-216.0000000000051,-77.00000000000485,-608.0000000000041,-447.0000000000196,-310.0000000000023,235.00000000000742,-234.00000000000887,-412.00000000000614,-313.99999999999295,-331.0000000000035,-321.0000000000157,,-3314.000000000051
2021.04.06,430.00000000000813,-939.0000000000009,544.9999999999955,334.99999999999375,-450.00000000000597,-166.99999999998383,82.99999999998863,43.999999999999595,-177.00000000000495,-73.00000000000084,-483.0000000000041,-439.0000000000116,-206.99999999999363,216.00000000001617,-180.00000000000682,-320.99999999999795,-230.99999999999454,-295.0000000000008,-356.00000000000074,,-2665.000000000005
2021.04.06,360.0000000000048,-914.9999999999991,490.999999999997,269.00000000000546,-423.0000000000067,-177.99999999998929,61.99999999998429,37.99999999999359,-162.0000000000066,-68.00000000000139,-477.00000000000387,-428.00000000000614,-223.99999999998954,238.0000000000049,-173.00000000000182,-307.00000000000216,-215.0000000000034,-262.00000000000665,-348.9999999999993,,-2723.0000000000264
2021.04.06,350.00000000000585,-852.9999999999926,493.0000000000101,236.99999999999477,-348.00000000000387,-191.99999999999218,34.000000000000696,12.999999999996348,-151.00000000000114,-60.99999999999994,-510.9999999999957,-405.0000000000109,-270.9999999999866,220.00000000002018,-206.00000000000307,-281.9999999999965,-186.00000000000705,-207.99999999999707,-347.0000000000084,,-2673.9999999999673
2021.04.06,348.00000000000387,-855.9999999999901,473.99999999999665,191.0000000000025,-329.00000000000153,-220.99999999998232,48.000000000003595,51.000000000001044,-114.00000000000298,-82.99999999999974,-587.9999999999939,-518.0000000000184,-292.0000000000016,265.0000000000041,-203.00000000000296,-269.999999999996,-177.0000000000067,-195.00000000000074,-336.00000000000296,,-2804.999999999988
2021.04.06,336.9999999999984,-834.0000000000014,455.0000000000054,191.0000000000025,-306.00000000000625,-203.99999999998198,60.99999999999994,66.99999999999484,-115.00000000000954,-78.99999999999574,-567.0000000000073,-525.0000000000199,-263.9999999999816,298.00000000002046,-177.0000000000067,-255.00000000000966,-173.00000000000182,-214.99999999999852,-336.00000000000296,,-2641.000000000002
2021.04.06,345.0000000000064,-910.9999999999951,476.0000000000098,213.99999999999864,-361.0000000000002,-239.99999999999577,58.000000000002494,67.9999999999903,-153.99999999999858,-100.00000000000009,-548.0000000000018,-565.9999999999999,-242.999999999995,304.00000000001535,-160.0000000000108,-228.9999999999992,-183.9999999999975,-258.9999999999981,-280.9999999999979,,-2770.999999999967
2021.04.06,377.0000000000051,-968.9999999999976,509.00000000000387,313.99999999999295,-392.9999999999989,-258.99999999998704,59.99999999999339,65.99999999999939,-164.00000000000858,-134.99999999999625,-536.0000000000014,-682.0000000000048,-181.99999999998795,301.0000000000179,-120.00000000000455,-293.99999999999693,-180.99999999999739,-275.000000000003,-364.00000000000875,,-2926.9999999999804
2021.04.06,426.00000000000415,-1017.9999999999856,510.99999999999477,340.0000000000034,-392.9999999999989,-254.999999999983,116.99999999998934,112.000000000001,-133.00000000000534,-156.00000000000057,-525.0000000000057,-702.0000000000026,-131.00000000000023,303.0000000000088,-68.00000000001205,-252.00000000000955,-150.00000000000568,-282.99999999999994,-334.9999999999964,,-2592.000000000004
2021.04.06,428.00000000000614,-1078.0000000000011,520.0000000000093,356.9999999999993,-396.00000000000745,-316.99999999998954,86.99999999999264,93.99999999999409,-142.00000000000878,-166.99999999999494,-576.9999999999982,-733.0000000000059,-143.00000000000068,319.0000000000026,-75.00000000000284,-250.0,-156.99999999999648,-285.00000000000193,-331.999999999999,,-2847.0000000000023
2021.04.06,409.99999999999926,-1072.0000000000064,561.9999999999958,350.9999999999991,-453.0000000000034,-287.9999999999994,44.99999999998394,47.9999999999925,-199.00000000000472,-154.99999999999403,-552.9999999999973,-676.0000000000099,-205.99999999998886,269.00000000000813,-142.00000000001012,-338.99999999999864,-225.9999999999991,-307.99999999999716,-348.9999999999993,,-3281.00000000003
2021.04.06,324.00000000000205,-977.99999999999,480.99999999999807,262.00000000000045,-431.99999999999903,-241.99999999998667,24.000000000001798,56.0000000000005,-182.00000000000438,-100.00000000000009,-536.0000000000014,-541.0000000000136,-218.9999999999941,287.000000000015,-145.00000000001023,-320.0000000000074,-215.99999999999397,-287.9999999999994,-358.00000000001387,,-3122.9999999999964
2021.04.06,287.0000000000039,-758.9999999999985,426.9999999999996,201.99999999999818,-240.00000000000688,-165.9999999999995,-9.999999999998899,56.0000000000005,-79.00000000000685,-24.999999999997247,-387.00000000000045,-471.0000000000214,-324.99999999998863,333.0000000000055,-131.00000000000023,-191.0000000000025,-73.99999999999807,-148.0000000000037,-517.9999999999962,,-2219.0000000000114
2021.04.06,328.0000000000061,-719.9999999999873,500.00000000001154,206.99999999999363,-192.00000000000327,-87.99999999999919,-9.000000000014552,88.99999999999464,43.999999999999595,36.0000000000027,-396.99999999999136,-414.00000000000324,-376.9999999999811,418.0000000000073,-150.00000000000568,-192.00000000000728,-4.9999999999954525,-58.99999999999794,-534.0000000000123,,-1514.9999999999832
2021.04.06,316.0000000000052,-695.9999999999856,499.000000000005,236.0000000000042,-187.00000000000384,59.000000000009045,-32.0000000000098,80.99999999999774,44.99999999999504,122.99999999999534,-302.99999999999727,-327.00000000001063,-371.9999999999857,408.00000000000836,-146.0000000000008,-171.99999999999704,1.0000000000047748,-58.99999999999794,-502.00000000000244,,-1027.9999999999663
2021.04.06,211.00000000000563,-493.99999999999443,408.00000000000836,115.99999999999966,-129.00000000000134,29.999999999996696,-78.00000000000028,10.999999999994348,22.999999999995246,153.00000000000313,-188.99999999999295,-138.0000000000159,-411.00000000000136,331.0000000000146,-189.00000000000716,-207.9999999999984,9.000000000000341,-1.0000000000065512,-527.9999999999951,,-1072.9999999999955
2021.04.06,345.0000000000064,-482.00000000000466,570.0000000000039,123.00000000000466,-125.00000000000844,194.0000000000053,-32.0000000000098,118.99999999999133,90.0000000000012,241.99999999999778,-243.99999999999977,-112.000000000001,-507.99999999998136,495.000000000001,-193.00000000001205,-200.00000000000284,-1.0000000000047748,-7.0000000000014495,-510.00000000001046,,-236.00000000002524
2021.04.06,258.9999999999981,-273.9999999999965,522.0000000000002,75.9999999999934,-18.0000000000069,273.9999999999965,-85.00000000000173,61.999999999995396,113.99999999999189,339.0000000000004,-54.000000000002046,52.99999999999194,-512.0000000000005,483.0000000000112,-191.0000000000025,-106.00000000000875,69.99999999999318,86.99999999999264,-483.99999999999557,,614.9999999999503
2021.04.06,309.99999999999915,-289.0000000000059,530.9999999999926,60.99999999999284,10.999999999994348,302.0000000000023,-49.99999999999449,131.99999999999878,185.99999999999727,319.0000000000026,-106.99999999999932,-12.000000000012001,-531.0000000000059,559.0000000000206,-180.00000000000682,-96.00000000000364,97.99999999999898,86.99999999999264,-493.99999999999443,,836.9999999999696
