date,EURCHF,CADCHF,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.06.04,-5.000000000010552,-53.00000000000304,0.0,-68.99999999999685,-187.9999999999993,0.0,,-315.0000000000097
2018.06.04,22.999999999995246,-43.00000000000415,67.9999999999792,-80.99999999999774,-189.00000000000583,65.00000000000395,,-157.00000000002933
2018.06.04,119.00000000000244,2.000000000002,122.99999999998423,-91.99999999999208,-198.00000000000927,130.99999999999224,,84.99999999997956
2018.06.04,153.9999999999875,7.0000000000014495,226.99999999999943,-48.99999999999905,-191.00000000000784,122.99999999998423,,270.9999999999658
2018.06.04,175.99999999999838,11.00000000000545,261.9999999999845,-78.00000000000028,-186.00000000000838,151.9999999999966,,336.99999999997624
2018.06.04,184.99999999999073,14.999999999998348,332.9999999999833,-84.99999999999064,-156.00000000000057,195.9999999999962,,487.9999999999774
2018.06.04,253.99999999999866,45.000000000006146,268.9999999999859,-197.99999999999818,-195.00000000000074,244.9999999999841,,419.9999999999759
2018.06.04,323.99999999999096,102.99999999999754,217.0000000000005,-183.99999999999528,-218.00000000000708,229.99999999999687,,471.99999999998363
2018.06.04,371.99999999999454,126.0000000000039,209.9999999999991,-230.99999999999233,-218.00000000000708,258.99999999998704,,517.9999999999851
2018.06.04,370.999999999988,124.00000000000189,56.99999999999594,-347.9999999999928,-317.0000000000006,278.9999999999848,,165.9999999999772
2018.06.04,411.99999999999017,138.00000000000477,37.99999999998249,-345.99999999999073,-329.00000000000153,226.99999999999943,,139.99999999998465
2018.06.04,397.0000000000029,121.00000000000443,26.999999999999247,-395.0000000000009,-353.0000000000033,276.9999999999939,,73.99999999999619
2018.06.04,405.9999999999952,134.0000000000008,68.99999999998573,-493.99999999999443,-328.0000000000061,331.999999999999,,118.99999999998028
2018.06.04,368.9999999999971,102.99999999999754,132.99999999998312,-488.999999999995,-304.9999999999997,472.9999999999901,,283.9999999999731
2018.06.04,343.99999999998875,87.99999999999919,120.99999999999334,-485.99999999999756,-313.00000000000773,464.9999999999821,,218.99999999995805
2018.06.04,350.9999999999902,87.99999999999919,83.9999999999952,-495.9999999999964,-328.0000000000061,421.99999999998903,,120.99999999997118
2018.06.04,374.999999999992,95.99999999999609,53.999999999998494,-576.9999999999942,-350.00000000000585,469.99999999999267,,67.9999999999792
2018.06.04,367.0000000000062,89.00000000000574,45.99999999999049,-607.9999999999974,-359.0000000000093,480.99999999999807,,15.999999999993804
2018.06.04,309.0000000000037,72.0000000000054,-19.00000000001345,-673.9999999999968,-337.0000000000095,479.99999999999153,,-169.00000000001916
2018.06.04,280.9999999999979,111.00000000000554,-162.00000000001768,-707.9999999999975,-380.00000000000256,608.9999999999928,,-249.0000000000215
2018.06.04,238.0000000000049,84.0000000000063,-250.00000000001688,-697.9999999999986,-382.00000000000455,571.9999999999948,,-436.0000000000141
2018.06.04,302.0000000000023,63.00000000000195,-64.0000000000196,-639.0000000000007,-393.00000000001,509.00000000000387,,-222.00000000002228
2018.06.04,224.99999999998633,114.00000000000298,-179.00000000001802,-632.9999999999947,-363.0000000000022,503.99999999999335,,-332.00000000003223
2018.06.04,219.99999999999798,-12.999999999996348,-210.0000000000213,-725.9999999999933,-519.0000000000028,475.99999999998755,,-772.0000000000284
2018.06.04,202.9999999999976,-22.999999999995246,-189.00000000001694,-785.9999999999978,-509.00000000000387,497.99999999999847,,-806.000000000018
2018.06.04,309.99999999998806,-19.999999999997797,-154.0000000000097,-806.999999999991,-578.0000000000007,486.999999999993,,-762.0000000000182
2018.06.04,282.9999999999888,-75.00000000000284,-236.00000000001398,-912.9999999999972,-631.9999999999992,497.99999999999847,,-1075.0000000000261
2018.06.04,278.9999999999848,-66.99999999999484,-323.0000000000066,-950.9999999999908,-692.0000000000038,485.0000000000021,,-1269.0000000000089
2018.06.04,265.0000000000041,-126.0000000000039,-283.000000000011,-934.9999999999969,-692.0000000000038,493.99999999999443,,-1277.0000000000168
2018.06.04,289.0000000000059,-100.00000000000009,-301.0000000000179,-928.9999999999909,-686.0000000000089,478.999999999985,,-1248.0000000000268
2018.06.04,309.99999999998806,-109.00000000000354,-338.0000000000161,-976.9999999999945,-699.0000000000052,527.9999999999951,,-1285.0000000000364
2018.06.04,259.9999999999936,-76.99999999999375,-409.99999999999926,-967.9999999999911,-719.000000000003,497.99999999999847,,-1415.999999999995
2018.06.04,258.0000000000027,-88.99999999999464,-468.00000000000176,-995.9999999999969,-746.0000000000023,495.000000000001,,-1545.9999999999918
