date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,EURJPY,EURAUD,EURNZD,AUDJPY,AUDCAD,NZDCAD,empty,sum
2021.08.30,-68.99999999999685,-90.99999999999665,-29.00000000001235,-7.999999999995566,-107.99999999999699,-364.9999999999931,-59.99999999999339,-164.99999999999204,-60.99999999999994,-84.99999999997954,-19.999999999997797,-62.99999999998818,-76.0000000000094,-409.99999999999926,-46.999999999997044,-126.99999999999933,-164.99999999999292,,-1948.9999999999404
2021.08.30,-17.999999999995797,-5.000000000010552,-29.00000000001235,-4.9999999999954525,-130.0000000000079,-89.99999999999008,-72.0000000000054,-185.99999999999284,89.00000000000574,-7.000000000005002,49.99999999999449,-68.9999999999884,-158.0000000000137,-195.9999999999962,-88.99999999999864,-171.99999999999437,-251.99999999999667,,-1339.000000000003
2021.08.30,-7.9999999999968985,-123.99999999999079,-75.00000000000284,-6.000000000000227,-87.99999999999919,-154.99999999999403,-56.99999999999594,-170.0000000000017,77.00000000000485,-96.00000000000364,-12.999999999996348,-87.99999999999386,-126.0000000000039,-178.00000000001148,-107.99999999998988,-170.99999999999892,-280.00000000000244,,-1665.9999999999773
2021.08.30,29.000000000001247,-134.99999999999625,-59.000000000009045,-9.000000000000341,-39.00000000001125,-176.99999999998272,-43.999999999999595,-176.00000000000193,79.00000000000685,-173.00000000000182,123.00000000000644,-102.99999999998022,-86.0000000000083,-34.000000000000696,-101.99999999998965,-144.99999999999514,-175.99999999999838,,-1226.999999999961
2021.08.30,36.999999999998145,-134.00000000001188,-53.999999999998494,-13.999999999995794,-62.000000000006494,-195.9999999999962,-56.000000000011596,-165.99999999999682,81.00000000000884,-163.99999999998727,157.99999999999147,-96.00000000000364,-12.999999999996348,-95.00000000000064,-91.99999999999875,-137.9999999999937,-237.99999999999378,,-1241.999999999993
2021.08.30,41.000000000002146,-147.99999999999258,-65.00000000000395,-27.000000000001023,-29.999999999996696,-203.99999999998198,-69.00000000000794,-193.9999999999884,79.00000000000685,-187.99999999998818,126.0000000000039,-120.9999999999809,-79.00000000000685,-163.00000000000205,-150.99999999999625,-174.99999999999181,-246.99999999999721,,-1614.9999999999231
2021.08.30,19.999999999997797,-144.99999999999514,-89.00000000000574,-27.999999999991587,-112.000000000001,-180.0000000000024,-62.000000000006494,-174.99999999999716,100.00000000000009,-162.00000000000614,139.00000000000023,-115.99999999998545,-86.99999999999264,-106.00000000000608,-149.99999999999147,-207.99999999999707,-286.99999999999284,,-1647.9999999999732
2021.08.30,-27.999999999994696,-141.99999999999767,-130.99999999999224,60.000000000002274,-113.00000000000753,-168.99999999999693,-69.9999999999923,-135.99999999999568,102.00000000000209,-68.9999999999884,218.99999999999142,-39.99999999999204,-31.000000000003247,-38.0000000000047,-76.99999999999818,-201.99999999999108,-256.0000000000007,,-1120.9999999999598
2021.08.30,-36.0000000000027,-181.00000000000892,-151.00000000001222,90.00000000000341,-136.00000000000279,-117.99999999999588,-39.999999999995595,-165.99999999999682,126.99999999999933,-49.000000000006594,226.99999999999943,-81.99999999999363,-9.999999999998899,11.00000000000545,-79.9999999999983,-212.99999999999653,-268.0000000000016,,-1075.0000000000027
2021.08.30,-39.00000000000014,-198.99999999999363,-153.00000000000313,82.00000000000784,-184.00000000000637,-131.99999999999878,-42.999999999993044,-173.99999999999238,114.99999999999844,-81.99999999999363,238.0000000000049,-75.9999999999934,-17.000000000000348,8.999999999992347,-88.99999999999864,-219.99999999999798,-265.99999999999955,,-1229.9999999999675
