date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,NZDCHF,GBPJPY,empty,sum
2019.01.28,-36.999999999998145,-266.999999999995,-87.99999999999919,0.0,-29.999999999996696,-256.99999999999613,0.0,-311.9999999999834,,-990.9999999999686
2019.01.28,-34.99999999999615,-265.0000000000041,-99.99999999998899,2.999999999997449,-51.000000000001044,-242.00000000000887,39.00000000000014,-305.9999999999832,,-956.9999999999847
2019.01.28,-12.999999999996348,-256.99999999999613,-124.99999999999733,-65.99999999998829,-87.00000000000374,-249.99999999999466,53.999999999998494,-317.99999999998363,,-1061.9999999999616
2019.01.28,-34.99999999999615,-238.0000000000049,-117.99999999999588,-17.999999999984695,-97.9999999999981,-181.9999999999933,60.99999999999994,-235.99999999999,,-863.9999999999632
2019.01.28,-60.00000000000449,-248.00000000000378,-153.00000000000313,-27.999999999983594,-75.00000000000284,-184.99999999999073,80.00000000000229,-131.00000000000023,,-799.9999999999866
2019.01.28,-61.999999999995396,-209.9999999999991,-177.99999999998929,-39.999999999995595,-119.00000000000244,-114.99999999999844,86.0000000000083,45.000000000015916,,-592.999999999956
2019.01.28,-63.99999999999739,-207.00000000000162,-144.99999999999514,-49.99999999999449,-109.00000000000354,-109.00000000000354,82.99999999999974,51.00000000001614,,-549.9999999999799
2019.01.28,-68.99999999999685,-165.9999999999995,-178.99999999999582,-127.99999999999478,-261.0000000000001,-58.000000000002494,138.00000000000477,-1.999999999981128,,-724.9999999999659
2019.01.28,-51.99999999999649,-143.00000000000423,-143.99999999998857,-48.000000000003595,-207.00000000000162,-60.99999999999994,190.00000000000128,-37.00000000000614,,-501.99999999999943
2019.01.28,-53.999999999998494,-116.00000000000499,-130.99999999999224,-53.999999999998494,-192.00000000000327,-29.999999999996696,223.00000000000654,63.99999999999295,,-289.9999999999947
2019.01.28,-53.999999999998494,-133.99999999998968,-131.99999999999878,-82.00000000000429,-209.9999999999991,-76.99999999999375,277.000000000005,74.00000000001228,,-337.9999999999668
2019.01.28,-78.00000000000028,-187.00000000000384,-247.99999999998158,-147.99999999999258,-273.000000000001,-96.00000000000719,335.0000000000075,30.000000000001137,,-664.999999999978
