date,EURUSD,NZDUSD,EURCHF,EURGBP,empty,sum
2015.06.01,-12.999999999996348,-34.000000000000696,-124.99999999999733,0.0,,-171.99999999999437
2015.06.01,-46.999999999997044,53.00000000000304,-168.99999999999693,3.0000000000085514,,-159.99999999998238
2015.06.01,-96.99999999999153,3.999999999992898,-143.00000000000423,9.00000000000345,,-226.99999999999943
2015.06.01,-198.99999999999363,26.999999999999247,-160.00000000000458,-58.99999999999794,,-390.99999999999693
2015.06.01,-270.99999999999903,90.0000000000012,-180.99999999998673,-67.9999999999903,,-429.9999999999748
2015.06.01,-322.00000000000006,21.999999999999797,-194.0000000000053,-120.99999999999334,,-614.9999999999989
2015.06.01,-469.99999999999267,32.999999999994145,-163.00000000000205,-164.99999999999292,,-764.9999999999935
2015.06.01,-495.99999999998533,-23.00000000000635,-201.99999999999108,-151.9999999999966,,-872.9999999999793
2015.06.01,-495.99999999998533,-7.9999999999968985,-201.99999999999108,-178.99999999999582,,-884.9999999999691
2015.06.01,-537.9999999999941,2.000000000002,-207.99999999998596,-197.99999999999818,,-941.9999999999761
2015.06.01,-442.9999999999934,107.99999999999699,-160.00000000000458,-195.00000000000074,,-690.0000000000018
2015.06.01,-383.99999999998437,90.99999999999665,-137.9999999999937,-182.99999999999983,,-613.9999999999812
2015.06.01,-348.9999999999993,126.99999999999933,-117.99999999999588,-182.99999999999983,,-522.9999999999957
2015.06.01,-361.9999999999957,142.99999999999312,-131.99999999999878,-180.99999999999784,,-531.9999999999992
2015.06.01,-351.99999999999676,146.99999999999713,-133.99999999998968,-171.99999999999437,,-510.9999999999837
2015.06.01,-266.999999999995,169.99999999999238,-83.9999999999952,-157.99999999999147,,-338.9999999999893
2015.06.01,-249.99999999999466,141.00000000000225,-32.999999999994145,-149.99999999999457,,-291.9999999999811
2015.06.01,-317.9999999999961,144.99999999999514,-4.999999999988347,-180.99999999999784,,-358.99999999998715
2015.06.01,-441.0000000000025,129.00000000000134,2.999999999997449,-228.99999999999034,,-537.9999999999941
2015.06.01,-496.99999999999187,180.99999999999784,56.99999999999594,-220.99999999999343,,-479.9999999999915
2015.06.01,-726.9999999999887,102.99999999999754,26.0000000000149,-323.99999999999096,,-921.9999999999673
2015.06.01,-798.9999999999942,88.99999999999464,-70.99999999999883,-327.99999999999494,,-1108.9999999999934
2015.06.01,-788.9999999999952,97.00000000000264,-82.99999999998863,-313.99999999999204,,-1088.9999999999732
2015.06.01,-889.9999999999908,224.9999999999974,-139.00000000000023,-295.99999999999625,,-1099.99999999999
2015.06.01,-927.9999999999955,169.99999999999238,-123.99999999999079,-230.99999999999233,,-1112.9999999999861
2015.06.01,-767.9999999999909,239.0000000000003,-109.99999999998789,-87.99999999999919,,-726.9999999999776
2015.06.01,-804.0000000000047,229.00000000000142,-83.9999999999952,-96.99999999999153,,-755.99999999999
2015.06.01,-702.9999999999869,234.00000000000088,-78.00000000000028,-39.00000000000014,,-585.9999999999865
2015.06.01,-709.0000000000041,298.9999999999937,-68.00000000000139,-54.999999999993946,,-533.0000000000058
2015.06.01,-749.999999999984,309.99999999999915,-61.99999999998429,-82.99999999999974,,-584.9999999999688
2015.06.01,-593.9999999999834,297.00000000000284,-70.99999999999883,42.0000000000087,,-325.9999999999707
2015.06.01,-432.9999999999945,300.0000000000003,-29.999999999996696,14.000000000002899,,-148.999999999988
2015.06.01,-401.99999999999125,463.9999999999977,-102.00000000000209,20.0000000000089,,-19.99999999998671
2015.06.01,-192.99999999999872,485.0000000000021,-79.99999999999119,46.00000000000159,,258.0000000000138
2015.06.01,-836.9999999999989,141.00000000000225,-307.99999999999716,-89.99999999999008,,-1093.9999999999839
2015.06.01,-887.9999999999999,134.99999999999625,-346.9999999999862,-164.99999999999292,,-1264.9999999999827
2015.06.01,-970.0000000000042,49.99999999999449,-228.99999999999034,-147.99999999999258,,-1296.9999999999925
2015.06.01,-907.9999999999977,82.99999999999974,-72.0000000000054,-4.999999999999449,,-902.0000000000028
2015.06.01,-800.0000000000007,22.999999999995246,8.000000000008,31.000000000003247,,-737.9999999999942
2015.06.01,-756.9999999999854,-30.000000000007798,22.999999999995246,57.00000000000705,,-706.999999999991
2015.06.01,-673.9999999999968,-19.999999999997797,-41.000000000002146,78.00000000000028,,-656.9999999999966
2015.06.01,-637.9999999999831,0.999999999995449,-21.999999999988695,58.000000000002494,,-600.9999999999739
2015.06.01,-709.9999999999884,-36.0000000000027,-21.999999999988695,23.00000000000635,,-744.9999999999735
2015.06.01,-598.999999999994,4.999999999999449,36.999999999998145,70.0000000000034,,-486.99999999999295
2015.06.01,-576.9999999999831,-2.999999999997449,49.00000000001015,100.00000000000009,,-430.9999999999703
2015.06.01,-636.9999999999986,15.999999999993797,51.000000000001044,89.00000000000574,,-480.9999999999981
2015.06.01,-639.9999999999961,7.9999999999968985,19.00000000001345,75.00000000000284,,-537.999999999983
2015.06.01,-610.9999999999837,-24.999999999997247,17.000000000000348,63.00000000000195,,-555.9999999999787
