date,USDCHF,EURUSD,USDJPY,USDCAD,NZDUSD,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,AUDCAD,AUDNZD,empty,sum
2016.03.07,-18.0000000000069,-5.999999999994898,-165.99999999999682,-29.00000000001235,-139.00000000000023,-38.000000000010914,-24.000000000001798,0.0,-64.99999999999773,-113.99999999999189,0.0,-58.9999999999975,-136.00000000000279,-75.00000000000284,-22.999999999996135,-78.99999999999352,-202.9999999999976,-119.00000000000244,,-1293.0000000000066
2016.03.07,66.99999999999484,33.00000000001635,-173.00000000000182,-79.00000000000685,-207.99999999999707,98.99999999998954,51.99999999999649,17.000000000000348,-37.00000000000614,-109.00000000000354,117.99999999999588,-46.00000000000648,-136.00000000000279,43.00000000001525,-30.000000000001137,-137.00000000000045,-275.000000000003,-29.00000000001235,,-830.0000000000329
2016.03.07,141.99999999999767,4.000000000004,-125.0,-117.99999999999588,-219.99999999999798,94.99999999999886,132.99999999999423,18.0000000000069,-51.9999999999925,-124.00000000001299,140.0000000000068,-43.99999999999693,-143.00000000000423,-34.000000000000696,-69.00000000000261,-149.0000000000009,-248.99999999999923,-1.0000000000065512,,-796.000000000002
2016.03.07,156.00000000000057,-0.9999999999843467,-137.00000000000045,-35.00000000000725,-109.99999999999899,126.99999999999534,132.99999999999423,37.00000000000925,33.999999999991815,28.000000000005798,137.00000000000932,0.999999999990564,-117.00000000001154,-161.99999999999548,-22.999999999996135,-81.99999999999363,-200.00000000000017,69.9999999999923,,-143.9999999999988
2016.03.07,136.99999999999824,16.000000000016,-304.9999999999926,10.999999999983245,-63.99999999999739,155.00000000000114,58.000000000002494,53.00000000000304,106.99999999999932,-49.00000000001015,72.0000000000054,40.99999999999682,-233.00000000001654,-340.9999999999913,39.00000000000148,16.000000000005343,-185.99999999999727,88.99999999998354,,-384.0000000000092
2016.03.07,86.99999999999264,34.000000000000696,-299.99999999999716,-2.999999999997449,-116.00000000000499,188.99999999999295,63.00000000000195,53.00000000000304,239.00000000000432,-63.000000000013046,9.000000000014552,149.99999999999147,-212.00000000001216,-265.99999999998846,131.00000000000023,39.00000000000148,-224.9999999999974,45.99999999999049,,-145.00000000001688
2016.03.07,29.999999999996696,50.0000000000167,-427.99999999999727,-31.000000000003247,-144.99999999999514,196.99999999998852,31.999999999998696,67.00000000000594,313.99999999999295,-38.0000000000047,219.00000000001364,170.0000000000017,-192.99999999999872,-184.99999999999073,141.00000000000534,51.00000000000193,-248.99999999999923,61.99999999998429,,64.00000000001737
2016.03.07,60.99999999999994,-43.999999999999595,-310.0000000000023,48.000000000003595,-166.99999999999494,134.9999999999909,27.999999999994696,47.00000000000814,204.00000000000773,-55.000000000005045,114.99999999999844,150.99999999999625,-197.00000000000273,1.0000000000065512,111.0000000000042,15.000000000000568,-268.0000000000016,-32.0000000000098,,-157.00000000000497
2016.03.07,115.99999999999389,-26.999999999999247,-215.99999999999397,102.00000000000209,-177.00000000000495,161.99999999999193,51.99999999999649,65.00000000000395,254.99999999999545,-69.00000000000794,154.0000000000097,147.99999999999613,-176.00000000002058,-34.99999999998504,143.00000000000068,24.00000000000091,-285.9999999999974,-9.000000000014552,,225.9999999999676
2016.03.07,129.9999999999968,2.999999999997449,-319.0000000000026,103.99999999999298,-226.99999999999943,219.99999999999886,24.999999999997247,89.00000000000574,354.0000000000134,-95.00000000000064,333.0000000000055,192.99999999999784,-297.0000000000139,-17.000000000000348,180.00000000000682,25.000000000005684,-326.0000000000041,-50.0000000000167,,324.9999999999807
2016.03.07,137.9999999999937,0.0,-325.00000000000284,133.00000000000534,-221.00000000000452,236.99999999999477,36.999999999998145,73.00000000000084,352.00000000000387,-120.00000000000898,283.99999999999534,189.99999999999773,-268.0000000000016,143.00000000000423,213.99999999999864,49.99999999999716,-305.99999999999517,-56.000000000011596,,554.999999999965
2016.03.07,173.9999999999964,-14.000000000002899,-284.9999999999966,112.000000000001,-192.00000000000327,289.0000000000015,71.99999999999429,70.0000000000034,332.9999999999984,-89.00000000000574,283.000000000011,215.99999999999397,-192.99999999999872,129.00000000000134,198.99999999999807,64.99999999999773,-290.00000000000136,-46.0000000000127,,832.9999999999759
2016.03.07,183.99999999999528,0.0,-266.9999999999959,78.99999999998464,-173.00000000000094,280.00000000000114,104.99999999999955,59.000000000009045,289.99999999999204,-100.99999999999554,190.00000000000128,183.9999999999975,-198.00000000000927,83.00000000001084,168.00000000000637,37.00000000000614,-270.0000000000036,0.0,,649.9999999999984
