date,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.03.04,-45.000000000006146,-51.000000000001044,-38.0000000000047,-17.000000000000348,-120.99999999999334,-58.000000000002494,-70.0000000000034,-66.99999999999484,-141.00000000000225,-1.999999999981128,-205.99999999999508,-87.99999999999386,-27.999999999983594,-2.999999999997449,-21.99999999999136,-25.99999999999625,-166.99999999999494,-148.0000000000037,-80.00000000001339,,-1377.9999999999593
2019.03.04,-42.0000000000087,-42.0000000000087,17.999999999995797,-43.999999999999595,-99.99999999998899,-58.000000000002494,-11.00000000000545,-75.00000000000284,-160.00000000000458,7.000000000005002,-221.00000000000452,-88.99999999999864,246.00000000001288,167.00000000000603,55.00000000000682,-40.00000000000625,-139.99999999999568,-80.00000000000229,-9.999999999998899,,-619.0000000000011
2019.03.04,-75.99999999998718,-59.99999999999339,-48.99999999999905,-78.00000000000028,-78.99999999998464,-58.000000000002494,-101.00000000000664,-136.00000000000279,-180.99999999999784,-55.999999999983174,-204.00000000000418,-132.99999999999557,118.00000000001809,80.99999999999774,-94.99999999999886,-126.00000000000477,-87.99999999999919,-26.000000000003798,-43.00000000001525,,-1389.9999999999632
2019.03.04,-42.0000000000087,-93.99999999999409,-21.00000000000435,-75.9999999999983,-112.000000000001,-44.99999999998394,-70.99999999999883,-131.00000000000333,-131.99999999999878,-61.9999999999834,-96.00000000000719,-141.9999999999959,164.00000000000858,96.99999999999153,-66.0000000000025,-120.00000000000455,-48.99999999999905,4.999999999999449,-36.0000000000138,,-1028.999999999998
2019.03.04,-11.999999999989797,-168.99999999999693,30.999999999992145,-12.999999999996348,-90.99999999999665,-27.999999999983594,-31.999999999998696,-80.99999999999774,-136.99999999999824,-45.99999999999227,-120.00000000000898,-112.99999999999955,216.00000000001617,201.00000000000674,-12.999999999991019,-55.999999999997385,-88.99999999999464,-30.000000000007798,-43.00000000001525,,-624.9999999999499
2019.03.04,22.999999999995246,-117.99999999999588,-1.0000000000065512,6.0000000000060005,-127.99999999999478,-19.999999999997797,-74.00000000000739,-70.99999999999883,-123.00000000000644,-74.99999999998863,-109.00000000000354,-85.99999999999852,137.00000000000932,211.99999999998997,-52.99999999999727,-42.00000000000159,-270.99999999999903,-125.00000000000844,-80.99999999999774,,-999.0000000000018
2019.03.04,36.999999999998145,-102.00000000000209,156.99999999999602,41.000000000002146,-113.99999999999189,-0.9999999999843467,81.9999999999932,-34.99999999999615,-109.99999999999899,-94.99999999999886,-109.00000000000354,-105.99999999999454,458.00000000000284,265.99999999998846,94.0000000000083,-25.99999999999625,-245.99999999999068,-136.00000000000279,-4.000000000004,,51.00000000002499
2019.03.04,49.00000000001015,-110.99999999999443,126.99999999999933,47.00000000000814,-119.99999999998678,-2.999999999997449,43.999999999999595,-33.000000000005244,-104.99999999999955,-103.00000000000864,-110.99999999999443,-102.00000000000387,394.00000000000546,268.0000000000016,52.99999999999727,-25.000000000005684,-221.99999999999997,-116.00000000000499,-13.000000000018552,,-81.99999999999804
2019.03.04,32.999999999994145,-133.00000000000534,132.99999999999423,67.00000000000594,-186.99999999998164,-51.99999999998539,29.000000000001247,-31.000000000003247,-69.00000000000794,-96.00000000000364,15.999999999993797,-82.99999999999841,415.0000000000098,333.0000000000055,73.99999999999807,3.0000000000001137,-170.99999999999892,-95.00000000000064,-9.000000000014552,,177.00000000000313
2019.03.04,41.000000000002146,-173.00000000000094,148.99999999999915,93.00000000000975,-176.99999999998272,-32.999999999994145,48.99999999999905,-7.0000000000014495,-64.0000000000085,-109.00000000000887,59.99999999999339,-43.99999999999693,442.00000000000904,364.00000000000875,115.0000000000091,52.99999999999727,-193.99999999999417,-112.000000000001,-9.000000000014552,,444.00000000002433
