names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
EURUSD,10,['GBPCHF'],80.0,0.7446428571428573,S
USDCAD,10,['EURUSD'],80.0,0.3661349206349207,S
AUDUSD,10,"['GBPAUD', 'AUDJPY', 'EURCAD', 'USDCAD', 'EURJPY']",80.0,0.86,S
NZDUSD,10,['GBPAUD'],80.0,0.4334920634920637,S
GBPCHF,10,['USDJPY'],100.0,1.0,S
EURCHF,20,"['EURGBP', 'NZDJPY']",100.0,0.15661111111111117,S
AUDCHF,15,"['EURGBP', 'GBPAUD', 'GBPCAD']",80.0,0.6015,S
NZDCHF,10,['GBPAUD'],80.0,0.4685079365079366,S
EURGBP,10,"['EURCAD', 'EURAUD']",100.0,0.46445238095238106,S
GBPJPY,10,"['USDJPY', 'EURUSD']",100.0,0.76,S
GBPCAD,10,"['EURCAD', 'EURAUD']",100.0,-0.4731666666666668,B
EURJPY,10,"['EURGBP', 'USDJPY', 'GBPJPY']",80.0,1.0,S
EURAUD,20,"['AUDJPY', 'GBPCAD']",80.0,-0.482825396825397,B
EURNZD,10,['GBPAUD'],80.0,-0.42023809523809524,B
AUDJPY,10,"['EURGBP', 'USDJPY', 'GBPJPY']",80.0,1.0,S
NZDJPY,10,"['EURGBP', 'AUDCAD', 'GBPAUD']",100.0,0.08,S
AUDCAD,10,"['AUDCAD', 'GBPAUD']",100.0,-0.7356507936507937,B
NZDCAD,10,"['AUDCAD', 'NZDJPY', 'AUDUSD', 'GBPAUD']",100.0,-0.12,B
AUDNZD,20,"['EURUSD', 'USDJPY', 'USDCAD']",100.0,0.3404372294372294,S
