date,GBPUSD,EURUSD,USDJPY,NZDUSD,EURCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2019.06.03,-45.000000000006146,9.999999999998899,-32.00000000001069,11.00000000000545,-4.000000000004,-35.00000000000725,-53.999999999998494,-99.99999999999432,-42.999999999993044,-147.00000000000824,13.999999999995794,-5.000000000010552,56.99999999999594,31.999999999987594,-10.000000000005116,45.99999999999227,-27.999999999991587,-22.999999999995246,,-356.0000000000487
2019.06.03,-32.0000000000098,-30.999999999981043,-42.00000000000159,-26.000000000003798,7.0000000000014495,-38.0000000000047,1.0000000000065512,-135.99999999999568,-24.000000000001798,-157.00000000000713,-51.00000000000193,36.999999999998145,-42.0000000000087,-19.00000000001345,-51.00000000000193,-15.000000000000568,-78.99999999999352,-32.999999999994145,,-731.0000000000136
2019.06.03,-46.0000000000127,-54.99999999998284,58.9999999999975,-43.00000000000415,51.99999999998539,-31.999999999998696,36.0000000000027,-42.00000000000159,-140.99999999999113,-251.00000000000122,37.00000000000614,147.99999999999258,-131.00000000001444,4.000000000004,48.99999999999238,73.99999999999807,-40.99999999999682,-73.00000000001194,,-396.0000000000367
2019.06.03,-49.00000000001015,-68.99999999998573,76.99999999999818,-72.0000000000054,69.9999999999923,-39.00000000000014,46.00000000000159,-24.00000000000091,-141.99999999999767,-197.00000000000273,39.00000000000148,164.99999999999292,-97.9999999999981,-46.0000000000127,58.9999999999975,60.99999999999284,-59.99999999998806,-80.99999999999774,,-360.0000000000225
2019.06.03,-62.000000000006494,-68.99999999998573,12.999999999991019,-26.000000000003798,78.00000000000028,10.999999999994348,41.000000000002146,-114.99999999998067,-147.99999999999258,-276.00000000000955,-31.999999999996476,151.9999999999966,-157.00000000000713,83.9999999999952,3.9999999999906777,43.99999999999693,-51.9999999999925,-39.999999999995595,,-550.0000000000033
2019.06.03,-92.00000000000318,-88.99999999998354,49.99999999999716,-34.000000000000696,68.99999999998573,7.9999999999968985,34.000000000000696,-102.00000000000387,-180.99999999998673,-381.0000000000091,-9.000000000000341,173.00000000000094,-234.00000000000088,86.99999999999264,28.999999999996362,91.99999999999875,-35.99999999998715,-89.00000000000574,,-705.000000000012
2019.06.03,-158.99999999999804,-139.00000000000023,37.9999999999967,-134.99999999999625,53.999999999998494,-70.99999999999883,26.000000000003798,-189.99999999999773,-195.9999999999962,-153.00000000000313,-75.9999999999934,174.99999999999181,-21.00000000000435,-100.99999999999554,-15.000000000000568,-50.00000000001137,-155.00000000000114,-62.000000000006494,,-1230.0000000000125
2019.06.03,-171.99999999999437,-143.99999999998857,-19.000000000005457,-146.99999999999713,86.99999999999264,-63.00000000000195,21.00000000000435,-276.9999999999868,-144.99999999999514,-106.99999999999044,-147.00000000000557,119.00000000000244,28.999999999990145,-126.0000000000039,-88.99999999999864,-115.0000000000091,-202.99999999998875,-45.000000000006146,,-1542.9999999999825
2019.06.03,-181.00000000000892,-143.99999999998857,46.999999999997044,-148.0000000000037,72.99999999998974,-70.0000000000034,14.000000000002899,-204.00000000000773,-154.99999999999403,-126.0000000000039,-72.99999999999329,119.99999999998678,21.00000000000435,-133.00000000000534,-40.99999999999682,-65.00000000001194,-162.9999999999967,-55.000000000005045,,-1283.0000000000387
2019.06.03,-211.00000000000563,-198.99999999999363,40.99999999999682,-205.99999999999508,31.999999999987594,-120.00000000000898,40.00000000000669,-240.99999999998545,-80.99999999999774,45.99999999999049,-138.9999999999958,89.99999999999008,133.00000000000534,-197.00000000000273,-99.00000000000375,-158.00000000000125,-227.99999999999443,-19.999999999997797,,-1517.0000000000055
2019.06.03,-209.9999999999991,-205.99999999999508,119.99999999999034,-219.00000000000253,112.000000000001,-82.99999999999974,42.0000000000087,-144.9999999999818,-21.999999999988695,34.000000000000696,-55.999999999997385,48.99999999998794,117.99999999999588,-219.99999999999798,-69.00000000000261,-99.00000000000375,-191.99999999999307,-45.99999999999049,,-1091.9999999999677
2019.06.03,-243.99999999999977,-234.99999999998522,152.9999999999916,-258.0000000000027,123.99999999999079,-100.00000000000009,41.000000000002146,-137.00000000000045,-31.000000000003247,156.00000000000057,-51.9999999999925,55.000000000005045,225.99999999999287,-276.9999999999939,-60.000000000002274,-148.00000000001035,-211.9999999999891,-12.000000000012001,,-1011.0000000000088
2019.06.03,-231.0000000000034,-201.99999999999108,128.99999999999068,-207.99999999999707,173.99999999998528,-39.00000000000014,24.000000000001798,-152.9999999999916,-48.000000000003595,86.0000000000083,-42.999999999992156,42.999999999993044,194.99999999998963,-195.9999999999962,-61.99999999999761,-128.0000000000001,-174.99999999999716,19.999999999997797,,-814.0000000000035
2019.06.03,-231.0000000000034,-197.99999999998707,143.99999999999125,-219.00000000000253,154.99999999999403,-62.000000000006494,23.00000000000635,-134.9999999999909,-48.99999999998794,90.99999999999665,-24.00000000000091,39.999999999995595,200.99999999998454,-225.99999999999287,-52.00000000000671,-121.00000000000932,-176.9999999999925,5.999999999994898,,-834.0000000000172
2019.06.03,-170.00000000000347,-182.99999999999983,146.99999999999136,-205.99999999999508,187.99999999998818,-39.00000000000014,53.00000000000304,-63.99999999999295,12.000000000012001,114.99999999999844,-3.0000000000001137,35.999999999991594,170.99999999998784,-212.99999999999653,-37.9999999999967,-92.00000000001296,-159.9999999999966,-8.000000000008,,-454.00000000002996
2019.06.03,-117.99999999999588,-120.99999999999334,203.99999999999352,-187.00000000000384,241.99999999998667,-24.000000000001798,39.00000000000014,62.00000000001182,58.000000000002494,83.9999999999952,126.00000000000477,-26.0000000000149,166.99999999998383,-266.0000000000107,13.999999999995794,-9.000000000000341,-102.99999999999443,-39.00000000001125,,102.99999999994782
2019.06.03,-151.00000000001222,-137.9999999999937,110.99999999999,-199.00000000000472,190.00000000000128,-53.00000000000304,30.000000000007798,-87.99999999999386,70.0000000000145,133.99999999998968,7.000000000005002,-53.999999999998494,225.99999999999287,-263.99999999999756,-81.00000000000307,-113.00000000001376,-173.99999999999238,0.0,,-547.0000000000117
