date,USDCHF,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,empty,sum
2015.08.31,-87.00000000000374,-31.000000000003247,44.99999999999504,-100.99999999999554,-93.99999999999409,-130.0000000000079,1.0000000000065512,-30.999999999992145,64.0000000000196,90.00000000001229,4.9999999999954525,14.000000000002899,151.9999999999966,-36.999999999998145,-33.00000000000125,68.00000000001205,,-104.99999999995563
2015.08.31,-204.00000000000418,-55.000000000005045,105.99999999999498,-269.00000000000813,-33.00000000000125,18.999999999991246,81.00000000000884,-91.99999999999208,34.000000000000696,71.00000000002105,-7.000000000005002,-78.00000000000028,171.99999999999437,-57.99999999998029,-24.00000000000091,85.00000000000796,,-251.99999999997806
2015.08.31,-156.00000000000057,-151.9999999999966,-114.00000000000298,-296.0000000000074,-73.0000000000075,-40.00000000000669,-163.99999999999747,-119.99999999999788,-182.99999999999983,-632.9999999999725,134.9999999999909,-278.00000000000045,-449.9999999999948,-811.9999999999905,-216.99999999999875,-318.9999999999884,,-3871.999999999972
2015.08.31,-70.99999999999883,-252.99999999999213,-124.00000000000189,-334.9999999999964,-79.9999999999983,-162.0000000000066,-234.00000000000088,-202.9999999999976,-391.9999999999924,-724.9999999999978,88.99999999999864,-588.9999999999951,-683.9999999999957,-848.9999999999886,-384.00000000000034,-411.9999999999919,,-5407.999999999955
2015.08.31,-25.00000000000835,-249.99999999999466,-9.999999999998899,-354.0000000000099,43.99999999999693,-189.00000000000583,-164.99999999999292,-262.999999999991,-369.0000000000193,-370.999999999988,-69.99999999999318,-687.9999999999998,-539.999999999985,-689.9999999999907,-332.9999999999984,-241.99999999999022,,-4514.999999999968
2015.08.31,-14.000000000002899,-333.9999999999899,-121.99999999999989,-398.00000000000944,22.999999999996135,-240.00000000000688,-269.9999999999925,-294.9999999999897,-511.99999999997914,-713.0000000000081,-97.00000000000841,-851.0000000000017,-862.9999999999916,-716.9999999999899,-412.00000000000614,-391.9999999999959,,-6206.999999999976
2015.08.31,17.000000000000348,-229.99999999999687,-163.99999999999747,-485.0000000000021,0.0,-208.00000000000819,-334.9999999999964,-346.9999999999973,-421.0000000000047,-917.9999999999744,-174.0000000000066,-896.000000000008,-1126.0000000000048,-892.9999999999883,-391.00000000000534,-489.9999999999949,,-7060.9999999999845
2015.08.31,135.99999999999167,-256.99999999999613,-128.00000000000588,-346.0000000000019,90.99999999999397,-312.00000000000114,-383.0,-340.9999999999913,-487.99999999999955,-819.9999999999985,-105.99999999999454,-929.000000000002,-1051.0000000000018,-1080.9999999999986,-454.9999999999983,-487.99999999999955,,-6958.000000000004
2015.08.31,-6.0000000000060005,-269.00000000000813,-39.00000000000014,-441.0000000000025,-28.000000000005798,-214.99999999999852,-195.9999999999962,-271.9999999999945,-572.9999999999791,-618.9999999999695,-96.00000000000364,-851.0000000000017,-751.9999999999972,-1759.9999999999839,-411.00000000000136,-332.9999999999984,,-6860.999999999945
2015.08.31,39.00000000000014,-378.999999999996,-134.0000000000008,-522.0000000000002,-49.000000000006594,-304.00000000000426,-317.9999999999961,-336.9999999999984,-798.9999999999942,-984.000000000007,-171.99999999999704,-1151.0000000000132,-1144.999999999996,-2039.9999999999973,-552.0000000000067,-503.0000000000001,,-9350.000000000015
2015.08.31,86.99999999999264,-316.0000000000052,-175.99999999999838,-551.9999999999969,36.000000000001364,-307.0000000000017,-389.99999999999034,-387.99999999999943,-715.0000000000211,-1114.999999999977,-292.0000000000016,-1192.9999999999995,-1356.999999999986,-2324.999999999999,-498.00000000000466,-538.9999999999873,,-10039.999999999975
2015.08.31,117.00000000000044,-331.999999999999,-153.99999999999858,-537.0000000000097,4.9999999999954525,-339.0000000000004,-393.9999999999944,-425.99999999999307,-667.0000000000176,-986.9999999999824,-245.00000000000455,-1239.9999999999966,-1347.9999999999936,-2210.999999999985,-555.9999999999974,-563.999999999993,,-9877.999999999969
2015.08.31,117.00000000000044,-316.0000000000052,-107.99999999999699,-483.99999999999557,-7.000000000005002,-329.00000000000153,-346.9999999999973,-388.9999999999949,-641.999999999987,-846.9999999999977,-177.99999999999727,-1150.0000000000066,-1166.9999999999848,-2062.9999999999927,-543.9999999999969,-509.00000000000034,,-8962.999999999958
2015.08.31,185.99999999999727,-312.00000000000114,-82.99999999999974,-524.9999999999977,7.000000000005002,-380.00000000000256,-373.99999999999653,-472.9999999999901,-635.9999999999922,-767.9999999999687,-241.99999999999022,-1307.999999999998,-1286.9999999999936,-2310.9999999999964,-599.0000000000038,-533.9999999999918,,-9638.99999999992
2015.08.31,222.99999999999542,-309.0000000000037,-84.0000000000063,-547.0000000000086,-49.000000000006594,-404.99999999999983,-400.9999999999958,-512.9999999999968,-646.0000000000132,-798.9999999999942,-210.00000000000796,-1395.000000000013,-1390.9999999999866,-2327.999999999997,-674.9999999999972,-606.9999999999993,,-10136.00000000003
2015.08.31,156.00000000000057,-238.0000000000049,-39.00000000000014,-598.999999999994,-6.000000000000227,-318.00000000000716,-310.9999999999946,-480.99999999999807,-573.9999999999857,-687.9999999999775,-326.9999999999982,-1282.0000000000055,-1248.999999999989,-2259.9999999999955,-525.0000000000057,-456.99999999999363,,-9197.999999999949
2015.08.31,166.99999999999494,-258.0000000000027,17.999999999995797,-588.9999999999951,54.000000000002046,-338.00000000000495,-264.999999999993,-479.99999999999153,-594.99999999999,-512.9999999999857,-362.99999999999955,-1293.9999999999952,-1116.000000000006,-2240.999999999982,-509.00000000000034,-361.99999999999477,,-8683.999999999947
2015.08.31,156.00000000000057,-232.99999999999432,-9.00000000000345,-585.9999999999976,61.99999999999761,-320.00000000000915,-281.99999999999335,-459.99999999999375,-604.0000000000045,-618.9999999999695,-384.9999999999909,-1253.9999999999995,-1157.9999999999923,-2271.000000000001,-471.9999999999942,-368.9999999999998,,-8803.999999999945
2015.08.31,117.00000000000044,-272.00000000000557,-24.000000000001798,-510.99999999999477,-13.999999999995794,-304.9999999999997,-267.99999999999045,-402.9999999999978,-590.0000000000016,-618.9999999999695,-195.99999999999795,-1131.0000000000152,-1024.0000000000027,-2141.9999999999995,-521.0000000000008,-412.9999999999967,,-8315.99999999997
2015.08.31,-58.000000000002494,-350.00000000000585,-123.00000000000644,-567.0000000000064,-168.00000000000637,-226.00000000000398,-241.99999999999778,-354.9999999999942,-605.0000000000111,-788.0000000000109,-100.99999999999909,-1038.0000000000057,-1036.999999999999,-2025.9999999999945,-533.0000000000013,-487.99999999999955,,-8705.000000000045
2015.08.31,-29.000000000001247,-384.00000000000654,-65.00000000000395,-497.99999999999847,-156.99999999999648,-256.0000000000007,-201.99999999999108,-383.99999999999545,-490.0000000000126,-449.99999999997266,-31.00000000000591,-1016.0000000000169,-856.9999999999967,-1816.9999999999798,-560.0000000000023,-430.9999999999974,,-7626.999999999979
2015.08.31,-150.00000000000568,-465.99999999998863,-197.99999999999818,-611.000000000006,-269.00000000000546,-213.00000000000762,-243.99999999999977,-328.9999999999904,-721.000000000016,-943.000000000005,-39.00000000001569,-1073.9999999999973,-1103.9999999999939,-2018.999999999993,-590.0000000000034,-560.9999999999928,,-9531.00000000002
2015.08.31,-153.00000000000313,-519.0000000000028,-212.00000000000108,-591.9999999999925,-239.99999999999488,-239.0000000000003,-256.0000000000007,-333.9999999999899,-739.0000000000008,-924.9999999999759,-43.00000000000637,-1097.999999999999,-1095.0000000000016,-1885.9999999999877,-602.9999999999944,-556.999999999988,,-9490.999999999938
2015.08.31,-248.99999999999923,-497.99999999999847,-182.00000000000438,-557.0000000000075,-311.00000000000705,-152.00000000000767,-161.99999999999548,-202.9999999999976,-877.9999999999789,-1025.0000000000093,62.99999999998818,-897.0000000000144,-841.0000000000028,-1642.9999999999945,-551.0000000000019,-487.99999999999955,,-8574.000000000031
2015.08.31,-251.00000000000122,-439.99999999999596,-200.99999999999562,-591.0000000000082,-284.9999999999966,-121.00000000000443,-176.99999999999383,-265.99999999999955,-625.0000000000089,-899.9999999999897,-9.000000000014552,-869.0000000000086,-929.9999999999864,-1811.9999999999914,-486.0000000000042,-485.99999999999,,-8448.999999999989
2015.08.31,-395.0000000000009,-378.999999999996,-234.99999999999633,-757.999999999992,-451.9999999999982,18.999999999991246,-106.99999999999044,-308.9999999999926,-425.99999999999307,-904.9999999999781,-33.00000000001546,-811.0000000000061,-1021.0000000000052,-1950.9999999999916,-435.0000000000023,-515.9999999999911,,-8713.999999999958
2015.08.31,-270.0000000000036,-239.99999999999577,-165.00000000000404,-656.9999999999965,-362.99999999999955,2.999999999997449,-127.99999999999478,-300.99999999999574,-288.0000000000216,-760.0000000000051,2.999999999985903,-697.9999999999986,-905.9999999999845,-1814.9999999999889,-388.00000000000523,-478.9999999999992,,-7452.00000000001
2015.08.31,-321.0000000000046,-341.99999999999784,-184.00000000000637,-740.9999999999917,-447.00000000000273,-15.00000000000945,-103.99999999999298,-263.99999999999756,-591.0000000000082,-977.0000000000057,-15.999999999991132,-846.0000000000134,-980.9999999999875,-1924.9999999999989,-468.9999999999941,-510.9999999999957,,-8733.999999999998
2015.08.31,-409.99999999999926,-398.00000000000944,-214.99999999999852,-828.9999999999909,-519.0000000000055,18.999999999991246,-76.99999999999375,-261.99999999999557,-682.9999999999892,-1067.99999999998,-51.9999999999925,-905.0000000000002,-1051.0000000000018,-2122.999999999986,-480.99999999999454,-524.0000000000009,,-9577.999999999945
2015.08.31,-373.00000000000114,-364.00000000000875,-261.0000000000001,-784.9999999999912,-430.0000000000068,10.999999999994348,-149.99999999999457,-309.99999999999915,-479.99999999999153,-1061.9999999999852,-85.00000000000796,-859.0000000000098,-1141.9999999999986,-2246.999999999999,-424.99999999999716,-553.9999999999878,,-9515.999999999984
2015.08.31,-357.00000000000733,-503.99999999999335,-312.9999999999966,-849.9999999999952,-430.0000000000068,-84.0000000000063,-207.99999999999707,-349.99999999999477,-736.9999999999877,-1238.99999999999,-164.99999999999204,-1124.0000000000139,-1363.0000000000032,-2681.0,-540.9999999999968,-628.0000000000001,,-11573.99999999998
2015.08.31,-274.00000000000756,-767.0000000000066,-382.00000000000455,-848.0000000000043,-323.99999999999807,-287.9999999999994,-332.99999999999443,-370.9999999999991,-1243.0000000000164,-1573.0000000000023,-265.99999999999113,-1540.000000000008,-1649.999999999996,-2983.999999999987,-724.9999999999943,-715.999999999994,,-14284.000000000004
2015.08.31,-374.0000000000077,-839.9999999999964,-353.0000000000033,-1069.9999999999932,-566.0000000000025,-248.99999999999923,-236.99999999999832,-485.99999999999756,-1251.9999999999864,-1375.9999999999995,-300.00000000001137,-1780.0000000000039,-1754.9999999999955,-3137.9999999999964,-847.999999999999,-753.9999999999907,,-15377.999999999978
2015.08.31,-426.00000000000415,-1089.0000000000066,-517.9999999999962,-1072.9999999999907,-692.0000000000073,-343.9999999999999,-358.9999999999982,-504.9999999999999,-1472.0000000000066,-1716.9999999999686,-164.99999999999204,-1987.0000000000055,-2041.0000000000039,-3550.999999999993,-1063.0000000000023,-994.9999999999903,,-17996.999999999964
2015.08.31,-520.0000000000093,-1004.0000000000049,-524.9999999999977,-1004.0000000000049,-670.0000000000017,-231.0000000000034,-298.9999999999937,-425.99999999999307,-1245.9999999999916,-1631.999999999989,-108.00000000000409,-1642.00000000001,-1794.9999999999911,-3348.99999999998,-891.9999999999959,-899.9999999999915,,-16242.999999999962
2015.08.31,-589.0000000000061,-1005.9999999999958,-624.0000000000023,-998.9999999999943,-858.9999999999947,-178.00000000000037,-343.9999999999999,-442.9999999999934,-1044.0000000000005,-1719.9999999999882,91.00000000000819,-1548.000000000016,-1913.9999999999934,-4208.999999999996,-969.9999999999989,-1091.9999999999986,,-17447.99999999997
2015.08.31,-731.0000000000039,-499.9999999999893,-453.0000000000034,-1114.9999999999993,-915.9999999999968,207.99999999999707,-76.99999999999375,-483.99999999999557,-62.000000000006494,-964.9999999999715,25.999999999982037,-905.0000000000002,-1452.9999999999932,-3408.9999999999955,-528.9999999999964,-794.9999999999875,,-12159.999999999955
2015.08.31,-711.000000000006,-134.99999999999625,-512.9999999999968,-1007.0000000000024,-917.0000000000016,393.9999999999944,-150.99999999999002,-429.99999999999704,503.000000000009,-1154.0000000000105,156.0000000000059,-389.0000000000171,-1472.999999999991,-3511.999999999982,-301.00000000000193,-888.9999999999958,,-10528.999999999978
2015.08.31,-575.9999999999987,-150.99999999999002,-448.9999999999994,-1004.0000000000049,-763.0000000000052,282.99999999999994,-183.99999999999528,-569.9999999999927,593.0000000000213,-842.0000000000094,-3.0000000000143245,-608.0000000000085,-1551.9999999999977,-3489.999999999993,-325.9999999999934,-827.9999999999887,,-10469.999999999969
2015.08.31,-583.0000000000002,-21.999999999988695,-322.9999999999955,-974.0000000000082,-763.9999999999958,361.0000000000002,-57.99999999999139,-577.9999999999897,875.0000000000035,-357.99999999999164,38.99999999998727,-412.00000000001234,-1204.9999999999893,-3260.9999999999804,-230.00000000000398,-669.9999999999875,,-8162.999999999944
2015.08.31,-523.0000000000068,158.99999999999804,-270.0000000000036,-1046.999999999998,-727.9999999999944,417.0000000000007,-47.9999999999925,-627.9999999999952,1038.0000000000057,-334.9999999999742,-96.00000000000364,-402.0000000000135,-1302.0000000000032,-3566.999999999987,-137.00000000000045,-631.9999999999908,,-8100.999999999958
2015.08.31,-450.00000000000597,252.0000000000078,-356.00000000000074,-1031.000000000004,-670.0000000000017,410.9999999999947,-182.99999999999983,-736.9999999999987,1344.0000000000118,-408.00000000000836,-139.00000000001,-388.0000000000106,-1587.000000000005,-3888.999999999987,-99.99999999999432,-762.0000000000005,,-8693.000000000013
2015.08.31,-534.0000000000011,384.9999999999909,-292.00000000000335,-1088.0,-751.9999999999953,548.9999999999995,-63.99999999999739,-699.9999999999895,1520.0000000000102,-242.99999999999324,-125.0,-188.00000000001037,-1390.9999999999866,-3862.999999999994,15.000000000000568,-664.999999999992,,-7435.999999999962
2015.08.31,-472.00000000000574,314.99999999999864,-280.9999999999979,-1167.0000000000068,-778.9999999999964,461.99999999999574,-91.99999999999208,-763.9999999999981,1327.999999999996,-302.9999999999866,-194.00000000001683,-466.00000000001086,-1575.9999999999995,-4319.999999999991,-111.99999999999477,-718.9999999999941,,-9140.0
2015.08.31,-424.00000000000216,402.9999999999978,-317.0000000000006,-1096.0000000000082,-662.0000000000061,474.9999999999921,-162.99999999999093,-740.9999999999917,1440.9999999999811,-428.9999999999683,-221.00000000000364,-333.0000000000055,-1612.9999999999977,-4504.999999999981,-9.000000000000341,-728.9999999999992,,-8922.999999999985
2015.08.31,-582.0000000000048,523.9999999999911,-348.00000000000387,-1109.9999999999889,-796.999999999997,665.9999999999999,-81.9999999999932,-669.9999999999928,1731.000000000016,-410.99999999998363,-98.00000000001319,17.999999999984695,-1459.9999999999945,-4198.999999999997,123.99999999999523,-717.9999999999893,,-7411.999999999971
2015.08.31,-587.0000000000042,801.9999999999916,-343.9999999999999,-1055.9999999999902,-805.9999999999974,820.999999999994,-58.99999999999794,-626.9999999999998,2131.0000000000164,-426.9999999999996,-33.00000000001546,407.0000000000018,-1367.9999999999914,-3804.999999999992,325.9999999999934,-711.9999999999891,,-5336.999999999979
2015.08.31,-617.0000000000009,696.999999999992,-390.0000000000015,-1079.0000000000077,-924.9999999999972,732.9999999999948,-170.99999999999892,-603.9999999999934,2002.0000000000148,-429.9999999999749,19.000000000005457,334.9999999999964,-1364.999999999994,-3917.999999999999,209.99999999999375,-763.9999999999958,,-6266.999999999965
2015.09.01,-613.000000000008,710.0000000000106,-368.9999999999971,-1065.999999999989,-810.0000000000023,783.0000000000003,-97.9999999999981,-603.9999999999934,1981.0000000000105,-418.9999999999916,-27.999999999991587,324.9999999999975,-1347.9999999999936,-3647.9999999999845,259.00000000000034,-733.9999999999947,,-5678.999999999925
2015.09.01,-559.0000000000094,716.0000000000056,-375.0000000000031,-1004.0000000000049,-790.0000000000063,734.9999999999968,-118.99999999999133,-610.9999999999949,2028.0000000000075,-455.0000000000054,-8.000000000009777,351.99999999999676,-1366.999999999985,-3803.000000000001,272.99999999999613,-737.9999999999995,,-5725.000000000007
2015.09.01,-541.0000000000026,655.0000000000056,-390.0000000000015,-1042.9999999999939,-796.999999999997,703.9999999999935,-146.99999999999713,-633.9999999999901,1894.99999999998,-570.0000000000039,-4.9999999999954525,201.99999999999108,-1502.9999999999877,-3678.9999999999877,177.0000000000067,-804.9999999999926,,-6480.999999999973
2015.09.01,-487.0000000000041,651.0000000000016,-378.00000000000057,-1008.9999999999932,-697.0000000000027,661.9999999999959,-182.99999999999983,-640.9999999999916,1853.0000000000157,-584.9999999999688,-76.99999999999818,160.00000000000458,-1526.0000000000052,-3609.99999999998,201.99999999999818,-766.9999999999959,,-6431.999999999924
2015.09.01,-468.00000000000176,668.0000000000019,-334.9999999999964,-1018.9999999999922,-662.9999999999967,650.9999999999905,-154.99999999999403,-619.9999999999983,1738.0000000000173,-599.9999999999783,-134.00000000001455,123.99999999999079,-1482.99999999999,-3489.999999999993,218.9999999999941,-715.999999999994,,-6282.999999999954
2015.09.01,-413.0000000000078,648.0000000000041,-409.99999999999926,-974.0000000000082,-704.0000000000077,602.999999999998,-248.99999999999923,-626.9999999999998,1695.000000000002,-842.0000000000094,-42.00000000000159,73.99999999999629,-1679.9999999999927,-3876.9999999999973,123.99999999999523,-875.9999999999906,,-7550.000000000018
2015.09.01,-292.9999999999988,611.9999999999903,-468.00000000000176,-1028.9999999999911,-707.0000000000078,490.999999999997,-405.9999999999952,-723.9999999999914,1544.9999999999964,-1140.0000000000077,-99.99999999999432,-226.99999999999943,-2098.999999999984,-4075.999999999991,-18.000000000000682,-1062.9999999999882,,-9701.999999999967
2015.09.01,-248.00000000000378,639.0000000000118,-292.9999999999988,-967.0000000000067,-611.9999999999948,471.99999999999466,-275.99999999999847,-678.9999999999962,1472.0000000000066,-673.9999999999746,-134.00000000001455,-181.00000000000892,-1644.000000000001,-4156.999999999988,10.99999999999568,-841.9999999999987,,-8112.999999999976
2015.09.01,-159.00000000000912,714.999999999999,-234.99999999999633,-956.0000000000013,-575.0000000000028,444.9999999999954,-265.99999999999955,-703.9999999999935,1515.0000000000218,-571.9999999999725,-167.0000000000016,-211.00000000000563,-1627.999999999985,-3774.999999999995,28.000000000005798,-796.999999999997,,-7341.999999999937
2015.09.01,-169.00000000000804,828.0000000000065,-306.00000000000625,-1029.9999999999975,-733.9999999999947,518.9999999999917,-336.9999999999984,-709.9999999999995,1581.0000000000102,-953.9999999999882,-81.00000000001728,-170.00000000000347,-1936.9999999999886,-3935.999999999984,-1.9999999999953388,-993.9999999999998,,-8431.999999999973
2015.09.01,-87.00000000000374,720.0000000000095,-356.9999999999962,-1045.000000000007,-710.9999999999985,396.9999999999918,-440.9999999999914,-785.9999999999978,1428.9999999999914,-1093.9999999999727,-111.99999999999477,-439.0000000000116,-2198.9999999999955,-3956.999999999988,-147.99999999999613,-1113.99999999999,,-9943.999999999949
2015.09.01,-95.00000000000064,734.9999999999968,-241.99999999999778,-1065.0000000000048,-682.0000000000022,412.00000000000125,-327.99999999999494,-736.9999999999987,1300.9999999999966,-912.999999999986,-168.00000000000637,-432.0000000000102,-1961.999999999997,-3704.9999999999804,-106.99999999999932,-947.9999999999933,,-8935.999999999976
