date,USDCHF,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,empty,sum
2015.09.01,-18.0000000000069,686.0000000000089,-167.00000000000603,-985.999999999998,-537.9999999999967,323.99999999999096,-303.9999999999932,-749.9999999999951,1243.0000000000164,-668.9999999999862,-239.00000000000432,-502.00000000000244,-1810.9999999999848,-3780.99999999999,-102.00000000000387,-821.9999999999885,,-8435.99999999994
2015.09.01,-31.999999999998696,683.9999999999957,-173.9999999999964,-988.9999999999955,-510.0000000000051,334.00000000000097,-300.0000000000003,-745.9999999999911,1253.9999999999995,-667.9999999999798,-253.00000000001432,-478.0000000000006,-1794.9999999999911,-3895.999999999988,-78.99999999999352,-803.9999999999878,,-8451.999999999947
2015.09.01,-72.0000000000054,670.9999999999993,-165.00000000000404,-971.9999999999951,-519.999999999996,352.9999999999922,-301.9999999999912,-724.9999999999978,1284.0000000000184,-461.0000000000003,-243.99999999999977,-421.0000000000047,-1604.9999999999898,-3509.999999999991,-58.000000000006935,-765.0000000000006,,-7511.999999999974
2015.09.01,-91.00000000000774,608.0000000000085,-256.99999999999613,-1069.0000000000089,-626.0000000000048,339.0000000000004,-337.99999999999386,-789.9999999999907,1241.0000000000032,-798.9999999999942,-224.99999999999432,-564.000000000009,-1976.9999999999843,-3920.999999999997,-150.00000000000568,-925.9999999999877,,-9544.999999999962
2015.09.01,-2.000000000002,646.9999999999976,-255.00000000000523,-963.0000000000027,-641.0000000000053,288.9999999999948,-403.99999999999324,-788.9999999999952,1285.9999999999873,-811.9999999999905,-93.99999999999409,-544.9999999999955,-2001.9999999999927,-3840.999999999983,-227.00000000000387,-1015.9999999999911,,-9368.999999999975
2015.09.01,36.999999999998145,602.999999999998,-228.00000000000597,-998.9999999999943,-734.9999999999994,239.0000000000003,-407.99999999999727,-794.9999999999901,1094.9999999999793,-866.9999999999956,-31.00000000000591,-695.0000000000011,-2058.000000000004,-3912.9999999999886,-364.9999999999949,-1088.9999999999986,,-10209.0
2015.09.01,91.99999999999208,547.999999999993,-295.0000000000008,-974.9999999999925,-721.9999999999942,162.99999999999093,-515.9999999999942,-828.9999999999909,1040.0000000000186,-1046.9999999999757,-9.000000000014552,-809.9999999999997,-2256.9999999999977,-4034.9999999999886,-453.00000000000296,-1211.999999999989,,-11316.999999999947
2015.09.01,100.00000000000009,462.9999999999912,-421.0000000000047,-964.9999999999936,-643.0000000000007,108.99999999999244,-639.9999999999961,-837.9999999999943,919.9999999999875,-1397.0000000000039,-87.99999999999386,-907.9999999999977,-2539.999999999987,-3981.999999999997,-453.9999999999935,-1309.9999999999882,,-12593.999999999978
2015.09.01,213.99999999999199,337.0000000000095,-404.99999999999983,-1089.0000000000066,-746.9999999999999,-43.999999999999595,-701.9999999999915,-1057.9999999999923,885.9999999999868,-1180.0000000000032,-134.9999999999909,-1384.0000000000075,-2852.9999999999945,-4536.999999999991,-712.9999999999939,-1452.9999999999886,,-14862.999999999973
2015.09.01,334.9999999999964,53.999999999998494,-406.00000000000637,-1058.0000000000034,-810.0000000000023,-292.9999999999988,-788.9999999999952,-1170.9999999999998,572.9999999999791,-1059.999999999972,-21.000000000015007,-1839.9999999999973,-3014.99999999999,-4813.9999999999845,-1075.0000000000027,-1613.99999999999,,-17003.99999999998
2015.09.01,207.99999999999707,-52.000000000007596,-648.0000000000041,-970.0000000000042,-1221.999999999994,-256.0000000000007,-927.9999999999955,-1124.9999999999982,766.0,-1438.000000000006,555.9999999999832,-1641.0000000000036,-3201.9999999999936,-5242.999999999997,-1334.0000000000032,-2075.9999999999936,,-18605.00000000002
2015.09.01,-99.00000000000463,-45.99999999999049,-726.0000000000044,-1119.0000000000034,-1659.9999999999966,-25.00000000000835,-792.9999999999993,-1101.9999999999918,1008.9999999999932,-1415.999999999995,829.0000000000077,-1375.9999999999995,-3113.9999999999945,-5447.999999999986,-1358.000000000004,-2194.999999999993,,-18638.99999999997
2015.09.01,-33.000000000005244,157.00000000000713,-733.0000000000059,-1066.9999999999957,-1611.000000000004,42.999999999993044,-834.9999999999968,-1073.9999999999973,1192.9999999999995,-1555.9999999999795,835.9999999999843,-1182.0000000000164,-3159.999999999985,-5196.000000000001,-1247.0,-2226.9999999999895,,-17691.999999999993
2015.09.01,-148.0000000000037,392.9999999999989,-809.0000000000042,-1007.0000000000024,-1656.000000000006,257.9999999999916,-834.9999999999968,-890.9999999999974,1406.0000000000184,-1961.999999999975,961.9999999999891,-656.9999999999965,-3058.000000000005,-4850.999999999983,-1007.9999999999956,-2248.9999999999955,,-16111.999999999964
2015.09.01,-248.00000000000378,478.0000000000006,-726.0000000000044,-1194.0000000000061,-1465.999999999994,383.0,-681.9999999999937,-908.9999999999932,1461.9999999999854,-1784.99999999997,530.0000000000011,-660.0000000000161,-2966.9999999999864,-4652.999999999996,-715.999999999994,-1932.9999999999927,,-15085.999999999965
2015.09.01,-143.9999999999997,387.000000000004,-724.9999999999978,-1127.9999999999957,-1358.9999999999945,258.9999999999981,-748.9999999999997,-967.9999999999911,1386.9999999999827,-1693.9999999999955,497.99999999999045,-829.0000000000131,-3042.999999999996,-4611.999999999994,-811.9999999999976,-1946.9999999999886,,-15478.999999999987
2015.09.01,-173.00000000000094,248.00000000000378,-678.9999999999962,-1055.000000000006,-1471.0000000000036,200.00000000000017,-690.9999999999972,-912.9999999999972,1212.9999999999975,-1520.0000000000102,704.0000000000077,-846.0000000000134,-2791.9999999999945,-4230.0,-950.0000000000028,-1948.9999999999982,,-14904.000000000013
2015.09.01,-221.99999999999997,48.000000000003595,-968.9999999999976,-1004.9999999999892,-1507.000000000005,126.99999999999933,-936.999999999999,-908.9999999999932,1088.0000000000223,-2228.9999999999923,796.999999999997,-930.0000000000086,-3295.0000000000036,-4686.999999999996,-1066.0000000000025,-2275.9999999999964,,-17971.99999999996
2015.09.01,-242.00000000000887,170.00000000000347,-909.9999999999997,-994.000000000006,-1656.9999999999964,164.99999999999292,-866.0000000000001,-858.9999999999986,1211.999999999991,-2123.000000000008,983.0000000000041,-717.000000000012,-3107.9999999999995,-4414.999999999991,-1118.9999999999998,-2289.999999999992,,-16770.00000000002
2015.09.01,-33.000000000005244,453.99999999999886,-997.0000000000034,-903.9999999999937,-1692.0000000000073,201.99999999999108,-1095.999999999997,-1080.9999999999986,1975.0000000000157,-2031.9999999999893,1129.9999999999955,-626.0000000000155,-3526.9999999999914,-4655.999999999994,-1102.9999999999945,-2600.999999999999,,-16586.99999999999
2015.09.01,-257.0000000000072,608.9999999999928,-946.0000000000024,-1171.9999999999952,-1692.0000000000073,461.0000000000003,-888.9999999999953,-1089.999999999991,2207.9999999999877,-1868.9999999999873,795.9999999999923,-470.00000000001484,-3427.0000000000023,-4574.999999999995,-784.9999999999966,-2339.999999999989,,-15438.000000000011
2015.09.01,-241.00000000000233,750.9999999999906,-1005.0000000000003,-1083.9999999999961,-1682.0000000000023,483.99999999999557,-981.999999999994,-964.9999999999936,2186.9999999999836,-2260.9999999999795,876.0000000000048,-224.000000000002,-3437.0000000000014,-4576.999999999986,-686.9999999999976,-2410.9999999999873,,-15257.999999999967
2015.09.01,-235.00000000000742,303.0000000000088,-1288.0000000000002,-947.9999999999933,-1540.9999999999968,275.99999999999847,-1236.9999999999993,-1018.9999999999922,1933.0000000000068,-2728.9999999999814,906.9999999999823,-533.0000000000057,-3902.0000000000055,-4881.999999999986,-894.0000000000055,-2663.9999999999873,,-18452.999999999964
2015.09.01,-77.00000000000485,-7.0000000000014495,-1178.0000000000014,-903.0000000000093,-1513.999999999996,-16.0000000000049,-1240.999999999992,-1013.9999999999927,1175.000000000015,-2682.999999999991,933.9999999999975,-1080.9999999999986,-3861.000000000003,-4741.99999999998,-1251.9999999999955,-2658.999999999992,,-20118.999999999953
2015.09.01,-165.00000000000404,229.99999999999687,-1107.0000000000025,-1031.9999999999884,-1552.0000000000068,182.99999999999983,-1108.9999999999934,-966.9999999999957,1370.0000000000045,-2648.9999999999905,820.999999999998,-848.0000000000043,-3737.999999999997,-4569.000000000001,-1028.000000000006,-2521.9999999999914,,-18681.99999999998
2015.09.01,-121.00000000000443,263.99999999999756,-1165.000000000005,-1028.9999999999911,-1527.000000000001,169.99999999999238,-1193.999999999995,-995.9999999999969,1415.999999999995,-2835.999999999972,798.0000000000018,-870.9999999999995,-3936.0000000000064,-4681.999999999986,-1028.000000000006,-2607.99999999999,,-19344.999999999967
