date,EURUSD,USDJPY,CHFJPY,NZDCHF,GBPJPY,GBPCAD,NZDJPY,AUDCAD,empty,sum
2018.10.08,0.0,-34.000000000006025,-1.9999999999953388,-127.99999999999478,-206.99999999999363,-210.99999999998343,-45.000000000001705,-64.0000000000085,,-690.9999999999834
2018.10.08,-5.000000000010552,-34.000000000006025,-3.9999999999906777,-100.99999999999554,-39.99999999999204,-15.999999999993797,-40.99999999999682,-57.00000000000705,,-297.9999999999925
2018.10.08,9.999999999998899,-111.0000000000042,46.00000000000648,-91.99999999999208,-37.00000000000614,62.000000000006494,-49.99999999999716,-34.000000000000696,,-205.9999999999884
2018.10.08,22.999999999995246,-132.000000000005,33.00000000000125,-74.99999999999174,-96.00000000000364,158.0000000000137,-0.999999999990564,-36.0000000000027,,-125.99999999998343
2018.10.08,4.000000000004,-88.00000000000807,84.00000000000318,-37.99999999999359,-38.000000000010914,118.00000000001809,28.000000000005798,-23.00000000000635,,47.00000000001215
2018.10.08,-9.999999999998899,-128.0000000000001,78.00000000000296,4.000000000004,-81.00000000001728,179.00000000001802,51.00000000000193,-21.999999999999797,,71.00000000001083
2018.10.08,18.999999999991246,-87.0000000000033,125.0,-7.9999999999968985,-31.00000000000591,187.00000000000384,-22.999999999996135,-43.00000000000415,,138.9999999999887
2018.10.08,-29.999999999996696,22.999999999996135,198.99999999999807,43.00000000000415,48.00000000000182,157.00000000000713,33.00000000000125,-8.000000000008,,465.0000000000038
2018.10.08,-49.00000000001015,40.99999999999682,230.00000000000398,14.999999999998348,72.00000000000273,154.0000000000097,-31.999999999996476,-97.00000000000264,,334.0000000000023
2018.10.08,-59.000000000009045,49.99999999999716,189.99999999999773,-29.000000000001247,93.99999999999409,162.00000000001768,-37.9999999999967,-123.00000000000644,,246.99999999999324
2018.10.08,-63.99999999999739,49.99999999999716,185.00000000000227,-12.000000000000899,14.999999999986358,165.9999999999995,-4.9999999999954525,-97.00000000000264,,237.9999999999889
2018.10.08,-89.00000000000574,16.999999999995907,153.0000000000058,21.999999999999797,-12.000000000000455,204.00000000000418,38.000000000010914,-72.0000000000054,,261.000000000005
2018.10.08,-69.00000000000794,58.9999999999975,201.99999999999818,-9.999999999998899,72.00000000000273,267.0000000000172,-54.000000000002046,-170.99999999999892,,296.0000000000078
2018.10.08,-100.0000000000112,48.99999999999238,269.00000000000546,-14.999999999998348,-6.000000000000227,263.99999999999756,-71.99999999998852,-233.00000000000543,,155.99999999999167
2018.10.08,-103.99999999999298,61.99999999999761,277.000000000001,-29.000000000001247,-16.999999999995907,289.0000000000059,-86.99999999998909,-261.0000000000001,,130.00000000002524
2018.10.08,-97.9999999999981,67.99999999999784,281.9999999999965,-41.9999999999976,-15.999999999991132,287.000000000015,-94.99999999999886,-275.000000000003,,111.00000000002063
2018.10.08,-123.00000000000644,34.99999999999659,215.0000000000034,-82.99999999999974,-62.00000000001182,292.00000000000335,-143.99999999999125,-297.9999999999983,,-168.0000000000042
2018.10.08,-157.99999999999147,-3.0000000000001137,191.0000000000025,-78.00000000000028,-137.00000000000045,270.99999999999903,-104.99999999998977,-299.00000000000483,,-317.9999999999854
2018.10.08,-174.99999999999181,-6.000000000000227,204.9999999999983,-76.99999999999375,-277.00000000001523,123.00000000000644,-91.99999999999875,-326.0000000000041,,-624.9999999999991
2018.10.08,-228.00000000000597,-4.0000000000048885,186.00000000000705,-49.99999999999449,-378.0000000000143,133.00000000000534,-73.99999999999807,-351.0000000000013,,-766.0000000000066
2018.10.08,-258.0000000000027,-37.9999999999967,165.99999999999682,-48.99999999999905,-594.9999999999989,39.00000000001125,-73.99999999999807,-397.99999999999835,,-1206.9999999999857
2018.10.08,-313.00000000000773,-52.99999999999727,136.0000000000099,-14.999999999998348,-710.000000000008,-79.99999999999119,-36.000000000001364,-322.00000000000006,,-1392.9999999999939
2018.10.08,-387.000000000004,-183.00000000000693,-13.999999999995794,-44.99999999999504,-981.9999999999993,-166.99999999998383,46.00000000000648,-289.0000000000059,,-2020.999999999984
2018.10.08,-490.999999999997,-536.0000000000014,-397.99999999999613,-137.9999999999937,-1450.9999999999934,-86.99999999999264,96.00000000000364,-422.00000000000017,,-3426.999999999971
2018.10.08,-472.00000000000574,-515.0000000000006,-372.99999999999045,-134.99999999999625,-1384.0000000000146,-7.0000000000014495,184.0000000000117,-434.000000000001,,-3135.999999999998
2018.10.08,-500.00000000001154,-487.99999999999955,-388.9999999999958,-178.00000000000037,-1329.0000000000077,-5.999999999994898,132.000000000005,-517.0000000000008,,-3275.000000000006
2018.10.08,-479.99999999999153,-451.0000000000076,-423.9999999999924,-230.99999999999233,-1250.0,16.000000000016,114.00000000000432,-536.0000000000032,,-3241.999999999967
2018.10.08,-540.0000000000072,-466.99999999999875,-468.9999999999941,-239.99999999999577,-1582.9999999999984,-404.9999999999887,146.0000000000008,-523.0000000000068,,-4080.9999999999886
