date,EURUSD,USDJPY,CHFJPY,NZDCHF,GBPJPY,GBPCAD,NZDJPY,AUDCAD,empty,sum
2018.10.08,31.000000000003247,-30.000000000001137,17.000000000010118,-95.00000000000064,-38.000000000010914,-9.999999999998899,-24.00000000000091,-16.0000000000049,,-165.000000000004
2018.10.08,9.999999999998899,-28.000000000005798,148.00000000001035,-13.999999999991797,13.00000000000523,96.00000000000719,-12.999999999991019,24.000000000001798,,236.00000000003485
2018.10.08,48.000000000003595,-102.99999999999443,58.000000000006935,-73.00000000000084,-8.000000000009777,212.00000000001216,10.000000000005116,-21.999999999999797,,122.00000000002296
2018.10.08,42.0000000000087,-73.0000000000075,100.00000000000853,-34.000000000000696,4.9999999999954525,219.00000000001364,29.000000000010573,-16.0000000000049,,272.0000000000238
2018.10.08,18.999999999991246,-58.9999999999975,146.0000000000008,46.00000000000159,10.99999999999568,206.00000000001728,94.99999999999886,39.00000000000014,,503.0000000000081
2018.10.08,31.000000000003247,-73.99999999999807,141.00000000000534,6.0000000000060005,-3.0000000000143245,198.00000000000927,51.00000000000193,-19.999999999997797,,330.00000000001563
2018.10.08,42.999999999993044,25.99999999999625,221.00000000000364,48.000000000003595,121.00000000000932,222.00000000001108,50.00000000001137,2.999999999997449,,734.0000000000258
2018.10.08,-2.999999999997449,49.99999999999716,243.0000000000092,104.99999999999955,84.00000000000318,177.00000000000495,100.00000000000853,3.999999999992898,,760.0000000000181
2018.10.08,-18.0000000000069,134.00000000000034,277.000000000001,41.000000000002146,203.00000000000296,184.00000000000637,3.0000000000001137,-75.9999999999983,,748.0000000000077
2018.10.08,-7.0000000000014495,58.9999999999975,195.99999999999795,-5.999999999994898,98.99999999998954,191.00000000000784,3.0000000000001137,-89.00000000000574,,445.99999999999085
2018.10.08,-62.99999999999084,49.99999999999716,186.00000000000705,26.000000000003798,14.999999999986358,211.00000000000563,46.00000000000648,-63.00000000000195,,408.0000000000137
2018.10.08,-51.000000000001044,61.99999999999761,203.00000000000296,34.000000000000696,85.99999999998431,284.00000000001756,45.000000000001705,-52.000000000007596,,610.9999999999961
2018.10.08,-69.00000000000794,81.99999999999363,287.9999999999967,4.999999999999449,76.99999999999818,280.9999999999979,-42.999999999992156,-157.00000000000713,,463.9999999999786
2018.10.08,-85.00000000000173,87.0000000000033,304.00000000000205,-13.999999999991797,36.000000000001364,330.0000000000081,-71.99999999998852,-230.000000000008,,356.0000000000248
2018.10.08,-75.00000000000284,75.00000000000284,302.99999999999727,-26.999999999999247,9.999999999990905,306.00000000000625,-83.99999999998897,-260.00000000000466,,248.0000000000016
2018.10.08,-95.00000000000064,72.99999999999329,287.9999999999967,-35.999999999991594,-13.00000000000523,296.0000000000074,-87.99999999999386,-236.99999999999832,,188.00000000000782
2018.10.08,-110.00000000001009,40.99999999999682,222.99999999999898,-71.99999999999429,-51.9999999999925,306.00000000000625,-85.99999999999852,-239.0000000000003,,11.000000000006338
2018.10.08,-103.00000000000864,13.00000000000523,219.0000000000083,-71.99999999999429,-81.00000000001728,354.0000000000099,-82.99999999999841,-294.00000000000534,,-47.00000000000057
2018.10.08,-148.99999999999915,28.999999999996362,255.00000000000966,-39.00000000000014,-263.00000000000523,138.0000000000159,-72.99999999999329,-297.9999999999983,,-399.9999999999742
2018.10.08,-228.00000000000597,9.000000000000341,204.9999999999983,-15.999999999993797,-375.0,206.00000000001728,-10.99999999999568,-291.0000000000079,,-500.99999999998744
2018.10.08,-202.9999999999976,12.000000000000455,231.00000000000875,-9.999999999998899,-478.00000000000864,86.0000000000083,-21.000000000000796,-314.0000000000032,,-696.9999999999916
2018.10.08,-304.9999999999997,-39.00000000000148,149.0000000000009,19.00000000000235,-688.0000000000166,-66.99999999999484,64.00000000000716,-214.00000000000307,,-1081.0000000000055
2018.10.08,-356.00000000000074,-179.00000000000205,-9.999999999990905,-19.999999999997797,-947.0000000000027,-26.999999999999247,121.00000000000932,-280.00000000000244,,-1697.9999999999866
2018.10.08,-469.99999999999267,-501.0000000000048,-366.9999999999902,-110.99999999999443,-1361.0000000000184,4.000000000004,246.00000000000932,-383.0,,-2942.9999999999873
2018.10.08,-395.000000000012,-468.9999999999941,-322.9999999999933,-131.99999999999878,-1247.000000000014,63.99999999999739,191.0000000000025,-429.0000000000016,,-2740.0000000000146
2018.10.08,-465.0000000000043,-436.9999999999976,-346.00000000000364,-170.99999999999892,-1204.0000000000077,154.0000000000097,163.0000000000109,-474.00000000000773,,-2779.999999999999
2018.10.08,-449.9999999999948,-442.0000000000073,-420.0000000000017,-229.99999999999687,-1243.9999999999998,107.99999999999699,146.0000000000008,-470.00000000000375,,-3002.000000000006
2018.10.08,-480.99999999999807,-432.00000000000216,-408.00000000000125,-219.99999999999798,-1555.0000000000068,-380.00000000000256,150.00000000000568,-480.99999999999807,,-3807.000000000002
2018.10.08,-435.0000000000076,-421.0000000000065,-387.00000000000045,-224.9999999999974,-1492.999999999995,-288.99999999998374,131.00000000000023,-534.0000000000011,,-3652.999999999992
2018.10.08,-431.0000000000036,-412.9999999999967,-373.9999999999952,-244.99999999999523,-1414.0000000000157,-342.9999999999822,100.99999999999909,-548.9999999999995,,-3667.999999999989
2018.10.08,-451.0000000000014,-415.00000000000625,-381.9999999999908,-179.99999999999127,-1407.0000000000107,-210.99999999998343,175.00000000001137,-484.00000000000665,,-3354.99999999998
2018.10.08,-573.0000000000013,-402.000000000001,-489.9999999999949,-217.99999999999596,-1325.9999999999934,-227.99999999998377,201.00000000000762,-399.0000000000049,,-3434.9999999999673
2018.10.08,-578.0000000000118,-665.9999999999968,-736.9999999999948,-235.99999999999176,-1646.9999999999914,-194.99999999998963,341.99999999999875,-436.00000000000307,,-4152.99999999998
2018.10.08,-485.0000000000021,-546.999999999997,-621.9999999999999,-264.999999999993,-1450.9999999999934,-320.9999999999935,234.00000000000887,-426.00000000000415,,-3882.999999999974
2018.10.08,-363.0000000000022,-625.0,-584.0000000000032,-225.99999999999287,-1378.0000000000143,-187.99999999998818,251.00000000000477,-465.9999999999998,,-3578.9999999999964
2018.10.08,-469.0000000000083,-676.0000000000019,-628.9999999999907,-120.99999999999334,-1421.999999999997,-200.99999999998454,403.0000000000058,-369.0000000000082,,-3483.999999999978
2018.10.08,-462.0000000000068,-656.9999999999965,-679.000000000002,-164.99999999999292,-1578.000000000003,-414.9999999999876,383.0000000000098,-309.99999999999915,,-3882.999999999978
2018.10.08,-445.0000000000065,-725.9999999999991,-723.9999999999895,-126.99999999999933,-1629.9999999999955,-276.9999999999939,453.00000000000296,-348.00000000000387,,-3823.9999999999845
2018.10.08,-445.0000000000065,-759.0000000000003,-780.0000000000011,-181.9999999999933,-1597.0000000000084,-288.99999999998374,427.0000000000067,-365.0000000000042,,-3989.999999999991
2018.10.08,-412.00000000001234,-837.0000000000033,-823.9999999999981,-163.00000000000205,-1600.999999999999,-183.99999999998417,480.000000000004,-329.00000000000153,,-3869.999999999996
2018.10.08,-428.00000000000614,-909.9999999999966,-872.9999999999905,-168.00000000000148,-1703.000000000003,-241.00000000000233,502.00000000000955,-323.0000000000066,,-4143.999999999997
2018.10.08,-314.99999999999864,-954.0000000000077,-835.9999999999985,-151.00000000000114,-1527.9999999999916,-48.000000000003595,500.0,-380.999999999998,,-3713.0
