date,USDCHF,GBPUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,NZDJPY,NZDCAD,empty,sum
2020.09.28,-26.999999999999247,-64.99999999998174,-25.99999999999625,-53.999999999998494,-4.000000000004,-164.99999999999292,-65.00000000000395,-159.00000000000603,-23.00000000000635,-36.999999999998145,-68.99999999999685,-53.00000000002569,-225.99999999999287,-137.00000000000932,-76.0000000000094,-63.99999999999739,-34.99999999999659,-28.000000000005798,-62.99999999999084,,-1376.0000000000118
2020.09.28,-26.999999999999247,-96.99999999999153,84.00000000000318,-56.99999999999594,9.999999999998899,-143.99999999998857,-65.00000000000395,-204.00000000000773,-14.000000000002899,-9.999999999998899,-112.000000000001,55.999999999983174,-225.99999999999287,-90.00000000001229,-120.99999999999334,-14.999999999987246,67.99999999999784,99.00000000000375,-157.99999999999147,,-1022.9999999999799
2020.09.28,-43.00000000000415,-48.99999999998794,73.99999999999807,-34.99999999998504,31.000000000003247,-131.99999999999878,-55.000000000005045,-225.00000000000853,-8.000000000008,-10.999999999994348,-175.99999999999838,105.99999999999454,-105.99999999998388,-253.99999999999866,-143.00000000000423,-100.99999999999554,106.00000000000875,140.00000000000057,-135.99999999999167,,-1016.999999999959
2020.09.28,-27.999999999994696,-58.99999999998684,55.00000000000682,-18.0000000000069,80.99999999999774,-165.9999999999995,-39.999999999995595,-198.99999999999807,28.999999999990145,87.99999999999919,-200.00000000000017,17.99999999997226,-92.00000000000318,-256.99999999999613,-158.99999999999804,-34.99999999998504,88.99999999999864,155.00000000000114,-143.9999999999997,,-881.9999999999978
2020.09.28,-9.00000000000345,-85.99999999998609,67.00000000000728,-18.0000000000069,68.00000000000139,-137.9999999999937,-31.000000000003247,-186.00000000000705,41.9999999999976,95.00000000000064,-207.00000000000162,42.999999999977945,-42.999999999993044,-261.0000000000001,-147.99999999999258,-65.99999999998829,112.99999999999955,147.00000000000557,-118.99999999999133,,-736.9999999999775
2020.09.28,-12.000000000000899,-43.999999999999595,69.00000000000261,2.0000000000131024,70.99999999999883,-113.99999999999189,-17.000000000000348,-203.00000000000296,42.999999999993044,109.99999999999899,-190.99999999999673,49.99999999998295,-112.000000000001,-236.00000000001398,-153.00000000000313,-61.99999999998429,108.00000000000409,150.99999999999625,-113.99999999999189,,-653.9999999999968
2020.09.28,-5.999999999994898,-92.99999999998754,-22.999999999996135,-97.9999999999981,19.999999999997797,-114.99999999999844,-19.00000000001345,-200.00000000000284,25.999999999992696,87.00000000000374,-187.9999999999993,-65.00000000002615,-174.99999999999181,-419.0000000000138,-201.99999999999108,-316.99999999998954,3.0000000000001137,37.9999999999967,-161.00000000000003,,-1907.0000000000118
2020.09.28,6.0000000000060005,-113.99999999999189,-129.99999999999545,-168.99999999999693,5.999999999994898,-70.99999999999883,-82.00000000000429,-67.99999999999784,14.999999999998348,116.00000000000499,-139.00000000000023,-263.00000000000523,-252.99999999999213,-384.00000000000654,-205.00000000001074,-288.99999999998374,-129.99999999999545,-51.00000000000193,-146.99999999999713,,-2351.999999999974
2020.09.28,50.0000000000056,-103.99999999999298,-109.99999999999943,-163.00000000000205,9.999999999998899,-65.00000000000395,-80.00000000001339,39.00000000000148,22.999999999995246,104.99999999999955,-107.00000000000153,-228.00000000000864,-200.00000000000017,-382.0000000000157,-124.99999999999733,-346.9999999999862,-111.99999999999477,-33.00000000000125,-142.99999999999312,,-1972.0000000000095
2020.09.28,45.000000000006146,-11.999999999989797,-60.000000000002274,-72.99999999998974,82.00000000000429,-4.999999999988347,-22.0000000000109,-54.000000000002046,69.9999999999923,231.0000000000034,-131.00000000000333,-62.00000000001182,-168.99999999999693,-459.0000000000094,-140.0000000000068,-417.99999999998505,-6.000000000000227,73.99999999999807,-181.9999999999933,,-1290.9999999999854
2020.09.28,34.000000000000696,16.000000000016,-137.00000000000045,-34.99999999998504,116.00000000000499,7.0000000000014495,8.999999999992347,4.9999999999954525,74.99999999999174,270.0000000000036,-134.0000000000008,-90.00000000000341,-187.00000000000384,-564.000000000009,-151.9999999999966,-475.99999999998755,-30.9999999999917,112.99999999999955,-237.99999999999378,,-1398.9999999999666
2020.09.28,11.00000000000545,-1.999999999990898,-167.0000000000016,-29.999999999996696,136.00000000000279,-32.999999999994145,27.999999999983594,61.99999999999761,56.99999999999594,256.0000000000007,-163.99999999999747,-201.00000000002183,-170.99999999998784,-599.0000000000161,-198.99999999999363,-472.9999999999901,-75.00000000000284,79.9999999999983,-234.99999999999633,,-1719.0000000000055
2020.09.28,12.999999999996348,32.0000000000098,-164.00000000000148,-22.999999999995246,136.00000000000279,9.999999999998899,27.999999999983594,87.99999999999386,48.99999999999905,256.0000000000007,-141.99999999999767,-155.00000000000114,-197.00000000000273,-451.0000000000014,-194.0000000000053,-354.9999999999942,-72.99999999999329,75.00000000000284,-228.99999999999034,,-1295.999999999995
2020.09.28,9.999999999998899,60.000000000015596,-156.99999999999648,-5.999999999994898,153.00000000000313,-1.0000000000065512,12.999999999996348,76.99999999999818,54.999999999993946,246.00000000000176,-129.9999999999968,-119.0000000000282,-193.99999999998306,-479.0000000000072,-184.99999999999073,-400.00000000000034,-64.99999999999773,81.99999999999363,-219.99999999999798,,-1259.9999999999984
2020.09.28,-0.999999999995449,73.00000000001194,-156.99999999999648,26.999999999999247,163.99999999999747,-1.0000000000065512,21.999999999988695,67.99999999999784,58.99999999999794,289.0000000000059,-143.9999999999997,-98.00000000001319,-194.99999999998963,-541.9999999999981,-180.0000000000024,-422.9999999999956,-36.99999999999193,99.99999999999432,-218.99999999999142,,-1194.999999999987
2020.09.28,-2.000000000002,59.000000000009045,-192.99999999999784,0.0,144.99999999999514,-14.000000000002899,5.999999999994898,64.99999999999773,54.999999999993946,265.99999999999955,-146.00000000000168,-176.00000000001614,-170.99999999998784,-608.0000000000085,-180.0000000000024,-532.9999999999835,-83.99999999998897,48.00000000000182,-212.99999999999653,,-1675.9999999999961
2020.09.28,24.999999999997247,59.000000000009045,-194.99999999999318,-11.00000000000545,114.00000000000298,25.00000000000835,4.000000000004,140.00000000000057,70.99999999999883,294.00000000000534,-108.99999999999244,-171.0000000000207,-225.99999999999287,-585.9999999999976,-147.99999999999258,-537.9999999999941,-89.9999999999892,28.000000000005798,-190.00000000000128,,-1503.9999999999472
2020.09.28,24.000000000001798,17.000000000000348,-224.99999999999432,-65.00000000000395,75.9999999999983,56.99999999999594,28.999999999990145,147.99999999999613,63.99999999999739,246.00000000000176,-102.00000000000209,-237.0000000000232,-268.9999999999859,-497.0000000000141,-171.00000000001003,-481.99999999998244,-132.99999999999557,-34.000000000006025,-178.99999999999582,,-1733.0000000000318
2020.09.28,48.000000000003595,48.000000000003595,-222.99999999999898,-70.99999999999883,29.000000000001247,93.00000000000975,19.999999999997797,180.99999999999739,82.99999999999974,243.00000000000432,-66.99999999999484,-224.00000000001796,-347.9999999999928,-311.0000000000168,-154.0000000000097,-386.9999999999818,-149.99999999999147,-72.99999999999329,-129.9999999999968,,-1392.999999999976
2020.09.28,41.9999999999976,11.00000000000545,-192.99999999999784,-48.99999999998794,53.999999999998494,15.00000000000945,-9.999999999998899,90.99999999999397,69.9999999999923,236.00000000000287,-134.0000000000008,-140.00000000001478,-373.99999999998545,-442.00000000000904,-195.9999999999962,-386.9999999999818,-78.00000000000296,-16.000000000005343,-163.99999999999747,,-1663.9999999999784
