date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,empty,sum
2016.10.03,-103.99999999999298,-57.99999999998029,-28.999999999990145,-8.999999999992347,-69.9999999999923,-217.0000000000005,-204.9999999999983,-209.00000000000364,-65.00000000000395,-69.00000000000794,-1.0000000000065512,-92.00000000000318,-34.000000000006025,0.0,-103.99999999999298,-181.9999999999933,-29.999999999986926,-219.00000000001364,,-1696.999999999965
2016.10.03,-7.9999999999968985,96.00000000000719,49.99999999999449,15.999999999993797,-9.999999999998899,-236.99999999999832,27.000000000001023,-143.00000000000423,-91.00000000000774,-21.999999999999797,272.99999999998994,253.99999999999866,52.00000000000671,191.99999999999218,68.00000000000139,-167.9999999999904,52.00000000000671,-144.99999999999514,,256.00000000000057
2016.10.03,-78.00000000000028,185.00000000001293,80.99999999999774,46.999999999997044,21.00000000000435,-290.00000000001245,115.0000000000091,-42.0000000000087,-165.9999999999995,-26.999999999999247,446.9999999999974,431.99999999998795,237.99999999999955,324.9999999999975,245.0000000000063,-116.99999999998934,80.0000000000125,-178.99999999999582,,1317.000000000017
2016.10.03,-75.9999999999983,155.00000000001623,73.00000000001194,150.00000000000568,-5.999999999994898,-287.9999999999994,146.0000000000008,17.999999999995797,-158.0000000000026,-13.00000000000745,489.0000000000061,454.9999999999832,278.99999999999636,374.999999999992,265.0000000000041,-73.99999999999629,159.00000000000603,-178.00000000001148,,1771.0000000000077
2016.10.03,-66.99999999999484,32.0000000000098,56.99999999999594,194.0000000000053,-30.999999999992145,-259.0000000000092,164.00000000000148,-33.000000000005244,-90.0000000000012,-91.00000000000774,381.99999999999346,378.999999999996,239.99999999999488,393.99999999998323,343.00000000000443,8.000000000008,98.00000000001319,-150.00000000000568,,1569.9999999999895
2016.10.03,-92.99999999999864,43.00000000001525,15.00000000000945,248.00000000000378,-118.99999999999133,-256.00000000001177,207.00000000000784,-75.00000000000284,-9.999999999998899,-51.000000000001044,479.0000000000072,516.9999999999897,262.00000000000045,438.00000000000506,411.99999999999017,146.00000000000168,109.99999999999943,-151.00000000001222,,2122.000000000013
2016.10.03,-113.99999999999189,111.00000000001664,21.00000000000435,12.999999999996348,-129.00000000000134,-260.0000000000158,224.00000000000375,-85.00000000000173,39.00000000000014,-24.000000000001798,269.9999999999925,547.999999999993,302.0000000000067,134.99999999999625,346.0000000000019,300.00000000001137,203.00000000000296,-12.999999999996348,,1887.0000000000168
2016.10.03,-101.99999999999099,80.00000000001339,5.999999999994898,4.000000000004,-59.99999999999339,-239.99999999999577,69.00000000000261,-11.00000000000545,19.00000000000235,-21.00000000000435,219.99999999999798,387.000000000004,143.00000000000068,126.0000000000039,242.00000000000887,246.99999999999721,151.00000000001046,-79.00000000000685,,1181.0000000000437
2016.10.03,-113.99999999999189,34.000000000000696,0.0,80.00000000001339,-88.99999999999464,-249.00000000001032,-46.999999999997044,-31.999999999998696,5.999999999994898,-36.999999999998145,262.999999999991,434.000000000001,7.999999999995566,208.99999999999253,330.0000000000081,215.00000000000963,46.00000000000648,-36.0000000000138,,1021.000000000009
2016.10.03,-134.99999999999625,133.00000000000534,0.0,75.00000000000284,-90.99999999999665,-267.0000000000172,8.000000000009777,-13.00000000000745,7.9999999999968985,-29.000000000001247,344.99999999999534,520.9999999999936,84.00000000000318,200.00000000000017,346.0000000000019,232.99999999999432,94.0000000000083,-43.999999999999595,,1467.9999999999932
2016.10.03,-143.9999999999997,89.00000000000574,43.999999999999595,39.00000000001125,-24.999999999997247,-309.0000000000037,161.00000000000136,-17.000000000000348,-23.00000000000635,-89.00000000000574,253.99999999999866,478.0000000000006,284.000000000006,241.99999999998667,302.0000000000023,239.99999999999577,208.00000000001262,-56.000000000011596,,1677.9999999999957
2016.10.03,-162.99999999999093,121.00000000001555,32.999999999994145,75.00000000000284,9.999999999998899,-314.99999999999864,130.00000000000966,75.9999999999983,-48.000000000003595,-35.00000000000725,299.00000000000483,435.9999999999919,272.99999999999613,219.99999999999798,262.00000000000665,185.99999999999727,240.0000000000091,-79.00000000000685,,1721.000000000016
2016.10.03,-132.99999999999423,152.0000000000188,46.0000000000127,32.999999999994145,21.00000000000435,-304.00000000001535,135.00000000000512,79.99999999999119,-43.00000000000415,9.999999999998899,337.0000000000095,478.999999999985,284.000000000006,204.00000000000418,251.00000000000122,190.00000000000128,246.9999999999999,-66.00000000001049,,1923.0000000000077
2016.10.03,-112.99999999999643,239.00000000001143,59.000000000009045,32.999999999994145,-21.999999999999797,-294.0000000000165,156.0000000000059,26.999999999999247,-35.00000000000725,56.99999999999594,428.00000000000614,604.0000000000045,281.0000000000059,205.99999999999508,287.9999999999994,200.00000000000017,240.0000000000091,-39.999999999995595,,2314.0000000000205
2016.10.03,-103.99999999999298,195.00000000001182,53.00000000001415,48.000000000003595,-79.99999999999119,-280.0000000000136,125.0,-21.999999999999797,-16.0000000000049,25.999999999992696,435.9999999999919,695.0000000000011,236.99999999999477,227.99999999998377,367.99999999999056,215.99999999999397,205.0000000000125,-1.0000000000065512,,2328.9999999999827
2016.10.03,-101.99999999999099,133.00000000000534,53.999999999998494,90.00000000001229,-78.99999999999574,-282.0000000000045,102.00000000000387,-21.00000000000435,54.999999999993946,-21.00000000000435,350.00000000000585,621.0000000000049,227.99999999999443,265.0000000000041,438.00000000000506,371.00000000001023,174.0000000000066,17.000000000000348,,2393.000000000045
2016.10.03,-149.99999999999457,188.00000000001037,63.000000000013046,58.000000000002494,-56.99999999999594,-343.00000000000443,91.00000000000819,-17.000000000000348,34.99999999999615,12.999999999996348,378.999999999996,665.9999999999889,224.99999999999432,232.99999999999432,378.999999999996,378.999999999996,162.00000000000614,-12.999999999996348,,2291.0000000000064
2016.10.03,-126.99999999999933,155.00000000001623,17.000000000000348,79.00000000000685,-51.000000000001044,-297.9999999999983,132.000000000005,22.999999999995246,54.999999999993946,26.999999999999247,411.0000000000058,614.0000000000034,280.00000000000114,207.99999999998596,350.9999999999902,394.00000000000546,231.00000000000875,-39.999999999995595,,2461.000000000023
2016.10.03,-121.99999999999989,49.00000000001015,8.000000000008,83.9999999999952,-37.99999999999359,-299.00000000000483,39.00000000000148,18.999999999991246,19.999999999997797,-64.0000000000085,263.99999999999756,451.99999999998573,120.99999999999511,204.00000000000418,290.9999999999968,296.9999999999917,135.00000000000512,-78.00000000000028,,1381.999999999973
2016.10.03,-117.99999999999588,-156.99999999998494,9.000000000014552,127.00000000001043,-23.999999999990695,-295.0000000000008,37.00000000000614,25.999999999992696,-31.000000000003247,-203.00000000000873,56.99999999999594,86.99999999999264,93.99999999999409,255.99999999998957,256.99999999999613,154.99999999999403,78.00000000000296,-120.00000000000898,,234.9999999999959
2016.10.03,-131.99999999999878,-639.9999999999961,-56.99999999999594,100.99999999999554,-49.99999999999449,-236.99999999999832,-16.999999999995907,-13.00000000000745,-68.00000000000139,-487.0000000000041,-648.0000000000041,-529.0000000000017,10.99999999999568,154.99999999999403,140.99999999999113,-18.0000000000069,18.000000000000682,-144.0000000000108,,-2614.000000000039
