names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['GBPCAD'],80.0,-1.0,S
GBPUSD,20,['NZDCHF'],80.0,-0.31921855921855913,S
EURUSD,20,"['EURNZD', 'EURJPY', 'GBPJPY', 'USDCHF', 'NZDCHF']",80.0,-1.0,S
USDCAD,15,"['NZDUSD', 'AUDCAD', 'AUDCHF', 'EURCHF', 'EURAUD', 'EURUSD', 'AUDUSD']",100.0,0.96,B
AUDUSD,20,"['USDCAD', 'NZDUSD']",80.0,-0.99,S
NZDUSD,30,"['NZDUSD', 'CADCHF', 'EURJPY', 'USDCAD', 'NZDCHF']",80.0,-1.0,S
EURCHF,15,"['EURJPY', 'AUDCHF', 'AUDCAD', 'NZDUSD']",100.0,-1.0,S
CHFJPY,15,"['CADCHF', 'USDCHF', 'GBPJPY']",80.0,-0.6655079365079365,S
CADCHF,10,"['AUDCAD', 'AUDCHF', 'NZDUSD']",100.0,-1.0,S
AUDCHF,50,"['USDCAD', 'NZDUSD', 'EURUSD', 'USDCHF']",80.0,0.7,B
EURGBP,10,"['AUDUSD', 'EURAUD', 'AUDCAD', 'AUDCHF']",100.0,-1.0,S
GBPJPY,15,"['EURJPY', 'USDCHF', 'GBPJPY', 'EURUSD', 'NZDJPY', 'CHFJPY']",100.0,-0.98,S
GBPCAD,10,['EURJPY'],80.0,-0.13230952380952382,S
EURJPY,10,"['EURJPY', 'GBPJPY', 'USDJPY', 'CADJPY']",80.0,-0.21988888888888888,S
EURCAD,15,"['AUDCAD', 'NZDCAD', 'EURCAD', 'AUDUSD']",80.0,0.6213333333333333,B
EURAUD,10,"['USDCAD', 'NZDUSD']",80.0,1.0,B
EURNZD,15,"['CADCHF', 'NZDCAD', 'EURCAD', 'AUDNZD', 'GBPCAD']",100.0,-0.35766666666666674,S
NZDJPY,15,['CADCHF'],80.0,-0.5411315906315908,S
AUDCAD,20,"['USDCAD', 'NZDUSD']",80.0,-1.0,S
NZDCAD,10,"['NZDCAD', 'EURCAD']",100.0,-0.20061904761904759,S
AUDNZD,10,['GBPCAD'],100.0,0.7035317460317461,B
