date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.02.03,-66.99999999999484,-90.99999999999665,-19.999999999997797,-19.999999999997797,-46.999999999997044,-19.00000000000235,-100.0000000000112,-46.00000000000648,-50.99999999998994,-8.000000000008,-6.999999999990347,-81.00000000001728,-93.00000000000975,-251.99999999999534,-69.9999999999923,-123.00000000000644,-348.00000000001495,-19.000000000005457,-51.99999999999649,-13.00000000000745,-5.000000000010552,,-1532.0000000000484
2020.02.03,-73.00000000000084,-82.00000000000429,5.999999999994898,4.000000000004,-45.000000000006146,31.000000000003247,-124.00000000001299,17.99999999998647,-60.99999999999994,-4.000000000004,22.0000000000109,37.00000000000614,-118.00000000001809,-138.9999999999958,-117.99999999999588,-170.99999999998784,-263.00000000001324,132.000000000005,-62.000000000006494,58.99999999999794,133.99999999998968,,-817.0000000000473
2020.02.03,-64.99999999999284,-140.0000000000068,1.0000000000065512,9.000000000014552,-121.99999999999989,16.0000000000049,-93.00000000000975,-100.00000000000853,-39.00000000000014,-12.000000000000899,29.000000000001247,-94.99999999999886,-243.99999999999977,-189.99999999999773,-106.00000000000608,-243.99999999999977,-443.0000000000156,66.0000000000025,-187.00000000000384,12.999999999996348,161.99999999999548,,-1784.000000000019
2020.02.03,-61.999999999995396,-133.00000000000534,1.999999999990898,39.00000000001125,-124.00000000000189,17.000000000000348,-86.0000000000083,-78.00000000000296,-45.99999999999049,51.99999999999649,29.000000000001247,-75.9999999999934,-226.00000000001506,-165.99999999999682,22.0000000000109,-253.99999999999866,-449.0000000000105,70.99999999999795,-190.00000000000128,13.999999999991797,269.9999999999925,,-1374.0000000000268
2020.02.03,-100.99999999999554,-110.99999999999443,17.000000000000348,48.000000000003595,-136.00000000000279,58.99999999999794,-104.99999999999955,-59.00000000001171,-59.99999999999339,71.99999999999429,38.0000000000047,-104.00000000001342,-219.00000000001364,-178.99999999998784,1.999999999990898,-324.9999999999975,-452.00000000000796,93.00000000000352,-224.9999999999974,43.999999999999595,347.0000000000084,,-1356.0000000000123
2020.02.03,-176.99999999999383,-103.99999999999298,46.999999999997044,53.00000000001415,-212.00000000000108,24.000000000001798,-144.0000000000108,-100.00000000000853,-126.99999999999933,134.99999999999625,60.00000000000449,-246.00000000000932,-217.0000000000005,-256.9999999999908,-85.00000000000173,-563.9999999999867,-269.00000000000813,-10.000000000005116,-317.9999999999961,0.999999999995449,347.0000000000084,,-2162.9999999999873
2020.02.03,-163.99999999999747,-103.00000000000864,31.000000000003247,59.000000000009045,-173.9999999999964,26.999999999999247,-124.00000000001299,-102.00000000000387,-104.99999999999955,96.99999999999153,40.00000000000669,-177.00000000002092,-203.00000000001984,-223.99999999998954,-69.00000000000794,-482.999999999989,-419.0000000000138,7.000000000005002,-282.0000000000045,7.9999999999968985,373.00000000000114,,-1987.0000000000516
2020.02.03,-173.00000000000094,-123.00000000000644,35.00000000000725,25.999999999992696,-221.00000000000452,6.0000000000060005,-151.00000000001222,-124.00000000000944,-134.99999999999625,124.99999999999733,52.000000000007596,-280.00000000000114,-205.00000000001074,-288.99999999998727,-86.0000000000083,-573.9999999999857,-409.99999999999926,-37.00000000000614,-304.00000000000426,2.999999999997449,384.00000000000654,,-2481.0000000000177
2020.02.03,-166.99999999999494,-72.99999999998974,62.99999999999084,28.000000000005798,-165.00000000000404,41.000000000002146,-141.00000000001333,-153.0000000000058,-134.99999999999625,36.999999999998145,31.000000000003247,-233.0000000000041,-229.00000000001253,-279.9999999999869,-79.99999999999119,-434.9999999999854,-434.000000000001,-10.000000000005116,-226.99999999999943,40.99999999999105,304.9999999999997,,-2215.999999999999
2020.02.03,-115.99999999999389,-80.99999999999774,62.000000000006494,62.000000000006494,-136.99999999999824,21.999999999999797,-84.0000000000174,-141.00000000000534,-71.99999999999429,100.00000000000009,38.0000000000047,-194.99999999999318,-199.00000000001583,-248.99999999999523,-43.999999999999595,-350.00000000000585,-228.00000000000597,-3.0000000000001137,-212.00000000000108,3.999999999992898,279.00000000000705,,-1544.0000000000061
2020.02.03,-112.000000000001,-39.999999999995595,69.9999999999923,59.99999999999339,-101.00000000000664,24.999999999997247,-68.00000000000139,-152.00000000000102,-75.9999999999983,53.999999999998494,-36.999999999998145,-100.99999999999909,-153.00000000000313,-242.999999999995,-68.00000000000139,-299.99999999998914,-202.9999999999976,-16.999999999995907,-165.9999999999995,11.999999999989797,228.99999999999034,,-1387.0000000000214
2020.02.03,-106.99999999999044,80.99999999999774,83.9999999999952,60.99999999999994,-102.99999999999754,28.000000000005798,-60.000000000015596,-171.00000000000648,-68.99999999999685,70.99999999999883,-59.99999999999339,-33.00000000001546,47.99999999998139,-247.99999999999045,-63.99999999999739,-313.99999999999204,-219.00000000001364,-13.00000000000523,-173.9999999999964,19.999999999997797,255.00000000000523,,-987.0000000000291
2020.02.03,-101.99999999999099,63.99999999999739,73.99999999999629,56.99999999999594,-128.00000000000588,-2.999999999997449,-57.00000000001815,-198.0000000000075,-69.9999999999923,86.99999999999264,-52.99999999999194,-50.00000000001137,29.999999999996696,-251.99999999999534,-65.00000000000395,-333.0000000000055,-131.00000000001444,-34.000000000006025,-194.0000000000053,-19.00000000000235,242.00000000000887,,-1135.0000000000605
2020.02.03,-60.99999999999994,5.999999999994898,59.99999999999339,59.000000000009045,-156.00000000000057,-26.000000000003798,-20.000000000020002,-198.0000000000075,-26.999999999999247,101.99999999999099,-29.999999999996696,-73.0000000000075,-55.000000000005045,-234.99999999999943,-42.999999999993044,-402.9999999999978,-85.00000000000173,-37.00000000000614,-241.00000000000233,-56.0000000000005,232.99999999999432,,-1286.0000000000587
2020.02.03,-81.9999999999932,28.000000000005798,63.99999999999739,32.999999999994145,-206.00000000000617,-65.00000000000395,-38.0000000000047,-203.00000000000296,-52.99999999999194,117.99999999999588,-24.999999999997247,-80.0000000000125,-8.000000000008,-251.99999999999534,-69.9999999999923,-529.999999999986,4.999999999988347,-99.99999999999432,-287.0000000000039,-86.0000000000083,245.0000000000063,,-1592.0000000000127
2020.02.03,-59.99999999999339,39.00000000001125,59.99999999999339,55.000000000005045,-211.00000000000563,-75.00000000000284,-28.000000000005798,-221.00000000000364,-37.99999999999359,159.9999999999935,-46.999999999997044,-63.0000000000166,3.999999999981796,-253.0000000000001,-42.999999999993044,-526.9999999999886,-25.00000000000835,-111.0000000000042,-311.00000000000574,-115.00000000000954,285.00000000000193,,-1525.0000000000414
2020.02.03,-52.99999999999194,48.000000000003595,45.000000000006146,42.999999999993044,-207.99999999999707,-65.99999999999939,-15.00000000000945,-229.00000000001342,-26.999999999999247,148.99999999999915,-56.99999999999594,-36.000000000001364,23.999999999979593,-253.0000000000001,-46.999999999997044,-546.000000000002,-38.0000000000047,-90.00000000000341,-307.0000000000017,-112.000000000001,282.9999999999888,,-1492.0000000000475
2020.02.03,-86.99999999999264,99.00000000000463,68.00000000000139,53.999999999998494,-206.00000000000617,-58.000000000002494,-57.00000000001815,-190.00000000001194,-58.99999999999794,125.99999999999278,-86.99999999999264,18.000000000000682,57.99999999998029,-237.99999999999955,-62.99999999999084,-536.0000000000032,-53.00000000001415,-90.99999999999397,-304.9999999999997,-102.00000000000209,279.99999999999136,,-1429.000000000056
2020.02.03,-197.99999999999818,130.99999999999224,60.99999999999994,26.999999999999247,-238.0000000000049,-58.000000000002494,-118.00000000001809,-201.00000000000762,-143.9999999999997,163.99999999999747,-96.99999999999153,-54.000000000002046,141.99999999999767,-275.99999999999625,-167.00000000000603,-705.9999999999844,22.999999999995246,-158.00000000000125,-329.00000000000153,-84.0000000000063,286.00000000000847,,-1994.0000000000298
2020.02.03,-268.99999999999704,181.9999999999933,140.99999999999113,2.999999999997449,-239.0000000000003,-60.99999999999994,-171.00000000001003,-209.00000000000318,-217.99999999999596,230.99999999999233,-97.9999999999981,-112.99999999999955,254.999999999983,-335.9999999999985,-239.99999999999577,-748.9999999999997,80.99999999999774,-180.99999999999739,-331.0000000000035,-83.00000000001084,309.99999999998806,,-2095.000000000067
2020.02.03,-192.99999999999872,201.00000000000674,123.99999999999079,9.000000000014552,-182.99999999999983,-21.999999999999797,-87.00000000001484,-189.00000000000716,-153.99999999999858,74.99999999999174,-169.99999999999238,3.9999999999906777,246.99999999999721,-268.99999999999125,-207.00000000000162,-628.0000000000064,-50.0000000000167,-120.00000000000455,-253.0000000000032,-42.0000000000087,221.99999999998886,,-1685.000000000063
2020.02.03,-278.00000000000045,299.00000000000483,150.99999999999002,55.000000000005045,-121.99999999999989,-0.999999999995449,-103.00000000000864,-167.0000000000016,-200.00000000000017,86.99999999999264,-220.99999999999343,230.99999999999454,286.99999999999284,-201.99999999999818,-283.99999999999534,-595.9999999999966,-36.999999999998145,-42.00000000000159,-209.00000000000364,-46.00000000000159,222.99999999999542,,-1175.0000000000193
