date,USDCHF,GBPUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,NZDJPY,AUDNZD,empty,sum
2020.01.20,58.99999999999794,4.000000000004,-32.999999999994145,3.999999999992898,13.00000000000745,22.999999999995246,21.000000000000796,17.999999999995797,-76.99999999999818,-36.999999999998145,14.000000000002899,6.000000000000227,-124.99999999999733,25.000000000005684,99.99999999998899,,15.000000000004107
2020.01.20,33.000000000005244,14.000000000002899,-28.999999999990145,-29.000000000001247,0.0,35.999999999991594,35.0000000000108,16.0000000000049,-60.000000000002274,-85.00000000000173,-45.99999999999049,12.000000000000455,-116.00000000000499,26.00000000001046,131.99999999999878,,-60.99999999996575
2020.01.20,67.00000000000594,22.999999999995246,-60.99999999999994,-65.99999999999939,-36.999999999998145,59.99999999999339,80.0000000000125,36.999999999998145,-125.0,-114.0000000000141,-133.99999999998968,-60.000000000002274,-104.99999999999955,91.99999999999875,170.00000000000347,,-172.99999999999562
2020.01.20,72.0000000000054,66.99999999999484,-53.999999999998494,-80.00000000000229,-74.99999999999174,92.99999999998754,86.00000000001273,44.99999999999504,-186.00000000000705,-165.00000000001512,-105.99999999998388,-100.99999999999909,-67.00000000001705,141.00000000000534,137.9999999999937,,-192.00000000002018
2020.01.20,36.0000000000027,83.9999999999952,-63.99999999999739,-65.99999999999939,-47.9999999999925,92.00000000000318,115.0000000000091,12.000000000000899,-195.0000000000216,-198.99999999999363,-36.999999999998145,-131.00000000000023,-202.00000000001327,100.99999999999909,158.99999999999804,,-343.00000000000796
2020.01.20,52.000000000007596,12.000000000012001,-89.99999999999008,-40.00000000000669,-37.99999999999359,58.99999999998684,93.00000000000352,12.000000000000899,-114.00000000000432,-140.0000000000068,-70.99999999999883,-73.0000000000075,-134.99999999999625,91.99999999999875,130.99999999999224,,-250.0000000000022
2020.01.20,19.999999999997797,46.0000000000127,-63.99999999999739,-76.0000000000094,-68.99999999999685,61.99999999998429,121.00000000000932,0.0,-135.00000000001933,-151.00000000001222,-120.99999999999334,-100.00000000000853,-113.00000000000753,120.00000000000455,137.9999999999937,,-322.00000000004223
2020.01.20,39.00000000000014,24.000000000001798,-72.99999999998974,-81.00000000000884,-73.99999999999629,78.00000000000028,115.0000000000091,10.999999999994348,-137.00000000000045,-133.00000000000534,-168.99999999999693,-115.99999999999966,-86.0000000000083,138.00000000000523,136.00000000000279,,-327.99999999999187
2020.01.20,43.999999999999595,22.999999999995246,-86.0000000000083,-89.00000000000574,-76.99999999999375,82.99999999998863,125.0,9.00000000000345,-153.00000000002,-151.00000000001222,-195.9999999999962,-132.000000000005,-92.00000000000318,150.00000000000568,151.9999999999966,,-390.00000000005525
2020.01.20,21.999999999999797,46.999999999997044,-76.99999999999375,-72.0000000000054,-47.9999999999925,66.99999999999484,135.00000000000512,-2.999999999997449,-159.9999999999966,-168.0000000000126,-105.99999999998388,-124.00000000000944,-174.00000000000747,108.00000000000409,167.9999999999904,,-385.0000000000078
2020.01.20,38.0000000000047,60.99999999999994,-66.00000000001049,-101.00000000000664,-83.9999999999952,96.99999999999153,118.00000000000921,12.000000000000899,-171.99999999999704,-170.00000000000347,-174.99999999999181,-137.00000000000045,-104.99999999999955,142.00000000001012,156.99999999998494,,-385.00000000000335
2020.01.20,75.9999999999983,52.000000000007596,-60.99999999999994,-98.0000000000092,-109.99999999999899,116.99999999998934,72.00000000000273,46.999999999997044,-170.00000000001592,-154.99999999999403,-170.99999999998784,-111.0000000000042,5.999999999994898,177.0000000000067,104.99999999999955,,-224.00000000001398
2020.01.20,69.00000000000794,43.00000000001525,-72.99999999998974,-96.00000000000719,-89.99999999999008,93.99999999999409,78.00000000000296,34.000000000000696,-149.0000000000009,-158.0000000000137,-185.99999999999727,-93.00000000000352,-36.0000000000138,151.00000000001046,131.99999999999878,,-279.999999999986
2020.01.20,38.0000000000047,24.000000000001798,-43.999999999999595,-101.00000000000664,-104.99999999999955,75.99999999998718,118.00000000000921,24.999999999997247,-140.00000000001478,-96.00000000000719,-225.99999999999287,-120.00000000000455,-19.00000000001345,174.0000000000066,120.99999999999334,,-275.0000000000385
2020.01.20,56.0000000000005,-26.999999999999247,-65.00000000000395,-92.00000000000318,-93.99999999999409,82.99999999998863,103.9999999999992,29.000000000001247,-91.00000000000819,-58.000000000002494,-273.9999999999965,-112.99999999999955,-31.000000000003247,163.0000000000109,126.99999999998823,,-283.00000000002177
2020.01.20,79.00000000000685,-45.99999999999049,-39.999999999995595,-123.00000000000644,-96.99999999999153,137.9999999999937,65.00000000001194,60.00000000000449,-55.00000000000682,0.0,-394.9999999999898,-129.0000000000049,-53.00000000001415,161.00000000000136,165.9999999999995,,-268.99999999998187
2020.01.20,67.00000000000594,-46.999999999997044,-12.999999999996348,-123.00000000000644,-100.00000000000009,147.99999999999258,72.00000000000273,68.00000000000139,-45.000000000015916,39.999999999995595,-387.99999999998835,-151.00000000001046,-85.00000000000173,160.0000000000108,156.99999999998494,,-240.00000000002234
2020.01.20,86.0000000000083,-34.000000000000696,11.999999999989797,-141.00000000000225,-126.99999999999933,170.99999999998784,53.00000000001148,90.99999999999665,-64.99999999999773,58.000000000002494,-419.9999999999982,-157.0000000000107,-19.999999999997797,195.0000000000074,140.99999999999113,,-157.00000000001154
2020.01.20,70.99999999999883,-123.99999999999079,5.000000000010552,-107.00000000000153,-85.99999999999719,137.9999999999937,67.00000000000728,80.00000000000229,37.99999999998249,157.99999999999147,-455.99999999998977,-132.000000000005,-95.00000000000064,146.0000000000008,156.99999999998494,,-140.00000000001256
2020.01.20,48.000000000003595,-219.99999999999798,-68.00000000000139,-34.000000000000696,-39.999999999995595,69.9999999999923,40.00000000000625,17.000000000000348,207.9999999999984,187.99999999998818,-388.9999999999949,-28.000000000005798,-151.9999999999966,58.9999999999975,119.99999999998678,,-181.00000000001958
2020.01.20,68.00000000000139,-205.99999999999508,-65.00000000000395,-33.000000000005244,-31.999999999998696,99.99999999998899,33.00000000000125,39.00000000000014,173.99999999997817,174.99999999999181,-372.9999999999789,-54.000000000002046,-180.0000000000024,61.99999999999761,127.99999999999478,,-164.00000000003217
2020.01.20,126.99999999999933,-249.99999999999466,-99.00000000000463,1.999999999990898,16.0000000000049,102.99999999998644,-15.999999999991132,58.000000000002494,204.99999999998408,195.9999999999962,-339.99999999998477,-5.000000000009663,-214.00000000000307,19.000000000005457,150.00000000000568,,-48.00000000001239
2020.01.20,114.00000000000298,-290.9999999999968,-87.99999999999919,42.999999999993044,50.0000000000056,48.99999999998794,19.000000000005457,61.999999999995396,225.9999999999991,256.99999999999613,-280.9999999999979,25.99999999999625,-229.00000000001253,-6.999999999990791,143.99999999998857,,93.99999999997326
2020.01.20,57.00000000000705,-146.00000000000168,-62.000000000006494,21.999999999999797,10.000000000010001,34.99999999998504,79.00000000000773,29.000000000001247,72.00000000000273,99.00000000000463,-130.99999999999224,-24.00000000000091,-204.00000000000418,34.000000000006025,110.99999999999443,,-18.999999999986812
2020.01.20,117.00000000000044,-154.99999999999403,-100.0000000000112,69.9999999999923,30.000000000007798,51.99999999998539,16.000000000005343,56.0000000000005,74.99999999998863,65.00000000000395,-15.999999999993797,21.000000000000796,-185.00000000001293,18.000000000000682,73.99999999999629,,137.99999999997016
2020.01.20,172.00000000000549,-134.99999999999625,-117.99999999999588,113.99999999999189,88.00000000001029,109.00000000000354,-43.99999999999693,87.99999999999919,43.99999999998272,19.999999999997797,136.00000000000279,21.99999999999136,-316.0000000000052,-43.99999999999693,93.99999999999409,,229.99999999998795
2020.01.20,118.00000000000699,-24.000000000001798,-79.00000000000685,71.99999999999429,14.000000000002899,76.99999999999375,23.000000000010346,68.99999999999685,-81.00000000001728,-73.00000000001194,180.0000000000024,-15.000000000000568,-182.0000000000155,40.00000000000625,43.999999999999595,,182.99999999995944
2020.01.20,151.00000000000114,-11.00000000000545,-76.0000000000094,73.99999999999629,34.000000000000696,100.99999999999554,-13.999999999995794,97.00000000000264,-99.00000000001796,-83.9999999999952,209.00000000001472,-3.0000000000001137,-212.00000000001216,20.000000000010232,70.99999999999883,,257.9999999999841
2020.01.20,152.00000000000767,-75.99999999998718,-75.00000000000284,96.99999999999153,68.00000000000139,100.99999999999554,-3.0000000000001137,97.00000000000264,-40.99999999999682,-7.0000000000014495,178.00000000001148,-12.000000000000455,-300.99999999999574,-12.000000000000455,92.00000000000318,,258.00000000002836
2020.01.20,131.00000000000333,-76.99999999999375,-117.00000000001154,105.99999999999498,110.00000000001009,62.99999999999084,10.000000000005116,56.0000000000005,-27.000000000015234,-58.000000000002494,197.00000000000273,16.999999999995907,-372.00000000001677,-63.00000000000239,144.99999999999514,,120.99999999995649
2020.01.20,124.00000000000189,2.999999999997449,-89.99999999999008,119.99999999999788,97.00000000000264,26.999999999999247,15.000000000000568,63.99999999999739,-112.00000000002319,-130.0000000000079,347.0000000000084,51.00000000000193,-304.00000000001535,-52.99999999999727,107.99999999999699,,266.9999999999706
2020.01.20,135.00000000000733,22.0000000000109,-36.999999999998145,118.99999999999133,89.00000000000574,60.99999999999994,2.0000000000095497,104.99999999999955,-133.00000000000978,-82.00000000000429,370.00000000000364,24.999999999991473,-312.00000000000114,-42.00000000000159,89.00000000000574,,411.0000000000103
2020.01.20,141.00000000000225,-7.0000000000014495,-42.0000000000087,108.99999999999244,95.00000000000064,68.99999999998573,0.0,107.99999999999699,-109.00000000000887,-53.999999999998494,304.9999999999997,21.99999999999136,-322.00000000000006,-45.99999999999227,114.99999999999844,,383.9999999999577
2020.01.20,136.99999999999824,-7.999999999985796,14.000000000002899,132.99999999999423,99.00000000000463,49.99999999999449,-9.999999999990905,134.0000000000008,-88.00000000002228,24.000000000001798,373.00000000000114,52.99999999999727,-312.00000000000114,-58.9999999999975,85.00000000000173,,624.9999999999997
2020.01.20,136.00000000000279,-96.99999999999153,39.999999999995595,96.99999999999153,138.00000000000477,62.99999999999084,-27.000000000001023,153.00000000000313,32.99999999998704,177.00000000000495,144.0000000000108,55.999999999997385,-439.0000000000116,-114.99999999999488,205.99999999999508,,564.999999999985
2020.01.20,192.00000000000327,-22.999999999995246,17.000000000000348,66.99999999999484,132.0000000000099,114.99999999999844,-94.99999999999886,178.99999999999582,-48.00000000000182,42.999999999993044,171.00000000001003,69.00000000000261,-409.0000000000149,-109.99999999999943,232.99999999999432,,532.9999999999923
2020.01.20,169.00000000000804,-4.000000000004,4.000000000004,46.999999999997044,102.00000000000209,95.00000000000064,-61.99999999999761,155.00000000000514,-74.00000000001228,1.999999999990898,141.00000000001333,55.999999999997385,-347.0000000000084,-72.00000000000273,221.99999999998886,,433.9999999999824
2020.01.20,142.00000000000878,-24.000000000001798,86.99999999999264,47.9999999999925,102.00000000000209,72.99999999998974,-16.999999999995907,182.00000000000438,-69.00000000001683,137.9999999999937,121.99999999999989,33.999999999991815,-356.00000000000074,-66.0000000000025,224.000000000002,,619.9999999999598
2020.01.20,143.9999999999997,2.999999999997449,127.00000000001043,7.9999999999968985,58.000000000002494,95.999999999985,-19.99999999999602,204.99999999999963,-97.00000000000841,157.99999999999147,42.0000000000087,12.000000000000455,-270.00000000001467,-12.999999999991019,212.99999999999653,,665.9999999999786
2020.01.20,158.99999999999804,9.000000000014552,92.00000000000318,30.999999999992145,65.00000000000395,82.00000000000429,-30.9999999999917,197.00000000000273,-117.00000000001864,100.99999999999554,110.00000000001009,31.999999999996476,-246.99999999999721,-15.999999999991132,182.99999999999983,,650.0000000000223
