date,USDCHF,USDJPY,USDCAD,AUDUSD,CADCHF,EURCAD,CADJPY,AUDJPY,NZDCAD,empty,sum
2016.08.01,1.0000000000065512,-162.9999999999967,54.99999999998284,63.00000000000195,-18.0000000000069,-143.00000000000423,-121.99999999999989,-78.99999999999352,60.00000000000449,,-346.0000000000054
2016.08.01,24.000000000001798,-30.000000000001137,104.99999999999955,43.00000000000415,-60.99999999999994,-307.00000000001285,-75.9999999999934,-6.000000000000227,129.00000000000134,,-179.0000000000007
2016.08.01,-64.99999999999284,200.00000000000284,151.9999999999966,43.999999999999595,8.999999999992347,-329.00000000000153,125.0,170.0000000000017,260.00000000000466,,566.0000000000034
2016.08.01,-80.99999999999774,259.9999999999909,258.99999999998704,58.99999999999794,-40.00000000000669,-350.00000000000585,106.00000000000875,233.0000000000041,221.99999999999997,,667.9999999999784
2016.08.01,-80.00000000000229,138.9999999999958,320.9999999999935,17.000000000000348,-70.99999999999883,-391.000000000008,-18.000000000000682,100.99999999999909,301.0000000000068,,318.99999999998573
2016.08.01,-73.99999999999629,117.999999999995,353.99999999998766,-36.0000000000027,-92.99999999999864,-407.0000000000018,-52.99999999999727,27.000000000001023,189.00000000000583,,24.999999999992752
2016.08.01,-49.99999999999449,245.9999999999951,256.99999999999613,27.999999999994696,-56.0000000000005,-340.00000000000693,103.9999999999992,189.00000000000716,200.00000000000017,,577.9999999999906
2016.08.01,-46.999999999997044,137.99999999999102,258.99999999998704,34.000000000000696,-64.0000000000085,-400.00000000000034,17.000000000010118,109.99999999999943,246.00000000000176,,292.99999999998414
2016.08.01,-63.00000000000195,381.9999999999908,257.99999999998045,-48.99999999999905,-38.0000000000047,-353.0000000000033,210.99999999999852,216.99999999999875,209.00000000000364,,773.9999999999632
2016.08.01,-64.99999999999284,320.99999999999795,221.99999999998886,38.0000000000047,-24.000000000001798,-321.0000000000157,180.99999999999739,262.00000000000045,370.9999999999991,,984.9999999999781
2016.08.01,-46.999999999997044,435.0000000000023,69.9999999999923,168.99999999999693,48.99999999999905,-199.00000000001583,358.0000000000041,478.9999999999992,426.9999999999996,,1740.9999999999804
2016.08.01,-39.999999999995595,362.99999999999955,134.99999999999625,168.00000000000148,9.999999999998899,-219.00000000001364,265.00000000000057,426.00000000000193,456.00000000000085,,1563.9999999999905
2016.08.01,-88.99999999999464,325.00000000000284,140.99999999999113,119.00000000000244,39.999999999995595,-173.00000000000094,233.0000000000041,346.00000000000364,424.9999999999976,,1367.0000000000018
2016.08.01,-12.000000000000899,283.9999999999918,95.00000000000064,146.99999999999713,8.999999999992347,-267.0000000000172,230.00000000000398,344.99999999999886,391.000000000008,,1221.9999999999745
2016.08.01,-24.999999999997247,191.99999999999307,104.99999999999955,182.99999999999983,15.999999999993797,-255.00000000000523,152.00000000000102,308.9999999999975,436.9999999999985,,1113.999999999981
2016.08.01,-8.999999999992347,158.99999999999181,57.99999999998029,210.99999999999451,30.999999999992145,-236.00000000001398,156.0000000000059,314.00000000000716,463.9999999999977,,1147.9999999999632
2016.08.01,-69.9999999999923,203.00000000000296,175.99999999999838,180.0000000000024,7.9999999999968985,-287.9999999999994,121.99999999999989,317.0000000000073,492.999999999999,,1141.000000000015
2016.08.01,-63.00000000000195,206.99999999999363,139.9999999999846,170.00000000000347,24.999999999997247,-219.00000000001364,145.00000000001023,310.0000000000023,436.9999999999985,,1151.9999999999745
2016.08.01,-115.99999999999389,274.0000000000009,198.99999999999363,119.99999999999788,31.999999999998696,-230.00000000001907,165.00000000000625,307.00000000000216,395.0000000000009,,1145.9999999999875
2016.08.01,-129.00000000000134,304.00000000000205,268.9999999999859,-7.0000000000014495,0.999999999995449,-280.0000000000136,144.00000000000546,201.00000000000762,197.00000000000273,,699.9999999999827
2016.08.01,-9.999999999998899,271.99999999999136,256.99999999999613,-21.999999999999797,-80.00000000000229,-316.0000000000052,131.00000000000023,162.9999999999967,218.00000000000708,,612.9999999999854
2016.08.01,-17.000000000000348,185.00000000000227,239.99999999999577,0.999999999995449,-70.0000000000034,-303.0000000000088,67.99999999999784,114.00000000000432,297.00000000000284,,514.9999999999859
2016.08.01,35.00000000000725,185.99999999999284,208.99999999999253,10.999999999994348,-89.00000000000574,-316.0000000000052,90.00000000000341,129.0000000000049,243.00000000000432,,497.9999999999887
2016.08.01,36.0000000000027,21.000000000000796,418.9999999999916,-126.0000000000039,-208.00000000000819,-381.0000000000091,-162.9999999999967,-131.00000000000023,263.0000000000021,,-270.00000000002086
2016.08.01,67.00000000000594,-14.000000000010004,421.99999999998903,-99.00000000000463,-234.00000000000088,-478.0000000000006,-188.0000000000024,-132.000000000005,329.00000000000153,,-327.000000000027
2016.08.01,92.00000000000318,-6.000000000000227,430.9999999999814,-66.99999999999484,-258.0000000000027,-606.0000000000176,-189.99999999999773,-93.99999999999409,396.00000000000745,,-302.0000000000152
2016.08.01,41.000000000002146,21.99999999999136,459.99999999999375,-161.99999999999548,-235.00000000000742,-504.0000000000156,-186.9999999999976,-171.99999999999704,258.0000000000027,,-479.00000000002314
2016.08.01,-12.999999999996348,-9.000000000000341,475.99999999998755,-156.99999999999602,-202.0000000000022,-506.0000000000064,-215.99999999999397,-189.99999999999773,296.0000000000074,,-520.9999999999981
2016.08.01,-25.999999999992696,78.00000000000296,586.999999999982,-248.99999999999923,-256.0000000000007,-561.0000000000115,-215.99999999999397,-218.00000000000352,226.99999999999943,,-634.0000000000172
2016.08.01,-5.999999999994898,24.999999999991473,432.9999999999945,-236.00000000000287,-185.00000000000182,-358.00000000001387,-168.99999999999693,-245.00000000000455,175.00000000000293,,-566.000000000026
2016.08.01,109.00000000000354,156.99999999999648,428.9999999999905,-236.99999999999832,-270.99999999999903,-490.0000000000126,-63.00000000000239,-144.99999999999602,134.0000000000008,,-377.0000000000171
2016.08.01,129.00000000000134,237.99999999999955,576.9999999999831,-265.0000000000041,-370.9999999999991,-634.0000000000013,-90.99999999999397,-114.99999999999488,165.00000000000404,,-367.0000000000053
2016.08.01,135.00000000000733,236.99999999999477,700.999999999996,-275.99999999999847,-443.0000000000045,-735.000000000019,-164.00000000000148,-126.00000000000477,324.00000000000205,,-347.00000000002797
2016.08.01,103.00000000000864,72.00000000000273,596.9999999999809,-251.00000000000122,-386.0000000000086,-651.0000000000016,-247.99999999999045,-225.9999999999991,221.00000000000452,,-769.0000000000041
2016.08.01,136.00000000000279,115.99999999999966,636.9999999999986,-258.9999999999981,-408.00000000000836,-763.0000000000026,-217.9999999999893,-198.99999999999807,368.00000000000165,,-589.9999999999936
2016.08.01,187.9999999999993,158.00000000000125,749.999999999984,-343.9999999999999,-512.0000000000014,-886.000000000009,-251.99999999999534,-256.0000000000002,365.0000000000042,,-789.0000000000172
2016.08.01,133.00000000000534,114.99999999999488,739.0000000000008,-326.9999999999995,-463.0000000000023,-942.0000000000206,-280.9999999999917,-268.0000000000007,443.99999999999994,,-850.0000000000136
