date,GBPUSD,AUDUSD,NZDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,CADJPY,AUDCAD,empty,sum
2016.10.31,-15.00000000000945,-34.99999999999615,9.999999999998899,-15.00000000000945,16.0000000000049,-26.999999999999247,-106.99999999999932,-63.000000000013046,-96.00000000000719,-13.999999999995794,-48.000000000003595,,-394.00000000002944
2016.10.31,-42.999999999993044,-83.9999999999952,-14.000000000002899,-76.0000000000094,2.999999999997449,-87.99999999999919,-112.99999999999955,-135.00000000001845,-251.00000000000122,15.000000000000568,-92.00000000000318,,-878.0000000000241
2016.10.31,-79.00000000000685,-20.999999999993246,15.999999999993797,-83.00000000001084,12.999999999996348,-97.00000000000264,-184.99999999998806,-84.0000000000174,-173.00000000000094,-48.00000000000182,-56.000000000011596,,-797.0000000000432
2016.10.31,-187.00000000000384,-15.999999999993797,36.999999999998145,-178.00000000001148,29.000000000001247,-153.00000000000313,-202.99999999998875,-213.00000000001873,-299.00000000000483,1.0000000000047748,-62.99999999999084,,-1245.0000000000114
2016.10.31,-43.999999999999595,-102.99999999999754,-151.00000000000114,-107.99999999999699,-124.00000000000189,-119.99999999999788,-378.0000000000001,-131.99999999999878,-299.00000000000483,-144.00000000000546,-112.000000000001,,-1715.000000000005
2016.10.31,11.00000000000545,-65.99999999999939,-153.00000000000313,-68.00000000000139,-109.99999999999899,-102.99999999999754,-250.99999999999056,-79.00000000000685,-147.99999999999258,-96.00000000000364,-46.999999999997044,,-1109.9999999999857
2016.10.31,-25.00000000000835,-64.99999999999284,-109.00000000000354,-107.00000000001265,-63.00000000000195,-137.9999999999937,-296.99999999999704,-99.00000000000463,-191.99999999999218,-111.0000000000042,-62.000000000006494,,-1268.0000000000175
2016.10.31,-42.0000000000087,4.999999999999449,-92.00000000000318,-117.99999999999588,-48.000000000003595,-151.00000000000114,-330.99999999998886,-107.00000000001265,-73.99999999999629,-126.00000000000477,18.999999999991246,,-1065.000000000024
2016.10.31,55.99999999998939,24.000000000001798,-129.00000000000134,-80.99999999999774,-55.000000000005045,-134.99999999999625,-321.9999999999885,27.999999999983594,100.0000000000112,-188.0000000000024,48.000000000003595,,-654.0000000000017
2016.10.31,42.0000000000087,60.99999999999994,-99.00000000000463,-60.000000000015596,-48.000000000003595,-142.99999999999312,-317.99999999999784,-8.000000000008,156.00000000000057,-170.0000000000017,103.00000000000864,,-484.0000000000066
2016.10.31,18.0000000000069,68.00000000000139,-125.00000000000844,-60.000000000015596,-82.99999999999974,-141.00000000000225,-305.9999999999974,32.999999999994145,140.0000000000068,-180.00000000000682,65.99999999998829,,-570.0000000000326
2016.10.31,-1.999999999990898,101.00000000000664,-63.00000000000195,-26.0000000000149,-53.00000000000304,-129.00000000000134,-257.99999999999557,17.999999999984695,187.00000000000384,-144.00000000000546,109.00000000000354,,-260.00000000001444
2016.10.31,-12.999999999996348,126.99999999999933,-29.000000000001247,-18.0000000000069,-29.000000000001247,-136.99999999999824,-274.9999999999915,51.000000000001044,225.99999999999287,-170.0000000000017,109.00000000000354,,-158.00000000000045
2016.10.31,-52.000000000007596,156.00000000000057,-47.00000000000814,-46.999999999997044,-53.999999999998494,-166.99999999999494,-360.99999999999,0.9999999999843467,236.99999999999832,-195.99999999999795,150.99999999999002,,-379.00000000002103
2016.10.31,-72.0000000000054,163.00000000000205,-42.0000000000087,-56.000000000011596,-56.0000000000005,-161.99999999999548,-327.99999999998875,-20.000000000020002,226.99999999999943,-171.99999999999704,153.00000000000313,,-365.0000000000229
2016.10.31,-35.00000000000725,156.00000000000057,-70.0000000000034,-43.999999999999595,-70.0000000000034,-148.99999999999915,-265.99999999999113,68.00000000000139,259.0000000000092,-174.0000000000066,123.00000000000644,,-201.9999999999929
2016.10.31,24.000000000001798,84.0000000000063,-100.00000000000009,-43.999999999999595,-63.99999999999739,-141.00000000000225,-308.9999999999975,76.99999999999375,185.99999999999727,-201.99999999999818,68.00000000000139,,-420.99999999999454
2016.10.31,63.99999999999739,85.00000000000173,-112.000000000001,-19.999999999997797,-68.00000000000139,-146.00000000000168,-250.99999999999056,108.99999999998133,246.00000000001288,-183.00000000000693,80.99999999999774,,-195.0000000000083
2016.10.31,100.99999999999554,80.00000000000229,-139.00000000000023,5.999999999994898,-90.0000000000012,-147.99999999999258,-326.9999999999982,64.99999999998174,276.00000000000955,-207.9999999999984,133.00000000000534,,-251.0000000000012
2016.10.31,80.99999999999774,155.00000000000514,-90.0000000000012,7.0000000000014495,-51.000000000001044,-127.99999999999478,-350.9999999999991,243.99999999999977,407.0000000000018,-308.00000000000693,107.99999999999699,,73.99999999999989
2016.10.31,31.999999999987594,155.00000000000514,-58.000000000002494,-124.99999999999733,26.000000000003798,-171.99999999999437,-457.9999999999984,391.9999999999924,341.00000000001353,-448.99999999999807,-26.999999999999247,,-342.99999999998755
2016.10.31,93.99999999999409,107.00000000000153,-81.00000000000884,-90.00000000001229,22.999999999995246,-186.99999999999272,-364.9999999999949,401.99999999999125,327.00000000001063,-393.0000000000007,-42.0000000000087,,-205.00000000002535
2016.10.31,43.999999999999595,87.00000000000374,-52.000000000007596,-106.00000000000608,27.999999999994696,-224.9999999999974,-382.99999999999557,343.99999999998875,215.99999999999397,-375.0,-79.00000000000685,,-501.00000000003274
2016.10.31,201.00000000000674,100.00000000000009,-64.0000000000085,107.99999999999699,-17.000000000000348,-93.99999999999409,-349.9999999999943,564.9999999999933,456.9999999999963,-459.0000000000032,-66.00000000001049,,380.9999999999825
2016.10.31,95.00000000000064,77.00000000000485,-70.99999999999883,9.999999999998899,-29.000000000001247,-170.99999999999892,-394.999999999996,401.99999999999125,259.9999999999936,-414.0000000000015,-86.0000000000083,,-322.00000000001563
2016.10.31,249.99999999999466,48.000000000003595,-91.00000000000774,103.99999999999298,-14.000000000002899,-53.00000000000304,-253.99999999999068,558.9999999999984,405.0000000000109,-402.000000000001,-90.99999999999665,,460.9999999999986
2016.10.31,326.0000000000041,41.000000000002146,-113.00000000000753,124.99999999999733,-0.999999999995449,-60.99999999999994,-231.99999999999932,630.9999999999816,483.99999999999557,-426.00000000000193,-86.99999999999264,,686.9999999999841
2016.10.31,174.00000000000747,87.00000000000374,-51.000000000001044,32.999999999994145,29.000000000001247,-146.00000000000168,-397.99999999999613,615.9999999999943,390.0000000000015,-518.0000000000007,-139.00000000000023,,77.00000000000261
2016.10.31,185.99999999999727,124.00000000000189,-76.0000000000094,86.99999999999264,-9.00000000000345,-178.00000000000037,-318.9999999999884,561.9999999999958,533.0000000000057,-436.9999999999976,-56.99999999999594,,415.999999999998
2016.10.31,302.0000000000023,102.00000000000209,-82.00000000000429,151.9999999999966,0.0,-100.99999999999554,-241.99999999999022,617.9999999999852,584.0000000000067,-423.0000000000018,-14.000000000002899,,895.999999999998
2016.10.31,292.9999999999877,80.00000000000229,-80.00000000000229,139.00000000000023,4.000000000004,-71.99999999999429,-248.99999999999523,484.9999999999799,530.0000000000082,-362.99999999999955,34.000000000000696,,800.9999999999916
2016.10.31,353.99999999998766,37.00000000000925,-121.00000000000443,112.99999999998533,12.999999999996348,-36.0000000000027,-153.99999999999636,486.999999999993,514.9999999999987,-307.00000000000216,24.000000000001798,,924.9999999999665
2016.10.31,310.9999999999946,20.0000000000089,-68.00000000000139,49.99999999999449,78.99999999999574,-102.99999999999754,-251.99999999999534,480.99999999999807,425.99999999999307,-361.99999999999477,-26.999999999999247,,554.9999999999966
2016.10.31,322.00000000000006,-28.999999999990145,-142.00000000000878,26.999999999999247,26.000000000003798,-117.99999999999588,-314.9999999999977,422.9999999999956,341.99999999999784,-371.9999999999999,-48.000000000003595,,116.0000000000005
2016.10.31,239.99999999999577,-6.999999999990347,-92.00000000000318,-58.000000000002494,78.99999999999574,-144.99999999999514,-411.9999999999919,247.99999999998158,280.0000000000136,-350.9999999999991,22.999999999995246,,-195.00000000000026
2016.10.31,-258.0000000000027,140.0000000000068,-40.00000000000669,-404.0000000000044,44.99999999999504,-366.9999999999951,-887.0000000000005,-260.0000000000158,-62.000000000006494,-394.999999999996,119.00000000000244,,-2369.000000000023
2016.10.31,-263.99999999999756,94.00000000000519,-119.00000000000244,-449.9999999999948,-14.000000000002899,-385.000000000002,-971.0000000000036,-226.99999999999943,-173.00000000000094,-468.0000000000035,28.000000000005798,,-2948.9999999999964
2016.10.31,-255.00000000000523,100.00000000000009,-109.00000000000354,-490.999999999997,24.000000000001798,-332.99999999999443,-890.9999999999911,-290.00000000001245,-147.99999999999258,-387.00000000000045,85.00000000000173,,-2694.999999999993
2016.10.31,-276.00000000000955,99.00000000000463,-81.00000000000884,-546.000000000002,73.99999999999629,-387.99999999999943,-788.9999999999873,-383.0,-178.99999999999582,-280.00000000000114,121.99999999999989,,-2627.0000000000036
2016.10.31,-401.99999999999125,107.00000000000153,-82.00000000000429,-714.999999999999,95.99999999999609,-468.00000000000176,-942.9999999999836,-497.0000000000141,-333.9999999999899,-314.00000000000716,97.9999999999981,,-3453.9999999999955
2016.10.31,-443.99999999999994,87.00000000000374,-86.0000000000083,-670.9999999999993,39.00000000000014,-431.0000000000036,-806.999999999988,-669.0000000000085,-425.99999999999307,-153.99999999999636,144.99999999999514,,-3416.9999999999986
2016.10.31,-571.0000000000103,47.00000000000814,-114.00000000000298,-893.0000000000105,73.99999999999629,-578.0000000000007,-1049.0000000000066,-921.0000000000163,-673.9999999999968,-176.00000000000193,143.00000000000423,,-4712.000000000037
2016.10.31,-496.00000000000756,80.00000000000229,-115.00000000000954,-700.0000000000117,0.0,-447.99999999999284,-924.999999999983,-762.0000000000182,-509.00000000000387,-180.99999999999739,151.9999999999966,,-3904.0000000000246
2016.10.31,-499.000000000005,91.00000000000774,-82.00000000000429,-714.0000000000147,39.999999999995595,-429.0000000000016,-900.999999999982,-702.0000000000026,-487.99999999999955,-194.00000000000261,126.0000000000039,,-3752.0000000000055
2016.10.31,-539.0000000000006,116.00000000000499,-84.0000000000063,-737.9999999999942,31.000000000003247,-436.9999999999985,-860.99999999999,-853.0000000000149,-483.99999999999557,-99.00000000000375,221.00000000000452,,-3726.999999999991
2016.10.31,-531.9999999999991,109.99999999999899,-92.00000000000318,-696.0000000000077,-12.999999999996348,-425.99999999999307,-864.9999999999807,-711.0000000000172,-472.00000000000574,-161.00000000000136,133.99999999998968,,-3724.000000000016
2016.10.31,-530.0000000000082,79.00000000000685,-108.00000000000809,-690.9999999999972,-14.000000000002899,-443.99999999999994,-868.9999999999998,-770.000000000004,-485.0000000000021,-140.00000000000057,114.99999999999844,,-3857.0000000000173
2016.10.31,-513.0000000000078,96.00000000000719,-91.00000000000774,-675.0000000000034,5.999999999994898,-442.9999999999934,-787.9999999999825,-736.0000000000033,-485.99999999998647,-96.9999999999942,137.00000000000932,,-3589.9999999999673
2016.11.01,-520.9999999999936,104.00000000000409,-76.0000000000094,-717.9999999999964,39.999999999995595,-490.999999999997,-840.0000000000034,-767.0000000000066,-465.0000000000043,-118.99999999999977,163.00000000000205,,-3690.000000000009
2016.11.01,-472.00000000000574,133.00000000000534,-78.00000000000028,-673.9999999999968,41.000000000002146,-448.9999999999994,-844.9999999999989,-680.0000000000139,-353.0000000000033,-164.00000000000148,192.99999999999872,,-3348.000000000013
2016.11.01,-479.99999999999153,58.000000000002494,-87.00000000000374,-679.0000000000074,29.999999999996696,-463.0000000000023,-873.9999999999952,-736.0000000000033,-534.9999999999966,-156.0000000000059,116.00000000000499,,-3806.000000000002
2016.11.01,-480.99999999999807,97.00000000000264,-38.0000000000047,-672.0000000000059,71.99999999999429,-461.99999999999574,-825.9999999999934,-781.0000000000094,-451.0000000000014,-106.99999999999932,200.00000000000017,,-3449.000000000011
2016.11.01,-373.00000000000114,89.00000000000574,-45.000000000006146,-544.0000000000111,53.999999999998494,-395.99999999999636,-635.9999999999957,-656.0000000000122,-327.99999999999494,-54.000000000002046,198.00000000000927,,-2691.0000000000064
2016.11.01,-306.00000000000625,23.00000000000635,-14.000000000002899,-493.0000000000101,88.99999999999464,-366.9999999999951,-571.9999999999885,-561.0000000000115,-356.00000000000074,-57.00000000000216,116.00000000000499,,-2498.0000000000114
2016.11.01,-405.0000000000109,106.00000000000608,95.00000000000064,-544.9999999999955,173.00000000000094,-414.9999999999987,-689.9999999999977,-575.0000000000144,-333.0000000000055,-121.99999999999989,147.99999999999258,,-2563.0000000000223
2016.11.01,-449.0000000000105,145.00000000000622,132.99999999999423,-629.0000000000128,239.0000000000003,-500.9999999999959,-799.0000000000066,-608.0000000000085,-306.00000000000625,-176.00000000000193,184.00000000000637,,-2767.0000000000355
2016.11.01,-446.9999999999974,224.000000000002,108.99999999999244,-605.9999999999955,199.00000000000472,-475.0000000000032,-766.9999999999959,-567.0000000000064,-140.0000000000068,-171.99999999999704,262.999999999991,,-2379.000000000012
2016.11.01,-466.00000000001086,234.00000000000088,107.99999999999699,-662.000000000007,217.99999999999596,-493.99999999999443,-804.000000000002,-600.0000000000006,-140.0000000000068,-177.99999999999727,283.99999999999534,,-2500.00000000003
2016.11.01,-429.99999999999704,193.00000000000983,39.00000000000014,-653.0000000000147,148.99999999999915,-490.00000000000153,-887.0000000000005,-598.0000000000097,-127.99999999999478,-228.9999999999992,255.00000000000523,,-2779.0000000000027
2016.11.01,-428.00000000000614,526.0000000000042,74.99999999999174,-682.0000000000048,219.99999999999798,-503.99999999999335,-826.9999999999982,-652.0000000000082,517.0000000000119,-170.0000000000017,736.0000000000033,,-1189.0000000000032
2016.11.01,-463.9999999999977,598.0000000000097,62.99999999999084,-663.0000000000135,178.00000000000037,-480.0000000000027,-771.9999999999914,-653.0000000000147,619.000000000014,-135.99999999999568,801.9999999999916,,-908.0000000000091
2016.11.01,-421.0000000000047,548.0000000000041,13.999999999991797,-648.0000000000041,143.9999999999997,-483.0000000000001,-826.9999999999982,-670.000000000015,567.0000000000064,-162.00000000000614,784.0000000000069,,-1154.000000000019
2016.11.01,-449.9999999999948,553.0000000000035,34.000000000000696,-653.0000000000147,151.00000000000114,-475.99999999999864,-798.0000000000018,-623.000000000018,546.000000000002,-164.00000000000148,736.9999999999877,,-1143.0000000000346
2016.11.01,-428.9999999999905,573.0000000000013,14.999999999998348,-621.0000000000049,124.99999999999733,-458.9999999999983,-789.999999999992,-603.0000000000202,609.9999999999994,-170.0000000000017,768.9999999999975,,-980.0000000000139
2016.11.01,-408.9999999999927,611.000000000006,46.999999999997044,-575.9999999999987,141.99999999999767,-412.00000000000125,-675.9999999999877,-510.00000000001046,722.0000000000005,-147.00000000000557,777.0000000000055,,-430.99999999999
2016.11.01,-327.99999999999494,587.9999999999997,37.99999999999359,-527.9999999999951,153.00000000000313,-397.99999999999835,-663.9999999999873,-436.9999999999985,781.0000000000094,-170.0000000000017,770.000000000004,,-194.999999999966
2016.11.01,-425.99999999999307,689.0000000000063,68.99999999999685,-527.9999999999951,126.99999999999933,-373.99999999999653,-883.9999999999861,-501.0000000000181,862.0000000000072,-275.0000000000057,865.0000000000047,,-375.99999999998033
2016.11.01,-686.9999999999932,716.0000000000056,126.99999999999933,-741.9999999999982,156.99999999999602,-495.000000000001,-1171.999999999997,-723.0000000000069,575.9999999999987,-346.9999999999942,821.000000000005,,-1768.999999999986
2016.11.01,-761.999999999996,755.0000000000057,201.99999999999108,-792.0000000000149,219.00000000000253,-522.9999999999957,-1427.9999999999973,-712.0000000000015,561.0000000000115,-507.99999999999557,801.9999999999916,,-2185.999999999998
