date,GBPUSD,AUDUSD,NZDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,CADJPY,AUDCAD,empty,sum
2016.11.01,-588.0000000000107,674.000000000008,115.99999999999389,-524.0000000000133,73.00000000000084,-400.00000000000034,-1219.9999999999989,-608.0000000000085,619.000000000014,-433.00000000000693,774.000000000008,,-1517.0000000000139
2016.11.01,-686.0000000000089,747.0000000000088,167.9999999999904,-470.9999999999992,55.000000000005045,-405.9999999999952,-1209.0000000000032,-703.0000000000092,676.0000000000099,-382.99999999999557,866.9999999999956,,-1345.0000000000014
2016.11.01,-551.9999999999969,713.0000000000081,144.99999999999514,-353.0000000000033,24.999999999997247,-320.9999999999935,-1034.9999999999966,-622.0000000000115,744.9999999999957,-314.00000000000716,868.000000000002,,-701.0000000000107
2016.11.01,-618.9999999999918,752.0000000000082,151.9999999999966,-337.0000000000095,-16.0000000000049,-317.0000000000006,-1213.9999999999986,-753.0000000000036,741.0000000000139,-358.0000000000041,940.9999999999918,,-1028.000000000003
2016.11.01,-537.0000000000097,753.0000000000036,154.99999999999403,-218.00000000000708,-34.99999999999615,-270.0000000000036,-1061.9999999999834,-435.0000000000076,846.9999999999977,-420.0000000000017,814.0000000000036,,-408.00000000001046
2016.11.01,-557.0000000000075,787.9999999999998,159.9999999999935,-141.99999999999767,-87.99999999999919,-217.99999999999596,-1042.0000000000016,-524.0000000000133,896.000000000008,-364.0000000000043,899.9999999999897,,-191.00000000002854
2016.11.01,-463.9999999999977,811.0000000000061,273.9999999999965,171.99999999999437,-104.00000000000409,12.999999999996348,-817.0000000000073,-335.00000000001864,1063.9999999999982,-317.0000000000073,892.9999999999883,,1189.999999999945
2016.11.01,-236.99999999999832,775.9999999999989,246.99999999999721,368.9999999999971,-119.00000000000244,87.00000000000374,-656.0000000000059,73.99999999999629,1288.0000000000002,-400.99999999999625,783.0000000000003,,2210.9999999999905
2016.11.01,-330.9999999999924,825.0000000000091,263.99999999999756,356.00000000000074,-146.99999999999713,65.99999999999939,-747.9999999999905,68.00000000000139,1262.0000000000075,-472.999999999999,764.0000000000091,,1906.000000000046
2016.11.01,-497.99999999999847,877.0000000000056,253.99999999999866,286.99999999999284,-214.00000000000307,-14.999999999998348,-840.0000000000034,-97.00000000001374,1157.9999999999923,-441.0000000000025,797.9999999999876,,1268.9999999999575
2016.11.01,-426.9999999999996,770.000000000004,140.99999999999113,350.00000000000585,-327.99999999999494,14.000000000002899,-770.9999999999866,-289.0000000000059,1059.00000000001,-292.0000000000016,835.000000000008,,1062.0000000000332
2016.11.01,-415.99999999999415,595.0000000000011,83.9999999999952,539.999999999985,-482.00000000000466,170.00000000000347,-436.9999999999976,-327.00000000001063,676.9999999999943,-87.99999999999386,632.9999999999947,,948.9999999999728
2016.11.01,-418.9999999999916,639.0000000000007,186.99999999999272,519.0000000000028,-368.00000000000165,146.00000000000168,-518.9999999999912,-329.00000000000153,763.0000000000026,-140.00000000000057,693.9999999999947,,1173.0000000000086
2016.11.01,-594.0000000000057,568.0000000000018,147.99999999999258,443.99999999999994,-463.9999999999977,79.00000000000685,-620.0000000000045,-639.0000000000118,387.000000000004,-52.00000000000671,645.0000000000067,,-98.00000000001467
2016.11.01,-323.0000000000066,620.0000000000094,164.99999999999292,739.0000000000008,-461.99999999999574,243.00000000000432,-360.99999999999,-42.0000000000087,855.0000000000058,-183.9999999999975,567.9999999999907,,1818.0000000000055
2016.11.01,-441.0000000000025,524.0000000000023,65.99999999999939,783.0000000000003,-655.0000000000056,216.0000000000051,-90.99999999999397,-436.9999999999985,503.000000000009,168.00000000000637,587.9999999999885,,1224.0000000000105
2016.11.01,-595.9999999999966,517.0000000000008,47.9999999999925,788.9999999999952,-766.9999999999955,151.00000000000114,-281.9999999999965,-466.00000000001086,276.9999999999939,72.99999999999329,469.0000000000083,,212.99999999998573
2016.11.01,-466.00000000001086,498.00000000000955,0.999999999995449,990.000000000002,-853.9999999999992,226.99999999999943,-204.9999999999983,-278.00000000000045,412.9999999999967,31.00000000000591,435.0000000000076,,792.0000000000078
2016.11.01,-496.99999999999187,470.00000000000375,-6.0000000000060005,1014.0000000000038,-892.9999999999993,223.00000000000654,-79.9999999999983,-337.0000000000095,309.0000000000037,132.99999999999557,405.9999999999952,,742.0000000000036
2016.11.01,-537.0000000000097,556.0000000000009,157.99999999999147,1131.9999999999998,-832.9999999999949,248.00000000000378,177.0000000000067,-416.00000000001637,439.99999999999596,329.9999999999983,537.9999999999941,,1792.99999999997
2016.11.01,-609.9999999999994,509.00000000000387,85.99999999999719,1051.9999999999864,-892.0000000000039,179.00000000000693,94.0000000000083,-543.0000000000045,243.99999999999977,337.99999999999386,495.000000000001,,951.9999999999894
2016.11.01,-446.9999999999974,513.0000000000078,141.99999999999767,1061.9999999999852,-749.9999999999951,258.9999999999981,109.00000000000887,-395.000000000012,473.0000000000123,275.99999999999625,546.000000000002,,1788.0000000000039
2016.11.01,-448.000000000004,536.0000000000032,198.99999999999363,1014.0000000000038,-668.9999999999974,218.00000000000708,146.0000000000008,-407.0000000000018,514.0000000000144,305.9999999999974,578.9999999999961,,1988.000000000013
2016.11.01,-519.0000000000028,553.999999999999,244.99999999999523,993.9999999999837,-648.9999999999995,204.00000000000418,57.00000000000216,-504.0000000000156,466.9999999999952,292.0000000000016,607.0000000000019,,1747.999999999965
2016.11.01,-544.9999999999955,547.0000000000086,244.99999999999523,966.9999999999845,-656.9999999999965,177.00000000000495,-60.99999999999284,-485.0000000000021,426.9999999999996,218.9999999999941,564.9999999999933,,1398.9999999999934
2016.11.01,-548.9999999999995,562.0000000000069,243.99999999999977,987.9999999999889,-668.9999999999974,161.00000000000003,6.000000000000227,-531.0000000000148,502.00000000000244,296.0000000000065,621.9999999999892,,1631.999999999982
2016.11.01,-558.9999999999984,584.0000000000067,488.999999999995,987.0000000000045,-434.000000000001,184.00000000000637,18.000000000000682,-480.00000000001376,514.0000000000144,274.0000000000009,631.0000000000038,,2208.000000000019
2016.11.02,-544.9999999999955,572.0000000000058,535.999999999992,998.9999999999943,-385.99999999999744,192.00000000000327,87.0000000000033,-461.0000000000003,459.99999999999375,296.0000000000065,577.9999999999897,,2327.9999999999955
2016.11.02,-524.9999999999977,567.0000000000064,476.9999999999941,1014.0000000000038,-431.99999999999903,194.0000000000053,145.00000000001023,-426.00000000001523,472.00000000000574,319.0000000000026,564.9999999999933,,2370.000000000009
2016.11.02,-514.9999999999987,524.0000000000023,491.99999999999244,1027.0000000000002,-419.9999999999982,201.00000000000674,133.00000000000978,-439.0000000000116,402.9999999999978,316.99999999999307,533.0000000000057,,2255.999999999999
2016.11.02,-490.999999999997,482.00000000000466,465.9999999999998,1034.999999999986,-438.00000000000506,221.00000000000452,70.00000000000739,-465.0000000000043,351.0000000000124,290.00000000000625,509.99999999998823,,2031.0000000000032
2016.11.02,-485.0000000000021,470.9999999999992,418.9999999999916,1055.9999999999902,-490.00000000000153,224.9999999999974,70.00000000000739,-455.0000000000054,344.99999999999534,287.00000000000614,492.9999999999879,,1935.9999999999663
2016.11.02,-513.9999999999923,495.000000000001,534.9999999999966,1042.9999999999939,-390.0000000000015,184.00000000000637,64.00000000000716,-443.99999999999994,336.00000000000296,274.0000000000009,493.99999999999443,,2077.0000000000095
2016.11.02,-374.0000000000077,387.99999999999943,539.999999999996,1187.999999999989,-390.0000000000015,261.0000000000001,368.0000000000092,-367.0000000000062,303.0000000000088,427.99999999999727,422.9999999999956,,2767.99999999998
2016.11.02,-380.00000000000256,299.00000000000483,539.999999999996,1329.0000000000025,-480.0000000000027,336.00000000000296,426.00000000000193,-348.9999999999993,110.00000000001009,450.9999999999934,279.99999999999136,,2561.9999999999986
2016.11.02,-459.99999999999375,258.0000000000027,511.9999999999902,1297.999999999999,-533.0000000000057,329.00000000000153,481.00000000000875,-503.000000000009,-85.00000000000173,557.0000000000022,259.0000000000092,,2113.000000000003
2016.11.02,-431.0000000000036,209.00000000000364,487.99999999999955,1295.0000000000018,-539.999999999996,340.00000000000693,590.0000000000034,-458.00000000000284,-150.00000000000568,599.0000000000038,187.99999999998818,,2129.999999999999
2016.11.02,-473.99999999999665,290.00000000000136,583.9999999999957,1275.0000000000039,-455.0000000000054,319.99999999999807,481.00000000000875,-503.000000000009,-35.999999999991594,557.9999999999927,286.99999999999284,,2326.9999999999905
2016.11.02,-513.9999999999923,318.00000000000716,605.9999999999955,1256.999999999997,-446.9999999999974,297.00000000000284,408.00000000000125,-531.0000000000148,-29.999999999996696,528.9999999999964,313.00000000000773,,2206.000000000007
2016.11.02,-520.9999999999936,282.99999999999994,645.999999999991,1242.999999999994,-404.99999999999983,297.9999999999983,431.0000000000116,-522.0000000000002,-109.00000000000354,534.9999999999966,253.99999999999866,,2132.999999999993
2016.11.02,-520.9999999999936,259.0000000000092,689.9999999999907,1273.9999999999973,-380.00000000000256,312.9999999999966,531.0000000000059,-534.0000000000123,-163.9999999999864,602.9999999999944,228.00000000000597,,2299.0000000000055
2016.11.02,-595.9999999999966,343.9999999999999,684.9999999999911,1194.9999999999905,-382.00000000000455,287.0000000000039,317.0000000000073,-573.0000000000013,-82.00000000000429,490.99999999999966,304.9999999999997,,1990.9999999999857
2016.11.02,-634.0000000000013,343.00000000000443,684.9999999999911,1113.9999999999927,-355.0000000000053,219.99999999999798,221.00000000000364,-682.0000000000048,-133.99999999998968,484.99999999999943,337.99999999999386,,1600.9999999999823
2016.11.02,-609.9999999999994,360.0000000000048,681.9999999999937,1089.999999999991,-334.00000000000097,224.9999999999974,294.00000000001114,-661.0000000000005,-65.00000000000395,518.0000000000007,370.00000000000364,,1868.9999999999977
2016.11.02,-493.99999999999443,385.000000000002,651.999999999997,1130.9999999999932,-312.9999999999966,280.9999999999979,341.0000000000082,-543.0000000000045,141.99999999999767,489.0000000000043,421.99999999998903,,2492.9999999999936
2016.11.02,-651.0000000000016,313.00000000000773,775.9999999999989,1235.9999999999927,-348.00000000000387,182.00000000000438,248.00000000000466,-729.0000000000018,-219.99999999999798,519.999999999996,312.00000000000114,,1639.0000000000002
2016.11.02,-819.9999999999985,384.00000000000654,795.0000000000013,1161.9999999999964,-387.000000000004,139.00000000000023,255.00000000000966,-672.0000000000059,-285.99999999998624,495.9999999999951,235.99999999999176,,1302.0000000000066
2016.11.02,-805.9999999999956,404.0000000000044,871.999999999995,1251.9999999999864,-356.9999999999962,287.9999999999994,399.0000000000009,-690.0000000000128,-238.0000000000049,596.9999999999942,279.99999999999136,,2000.9999999999623
2016.11.02,-821.000000000005,426.9999999999996,903.9999999999937,1150.999999999991,-270.99999999999903,212.00000000000108,246.00000000000932,-741.9999999999982,-198.99999999999363,527.000000000001,334.9999999999964,,1768.9999999999964
2016.11.02,-747.9999999999931,383.0,875.999999999999,1134.999999999997,-251.00000000000122,224.000000000002,367.00000000000443,-720.0000000000095,-197.00000000000273,591.9999999999987,326.9999999999884,,1987.999999999983
2016.11.02,-790.0000000000018,468.00000000000176,941.9999999999984,1109.0000000000043,-192.99999999999872,218.00000000000708,439.00000000000716,-737.0000000000099,-78.00000000000028,640.0000000000006,408.00000000000836,,2426.000000000017
2016.11.02,-740.0000000000073,495.000000000001,964.9999999999936,1079.999999999992,-122.99999999999534,212.99999999999653,545.0000000000017,-822.0000000000116,45.000000000006146,742.999999999995,540.9999999999915,,2941.999999999963
2016.11.02,-895.0000000000014,548.0000000000041,1028.9999999999911,988.9999999999955,-104.00000000000409,155.00000000000514,496.0000000000093,-928.0000000000177,-55.000000000005045,763.0000000000052,544.9999999999955,,2542.999999999978
2016.11.02,-1099.0000000000055,604.0000000000045,1197.999999999999,929.9999999999864,-17.000000000000348,31.000000000003247,304.00000000000205,-1097.0000000000146,-194.0000000000053,727.9999999999944,558.9999999999984,,1946.9999999999625
2016.11.02,-1293.9999999999952,730.0000000000084,1255.9999999999905,809.9999999999997,0.999999999995449,-15.999999999993797,250.0,-1158.0000000000146,-192.99999999999872,724.0000000000038,601.000000000007,,1711.0000000000023
2016.11.02,-1503.9999999999943,726.0000000000044,1332.9999999999952,504.9999999999999,132.99999999999423,-222.99999999999542,204.00000000000773,-1461.0000000000011,-473.99999999999665,837.0000000000033,608.9999999999928,,685.0000000000102
