date,GBPUSD,AUDUSD,NZDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,CADJPY,AUDCAD,empty,sum
2016.10.31,-49.00000000001015,-64.99999999999284,-23.00000000000635,-36.0000000000138,-34.99999999999615,-29.000000000001247,-128.0000000000001,-89.00000000000574,-170.00000000000347,-57.00000000000216,-96.99999999999153,,-778.0000000000234
2016.10.31,-76.99999999999375,-96.99999999999153,-16.0000000000049,-104.99999999999955,-14.000000000002899,-104.99999999999955,-198.99999999999807,-175.00000000001404,-309.0000000000037,-42.00000000000159,-102.00000000000209,,-1241.0000000000116
2016.10.31,-100.0000000000112,-90.0000000000012,-16.0000000000049,-120.00000000000898,2.000000000002,-114.99999999999844,-198.99999999999807,-136.00000000000279,-278.00000000000045,-55.00000000000682,-119.00000000000244,,-1226.0000000000334
2016.10.31,-275.000000000003,-34.000000000000696,2.999999999997449,-253.99999999999866,10.999999999994348,-204.99999999999963,-328.9999999999935,-283.000000000011,-397.0000000000029,-69.00000000000261,-86.99999999999264,,-1919.0000000000127
2016.10.31,-188.00000000001037,-140.99999999999113,-209.00000000000364,-185.00000000001293,-158.99999999999804,-175.99999999999838,-378.0000000000001,-214.00000000000307,-392.9999999999989,-144.99999999999602,-156.00000000000057,,-2344.000000000013
2016.10.31,-51.000000000001044,-131.99999999999878,-174.00000000000747,-121.99999999999989,-153.00000000000313,-144.99999999999514,-493.9999999999998,-187.00000000000384,-353.99999999998766,-224.99999999999432,-167.00000000000603,,-2203.999999999997
2016.10.31,-39.00000000001125,-93.99999999999409,-169.00000000000804,-127.00000000001043,-119.99999999999788,-144.99999999999514,-316.99999999999307,-148.00000000001478,-209.9999999999991,-123.00000000000466,-76.0000000000094,,-1568.0000000000375
2016.10.31,-127.00000000001043,-65.99999999999939,-113.00000000000753,-171.99999999999437,-73.00000000000084,-181.9999999999933,-393.99999999999125,-192.00000000001438,-205.99999999999508,-147.99999999999613,-58.000000000002494,,-1731.0000000000052
2016.10.31,-43.999999999999595,-36.999999999998145,-139.00000000000023,-124.99999999999733,-75.00000000000284,-166.99999999999494,-337.99999999999386,-135.00000000001845,-78.00000000000028,-188.0000000000024,-5.999999999994898,,-1332.0000000000032
2016.10.31,0.0,1.0000000000065512,-153.00000000000313,-95.00000000000064,-99.00000000000463,-159.9999999999935,-388.9999999999958,-84.0000000000174,39.999999999995595,-188.0000000000024,43.999999999999595,,-1083.000000000016
2016.10.31,1.0000000000065512,34.000000000000696,-141.00000000000225,-77.00000000001594,-102.00000000000209,-159.9999999999935,-387.999999999991,-29.00000000001235,113.00000000000753,-251.99999999999534,62.99999999999084,,-938.0000000000069
2016.10.31,-12.000000000012001,65.99999999999939,-125.00000000000844,-78.00000000000028,-78.99999999999574,-153.99999999999858,-326.9999999999982,-9.000000000014552,127.99999999999478,-188.0000000000024,62.99999999999084,,-715.0000000000452
2016.10.31,-59.99999999999339,95.00000000000064,-70.99999999999883,-72.0000000000054,-58.000000000002494,-164.99999999999292,-350.9999999999991,-17.000000000000348,144.0000000000108,-206.99999999999363,78.00000000000028,,-683.9999999999743
2016.10.31,-66.00000000001049,113.00000000000753,-57.00000000000705,-68.00000000000139,-58.99999999999794,-182.99999999999983,-381.9999999999908,-20.000000000020002,150.00000000000568,-204.9999999999983,86.99999999999264,,-690.00000000002
2016.10.31,-96.99999999999153,134.0000000000008,-64.0000000000085,-78.00000000000028,-73.99999999999629,-175.00000000000293,-382.99999999999557,-51.000000000001044,188.9999999999947,-218.00000000000352,123.00000000000644,,-693.9999999999977
2016.10.31,-93.00000000000975,142.00000000000878,-79.00000000000685,-93.00000000000975,-75.00000000000284,-182.99999999999983,-346.9999999999942,-17.000000000000348,192.00000000001438,-192.99999999999784,113.00000000000753,,-632.9999999999908
2016.10.31,-39.00000000001125,80.00000000000229,-109.00000000000354,-53.999999999998494,-89.00000000000574,-153.99999999999858,-308.9999999999975,44.99999999998394,175.99999999999838,-207.9999999999984,68.00000000000139,,-593.0000000000275
2016.10.31,9.999999999998899,84.0000000000063,-112.000000000001,-73.00000000001194,-70.0000000000034,-156.00000000000057,-340.999999999994,61.99999999998429,168.0000000000126,-233.99999999999466,59.99999999999339,,-602.00000000001
