date,USDCHF,USDCAD,EURCHF,CHFJPY,GBPAUD,empty,sum
2016.01.25,0.0,-86.0000000000083,-110.00000000001009,-163.0000000000109,0.0,,-359.00000000002933
2016.01.25,123.99999999999079,-78.00000000000028,-121.99999999999989,-133.00000000000978,34.000000000000696,,-175.00000000001847
2016.01.25,65.99999999998829,-46.0000000000127,-117.99999999999588,-178.00000000001148,-59.99999999999339,,-336.0000000000252
2016.01.25,113.00000000000753,-60.99999999999994,-123.99999999999079,-106.00000000000875,-78.99999999998464,,-256.9999999999766
2016.01.25,58.99999999998684,-114.0000000000141,-136.00000000000279,-36.000000000001364,19.000000000035655,,-207.99999999999574
2016.01.25,36.999999999998145,-87.99999999999919,-48.000000000003595,-86.00000000001273,234.00000000002308,,49.00000000000571
2016.01.25,19.999999999997797,38.99999999998904,-60.99999999999994,-89.00000000001285,548.9999999999995,,457.9999999999736
2016.01.25,-103.99999999999298,73.99999999999629,-69.00000000000794,-306.0000000000116,754.0000000000102,,348.999999999994
2016.01.25,-56.99999999999594,-106.00000000000608,-17.000000000000348,-410.0000000000108,557.0000000000075,,-33.000000000005684
2016.01.25,-83.9999999999952,-113.00000000000753,-55.000000000005045,-385.0000000000051,480.0000000000359,,-156.99999999997704
2016.01.25,-70.99999999999883,-148.99999999999915,-86.0000000000083,-439.00000000000716,371.0000000000324,,-373.999999999981
2016.01.25,-95.00000000000064,-153.00000000000313,-60.99999999999994,-426.00000000000193,474.00000000004104,,-260.99999999996464
2016.01.25,-90.99999999999665,-124.99999999999733,-59.99999999999339,-359.99999999999943,224.000000000002,,-411.9999999999848
2016.01.25,-104.99999999999955,-124.00000000001299,-51.000000000001044,-410.0000000000108,-16.999999999978144,,-707.0000000000025
2016.01.25,-104.99999999999955,-139.00000000000023,-45.99999999999049,-409.000000000006,83.00000000001084,,-615.9999999999856
2016.01.25,-147.99999999999258,-121.99999999999989,-58.000000000002494,-374.00000000000944,168.0000000000348,,-533.9999999999696
2016.01.25,-134.00000000001188,-73.99999999999629,-63.99999999999739,-481.00000000000875,251.00000000000122,,-502.0000000000131
2016.01.25,-107.00000000001265,-93.00000000000975,-63.99999999999739,-459.0000000000032,152.0000000000188,,-571.0000000000042
2016.01.25,-82.00000000000429,38.99999999998904,-124.99999999999733,-347.0000000000084,249.00000000003251,,-265.9999999999884
2016.01.25,-151.00000000001222,329.99999999998585,-113.99999999999189,-270.00000000001023,539.0000000000227,,333.99999999999426
2016.01.25,-141.99999999999767,414.9999999999876,-231.0000000000034,-192.00000000000728,498.00000000002063,,347.9999999999999
2016.01.25,-156.00000000000057,519.9999999999872,-200.00000000000017,-97.00000000000841,779.0000000000408,,846.0000000000189
2016.01.25,-236.99999999999832,481.99999999998244,-136.00000000000279,-154.00000000001057,418.00000000002944,,373.0000000000002
2016.01.25,-194.0000000000053,427.99999999998397,-107.99999999999699,-165.00000000000625,556.0000000000009,,516.9999999999764
2016.01.25,-124.00000000001299,394.9999999999898,-119.00000000000244,-82.00000000000784,357.0000000000295,,426.999999999996
2016.01.25,-99.00000000000463,388.9999999999949,-177.00000000000495,-76.00000000000762,376.00000000002075,,412.9999999999984
2016.01.25,-32.999999999994145,437.99999999998283,-208.99999999999253,4.9999999999954525,344.0000000000332,,545.0000000000248
2016.01.25,-46.999999999997044,465.99999999998863,-198.00000000000927,-21.000000000000796,215.00000000003183,,415.00000000001336
2016.01.25,-29.00000000001235,359.99999999998255,-205.99999999999508,-26.00000000001046,363.00000000002444,,461.9999999999891
2016.01.25,18.999999999991246,241.00000000000233,-236.99999999999832,-76.00000000000762,417.0000000000229,,364.0000000000106
2016.01.25,-107.00000000001265,214.00000000000307,-238.0000000000049,-83.00000000001262,534.0000000000344,,320.0000000000074
2016.01.25,-170.00000000000347,371.99999999999454,-262.00000000000665,-140.00000000000057,578.0000000000118,,377.9999999999957
2016.01.25,-208.00000000000819,479.99999999999153,-243.99999999999977,-231.00000000000875,677.0000000000387,,474.0000000000135
2016.01.25,-241.00000000000233,383.0,-225.99999999999287,-224.00000000000375,663.0000000000358,,355.00000000003683
2016.01.25,-171.99999999999437,215.99999999999397,-339.0000000000004,-312.0000000000118,638.0000000000052,,30.99999999999261
2016.01.25,-22.0000000000109,499.9999999999893,-441.0000000000025,-90.00000000000341,840.0000000000407,,787.0000000000132
