date,GBPUSD,USDJPY,AUDUSD,GBPAUD,EURAUD,EURNZD,NZDJPY,AUDCAD,empty,sum
2017.01.09,-107.99999999999699,-109.00000000000887,-29.000000000001247,-138.0000000000159,-60.99999999999994,-231.0000000000034,-34.99999999999659,-81.9999999999932,,-793.0000000000161
2017.01.09,-75.00000000000284,-183.00000000000693,-36.0000000000027,-140.0000000000068,-155.00000000001623,-236.99999999999832,-16.999999999995907,-134.0000000000008,,-977.0000000000306
2017.01.09,-212.00000000001216,-236.0000000000042,5.999999999994898,-169.00000000001913,-106.00000000000608,-222.99999999999542,34.99999999999659,-204.99999999999963,,-1110.000000000045
2017.01.09,-190.00000000000128,-222.0000000000084,78.99999999999574,17.999999999984695,78.00000000000028,-130.99999999999224,85.00000000000796,-245.99999999999068,,-529.0000000000039
2017.01.09,-107.00000000001265,-323.0000000000075,169.99999999999238,217.99999999998488,221.99999999998886,-133.00000000000534,70.00000000000739,-303.9999999999932,,-187.00000000004513
2017.01.09,-127.00000000001043,-346.00000000000364,158.99999999999804,230.9999999999812,287.9999999999994,-117.00000000001154,147.99999999999613,-288.9999999999948,,-53.000000000045674
2017.01.09,-197.00000000000273,-319.0000000000026,221.99999999999997,254.999999999983,234.99999999998522,-127.00000000001043,156.99999999999648,-291.99999999999227,,-66.00000000004334
2017.01.09,-218.00000000000708,-297.00000000001125,251.00000000000122,305.9999999999841,269.9999999999925,-167.00000000000603,195.99999999999795,-302.9999999999977,,37.99999999995373
2017.01.09,-202.00000000001327,-265.00000000000057,303.9999999999932,369.99999999998147,326.9999999999884,-110.00000000001009,221.00000000000364,-367.99999999999056,,276.99999999995214
2017.01.09,-148.99999999999915,-323.0000000000075,290.00000000000136,495.99999999998533,402.9999999999978,-42.999999999993044,248.00000000000466,-396.9999999999918,,524.9999999999976
2017.01.09,-68.00000000000139,-350.0000000000085,283.99999999999534,554.9999999999944,427.99999999998397,-65.00000000000395,234.99999999999943,-427.99999999999505,,590.9999999999643
2017.01.09,17.999999999984695,-440.00000000001194,192.99999999999872,461.0000000000003,304.9999999999997,-187.00000000000384,195.99999999999795,-397.99999999999835,,147.9999999999672
2017.01.09,26.999999999999247,-487.000000000009,179.99999999999127,474.999999999981,304.9999999999997,-307.00000000001285,156.99999999999648,-356.00000000000074,,-6.000000000054797
