date,GBPUSD,USDJPY,AUDUSD,GBPAUD,EURAUD,EURNZD,NZDJPY,AUDCAD,empty,sum
2017.01.09,-53.00000000001415,-93.00000000000352,6.999999999990347,-43.00000000001525,-40.0000000000178,-140.0000000000068,7.000000000005002,-56.0000000000005,,-411.0000000000627
2017.01.09,-53.999999999998494,-172.00000000001125,4.999999999999449,-95.00000000000064,-104.99999999999955,-177.00000000000495,60.000000000002274,-41.9999999999976,,-580.0000000000108
2017.01.09,-80.00000000001339,-201.99999999999818,78.00000000000028,22.999999999995246,78.99999999998464,-107.99999999999699,108.99999999999466,-147.99999999999258,,-249.00000000002635
2017.01.09,-86.0000000000083,-152.00000000000102,207.99999999999707,315.99999999998295,317.9999999999961,11.999999999989797,147.00000000000557,-234.99999999999633,,527.9999999999658
2017.01.09,-86.0000000000083,-317.0000000000073,205.99999999999508,329.99999999998585,380.00000000000256,-56.000000000011596,183.9999999999975,-223.99999999999088,,416.99999999996294
2017.01.09,-123.00000000000644,-184.0000000000117,270.99999999999903,400.9999999999847,361.9999999999957,-80.00000000001339,162.00000000000614,-279.99999999999136,,528.9999999999627
2017.01.09,-121.99999999999989,-294.00000000001114,254.99999999999412,365.99999999999966,320.9999999999935,-76.0000000000094,242.999999999995,-254.99999999999412,,437.9999999999677
2017.01.09,-195.9999999999962,-222.0000000000084,313.99999999999204,396.9999999999807,347.9999999999928,-99.00000000000463,233.0000000000041,-295.0000000000008,,479.9999999999595
2017.01.09,-147.00000000000824,-246.9999999999999,331.999999999999,504.9999999999999,417.0000000000007,-12.000000000012001,280.00000000000114,-339.0000000000004,,788.99999999998
2017.01.09,-36.999999999998145,-313.0000000000024,290.9999999999968,562.9999999999802,432.9999999999945,-4.000000000004,275.99999999999625,-359.99999999999363,,848.9999999999695
2017.01.09,24.999999999986144,-314.00000000000716,283.99999999999534,630.9999999999816,431.99999999998795,-63.000000000013046,234.99999999999943,-396.9999999999918,,832.9999999999384
2017.01.09,35.999999999991594,-387.00000000000045,208.99999999999253,473.99999999999665,305.9999999999841,-182.99999999999983,207.00000000000784,-313.99999999999204,,347.99999999998045
2017.01.09,95.00000000000064,-440.00000000001194,184.99999999999073,499.9999999999893,322.00000000000006,-253.99999999999866,171.00000000000648,-302.9999999999977,,275.99999999997897
2017.01.09,181.9999999999933,-496.9999999999999,178.00000000000037,603.9999999999824,293.99999999999426,-208.00000000000819,242.999999999995,-295.0000000000008,,500.99999999995646
