date,EURUSD,AUDJPY,NZDCAD,empty,sum
2017.10.17,-212.00000000001216,-152.00000000000102,-541.0000000000026,,-905.0000000000158
2017.10.17,-253.99999999999866,-129.99999999999545,-560.0000000000049,,-943.999999999999
2017.10.17,-279.00000000000705,-161.00000000000136,-597.9999999999985,,-1038.0000000000068
2017.10.17,-304.9999999999997,-188.99999999999295,-605.0,,-1098.9999999999927
2017.10.17,-371.00000000001023,-338.99999999999864,-469.0000000000083,,-1179.0000000000173
2017.10.17,-361.9999999999957,-310.0000000000023,-417.0000000000007,,-1088.9999999999986
2017.10.17,-343.00000000000443,-220.99999999998943,-429.0000000000016,,-992.9999999999955
2017.10.17,-320.00000000000915,-192.99999999999784,-460.00000000000483,,-973.0000000000118
2017.10.17,-344.99999999999534,-186.9999999999976,-385.000000000002,,-916.999999999995
2017.10.17,-350.00000000000585,-176.00000000000193,-379.0000000000071,,-905.0000000000148
2017.10.17,-344.99999999999534,-158.00000000000125,-340.00000000000693,,-843.0000000000035
2017.10.17,-365.99999999999966,-159.9999999999966,-356.00000000000074,,-881.999999999997
2017.10.17,-455.0000000000054,-143.00000000000068,-399.0000000000049,,-997.000000000011
2017.10.17,-556.0000000000009,-218.9999999999941,-443.99999999999994,,-1218.999999999995
2017.10.17,-557.9999999999918,-224.99999999999432,-438.00000000000506,,-1220.9999999999911
2017.10.17,-571.0000000000103,-144.99999999999602,-491.0000000000081,,-1207.0000000000146
2017.10.17,-486.00000000000864,-89.9999999999892,-578.0000000000007,,-1153.9999999999986
2017.10.17,-422.9999999999956,-33.999999999991815,-600.0000000000006,,-1056.999999999988
2017.10.17,-485.0000000000021,-36.99999999999193,-592.0000000000036,,-1113.9999999999977
2017.10.17,-577.0000000000052,-55.999999999997385,-597.0000000000031,,-1230.0000000000057
2017.10.17,-568.9999999999973,-67.99999999999784,-599.0000000000051,,-1236.0000000000002
2017.10.17,-574.9999999999922,-141.9999999999959,-613.000000000008,,-1329.999999999996
2017.10.17,-524.9999999999977,-141.9999999999959,-597.9999999999985,,-1264.9999999999923
2017.10.17,-561.0000000000115,-158.00000000000125,-668.0000000000019,,-1387.0000000000146
2017.10.17,-564.000000000009,-149.0000000000009,-629.0000000000018,,-1342.0000000000118
2017.10.17,-547.999999999993,-152.9999999999916,-617.0000000000009,,-1317.9999999999854
2017.10.17,-605.9999999999955,-134.9999999999909,-533.0000000000057,,-1273.999999999992
2017.10.17,-663.0000000000135,-101.99999999998965,-409.0000000000038,,-1174.000000000007
2017.10.17,-692.0000000000038,-168.99999999999693,-433.0000000000056,,-1294.0000000000064
2017.10.17,-758.9999999999985,-201.99999999999818,-455.0000000000054,,-1416.000000000002
2017.10.17,-707.9999999999975,-322.9999999999933,-572.0000000000058,,-1602.9999999999968
2017.10.17,-658.0000000000031,-177.99999999999727,-592.0000000000036,,-1428.000000000004
2017.10.17,-604.0000000000045,-170.99999999999227,-613.000000000008,,-1388.0000000000048
2017.10.17,-624.0000000000023,-167.99999999999216,-639.0000000000007,,-1430.999999999995
2017.10.17,-672.0000000000059,-141.9999999999959,-600.0000000000006,,-1414.0000000000023
2017.10.17,-676.0000000000099,-132.99999999999557,-523.0000000000068,,-1332.0000000000123
2017.10.17,-612.0000000000125,-134.00000000000034,-491.0000000000081,,-1237.000000000021
2017.10.17,-503.000000000009,-134.00000000000034,-495.000000000001,,-1132.0000000000105
2017.10.17,-431.0000000000036,-137.99999999999102,-481.0000000000092,,-1050.0000000000036
2017.10.17,-449.9999999999948,-118.99999999999977,-468.00000000000176,,-1036.9999999999964
2017.10.17,-445.0000000000065,-107.99999999998988,-392.00000000000347,,-944.9999999999998
2017.10.17,-459.0000000000094,-118.99999999999977,-358.0000000000028,,-936.0000000000118
2017.10.17,-463.0000000000134,-126.99999999999534,-356.00000000000074,,-946.0000000000095
2017.10.18,-475.0000000000032,-149.0000000000009,-369.0000000000082,,-993.0000000000123
2017.10.18,-473.0000000000123,-137.00000000000045,-384.00000000000654,,-994.0000000000193
2017.10.18,-482.00000000000466,-150.99999999999625,-360.0000000000048,,-993.0000000000057
2017.10.18,-452.00000000000796,-164.00000000000148,-338.00000000000495,,-954.0000000000143
2017.10.18,-439.0000000000116,-170.0000000000017,-317.0000000000006,,-926.0000000000139
2017.10.18,-434.000000000001,-109.99999999999943,-270.0000000000036,,-814.0000000000041
2017.10.18,-419.9999999999982,-84.99999999999375,-226.00000000000398,,-730.9999999999959
2017.10.18,-414.00000000000324,-140.00000000000057,-175.99999999999838,,-730.0000000000023
2017.10.18,-448.000000000004,-137.99999999999102,-123.00000000000644,,-709.0000000000015
2017.10.18,-446.9999999999974,-100.99999999999909,-158.0000000000026,,-705.9999999999991
2017.10.18,-429.00000000001273,-66.99999999999307,-118.00000000000699,,-614.0000000000127
2017.10.18,-405.9999999999952,-60.000000000002274,-141.00000000000225,,-606.9999999999998
2017.10.18,-432.0000000000102,-48.00000000000182,-119.00000000000244,,-599.0000000000144
2017.10.18,-432.0000000000102,-9.999999999990905,-99.00000000000463,,-541.0000000000057
2017.10.18,-455.0000000000054,-39.00000000000148,-74.00000000000739,,-568.0000000000143
2017.10.18,-496.99999999999187,-52.99999999999727,-33.000000000005244,,-582.9999999999943
2017.10.18,-533.0000000000057,-51.00000000000193,-50.0000000000056,,-634.0000000000132
2017.10.18,-509.00000000000387,-71.99999999998852,-52.000000000007596,,-633.0
2017.10.18,-502.00000000000244,-48.99999999999238,-55.000000000005045,,-605.9999999999998
2017.10.18,-585.0000000000133,16.000000000005343,17.999999999995797,,-551.0000000000122
2017.10.18,-641.0000000000027,-45.000000000001705,15.999999999993797,,-670.0000000000107
2017.10.18,-520.0000000000093,-42.00000000000159,25.999999999992696,,-536.0000000000182
2017.10.18,-554.00000000001,-15.000000000000568,118.99999999999133,,-450.0000000000192
2017.10.18,-679.0000000000074,5.000000000009663,140.99999999999113,,-533.0000000000066
2017.10.18,-819.9999999999985,-12.999999999991019,161.99999999999548,,-670.9999999999941
2017.10.18,-727.0000000000109,32.00000000001069,154.99999999999403,,-540.0000000000061
2017.10.18,-705.0000000000001,47.000000000011255,102.99999999999754,,-554.9999999999914
2017.10.18,-645.0000000000067,117.00000000000443,117.00000000000044,,-411.0000000000018
2017.10.18,-646.0000000000132,128.0000000000001,117.00000000000044,,-401.0000000000126
2017.10.18,-669.9999999999928,171.00000000000648,109.99999999999899,,-388.9999999999874
2017.10.18,-685.0000000000023,160.0000000000108,109.99999999999899,,-414.9999999999925
2017.10.18,-557.9999999999918,203.00000000000296,186.99999999999272,,-167.99999999999613
2017.10.18,-506.0000000000064,269.00000000000546,152.99999999999204,,-84.00000000000892
2017.10.18,-490.0000000000126,221.00000000000364,123.99999999999079,,-145.0000000000182
2017.10.18,-523.0000000000068,249.00000000000944,223.99999999999088,,-50.00000000000651
2017.10.18,-453.99999999999886,332.9999999999984,237.99999999999378,,116.99999999999332
2017.10.18,-434.000000000001,307.00000000000216,351.99999999999676,,224.9999999999979
2017.10.18,-452.99999999999227,317.99999999999784,336.9999999999984,,202.00000000000398
2017.10.18,-385.99999999999744,383.0000000000098,285.9999999999974,,283.0000000000097
2017.10.18,-259.0000000000092,385.0000000000051,227.99999999999488,,353.9999999999908
2017.10.18,-278.00000000000045,391.00000000000534,218.99999999999142,,331.9999999999963
2017.10.18,-285.00000000000193,393.0000000000007,282.99999999999994,,390.9999999999987
2017.10.18,-273.9999999999965,422.00000000001125,326.9999999999995,,475.00000000001427
2017.10.18,-140.0000000000068,456.00000000000307,342.9999999999933,,658.9999999999895
2017.10.18,-150.00000000000568,437.0000000000118,335.99999999999187,,622.999999999998
2017.10.18,-188.9999999999947,445.0000000000074,303.9999999999932,,560.0000000000059
2017.10.18,-198.00000000000927,466.0000000000082,285.9999999999974,,553.9999999999964
2017.10.18,-258.0000000000027,471.00000000000364,261.99999999999557,,474.99999999999653
2017.10.19,-256.99999999999613,468.0000000000035,258.9999999999981,,470.0000000000055
2017.10.19,-238.0000000000049,475.0000000000085,253.99999999999866,,491.0000000000023
2017.10.19,-205.00000000001074,499.00000000000944,187.9999999999993,,481.99999999999795
2017.10.19,-197.00000000000273,526.0000000000105,212.99999999999653,,542.0000000000043
2017.10.19,-173.00000000000094,542.0000000000016,203.99999999999307,,572.9999999999937
2017.10.19,-191.99999999999218,493.9999999999998,207.00000000000162,,509.0000000000092
2017.10.19,-190.00000000000128,430.0000000000068,192.99999999999872,,433.00000000000426
2017.10.19,-89.00000000000574,478.9999999999992,149.99999999999457,,539.9999999999881
2017.10.19,-86.0000000000083,632.000000000005,208.99999999999253,,754.9999999999892
2017.10.19,-93.99999999999409,615.9999999999997,300.99999999999574,,823.0000000000014
2017.10.19,-154.99999999999403,555.0000000000068,379.9999999999915,,780.0000000000043
2017.10.19,-164.99999999999292,558.0000000000069,261.99999999999557,,655.0000000000095
2017.10.19,-171.00000000001003,537.0000000000061,461.99999999999574,,827.9999999999918
2017.10.19,-141.99999999999767,523.0000000000103,261.99999999999557,,643.0000000000082
2017.10.19,-127.00000000001043,472.999999999999,581.9999999999936,,927.9999999999822
2017.10.19,-110.99999999999443,550.0000000000114,423.9999999999911,,863.000000000008
2017.10.19,-131.99999999999878,581.0000000000031,762.9999999999915,,1211.999999999996
2017.10.19,-174.00000000000747,554.000000000002,785.9999999999978,,1165.9999999999923
2017.10.19,-147.99999999999258,579.0000000000077,1217.9999999999968,,1649.0000000000118
2017.10.19,-126.0000000000039,761.0000000000099,1364.999999999994,,2000.0
2017.10.19,-26.999999999999247,661.0000000000014,1580.999999999999,,2215.0000000000014
2017.10.19,-72.0000000000054,570.0000000000074,1524.9999999999986,,2023.0000000000007
2017.10.19,-439.0000000000116,263.00000000000523,1507.9999999999982,,1331.9999999999918
2017.10.19,-356.00000000000074,329.00000000000773,1533.999999999991,,1506.999999999998
2017.10.19,-99.00000000000463,398.00000000001035,1778.9999999999973,,2078.0000000000027
2017.10.19,-114.99999999999844,466.99999999999875,1745.999999999992,,2097.9999999999923
2017.10.19,-28.000000000005798,350.9999999999991,1671.9999999999957,,1994.999999999989
2017.10.19,100.99999999999554,370.00000000000455,1744.9999999999966,,2215.999999999997
2017.10.19,102.00000000000209,312.0000000000118,1824.9999999999989,,2239.0000000000127
2017.10.19,116.99999999998934,352.00000000000387,1856.9999999999975,,2325.999999999991
2017.10.19,197.99999999998707,305.0000000000068,1815.9999999999955,,2318.999999999989
2017.10.19,140.99999999999113,300.00000000001137,1746.9999999999986,,2188.000000000001
2017.10.19,148.99999999999915,343.0000000000035,1838.9999999999907,,2330.999999999993
2017.10.19,218.00000000000708,319.0000000000026,1772.9999999999914,,2310.000000000001
2017.10.19,302.0000000000023,290.00000000000625,1696.999999999993,,2289.0000000000014
2017.10.19,283.99999999999534,378.0000000000001,1711.9999999999914,,2373.999999999987
2017.10.19,302.0000000000023,480.000000000004,1808.9999999999939,,2591.0
2017.10.19,292.00000000000335,505.00000000000966,1739.999999999997,,2537.00000000001
2017.10.19,226.99999999999943,490.99999999999966,1745.999999999992,,2463.999999999991
2017.10.19,180.99999999998673,487.000000000009,1793.0000000000002,,2460.999999999996
2017.10.19,156.00000000000057,493.9999999999998,1858.9999999999995,,2509.0
2017.10.19,194.99999999998963,456.00000000000307,1849.9999999999961,,2500.999999999989
2017.10.19,177.00000000000495,435.0000000000023,1805.0000000000011,,2417.000000000008
2017.10.19,150.00000000000568,435.0000000000023,1817.9999999999975,,2403.0000000000055
2017.10.19,140.99999999999113,437.0000000000118,506.9999999999908,,1084.9999999999936
2017.10.19,160.99999999998892,365.99999999999966,1803.9999999999945,,2330.999999999983
2017.10.19,256.99999999999613,472.0000000000084,1705.9999999999964,,2435.000000000001
2017.10.19,377.0000000000051,486.0000000000042,1683.9999999999966,,2547.000000000006
2017.10.20,331.999999999999,453.00000000000296,1618.9999999999927,,2403.9999999999945
2017.10.20,296.9999999999917,507.000000000005,1662.9999999999923,,2466.999999999989
2017.10.20,336.00000000000296,529.0000000000106,1644.000000000001,,2509.0000000000146
2017.10.20,329.00000000000153,549.0000000000066,1706.9999999999918,,2585.0
2017.10.20,340.00000000000693,526.0000000000105,1725.9999999999943,,2592.000000000012
2017.10.20,329.00000000000153,546.0000000000065,1688.9999999999961,,2564.000000000004
2017.10.20,346.9999999999862,553.0000000000115,1697.9999999999995,,2597.9999999999973
2017.10.20,316.0000000000052,544.0000000000111,1937.9999999999952,,2798.000000000012
2017.10.20,333.0000000000055,555.0000000000068,1985.9999999999989,,2874.000000000011
2017.10.20,104.99999999999955,591.0000000000082,2088.000000000001,,2784.0000000000086
2017.10.20,-46.999999999997044,573.0000000000075,2093.999999999996,,2620.0000000000064
2017.10.20,-46.999999999997044,524.0000000000009,2059.999999999995,,2536.999999999999
2017.10.20,-41.000000000002146,572.0000000000027,2015.9999999999957,,2546.9999999999964
2017.10.20,19.999999999997797,617.0000000000044,1971.999999999996,,2608.999999999998
2017.10.20,45.000000000006146,640.0000000000006,1944.0000000000014,,2629.000000000008
2017.10.20,28.000000000005798,652.000000000001,1944.0000000000014,,2624.000000000008
2017.10.20,-39.999999999995595,629.0000000000049,1981.9999999999948,,2571.000000000004
2017.10.20,-79.00000000000685,648.0000000000103,1896.9999999999932,,2465.999999999997
2017.10.20,-76.99999999999375,634.0000000000003,1915.9999999999955,,2473.000000000002
2017.10.20,-8.000000000008,659.000000000006,1955.9999999999911,,2606.999999999989
2017.10.20,-215.00000000000963,721.0000000000036,2020.999999999995,,2526.999999999989
2017.10.20,-173.00000000000094,765.0000000000006,1983.0000000000014,,2575.000000000001
2017.10.20,-134.00000000001188,769.0000000000055,2049.9999999999964,,2684.99999999999
2017.10.20,-112.000000000001,734.9999999999994,2027.000000000001,,2649.999999999999
2017.10.20,-161.00000000001114,721.0000000000036,2052.9999999999936,,2612.9999999999864
2017.10.20,-103.00000000000864,715.0000000000034,2027.9999999999964,,2639.999999999991
2017.10.20,-97.9999999999981,790.0000000000063,2181.999999999995,,2874.000000000003
2017.10.20,-120.99999999999334,733.0000000000041,2215.999999999996,,2828.000000000007
2017.10.20,-72.0000000000054,664.0000000000015,2134.999999999998,,2726.9999999999945
2017.10.20,-1.0000000000065512,682.0000000000022,1998.9999999999952,,2679.999999999991
2017.10.20,5.999999999994898,684.0000000000117,1971.999999999996,,2662.0000000000027
2017.10.20,-110.00000000001009,623.0000000000047,1554.9999999999952,,2067.99999999999
2017.10.20,-161.00000000001114,615.0000000000091,1566.0000000000007,,2019.9999999999986
2017.10.20,-262.00000000000665,615.9999999999997,1649.0000000000005,,2002.9999999999934
2017.10.20,-310.9999999999946,545.0000000000017,1576.999999999995,,1811.000000000002
2017.10.20,-261.0000000000001,532.0000000000107,1611.9999999999911,,1883.0000000000018
2017.10.20,-287.9999999999994,522.0000000000056,1584.999999999992,,1818.9999999999982
2017.10.20,-496.99999999999187,521.0000000000008,1620.9999999999948,,1645.0000000000036
2017.10.20,-432.0000000000102,475.9999999999991,1489.9999999999914,,1533.9999999999802
2017.10.20,-378.999999999996,526.0000000000105,1535.999999999993,,1683.0000000000073
2017.10.20,-320.9999999999935,555.0000000000068,1557.9999999999927,,1792.000000000006
2017.10.20,-312.00000000000114,562.0000000000118,1545.9999999999918,,1796.0000000000025
2017.10.20,-412.00000000001234,597.0000000000084,1512.9999999999977,,1697.9999999999939
2017.10.20,-354.0000000000099,562.0000000000118,1483.9999999999964,,1691.9999999999982
2017.10.20,-364.00000000000875,559.0000000000117,1489.9999999999914,,1684.9999999999943
2017.10.20,-398.9999999999938,526.0000000000105,1525.999999999994,,1653.0000000000107
2017.10.20,-456.9999999999963,561.000000000007,1517.0000000000016,,1621.0000000000123
2017.10.20,-364.9999999999931,484.99999999999943,1481.9999999999945,,1602.000000000001
