date,USDCHF,GBPUSD,USDCAD,CHFJPY,AUDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURAUD,AUDCAD,empty,sum
2021.06.07,-112.99999999999643,-58.000000000002494,-46.0000000000127,-200.00000000000284,-314.99999999999864,-62.000000000006494,-275.0000000000057,-203.00000000000296,-127.99999999999478,-4.000000000004,-163.00000000000205,,-1567.000000000029
2021.06.07,-61.999999999995396,-48.000000000003595,-41.000000000002146,-97.99999999999898,-273.9999999999965,-53.999999999998494,-212.99999999999386,-93.99999999999409,-126.0000000000039,38.0000000000047,-146.99999999999713,,-1118.9999999999793
2021.06.07,-48.99999999999905,28.000000000005798,-107.00000000001265,13.999999999995794,-290.9999999999968,-58.99999999999794,-135.99999999999568,-49.000000000006594,-207.00000000000162,58.000000000002494,-180.0000000000024,,-978.0000000000086
2021.06.07,-58.99999999999794,18.999999999991246,-104.99999999999955,164.00000000000148,-268.0000000000016,-60.00000000000449,56.000000000011596,50.00000000001137,-201.99999999999108,192.99999999999872,-153.99999999999858,,-365.99999999997885
2021.06.07,-60.00000000000449,38.0000000000047,-97.9999999999981,167.0000000000016,-280.00000000000244,-55.000000000005045,87.99999999999386,74.99999999998863,-208.99999999999253,192.99999999999872,-153.00000000000313,,-294.0000000000183
2021.06.07,-58.000000000002494,65.99999999998829,-97.00000000001374,197.9999999999933,-287.9999999999994,-53.00000000000304,127.00000000000955,104.99999999998977,-212.00000000001216,191.99999999999218,-170.00000000000347,,-190.0000000000612
2021.06.07,-68.99999999999685,69.9999999999923,-102.00000000000209,147.00000000000557,-319.0000000000026,-68.00000000000139,94.99999999999886,60.000000000002274,-242.99999999999324,119.00000000000244,-221.00000000000452,,-530.9999999999993
2021.06.07,-51.99999999999649,73.99999999999629,-131.00000000001444,108.99999999999466,-278.9999999999959,-67.00000000000594,56.000000000011596,24.00000000000091,-283.000000000011,184.99999999999073,-195.00000000000074,,-559.0000000000304
2021.06.07,-73.99999999999629,2.999999999997449,-141.00000000001333,132.000000000005,-280.9999999999979,-91.00000000000774,56.000000000011596,39.00000000001569,-266.0000000000107,212.00000000001216,-180.0000000000024,,-590.9999999999864
2021.06.07,-90.99999999999665,-109.00000000000354,-242.00000000000887,135.99999999999568,-287.0000000000039,-131.99999999999878,-87.99999999999386,28.999999999996362,-333.0000000000055,167.00000000000603,-216.0000000000051,,-1166.0000000000182
2021.06.07,-73.00000000000084,-146.00000000000168,-253.00000000001432,99.00000000000375,-248.00000000000378,-160.00000000000458,-161.00000000000136,-20.000000000010232,-360.0000000000048,236.99999999999832,-221.00000000000452,,-1306.0000000000439
2021.06.07,-73.00000000000084,-144.99999999999514,-209.9999999999991,141.9999999999959,-248.00000000000378,-168.00000000000148,-115.0000000000091,32.00000000001069,-336.00000000000296,249.99999999999466,-202.9999999999976,,-1074.0000000000089
2021.06.07,-77.00000000000485,-133.00000000000534,-202.00000000001327,144.00000000000546,-251.99999999999667,-168.00000000000148,-115.0000000000091,58.9999999999975,-351.99999999999676,261.0000000000001,-192.99999999999872,,-1028.0000000000232
2021.06.07,-41.9999999999976,-114.99999999999844,-194.0000000000053,173.99999999999238,-234.99999999999633,-174.00000000000747,-120.00000000000455,67.00000000000728,-356.00000000000074,290.9999999999968,-200.00000000000017,,-904.0000000000141
2021.06.07,-51.000000000001044,-144.0000000000108,-185.99999999999727,132.99999999999557,-231.99999999999886,-192.99999999999872,-156.0000000000059,28.999999999996362,-337.99999999999386,282.0000000000045,-177.00000000000495,,-1033.000000000015
2021.06.07,-31.000000000003247,-82.00000000000429,-143.00000000000423,16.000000000005343,-268.99999999999704,-169.00000000000804,-289.99999999999204,-96.00000000000364,-312.00000000000114,208.00000000000819,-219.99999999999798,,-1387.9999999999982
2021.06.07,-55.000000000005045,-120.99999999999334,-188.00000000001037,49.99999999999716,-253.99999999999866,-168.00000000000148,-265.0000000000148,-67.00000000000728,-317.0000000000117,225.99999999999287,-214.00000000000307,,-1373.0000000000555
2021.06.07,-97.00000000000264,-202.00000000001327,-267.0000000000172,48.99999999999238,-246.99999999999721,-168.00000000000148,-263.00000000000523,-68.9999999999884,-351.0000000000124,252.0000000000078,-212.00000000000108,,-1575.0000000000389
2021.06.07,-114.00000000000298,-351.0000000000124,-306.00000000000625,-18.000000000000682,-265.99999999999955,-236.99999999999832,-491.9999999999902,-157.0000000000107,-357.00000000000733,192.99999999999872,-258.0000000000027,,-2363.0000000000327
2021.06.07,-217.99999999999596,-419.0000000000138,-334.00000000001205,-85.00000000000796,-355.0000000000053,-270.99999999999903,-491.9999999999902,-135.99999999999568,-360.0000000000048,121.99999999999989,-275.000000000003,,-2823.0000000000277
2021.06.07,-224.9999999999974,-380.00000000000256,-375.0000000000142,-76.00000000000762,-336.9999999999984,-214.00000000000307,-394.00000000000546,-134.9999999999909,-360.0000000000048,79.99999999999119,-290.00000000000136,,-2706.0000000000346
2021.06.07,-95.00000000000064,-232.00000000000998,-292.00000000000335,10.99999999999568,-334.00000000000097,-236.00000000000287,-403.99999999999636,-91.00000000000819,-398.00000000000944,68.00000000000139,-348.00000000000387,,-2351.000000000039
2021.06.07,-121.00000000000443,-316.0000000000052,-287.000000000015,-46.00000000000648,-365.99999999999966,-240.00000000000688,-474.9999999999943,-181.99999999998795,-407.0000000000018,-28.000000000005798,-363.99999999999767,,-2832.0000000000255
2021.06.07,-144.99999999999514,-354.9999999999942,-297.0000000000139,-73.0000000000075,-402.00000000000233,-253.99999999999866,-500.0,-207.9999999999984,-356.00000000000074,-104.99999999999955,-402.00000000000233,,-3097.0000000000127
2021.06.07,-156.99999999999602,-228.00000000000597,-273.9999999999965,-102.00000000000387,-395.0000000000009,-172.00000000000549,-408.00000000001546,-203.00000000000296,-320.00000000000915,-79.00000000000685,-382.00000000000455,,-2720.0000000000477
2021.06.07,-114.00000000000298,-177.00000000000495,-236.00000000001398,-51.00000000000193,-387.000000000004,-170.00000000000347,-346.00000000000364,-175.00000000001137,-287.9999999999994,-69.00000000000794,-362.00000000000676,,-2375.0000000000605
2021.06.07,-99.00000000000463,-239.00000000001143,-161.00000000001114,-46.999999999997044,-395.99999999999636,-165.00000000000404,-414.0000000000157,-187.99999999998818,-229.00000000001253,-107.99999999999699,-331.0000000000035,,-2377.0000000000414
2021.06.07,-136.99999999999824,-272.00000000000557,-168.0000000000126,-57.00000000000216,-395.99999999999636,-160.00000000000458,-420.99999999999227,-216.00000000000819,-130.0000000000079,-127.99999999999478,-302.9999999999977,,-2388.0000000000205
2021.06.07,-88.99999999999464,-53.999999999998494,-104.99999999999955,-49.000000000006594,-414.9999999999987,-58.99999999999794,-240.0000000000091,-213.99999999999864,-116.00000000000499,-184.00000000000637,-316.0000000000052,,-1841.0000000000202
2021.06.07,-31.000000000003247,85.99999999998609,-69.00000000000794,-93.00000000000352,-412.00000000000125,-58.99999999999794,-280.00000000000114,-276.00000000001046,-191.99999999999218,-191.99999999999218,-338.00000000000495,,-1856.000000000029
2021.06.07,-53.00000000000304,133.00000000000534,-131.00000000001444,-108.00000000000409,-439.99999999999596,-4.000000000004,-189.99999999999773,-283.9999999999918,-253.99999999999866,-236.99999999999832,-436.9999999999985,,-2005.0000000000014
2021.06.07,-56.0000000000005,181.9999999999933,-239.00000000001143,-150.00000000000568,-472.00000000000574,7.0000000000014495,-197.00000000000273,-287.00000000000614,-378.999999999996,-266.999999999995,-524.9999999999977,,-2383.000000000026
2021.06.07,-92.00000000000318,173.00000000000094,-240.00000000001796,-195.0000000000074,-500.00000000000045,-50.0000000000056,-300.9999999999877,-319.9999999999932,-434.000000000001,-289.0000000000059,-539.0000000000006,,-2787.000000000022
2021.06.07,14.999999999998348,123.99999999999079,-253.00000000001432,-97.00000000000841,-392.9999999999989,-119.00000000000244,-337.99999999999386,-282.0000000000107,-483.99999999999557,-150.99999999999002,-524.9999999999977,,-2503.0000000000227
2021.06.07,39.00000000000014,92.00000000000318,-144.0000000000108,-73.0000000000075,-351.99999999999676,-130.0000000000079,-355.99999999999454,-216.00000000000819,-432.9999999999945,-11.00000000000545,-399.0000000000049,,-1983.0000000000273
