date,USDCHF,EURUSD,EURGBP,EURJPY,EURCAD,empty,sum
2015.03.23,335.99999999999187,231.0000000000034,85.00000000000173,120.00000000000455,-123.00000000000644,,648.999999999995
2015.03.23,314.99999999999864,279.00000000000705,114.99999999999844,138.00000000000523,13.999999999980695,,860.99999999999
2015.03.23,356.00000000000074,421.0000000000047,170.99999999999892,246.00000000000932,123.99999999999079,,1318.0000000000045
2015.03.23,312.9999999999966,422.00000000001125,125.99999999999278,318.00000000001205,98.99999999998244,,1277.9999999999952
2015.03.23,329.999999999997,551.9999999999969,168.99999999999693,515.0000000000148,261.9999999999845,,1827.9999999999902
2015.03.23,386.9999999999929,557.9999999999918,200.00000000000017,588.0000000000223,290.9999999999968,,2024.000000000004
2015.03.23,400.9999999999958,634.0000000000013,204.99999999999963,604.0000000000134,325.99999999998187,,2169.999999999992
2015.03.23,390.0000000000015,598.0000000000097,224.000000000002,544.0000000000111,322.00000000000006,,2078.0000000000246
2015.03.23,471.99999999999466,795.0000000000124,276.9999999999939,707.000000000022,443.99999999999994,,2695.0000000000227
2015.03.23,502.9999999999979,798.9999999999942,265.99999999999955,718.0000000000177,447.99999999998175,,2733.999999999991
2015.03.23,483.0000000000001,659.0000000000095,219.99999999999798,634.0000000000146,395.99999999999636,,2392.000000000018
2015.03.23,365.99999999999966,585.9999999999976,209.9999999999991,536.0000000000014,422.9999999999956,,2120.999999999993
2015.03.23,323.99999999999096,479.0000000000072,176.99999999999383,582.000000000022,476.9999999999941,,2039.0000000000082
2015.03.23,325.99999999999295,506.0000000000064,203.99999999999307,563.0000000000166,491.99999999998136,,2090.99999999999
2015.03.23,301.9999999999912,540.0000000000072,176.99999999999383,552.0000000000209,470.9999999999992,,2042.0000000000123
2015.03.23,273.9999999999965,516.0000000000053,164.99999999999292,564.0000000000214,417.0000000000007,,1936.0000000000168
2015.03.23,351.99999999999676,580.0000000000027,158.99999999999804,615.0000000000091,435.9999999999919,,2141.9999999999986
