date,USDCHF,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.03.15,-53.00000000000304,-6.000000000017103,-60.000000000002274,-54.999999999993946,-218.00000000000708,-78.00000000000028,-28.000000000005798,-95.00000000000064,-100.00000000000009,-169.00000000001114,-251.99999999998556,-151.00000000001046,0.0,-246.99999999999721,-103.9999999999992,-85.99999999999852,-83.9999999999952,-77.00000000000485,,-1863.0000000000323
2021.03.15,-78.99999999999574,-36.999999999998145,-85.99999999999852,-17.999999999995797,-269.9999999999925,-75.00000000000284,46.999999999997044,-100.00000000000009,-102.99999999999754,-215.0000000000034,-261.9999999999845,-130.00000000002387,0.0,-242.00000000000887,-102.00000000000387,-96.9999999999942,-48.99999999999905,-69.00000000000794,,-1887.0000000000098
2021.03.15,-82.99999999999974,0.0,-137.99999999999102,-75.9999999999983,-280.9999999999979,-87.99999999999919,104.99999999998977,-114.99999999999844,-147.99999999999258,-358.0000000000041,-210.99999999998343,-233.0000000000041,5.000000000010552,-208.99999999999253,-164.99999999999204,-179.9999999999926,-80.99999999999774,-125.00000000000844,,-2380.9999999999523
2021.03.15,-97.9999999999981,-24.000000000001798,-149.0000000000009,-75.9999999999983,-299.99999999998914,-89.00000000000574,116.99999999999022,-137.9999999999937,-149.99999999999457,-352.00000000000387,-100.99999999999554,-219.0000000000225,-44.99999999998394,-73.99999999999629,-191.99999999999307,-188.0000000000024,-78.00000000000028,-96.00000000000719,,-2251.999999999997
2021.03.15,-71.99999999999429,25.999999999992696,-128.99999999999068,-119.00000000000244,-299.00000000000483,-89.99999999999008,123.99999999999523,-136.99999999999824,-174.99999999999181,-350.9999999999991,-118.99999999998023,-204.00000000000773,-49.99999999999449,-5.999999999994898,-192.99999999999784,-219.99999999999886,-87.99999999999919,-143.00000000000423,,-2244.9999999999613
2021.03.15,-19.999999999997797,24.999999999986144,-67.99999999999784,-158.99999999999804,-295.0000000000008,-49.99999999999449,112.99999999999955,-130.99999999999224,-202.9999999999976,-333.00000000002683,-96.99999999999153,-165.00000000002046,-83.9999999999952,21.00000000000435,-191.0000000000025,-253.0000000000001,-92.99999999999864,-208.00000000000819,,-2191.0000000000323
2021.03.15,-19.00000000000235,29.999999999996696,-74.99999999998863,-197.00000000000273,-275.000000000003,-43.999999999999595,153.99999999999636,-112.000000000001,-296.9999999999917,-362.0000000000232,-93.99999999999409,-200.00000000001705,-46.999999999997044,168.99999999999693,-192.99999999999784,-388.9999999999958,-97.9999999999981,-334.00000000000097,,-2383.000000000023
2021.03.15,-10.999999999994348,98.99999999998244,-64.99999999999773,-200.99999999999562,-296.0000000000074,-78.00000000000028,106.99999999999932,-115.99999999999389,-309.99999999999915,-332.00000000002206,-265.99999999998846,-218.00000000001774,-9.999999999998899,320.9999999999935,-182.00000000000216,-371.9999999999999,-102.00000000000209,-337.0000000000095,,-2369.0000000000537
2021.03.15,-102.00000000000209,-5.000000000010552,-198.99999999999807,-82.99999999999974,-293.99999999999426,-93.00000000000975,161.00000000000136,-139.00000000000023,-329.00000000000153,-375.0,-335.9999999999808,-267.00000000002433,-31.999999999987594,296.0000000000074,-225.9999999999991,-427.99999999999727,-12.000000000000899,-343.00000000000443,,-2806.0000000000023
2021.03.15,-109.00000000000354,-40.0000000000178,-185.00000000000227,26.999999999999247,-280.9999999999979,-89.00000000000574,114.99999999999488,-136.99999999999824,-298.9999999999937,-362.0000000000232,-393.99999999998323,-250.0,-39.999999999995595,306.00000000000625,-219.99999999999886,-388.9999999999958,63.99999999999739,-302.0000000000023,,-2585.0000000000205
2021.03.15,-73.00000000000084,0.0,-180.99999999999739,67.00000000000594,-232.99999999999432,-66.00000000001049,185.99999999999284,-81.9999999999932,-256.0000000000007,-340.0000000000034,-393.99999999998323,-262.00000000000045,19.00000000001345,224.000000000002,-173.00000000000182,-352.99999999999443,62.000000000006494,-297.00000000000284,,-2151.9999999999623
2021.03.15,-56.99999999999594,4.000000000004,-144.99999999999602,58.99999999999794,-221.00000000000452,-85.00000000000173,176.9999999999925,-81.9999999999932,-248.99999999999923,-330.0000000000125,-389.99999999997925,-253.00000000001432,59.000000000009045,207.00000000000162,-164.00000000000148,-333.999999999989,63.00000000000195,-289.0000000000059,,-2029.9999999999861
2021.03.15,-53.999999999998494,31.000000000003247,-176.9999999999925,50.0000000000056,-239.99999999999577,-80.99999999999774,182.00000000000216,-86.99999999999264,-259.9999999999936,-386.0000000000241,-372.9999999999789,-287.00000000000614,49.00000000001015,236.99999999999832,-195.99999999999795,-371.9999999999999,56.99999999999594,-301.0000000000068,,-2207.999999999969
2021.03.15,-107.00000000000153,-49.00000000001015,-185.99999999999284,45.000000000006146,-297.9999999999983,-72.99999999998974,164.99999999999204,-126.99999999999933,-298.9999999999937,-372.0000000000141,-348.9999999999993,-269.00000000000546,-55.000000000005045,279.99999999999136,-203.00000000000296,-381.0000000000002,63.99999999999739,-295.0000000000008,,-2509.000000000027
2021.03.15,-158.0000000000026,-126.0000000000039,-251.99999999999534,51.99999999999649,-293.99999999999426,-52.000000000007596,137.00000000000045,-154.99999999999403,-297.9999999999983,-378.0000000000143,-436.9999999999985,-209.00000000000318,-117.99999999999588,286.00000000000847,-233.99999999999466,-387.999999999991,73.00000000000084,-294.00000000000534,,-2844.9999999999927
2021.03.15,-200.99999999999562,-174.00000000000747,-292.0000000000016,141.99999999999767,-283.99999999999534,-73.99999999999629,116.99999999999022,-166.99999999999494,-264.999999999993,-343.00000000001774,-451.99999999998573,-221.00000000000364,-133.00000000000534,249.99999999999466,-230.00000000000398,-335.9999999999985,145.00000000000622,-221.00000000000452,,-2739.0000000000155
2021.03.15,-243.00000000000432,-219.00000000001364,-366.9999999999902,204.00000000000418,-283.99999999999534,-76.0000000000094,161.99999999999193,-159.9999999999935,-276.9999999999939,-379.0000000000191,-600.0000000000006,-245.00000000000455,-107.99999999999699,200.00000000000017,-262.00000000000045,-353.9999999999992,172.00000000000549,-231.0000000000034,,-3067.0000000000227
2021.03.15,-221.00000000000452,-208.00000000000819,-323.99999999999807,195.00000000000074,-333.0000000000055,-72.0000000000054,155.00000000000114,-168.00000000000148,-339.0000000000004,-438.0000000000166,-594.99999999999,-239.00000000000432,-131.99999999999878,341.99999999999784,-253.0000000000001,-430.9999999999974,212.00000000000108,-303.0000000000088,,-3152.0000000000387
2021.03.15,-251.99999999999667,-236.00000000001398,-272.99999999999613,180.99999999999784,-409.99999999999926,-79.99999999999119,66.0000000000025,-200.00000000000017,-317.9999999999961,-399.0000000000009,-646.9999999999976,-195.99999999999795,-197.99999999998707,354.0000000000099,-242.00000000000443,-405.9999999999917,206.00000000000617,-272.00000000000557,,-3321.9999999999627
2021.03.15,-248.99999999999923,-294.0000000000165,-250.0,129.00000000000134,-472.9999999999901,-56.99999999999594,-3.0000000000001137,-205.99999999999508,-334.00000000000097,-409.00000000002024,-626.9999999999998,-82.00000000002206,-275.9999999999874,364.9999999999931,-194.99999999999318,-333.999999999989,143.00000000000423,-277.000000000005,,-3429.0000000000155
2021.03.15,-214.99999999999852,-277.00000000001614,-196.99999999998852,58.000000000002494,-404.0000000000044,17.000000000000348,36.99999999999193,-182.99999999999983,-293.99999999999426,-381.0000000000002,-610.9999999999837,-16.000000000019554,-333.9999999999899,439.99999999999596,-243.99999999999977,-361.99999999999477,134.99999999999625,-287.0000000000039,,-3118.000000000007
2021.03.15,-121.99999999999989,-192.99999999999872,-152.00000000000102,-7.9999999999968985,-472.00000000000574,2.999999999997449,45.000000000001705,-309.99999999999915,-341.99999999999784,-435.0000000000023,-577.9999999999897,-33.00000000001546,-495.000000000001,463.9999999999977,-316.0000000000025,-362.99999999999955,148.99999999999915,-197.00000000000273,,-3355.000000000016
2021.03.15,-173.00000000000094,-226.00000000001506,-93.99999999999409,-36.999999999998145,-533.0000000000057,-15.00000000000945,-37.00000000000614,-363.0000000000022,-417.99999999999613,-451.0000000000218,-431.99999999998795,-32.00000000001069,-610.9999999999837,590.0000000000016,-349.9999999999943,-403.99999999999636,200.00000000000017,-196.00000000000728,,-3582.000000000029
2021.03.15,-107.00000000000153,-246.99999999999721,-108.99999999999466,-36.0000000000027,-428.00000000000614,49.00000000001015,31.999999999996476,-312.9999999999966,-349.99999999999477,-384.00000000001455,-434.9999999999854,66.0000000000025,-595.9999999999966,584.0000000000067,-310.99999999999284,-356.9999999999993,206.00000000000617,-159.00000000000912,,-2894.999999999969
2021.03.15,-112.99999999999643,-280.0000000000136,-146.99999999999136,41.9999999999976,-375.9999999999986,126.0000000000039,79.9999999999983,-243.99999999999977,-273.9999999999965,-411.00000000000136,-490.999999999997,56.99999999998795,-568.9999999999973,500.9999999999959,-304.9999999999926,-319.0000000000026,204.99999999999963,-131.99999999999878,,-2650.0000000000023
2021.03.15,-119.00000000000244,-238.0000000000049,-103.9999999999992,33.000000000005244,-300.99999999999574,103.00000000000864,54.000000000002046,-224.9999999999974,-256.0000000000007,-283.00000000001546,-414.9999999999876,69.99999999999318,-499.9999999999893,469.0000000000083,-262.00000000000045,-274.9999999999915,185.00000000000182,-123.00000000000644,,-2186.999999999972
2021.03.15,-21.00000000000435,-192.99999999999872,-86.99999999998909,61.999999999995396,-222.99999999999542,174.99999999999181,168.99999999999693,-175.00000000000293,-180.99999999999784,-298.0000000000018,-478.0000000000006,31.999999999982265,-461.99999999998465,330.9999999999924,-259.9999999999909,-246.9999999999999,192.00000000000327,-116.00000000000499,,-1780.0000000000095
2021.03.15,-66.99999999999484,-261.0000000000001,-192.99999999999784,129.9999999999968,-136.00000000000279,184.00000000000637,228.9999999999992,-137.9999999999937,-117.99999999999588,-292.0000000000016,-589.9999999999794,-14.000000000010004,-398.9999999999938,249.00000000001032,-259.00000000000034,-220.99999999998943,248.00000000000378,-97.00000000000264,,-1744.999999999946
2021.03.15,-75.9999999999983,-263.00000000001324,-200.9999999999934,173.00000000000094,-252.0000000000078,113.00000000000753,191.99999999999307,-161.00000000000003,-165.9999999999995,-385.0000000000193,-696.999999999992,-30.000000000001137,-414.9999999999876,256.99999999999613,-272.99999999999613,-244.99999999999034,273.9999999999965,-131.99999999999878,,-2287.0000000000036
