date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2018.03.26,-19.999999999997797,-54.0000000000207,-15.999999999991132,-13.000000000018552,-73.99999999999629,-100.0000000000112,-210.00000000000796,-92.99999999999864,-129.00000000000134,-36.0000000000027,-57.00000000000705,-15.00000000001478,-76.0000000000094,-228.00000000000597,-14.000000000010004,-119.00000000000244,-253.99999999999866,-127.99999999999478,-58.000000000006935,-30.000000000001137,-85.00000000000173,-226.99999999999943,,-2036.0000000000987
2018.03.26,-14.999999999987246,-111.00000000001664,-22.999999999996135,0.9999999999843467,-57.00000000000705,-93.00000000000975,-216.00000000000819,-66.99999999999484,-136.00000000000279,-0.999999999995449,-55.000000000005045,37.99999999998249,-218.00000000000708,-258.0000000000027,10.99999999999568,-174.00000000000747,-217.99999999998488,-175.99999999999838,-33.00000000000125,0.999999999990564,-58.99999999999794,-148.99999999999915,,-2008.000000000069
2018.03.26,136.00000000000279,-177.00000000000495,-0.999999999990564,-67.00000000001705,-12.000000000000899,-161.00000000001114,-352.00000000000387,-70.99999999999883,-104.00000000000409,-39.00000000000014,-13.00000000000745,158.99999999999181,-231.0000000000034,-261.0000000000001,73.0000000000075,-175.00000000001404,-195.9999999999962,-211.99999999998997,-8.000000000009777,-4.0000000000048885,-39.00000000000014,-109.00000000000354,,-1864.0000000000593
2018.03.26,157.00000000000713,-174.00000000000747,55.00000000000682,-42.0000000000087,24.000000000001798,-157.00000000000713,-305.9999999999974,-68.00000000000139,-33.000000000005244,51.000000000001044,-18.0000000000069,284.9999999999966,-218.99999999999142,-209.00000000001472,205.0000000000125,-211.00000000000563,-192.99999999999872,-139.00000000000023,76.99999999999818,111.99999999999477,0.0,-76.0000000000094,,-879.0000000000357
2018.03.26,195.9999999999962,-173.00000000000094,75.00000000000284,-96.00000000000719,36.0000000000027,-202.00000000001327,-343.0000000000035,-117.99999999999588,-7.0000000000014495,85.99999999999719,-12.000000000000899,323.0000000000075,-225.00000000000853,-234.00000000000088,236.99999999999477,-181.9999999999933,-197.00000000000273,-113.99999999999189,98.99999999998954,154.99999999998693,-12.000000000000899,-53.999999999998494,,-762.0000000000424
2018.03.26,137.00000000000932,-142.0000000000199,128.0000000000001,-93.00000000000975,29.000000000001247,-201.00000000000674,-341.99999999999875,-119.99999999999788,25.999999999992696,109.00000000000354,7.9999999999968985,377.9999999999859,-167.9999999999904,-182.99999999999983,227.00000000000387,-80.00000000001339,-97.9999999999981,-45.000000000006146,143.00000000000068,177.99999999999727,-0.999999999995449,-43.999999999999595,,-154.00000000004428
2018.03.26,127.99999999999478,-150.00000000000568,109.99999999999943,-160.00000000000458,61.999999999995396,-256.99999999999613,-323.99999999999807,-179.99999999999127,76.99999999999375,129.9999999999968,25.999999999992696,389.99999999998636,-171.00000000001003,-81.00000000001995,229.99999999998977,-76.99999999999375,22.0000000000109,35.999999999991594,197.9999999999933,206.99999999999363,41.000000000002146,-24.000000000001798,,232.99999999991948
2018.03.26,217.0000000000005,-321.0000000000157,73.99999999999807,-194.0000000000053,112.99999999999643,-282.0000000000045,-493.9999999999998,-191.99999999999218,107.99999999999699,199.00000000000472,-69.00000000000794,348.99999999998954,-192.99999999999872,-64.0000000000196,188.99999999999295,-157.00000000000713,-5.999999999994898,19.999999999997797,180.99999999999739,236.99999999999477,73.00000000000084,-52.000000000007596,,-264.0000000000833
2018.03.26,242.00000000000887,-203.00000000001984,266.00000000000534,-226.00000000001506,178.99999999999582,-293.0000000000099,-537.0000000000061,-212.99999999999653,146.00000000000168,197.99999999999818,13.999999999991797,653.9999999999964,-116.00000000000499,43.999999999999595,474.9999999999943,-29.00000000001235,107.99999999999699,110.99999999999443,396.0000000000008,392.99999999998647,87.99999999999919,-22.999999999995246,,1673.9999999999097
2018.03.26,229.00000000001253,-217.0000000000005,216.99999999999875,-222.00000000001108,173.00000000000094,-297.0000000000139,-481.9999999999993,-203.99999999999307,151.00000000000114,219.00000000000253,2.999999999997449,598.9999999999895,-112.000000000001,37.99999999998249,449.0000000000123,-56.000000000011596,60.99999999999994,103.00000000000864,371.9999999999999,391.9999999999959,83.9999999999952,-19.999999999997797,,1479.9999999999688
