date,GBPUSD,USDCAD,AUDUSD,NZDUSD,NZDCHF,EURGBP,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2018.12.10,-89.00000000000574,87.99999999999919,-95.00000000000064,43.00000000000415,61.999999999995396,-25.999999999992696,256.99999999999613,-109.99999999999943,67.99999999999784,-63.99999999999739,,133.99999999999682
2018.12.10,-90.00000000001229,101.99999999997988,-34.99999999999615,124.00000000000189,156.99999999999602,0.0,524.9999999999977,-49.99999999999716,158.00000000000125,23.00000000000635,,913.9999999999775
2018.12.10,-186.0000000000195,19.999999999997797,-65.99999999999939,134.0000000000008,190.99999999999673,-2.999999999997449,668.9999999999862,39.00000000000148,287.9999999999967,21.00000000000435,,1106.9999999999677
2018.12.10,-152.0000000000188,96.99999999999153,31.999999999998696,239.0000000000003,276.9999999999939,-19.00000000000235,858.9999999999875,103.9999999999992,362.000000000009,97.00000000000264,,1895.9999999999618
2018.12.10,-177.00000000000495,3.999999999981796,-37.99999999999359,192.99999999999872,226.00000000000398,-19.00000000000235,781.9999999999939,34.000000000006025,323.0000000000075,69.00000000000794,,1396.9999999999989
2018.12.10,-245.0000000000063,-42.0000000000087,-165.9999999999995,40.00000000000669,87.00000000000374,-9.00000000000345,511.99999999997914,-81.99999999999363,179.00000000000205,-68.00000000000139,,205.99999999997866
2018.12.10,-364.00000000000875,-199.00000000001583,-326.9999999999995,-163.99999999999747,-17.000000000000348,99.00000000000463,385.99999999999744,-195.99999999999795,6.000000000000227,-166.99999999999494,,-943.0000000000127
2018.12.10,-449.0000000000105,-189.00000000001694,-356.9999999999962,-209.9999999999991,-24.999999999997247,68.00000000000139,322.9999999999844,-170.99999999999227,11.00000000000989,-214.00000000000307,,-1213.0000000000196
2018.12.10,-466.00000000001086,-178.00000000001148,-304.9999999999997,-217.99999999999596,-21.999999999999797,40.00000000000669,272.99999999998994,-115.99999999999966,2.0000000000095497,-154.99999999999403,,-1145.0000000000052
2018.12.10,-469.0000000000083,-221.00000000000452,-346.0000000000019,-197.99999999999818,4.999999999999449,43.00000000000415,328.9999999999793,-175.99999999998772,11.00000000000989,-178.00000000000037,,-1200.0000000000082
