names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['USDJPY', 'CADJPY', 'NZDCAD', 'EURCAD']",80.0,0.059952380952380924,S
GBPUSD,20,"['EURGBP', 'CADCHF', 'EURNZD', 'NZDCHF', 'GBPAUD']",80.0,-0.22,B
USDJPY,10,['AUDCAD'],80.0,-1.0,B
AUDUSD,10,['USDCAD'],80.0,0.4659523809523811,S
NZDUSD,15,"['CADCHF', 'EURJPY', 'EURCAD']",80.0,1.0,S
GBPCHF,30,"['GBPCHF', 'AUDUSD', 'NZDCHF']",100.0,-0.4515476190476192,B
EURCHF,10,['EURJPY'],100.0,0.2927301587301587,S
CHFJPY,10,"['CADCHF', 'NZDCAD', 'EURCAD']",80.0,1.0,S
CADCHF,10,"['NZDCAD', 'EURCAD', 'USDJPY', 'CADJPY', 'CADCHF']",80.0,-0.24703968253968267,B
NZDCHF,15,"['AUDUSD', 'USDCHF', 'EURUSD', 'GBPCAD', 'AUDCAD', 'GBPJPY', 'GBPUSD', 'EURAUD', 'EURJPY']",100.0,1.0,S
GBPAUD,15,['AUDNZD'],100.0,-0.5131729936729937,B
EURJPY,10,['EURJPY'],100.0,0.291063492063492,S
EURCAD,10,['AUDCAD'],80.0,1.0,S
EURNZD,10,"['CADCHF', 'EURCAD', 'NZDCAD', 'AUDUSD']",80.0,-1.0,B
CADJPY,10,['AUDCAD'],80.0,-1.0,B
NZDJPY,10,"['CADCHF', 'NZDCAD', 'EURCAD']",80.0,1.0,S
AUDCAD,10,"['USDCAD', 'GBPAUD']",80.0,1.0,S
NZDCAD,10,['AUDCAD'],80.0,1.0,S
