date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,EURCHF,GBPCAD,EURJPY,EURCAD,CADJPY,AUDCAD,empty,sum
2015.06.15,0.0,-15.999999999993797,-106.99999999999932,-15.00000000000945,0.0,-32.0000000000098,-137.9999999999937,-20.000000000010232,0.0,-107.99999999998988,-139.00000000000023,,-575.0000000000064
2015.06.15,14.999999999998348,-7.0000000000014495,-115.99999999999966,-29.999999999996696,32.999999999994145,-96.00000000000719,-204.00000000000418,-57.00000000001637,-32.999999999994145,-132.99999999999557,-121.99999999999989,,-750.0000000000226
2015.06.15,-7.9999999999968985,17.000000000000348,-177.99999999999727,-73.99999999999629,-73.00000000000084,-77.00000000001594,-261.0000000000001,6.000000000000227,69.00000000000794,-159.9999999999966,-193.99999999999417,,-932.9999999999897
2015.06.15,17.999999999995797,53.00000000001415,-165.00000000000625,-59.000000000009045,-92.00000000000318,0.0,-287.9999999999994,165.99999999999682,136.00000000000279,-192.99999999999784,-234.00000000000088,,-658.000000000007
2015.06.15,-2.999999999997449,43.999999999999595,-170.0000000000017,-43.999999999999595,-126.0000000000039,4.999999999988347,-209.9999999999991,183.9999999999975,114.99999999999844,-171.99999999999704,-254.99999999999412,,-632.000000000009
2015.06.15,-34.99999999999615,11.00000000000545,-164.00000000000148,-56.99999999999594,-96.00000000000719,22.999999999995246,-228.00000000000597,131.99999999997658,96.99999999999153,-149.0000000000009,-246.99999999999721,,-713.0000000000362
2015.06.15,-307.99999999999716,29.999999999996696,-290.00000000000625,-103.00000000000864,-255.00000000000523,54.99999999998284,-235.00000000000742,218.9999999999941,124.99999999999733,-218.00000000000352,-391.9999999999924,,-1372.0000000000498
2015.06.15,-307.99999999999716,22.0000000000109,-332.00000000000784,-96.99999999999153,-247.00000000000833,256.99999999999613,-187.00000000000384,280.9999999999775,146.00000000000168,-248.99999999999523,-358.9999999999982,,-1073.000000000016
2015.06.15,-277.000000000005,-31.000000000003247,-390.00000000000057,-151.9999999999966,-260.00000000000466,234.00000000000088,-185.99999999999727,317.99999999998363,157.00000000000713,-253.99999999999068,-359.99999999999363,,-1201.0
2015.06.15,-419.00000000000273,-187.99999999998818,-389.00000000001,-221.00000000000452,-275.99999999999847,231.99999999998778,-239.99999999999577,131.00000000000023,49.99999999999449,-234.99999999999943,-297.9999999999983,,-1853.0000000000146
2015.06.15,-412.9999999999967,-103.99999999999298,-335.00000000000796,-215.00000000000963,-233.00000000000543,211.99999999998997,-251.00000000000122,158.99999999999181,100.99999999999554,-170.99999999999227,-249.99999999999466,,-1500.0000000000236
2015.06.15,-307.99999999999716,-90.99999999999665,-326.9999999999982,-184.00000000000637,-223.00000000000654,205.99999999999508,-198.99999999999363,167.0000000000016,112.000000000001,-173.00000000000182,-276.9999999999939,,-1296.9999999999968
2015.06.15,-290.9999999999968,-97.9999999999981,-338.0000000000081,-194.99999999998963,-262.00000000000665,202.9999999999976,-218.00000000000708,183.9999999999975,130.0000000000079,-182.99999999999272,-298.9999999999937,,-1366.9999999999898
2015.06.15,-219.00000000000253,1.0000000000065512,-298.0000000000018,-200.00000000000017,-208.00000000000819,223.99999999997976,-259.0000000000092,241.99999999999022,239.99999999999577,-153.99999999999636,-241.99999999999778,,-873.0000000000437
2015.06.15,-226.00000000000398,4.000000000004,-271.0000000000008,-187.00000000000384,-204.99999999999963,232.99999999999432,-296.9999999999917,262.00000000000045,242.99999999999324,-134.00000000000034,-239.99999999999577,,-818.0000000000042
2015.06.15,-270.99999999999903,-65.99999999998829,-317.0000000000073,-236.99999999999832,-275.99999999999847,217.99999999998488,-248.00000000000378,191.0000000000025,191.99999999999218,-140.00000000000057,-300.99999999999574,,-1255.0000000000118
2015.06.15,-307.99999999999716,-200.00000000000017,-347.0000000000084,-249.00000000001032,-319.99999999999807,139.9999999999846,-256.00000000001177,98.99999999998954,76.99999999999375,-150.99999999999625,-334.00000000000097,,-1849.0000000000555
2015.06.15,-343.00000000000443,-239.99999999999577,-385.0000000000051,-263.99999999999756,-339.0000000000004,126.99999999998823,-226.99999999999943,66.0000000000025,-8.000000000008,-168.99999999999693,-363.99999999999767,,-2146.0000000000146
2015.06.15,-373.00000000000114,-235.99999999999176,-365.0000000000091,-209.9999999999991,-284.0000000000065,168.99999999999693,-228.99999999999034,-15.00000000001478,-8.999999999992347,-176.9999999999925,-314.99999999999864,,-2043.9999999999995
2015.06.15,-353.0000000000033,-192.99999999999872,-328.00000000000296,-164.00000000000858,-180.0000000000024,183.99999999998417,-178.00000000001148,63.99999999999295,-9.999999999998899,-222.99999999999898,-264.999999999993,,-1646.0000000000412
2015.06.15,-256.0000000000007,134.00000000001188,-451.0000000000076,-165.9999999999995,-170.00000000000347,208.99999999999253,-22.999999999995246,389.99999999998636,265.99999999998846,-301.9999999999925,-256.99999999999613,,-626.0000000000159
2015.06.15,-253.0000000000032,109.00000000000354,-445.0000000000074,-174.99999999999181,-219.99999999999798,329.99999999998585,-80.99999999999774,489.9999999999807,356.00000000000074,-298.9999999999924,-268.0000000000016,,-456.0000000000212
2015.06.15,-214.00000000000307,139.00000000000023,-403.0000000000058,-255.00000000000523,-214.99999999999852,288.99999999998374,-212.99999999999653,539.999999999992,397.0000000000029,-231.99999999999932,-243.99999999999977,,-411.0000000000294
2015.06.15,-173.9999999999964,202.9999999999976,-361.0000000000042,-283.99999999999534,-221.00000000000452,268.9999999999859,-154.99999999999403,590.0000000000034,550.9999999999903,-192.99999999999784,-243.99999999999977,,-19.00000000001478
2015.06.15,-261.0000000000001,89.00000000000574,-398.00000000001035,-323.0000000000066,-233.00000000000543,168.99999999999693,-157.99999999999147,469.99999999999886,466.9999999999952,-146.99999999999136,-200.00000000000017,,-525.0000000000089
2015.06.15,-261.99999999999557,-17.999999999984695,-415.00000000000625,-365.99999999999966,-201.00000000000674,234.99999999998522,-73.99999999999629,365.99999999998545,404.0000000000044,-117.999999999995,-108.99999999999244,,-558.0000000000019
2015.06.15,-290.00000000000136,-70.99999999999883,-490.99999999999966,-449.0000000000105,-212.00000000000108,226.99999999999943,-154.99999999999403,317.99999999998363,377.0000000000051,-93.00000000000352,-58.000000000002494,,-897.0000000000236
2015.06.15,-414.9999999999987,-53.999999999998494,-469.99999999999886,-449.0000000000105,-124.00000000000189,280.9999999999979,-78.00000000000028,391.9999999999959,472.00000000000574,-88.99999999999864,56.0000000000005,,-478.0000000000072
2015.06.15,-478.9999999999961,-61.99999999998429,-493.9999999999998,-459.0000000000094,-69.00000000000794,401.99999999999125,-66.99999999999484,371.9999999999857,422.9999999999956,-128.99999999999068,108.00000000000809,,-454.00000000000193
2015.06.15,-680.9999999999983,-96.99999999999153,-454.9999999999983,-459.99999999999375,-21.00000000000435,430.9999999999814,-144.99999999999514,322.00000000000273,391.000000000008,-101.99999999998965,170.00000000000347,,-646.9999999999754
