date,USDCHF,AUDUSD,CADCHF,EURJPY,AUDJPY,empty,sum
2020.09.28,-26.999999999999247,-36.999999999998145,-23.00000000000635,-11.00000000000989,-126.00000000000477,,-224.00000000001842
2020.09.28,-26.999999999999247,-32.999999999994145,-14.000000000002899,39.99999999999204,-154.00000000001057,,-188.00000000001484
2020.09.28,-43.00000000000415,-156.99999999999602,-8.000000000008,101.99999999998965,-234.99999999999943,,-341.00000000001796
2020.09.28,-27.999999999994696,-125.99999999999278,28.999999999990145,105.99999999999454,-191.0000000000025,,-210.0000000000053
2020.09.28,-9.00000000000345,-127.99999999999478,41.9999999999976,120.99999999999511,-198.0000000000075,,-172.00000000001302
2020.09.28,-12.000000000000899,-129.9999999999968,42.999999999993044,109.99999999999943,-207.00000000000784,,-196.00000000001307
2020.09.28,-5.999999999994898,-238.99999999998923,25.999999999992696,-22.00000000000557,-252.00000000000955,,-493.0000000000066
2020.09.28,6.0000000000060005,-219.99999999999798,14.999999999998348,-290.00000000000625,-228.9999999999992,,-717.9999999999991
2020.09.28,50.0000000000056,-196.99999999999162,22.999999999995246,-257.000000000005,-185.00000000000227,,-565.9999999999981
2020.09.28,45.000000000006146,-244.99999999999523,69.9999999999923,-116.00000000001387,-240.99999999999966,,-487.00000000001035
2020.09.28,34.000000000000696,-307.99999999999716,74.99999999999174,-106.00000000000875,-281.0000000000059,,-586.0000000000193
2020.09.28,11.00000000000545,-297.9999999999983,56.99999999999594,-144.00000000000546,-246.9999999999999,,-621.0000000000023
2020.09.28,12.999999999996348,-253.99999999999866,48.99999999999905,-135.00000000000512,-176.00000000000193,,-503.00000000001035
2020.09.28,9.999999999998899,-280.9999999999979,54.999999999993946,-125.0,-207.00000000000784,,-548.0000000000128
2020.09.28,-0.999999999995449,-314.99999999999864,58.99999999999794,-103.00000000000864,-237.00000000000898,,-597.0000000000138
2020.09.28,-2.000000000002,-335.99999999999187,54.999999999993946,-200.00000000000284,-234.99999999999943,,-718.0000000000022
2020.09.28,24.999999999997247,-313.99999999999204,70.99999999999883,-201.00000000000762,-209.00000000000318,,-628.0000000000067
2020.09.28,24.000000000001798,-320.9999999999935,63.99999999999739,-273.00000000001035,-201.99999999999818,,-708.0000000000028
2020.09.28,48.000000000003595,-276.9999999999939,82.99999999999974,-303.0000000000115,-163.0000000000109,,-612.000000000013
2020.09.28,41.9999999999976,-263.99999999999756,69.9999999999923,-178.00000000001148,-180.00000000000682,,-510.0000000000259
2020.09.28,26.000000000003798,-212.99999999999653,25.999999999992696,-174.0000000000066,-171.00000000000648,,-506.0000000000131
2020.09.28,14.000000000002899,-204.99999999999963,-20.0000000000089,-190.00000000001194,-151.00000000001046,,-552.000000000028
2020.09.28,-68.00000000000139,-168.99999999999693,-82.00000000000429,-199.00000000001228,-109.00000000000887,,-627.0000000000238
2020.09.28,-156.99999999999602,-249.99999999999466,-140.0000000000068,-81.00000000000307,-173.00000000000182,,-801.0000000000024
2020.09.28,-198.99999999999363,-181.9999999999933,-137.00000000000932,-111.0000000000042,-79.9999999999983,,-708.9999999999987
2020.09.28,-149.99999999999457,-209.9999999999991,-86.0000000000083,-35.0000000000108,-108.00000000000409,,-589.0000000000168
2020.09.28,-248.00000000000378,-333.9999999999899,-82.99999999999974,-7.000000000005002,-240.99999999999966,,-912.9999999999981
2020.09.28,-254.99999999999412,-369.99999999999255,-64.0000000000085,106.99999999999932,-283.00000000000125,,-864.9999999999972
2020.09.28,-280.00000000000244,-365.99999999999966,-102.00000000000209,88.99999999999864,-278.0000000000058,,-937.0000000000113
2020.09.28,-266.999999999995,-449.9999999999948,-91.00000000000774,146.99999999999136,-408.00000000000125,,-1069.0000000000073
2020.09.28,-237.99999999999378,-442.9999999999934,-121.99999999999989,272.99999999999613,-394.00000000000546,,-923.9999999999964
2020.09.28,-236.99999999999832,-403.99999999999324,-126.0000000000039,309.99999999998806,-347.0000000000084,,-804.0000000000158
2020.09.28,-156.99999999999602,-373.99999999999653,-79.00000000000685,325.9999999999934,-376.0000000000048,,-660.0000000000107
2020.09.28,-173.9999999999964,-446.9999999999974,-37.00000000000925,381.9999999999908,-460.9999999999985,,-737.0000000000107
2020.09.28,-109.99999999999899,-428.9999999999905,14.999999999998348,333.999999999989,-424.0000000000066,,-614.0000000000089
2020.09.28,-132.99999999999423,-419.9999999999982,-121.00000000000443,280.9999999999917,-424.0000000000066,,-817.0000000000117
2020.09.28,-254.99999999999412,-291.99999999999227,-162.0000000000066,281.9999999999965,-394.00000000000546,,-821.0000000000019
2020.09.28,-371.99999999999454,-379.9999999999915,-214.00000000000307,301.9999999999925,-415.00000000000625,,-1079.0000000000027
2020.09.28,-414.00000000000324,-381.99999999999346,-263.0000000000021,296.99999999999704,-457.00000000000784,,-1219.0000000000095
2020.09.28,-407.99999999999727,-355.99999999998965,-260.00000000000466,323.99999999999807,-439.00000000000716,,-1139.0000000000007
2020.09.28,-395.99999999999636,-377.9999999999894,-260.00000000000466,328.9999999999935,-444.0000000000026,,-1148.9999999999995
2020.09.28,-395.99999999999636,-413.99999999999216,-229.00000000000142,346.9999999999942,-460.9999999999985,,-1152.9999999999943
2020.09.28,-388.9999999999949,-429.99999999999704,-206.00000000000617,393.99999999999125,-487.000000000009,,-1118.000000000016
2020.09.28,-412.00000000000125,-447.99999999999284,-193.00000000000983,382.99999999999557,-490.99999999999966,,-1161.000000000008
2020.09.28,-390.0000000000015,-417.99999999999613,-191.00000000000784,378.9999999999907,-463.99999999999864,,-1084.0000000000134
2020.09.28,-409.0000000000038,-426.9999999999996,-243.00000000000432,348.99999999998954,-453.00000000000296,,-1183.0000000000211
2020.09.28,-426.9999999999996,-442.9999999999934,-256.0000000000007,390.99999999999113,-496.0000000000093,,-1231.0000000000118
2020.09.28,-436.00000000000307,-437.999999999994,-223.00000000000654,335.9999999999985,-495.00000000000455,,-1256.0000000000095
2020.09.29,-456.9999999999963,-444.9999999999954,-279.00000000000705,350.9999999999991,-471.00000000000364,,-1301.0000000000032
2020.09.29,-417.0000000000007,-431.99999999999903,-224.000000000002,325.9999999999934,-486.0000000000042,,-1233.0000000000127
2020.09.29,-400.9999999999958,-453.99999999999886,-239.0000000000003,366.9999999999902,-514.00000000001,,-1241.0000000000148
2020.09.29,-390.99999999999693,-496.99999999999187,-184.00000000000637,421.99999999999704,-564.9999999999977,,-1214.999999999996
2020.09.29,-404.0000000000044,-552.9999999999924,-181.00000000000892,417.99999999999216,-612.9999999999995,,-1333.0000000000132
2020.09.29,-465.0000000000043,-666.9999999999953,-176.0000000000095,376.99999999999534,-673.0000000000018,,-1604.0000000000155
2020.09.29,-498.9999999999939,-660.9999999999894,-211.00000000000563,353.9999999999992,-660.0000000000108,,-1677.0000000000007
2020.09.29,-468.9999999999972,-623.9999999999912,-209.9999999999991,343.9999999999941,-626.0000000000048,,-1584.9999999999982
2020.09.29,-456.00000000000085,-585.9999999999976,-234.00000000000088,364.9999999999949,-576.9999999999982,,-1488.0000000000027
2020.09.29,-424.00000000000216,-538.9999999999895,-261.0000000000001,370.9999999999951,-555.9999999999974,,-1408.999999999994
2020.09.29,-439.0000000000005,-568.9999999999973,-261.0000000000001,350.9999999999991,-617.0000000000044,,-1535.0000000000032
2020.09.29,-427.99999999999505,-548.9999999999995,-263.0000000000021,444.9999999999932,-591.9999999999987,,-1387.0000000000023
2020.09.29,-446.00000000000193,-566.9999999999953,-279.00000000000705,431.99999999998795,-585.000000000008,,-1445.0000000000243
2020.09.29,-458.9999999999983,-566.9999999999953,-287.0000000000039,444.9999999999932,-588.9999999999986,,-1457.000000000003
2020.09.29,-466.9999999999952,-555.9999999999899,-295.0000000000008,450.9999999999934,-600.0000000000085,,-1467.000000000001
2020.09.29,-446.00000000000193,-551.9999999999969,-259.0000000000092,482.9999999999899,-631.0000000000002,,-1405.0000000000186
2020.09.29,-434.000000000001,-580.9999999999982,-277.000000000005,517.9999999999865,-676.0000000000019,,-1450.0000000000196
2020.09.29,-426.9999999999996,-568.9999999999973,-265.0000000000041,504.99999999999545,-658.0000000000013,,-1414.0000000000068
2020.09.29,-456.00000000000085,-599.9999999999894,-265.0000000000041,513.9999999999958,-710.9999999999985,,-1517.999999999997
2020.09.29,-500.9999999999959,-638.9999999999895,-297.00000000000284,573.9999999999981,-799.9999999999972,,-1662.9999999999873
2020.09.29,-485.99999999999756,-629.9999999999973,-313.00000000000773,622.9999999999905,-781.0000000000059,,-1587.000000000018
2020.09.29,-487.99999999999955,-719.9999999999984,-299.00000000000483,586.9999999999891,-805.9999999999974,,-1726.000000000011
2020.09.29,-485.0000000000021,-707.9999999999975,-319.0000000000026,519.999999999996,-799.9999999999972,,-1792.0000000000034
2020.09.29,-539.0000000000006,-788.9999999999952,-274.00000000000756,688.999999999993,-975.9999999999991,,-1889.0000000000095
2020.09.29,-607.0000000000019,-904.9999999999892,-290.00000000000136,735.99999999999,-1045.0000000000018,,-2111.0000000000045
2020.09.29,-602.0000000000025,-911.9999999999906,-289.0000000000059,710.9999999999985,-1040.9999999999968,,-2132.9999999999973
2020.09.29,-568.9999999999973,-902.9999999999983,-267.00000000000614,771.9999999999914,-1040.9999999999968,,-2008.000000000007
2020.09.29,-617.9999999999964,-906.9999999999911,-298.0000000000094,726.9999999999897,-1035.000000000011,,-2131.000000000018
2020.09.29,-695.0000000000011,-988.0,-337.0000000000095,831.9999999999936,-1128.0,,-2316.0000000000173
2020.09.29,-637.9999999999941,-1016.9999999999901,-375.0000000000031,920.9999999999923,-1168.9999999999968,,-2277.999999999992
2020.09.29,-631.0000000000038,-1086.9999999999936,-390.0000000000015,909.9999999999966,-1231.0000000000086,,-2429.000000000011
2020.09.29,-661.9999999999959,-1069.9999999999932,-417.0000000000007,864.9999999999949,-1231.9999999999993,,-2515.9999999999945
2020.09.29,-666.9999999999953,-961.9999999999961,-443.0000000000045,862.9999999999995,-1129.000000000005,,-2338.0000000000014
2020.09.29,-824.0000000000025,-995.9999999999969,-553.999999999999,918.9999999999969,-1106.9999999999993,,-2562.000000000001
2020.09.29,-907.0000000000023,-1049.0,-647.0000000000086,1068.9999999999884,-1189.9999999999977,,-2724.00000000002
2020.09.29,-885.999999999998,-1026.999999999989,-620.0000000000094,1164.999999999992,-1165.9999999999968,,-2534.000000000001
2020.09.29,-761.999999999996,-956.9999999999967,-614.0000000000034,1233.9999999999945,-1096.0000000000036,,-2195.0000000000055
2020.09.29,-775.0000000000034,-916.99999999999,-634.0000000000013,1132.9999999999955,-1084.0000000000032,,-2277.0000000000023
2020.09.29,-720.9999999999939,-808.9999999999931,-631.9999999999992,1084.9999999999936,-998.0000000000047,,-2074.999999999997
2020.09.29,-929.000000000002,-922.999999999996,-722.0000000000005,1220.9999999999895,-1096.0000000000036,,-2449.0000000000127
2020.09.29,-900.0000000000008,-940.9999999999918,-728.0000000000064,1276.9999999999868,-1114.0000000000043,,-2406.0000000000164
2020.09.29,-887.9999999999999,-1028.9999999999911,-704.0000000000047,1285.9999999999873,-1201.0000000000077,,-2536.000000000016
2020.09.29,-917.9999999999966,-1078.9999999999966,-657.0000000000076,1382.9999999999955,-1274.000000000001,,-2545.0000000000064
2020.09.29,-927.9999999999955,-1079.999999999992,-683.0000000000002,1347.999999999999,-1277.000000000001,,-2619.9999999999895
2020.09.29,-905.9999999999957,-1031.9999999999995,-653.0000000000035,1346.999999999994,-1219.9999999999989,,-2464.0000000000036
2020.09.29,-907.0000000000023,-1033.9999999999905,-662.000000000007,1333.999999999989,-1227.0000000000039,,-2496.0000000000146
2020.09.29,-895.9999999999968,-1015.9999999999947,-657.0000000000076,1327.9999999999886,-1189.9999999999977,,-2431.000000000008
2020.09.29,-941.000000000003,-1031.9999999999995,-690.0000000000017,1375.0,-1231.0000000000086,,-2519.0000000000127
2020.09.30,-929.000000000002,-1039.9999999999966,-692.0000000000038,1318.9999999999884,-1222.999999999999,,-2565.0000000000127
2020.09.30,-927.9999999999955,-1023.9999999999916,-680.0000000000028,1328.9999999999936,-1176.0000000000018,,-2478.999999999998
2020.09.30,-920.9999999999941,-1046.999999999998,-705.0000000000001,1337.9999999999939,-1237.9999999999995,,-2572.999999999998
2020.09.30,-925.9999999999935,-1140.999999999992,-682.0000000000048,1375.9999999999905,-1322.0000000000027,,-2695.0000000000023
2020.09.30,-925.9999999999935,-1150.999999999991,-670.000000000004,1383.9999999999861,-1334.0000000000032,,-2697.0000000000055
2020.09.30,-920.9999999999941,-1163.9999999999984,-668.0000000000019,1372.0,-1362.000000000009,,-2743.0000000000036
2020.09.30,-924.9999999999981,-1202.9999999999984,-637.0000000000098,1382.9999999999955,-1427.9999999999973,,-2810.000000000008
2020.09.30,-888.9999999999953,-1199.99999999999,-636.0000000000032,1443.9999999999884,-1427.0000000000068,,-2708.0000000000073
2020.09.30,-873.0000000000016,-1167.9999999999914,-635.0000000000077,1422.9999999999877,-1394.0000000000055,,-2647.0000000000186
2020.09.30,-878.000000000001,-1160.9999999999898,-609.000000000004,1453.9999999999936,-1379.000000000005,,-2573.0000000000064
2020.09.30,-883.9999999999959,-1095.999999999997,-619.0000000000028,1408.9999999999918,-1319.0000000000027,,-2509.000000000007
2020.09.30,-839.9999999999964,-1129.9999999999977,-622.0000000000003,1329.9999999999982,-1347.999999999999,,-2609.9999999999955
2020.09.30,-812.0000000000016,-981.999999999994,-653.0000000000035,1174.9999999999973,-1144.0000000000055,,-2416.0000000000073
2020.09.30,-768.9999999999975,-876.9999999999944,-644.0000000000001,1153.9999999999964,-1012.0000000000005,,-2147.999999999996
2020.09.30,-754.9999999999945,-868.9999999999975,-658.0000000000031,1088.9999999999986,-1011.0000000000099,,-2204.0000000000064
2020.09.30,-781.9999999999939,-883.9999999999959,-673.0000000000014,1105.9999999999945,-969.9999999999989,,-2202.9999999999955
2020.09.30,-753.9999999999991,-922.999999999996,-641.0000000000027,1072.9999999999932,-993.9999999999998,,-2239.0000000000045
2020.09.30,-753.0000000000036,-878.9999999999965,-659.0000000000095,1047.9999999999877,-929.000000000002,,-2172.0000000000236
2020.09.30,-758.0000000000031,-795.9999999999967,-700.0000000000006,940.9999999999883,-837.0000000000033,,-2150.0000000000155
2020.09.30,-725.9999999999933,-860.9999999999895,-657.0000000000076,972.999999999999,-977.0000000000039,,-2247.9999999999955
2020.09.30,-753.0000000000036,-934.9999999999969,-629.0000000000018,1128.0,-1064.0000000000073,,-2253.0000000000095
2020.09.30,-707.000000000002,-915.9999999999945,-585.0000000000022,1083.999999999989,-1067.0000000000073,,-2191.000000000017
2020.09.30,-783.9999999999958,-934.9999999999969,-648.9999999999995,1117.999999999995,-1097.0000000000084,,-2347.0000000000055
2020.09.30,-712.9999999999969,-1036.999999999999,-547.0000000000086,994.9999999999903,-1219.0000000000082,,-2521.0000000000223
2020.09.30,-537.9999999999941,-887.9999999999999,-476.0000000000098,898.9999999999867,-1066.0000000000025,,-2069.0000000000196
2020.09.30,-514.0000000000033,-909.9999999999997,-453.99999999999886,921.999999999997,-1100.999999999999,,-2057.0000000000036
2020.09.30,-615.9999999999943,-969.9999999999931,-455.0000000000054,931.999999999988,-1159.000000000006,,-2268.000000000011
2020.09.30,-683.0000000000002,-1006.9999999999912,-472.00000000000574,990.9999999999997,-1182.0000000000023,,-2353.0
2020.09.30,-685.0000000000023,-936.999999999999,-474.00000000000773,1045.9999999999923,-1153.000000000006,,-2203.0000000000227
2020.09.30,-619.0000000000028,-948.9999999999999,-453.99999999999886,1072.9999999999932,-1165.9999999999968,,-2115.0000000000055
2020.09.30,-629.9999999999973,-1003.9999999999937,-491.0000000000081,1003.0000000000001,-1204.0000000000077,,-2326.000000000007
2020.09.30,-665.9999999999999,-1097.999999999999,-507.0000000000019,1033.9999999999918,-1314.0000000000073,,-2551.0000000000164
2020.09.30,-651.999999999997,-1155.9999999999905,-402.00000000000233,930.9999999999974,-1326.9999999999982,,-2605.999999999991
