date,USDJPY,USDCAD,AUDUSD,NZDUSD,AUDCHF,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2019.07.08,-21.99999999999136,-96.99999999999153,-0.999999999995449,-44.99999999999504,-7.0000000000014495,-12.000000000000455,-72.99999999999329,-12.000000000000899,-46.999999999997044,,-315.9999999999666
2019.07.08,-16.999999999995907,-97.9999999999981,55.000000000005045,14.999999999998348,67.00000000000594,27.999999999991587,-10.99999999999568,147.00000000000824,18.0000000000069,,204.0000000000264
2019.07.08,-0.999999999990564,-120.99999999999334,71.99999999999429,-19.999999999997797,75.00000000000284,78.99999999999352,14.000000000010004,151.00000000000114,58.000000000002494,,307.00000000002257
2019.07.08,75.00000000000284,-112.99999999998533,75.9999999999983,-19.00000000000235,53.999999999998494,143.00000000000068,54.000000000002046,163.00000000000205,46.0000000000127,,479.0000000000294
2019.07.08,66.0000000000025,-100.99999999999554,92.00000000000318,24.000000000001798,78.00000000000028,143.00000000000068,78.00000000000296,181.00000000000892,43.00000000001525,,604.00000000004
2019.07.08,37.9999999999967,-106.99999999999044,82.99999999999974,38.0000000000047,72.0000000000054,119.99999999999034,76.00000000000762,181.00000000000892,17.000000000000348,,518.0000000000234
2019.07.08,-16.999999999995907,-137.9999999999937,78.99999999999574,36.0000000000027,65.99999999999939,72.99999999999329,59.00000000001171,181.00000000000892,-31.000000000003247,,308.00000000001893
2019.07.08,-12.000000000000455,-114.99999999999844,70.0000000000034,65.99999999999939,62.000000000006494,105.99999999999454,102.00000000000387,168.00000000000148,-51.99999999998539,,395.0000000000249
2019.07.08,58.9999999999975,-104.99999999999955,68.00000000000139,65.00000000000395,48.99999999999905,119.99999999999034,109.99999999999943,147.00000000000824,-48.000000000003595,,464.99999999999676
2019.07.08,7.000000000005002,-78.00000000000028,73.00000000000084,65.00000000000395,38.0000000000047,94.99999999999886,87.0000000000033,146.00000000000168,-32.999999999994145,,400.00000000002393
2019.07.08,0.0,-86.99999999999264,107.00000000000153,85.99999999999719,63.00000000000195,120.99999999999511,105.00000000000398,190.00000000000128,-22.999999999995246,,562.0000000000132
2019.07.08,-34.99999999999659,-100.99999999999554,116.00000000000499,94.00000000000519,41.9999999999976,92.99999999998931,86.00000000001273,219.00000000000253,-22.999999999995246,,491.000000000025
2019.07.08,-54.99999999999261,-93.99999999999409,119.00000000000244,106.00000000000608,28.000000000005798,92.99999999998931,87.0000000000033,207.00000000000162,-73.99999999999629,,417.0000000000255
2019.07.08,-64.99999999999773,-75.99999999998718,102.00000000000209,100.99999999999554,7.0000000000014495,63.00000000000239,82.00000000000784,187.9999999999993,-70.99999999999883,,331.0000000000248
2019.07.08,-87.99999999999386,-75.99999999998718,110.99999999999443,124.00000000000189,34.000000000000696,75.9999999999934,91.00000000000819,203.00000000000873,-78.99999999998464,,396.0000000000416
2019.07.08,-111.0000000000042,-51.99999999998539,141.99999999999767,136.99999999999824,43.999999999999595,69.99999999999318,74.00000000001228,223.00000000000654,-51.99999999998539,,475.00000000003257
