date,USDCHF,EURUSD,USDJPY,NZDUSD,GBPCHF,EURCHF,CADCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2021.04.12,-141.00000000000225,111.00000000001664,-19.99999999999602,-73.00000000000084,24.999999999986144,-99.00000000000463,-41.000000000002146,207.99999999999707,15.00000000001478,201.99999999999108,-129.0000000000191,307.99999999999716,-240.99999999999966,-139.00000000001,40.00000000000669,-168.99999999999693,,-143.00000000002206
2021.04.12,-38.0000000000047,86.0000000000083,-66.0000000000025,-88.99999999999464,62.99999999999084,-90.99999999999665,-85.00000000000173,166.99999999999494,-99.99999999999432,351.99999999999676,-201.99999999999818,187.99999999998818,-355.000000000004,-233.0000000000041,-26.999999999999247,-120.99999999999334,,-551.0000000000143
2021.04.12,-104.99999999999955,111.00000000001664,-100.99999999999909,-119.99999999999788,-19.00000000001345,-156.00000000000057,-114.99999999999844,187.9999999999993,-216.00000000000819,466.9999999999952,-254.99999999999545,290.9999999999968,-396.0000000000008,-284.000000000006,62.000000000006494,-177.99999999998929,,-825.9999999999942
2021.04.12,-114.00000000000298,100.0000000000112,-146.0000000000008,-147.99999999999258,-28.000000000005798,-151.9999999999966,-114.99999999999844,185.00000000000182,-276.9999999999868,429.99999999999704,-290.9999999999968,307.99999999999716,-424.99999999999716,-344.99999999999886,99.00000000000463,-160.99999999998892,,-1079.9999999999538
2021.04.12,-107.99999999999699,121.99999999999989,-128.0000000000001,-183.99999999999528,-41.000000000002146,-165.9999999999995,-126.0000000000039,183.99999999999528,-280.00000000000114,404.9999999999887,-287.00000000000614,299.99999999998914,-427.99999999999727,-373.00000000000466,113.00000000000753,-139.00000000000023,,-1136.0000000000268
2021.04.12,-151.9999999999966,78.00000000000028,-116.99999999999022,-154.99999999999403,-87.00000000001484,-177.99999999998929,-141.99999999999767,161.99999999999548,-245.00000000000455,451.0000000000014,-224.00000000001796,280.9999999999979,-397.00000000000557,-334.0000000000032,99.00000000000463,-144.99999999999514,,-1105.0000000000093
2021.04.12,-100.00000000000009,123.00000000000644,-49.99999999999716,-90.0000000000012,-14.000000000002899,-158.99999999999804,-85.00000000000173,192.00000000000327,-151.00000000001046,584.9999999999911,-199.00000000001228,363.0000000000022,-328.00000000000296,-215.0000000000034,43.999999999999595,-159.99999999998238,,-244.0000000000099
2021.04.12,-165.00000000000404,93.00000000000975,-156.99999999999648,-95.99999999999609,-117.99999999999588,-207.00000000000162,-146.99999999999713,161.99999999999548,-316.0000000000025,587.9999999999885,-293.00000000000637,309.0000000000037,-423.9999999999924,-298.0000000000018,45.000000000006146,-163.9999999999864,,-1187.999999999977
2021.04.12,-173.9999999999964,36.999999999998145,-118.99999999999977,-21.999999999999797,-46.999999999997044,-164.99999999999292,-92.00000000000318,178.00000000000037,-167.0000000000016,703.9999999999935,-183.00000000002115,364.9999999999931,-319.0000000000026,-190.00000000001194,-1.999999999990898,-132.99999999998312,,-329.00000000001523
2021.04.12,-165.00000000000404,14.000000000002899,17.000000000010118,18.0000000000069,60.99999999999994,-131.99999999999878,-65.00000000000395,226.00000000000398,137.00000000000045,656.9999999999965,4.9999999999954525,375.9999999999986,-185.99999999999284,-49.000000000006594,-21.999999999999797,-146.00000000000168,,746.000000000007
2021.04.12,-161.99999999999548,-1.999999999990898,64.00000000000716,26.999999999999247,78.99999999998464,-117.99999999999588,-41.000000000002146,229.00000000000142,224.99999999999432,763.9999999999869,75.9999999999934,400.00000000000034,-123.00000000000466,-3.0000000000001137,-64.99999999999284,-82.99999999998863,,1266.9999999999973
2021.04.12,-163.00000000000205,18.0000000000069,76.00000000000762,-32.999999999994145,83.9999999999952,-137.9999999999937,-36.999999999998145,246.00000000000176,241.99999999999022,598.999999999994,69.99999999999318,444.9999999999843,-102.00000000000387,-62.00000000001182,34.000000000000696,-85.99999999998609,,1192.9999999999839
2021.04.12,-161.99999999999548,39.00000000001125,103.9999999999992,-85.00000000000173,65.99999999998829,-156.99999999998494,-26.000000000003798,248.99999999999923,262.00000000000045,560.9999999999893,78.00000000000296,487.99999999999955,-73.99999999999807,-100.99999999999909,75.00000000000284,-39.999999999995595,,1277.0000000000143
2021.04.12,-171.99999999999437,43.00000000001525,64.99999999999773,-134.0000000000008,41.99999999998649,-165.9999999999995,-34.000000000000696,244.99999999999523,195.99999999999795,517.9999999999962,27.999999999991587,492.9999999999879,-102.99999999999443,-181.0000000000116,107.00000000000153,-0.9999999999843467,,945.9999999999841
2021.04.12,-185.99999999999727,25.00000000000835,26.00000000001046,-85.99999999999719,-5.000000000010552,-167.9999999999904,-26.000000000003798,209.00000000000364,108.00000000000409,601.9999999999915,0.0,486.999999999993,-125.0,-155.00000000000114,97.00000000000264,-53.999999999998494,,749.0000000000148
2021.04.12,-210.99999999999451,-1.999999999990898,70.99999999999795,-81.9999999999932,65.99999999998829,-177.99999999998929,-24.999999999997247,264.999999999993,296.99999999999704,531.9999999999991,80.99999999998886,517.9999999999962,-48.99999999999238,-120.00000000000455,96.00000000000719,-5.999999999994898,,1253.000000000011
2021.04.12,-229.00000000000142,-25.999999999992696,64.00000000000716,-20.999999999993246,112.000000000001,-175.99999999999838,-26.000000000003798,295.99999999999625,368.9999999999998,560.9999999999893,96.99999999997999,522.9999999999845,-34.99999999999659,-61.00000000000705,45.000000000006146,-19.999999999997797,,1472.9999999999732
2021.04.12,-221.99999999999997,14.000000000002899,66.0000000000025,-80.99999999999774,-36.0000000000138,-201.99999999999108,-19.999999999997797,219.00000000000253,186.00000000000705,651.0000000000016,55.999999999983174,563.9999999999867,-37.9999999999967,-121.99999999999989,111.00000000000554,-7.0000000000014495,,1138.9999999999932
2021.04.12,-187.9999999999993,-14.000000000002899,-1.9999999999953388,-91.99999999999208,-113.00000000000753,-136.99999999998712,-7.9999999999968985,110.99999999999443,-62.99999999998818,712.9999999999859,10.99999999999568,488.9999999999839,-114.00000000000432,-184.0000000000117,150.00000000000568,-59.99999999999339,,498.9999999999867
2021.04.12,-175.99999999999838,-26.999999999999247,28.000000000005798,-113.99999999999189,-144.99999999999514,-109.99999999998789,9.999999999998899,71.99999999999429,-74.00000000001228,740.9999999999917,57.999999999992724,499.000000000005,-76.99999999999818,-189.00000000000716,187.9999999999993,-48.99999999998794,,635.0000000000095
2021.04.12,-249.99999999999466,-132.99999999998312,63.00000000000239,-56.0000000000005,-321.0000000000157,-99.00000000000463,-40.00000000000669,-58.99999999999794,-112.99999999999955,890.9999999999974,217.9999999999893,383.99999999998437,-37.00000000000614,-102.00000000000387,177.00000000000495,-112.99999999998533,,409.9999999999802
2021.04.12,-136.00000000000279,-148.99999999999915,151.00000000001046,-93.99999999999409,-260.0000000000158,46.0000000000127,44.99999999999504,-129.00000000000134,-102.00000000000387,907.9999999999977,334.99999999997954,353.99999999998766,25.99999999999625,-76.00000000000762,228.00000000000597,-127.99999999999478,,1018.9999999999659
2021.04.12,-119.99999999999788,-102.99999999998644,183.00000000000693,-58.99999999999794,-330.0000000000081,29.00000000001235,63.99999999999739,-162.0000000000066,-168.00000000000637,1068.9999999999866,324.99999999998863,418.9999999999916,57.00000000000216,-18.000000000000682,221.99999999999997,-163.00000000000205,,1244.9999999999795
2021.04.12,-116.00000000000499,-41.99999999998649,136.0000000000099,-100.99999999999554,-347.0000000000084,-22.999999999995246,34.000000000000696,-134.0000000000008,-262.00000000000045,997.0000000000034,203.9999999999793,428.9999999999905,-21.000000000000796,-97.00000000000841,230.000000000008,-157.99999999999147,,728.9999999999991
2021.04.12,-5.999999999994898,152.0000000000188,254.0000000000049,-201.99999999999108,-286.00000000000847,-73.99999999999629,54.999999999993946,-55.000000000005045,-207.9999999999984,834.9999999999858,132.000000000005,546.000000000002,-3.0000000000001137,-126.00000000000477,304.9999999999997,-174.99999999999181,,1144.0000000000196
2021.04.12,19.00000000000235,158.99999999999804,291.000000000011,-208.99999999999253,-119.00000000000244,-51.000000000001044,75.00000000000284,41.9999999999976,3.0000000000143245,619.9999999999983,168.99999999998272,549.9999999999839,25.000000000005684,-108.00000000000409,317.0000000000006,-185.99999999999727,,1597.0
2021.04.12,26.999999999999247,164.00000000000858,279.0000000000106,-185.99999999999727,-235.00000000000742,-44.99999999998394,61.999999999995396,-39.00000000000014,-161.00000000000136,825.9999999999934,145.99999999998658,517.9999999999962,-7.000000000005002,-87.0000000000033,276.00000000000955,-205.99999999999508,,1332.0000000000064
2021.04.12,56.99999999999594,217.0000000000005,231.99999999999932,-239.99999999999577,-283.000000000011,-58.99999999998684,34.000000000000696,-67.00000000000594,-342.00000000001296,976.9999999999834,37.00000000000614,473.99999999999665,-108.99999999999466,-178.00000000001148,197.00000000000273,-115.99999999998278,,830.9999999999839
2021.04.12,65.99999999999939,261.0000000000001,350.0000000000085,-273.000000000001,-290.00000000001245,-89.99999999999008,24.999999999997247,-46.00000000000159,-195.99999999999795,861.999999999985,125.0,497.99999999999847,-31.00000000000591,-131.00000000000023,251.00000000000122,-149.9999999999835,,1230.999999999997
2021.04.12,48.000000000003595,182.99999999999983,261.0000000000099,-222.99999999999542,-317.9999999999961,-36.999999999998145,42.999999999993044,-107.00000000000153,-324.99999999998863,998.9999999999943,104.99999999998977,465.0000000000043,-66.0000000000025,-141.00000000000534,224.000000000002,-146.99999999998602,,964.0000000000231
2021.04.12,107.00000000000153,246.00000000001288,285.0000000000108,-173.00000000000094,-170.00000000000347,-25.999999999992696,127.99999999999478,-14.999999999998348,-211.9999999999891,940.9999999999918,69.99999999999318,624.9999999999867,1.9999999999953388,-67.99999999999784,256.0000000000007,-200.00000000000017,,1796.0000000000055
2021.04.12,87.00000000000374,259.0000000000092,275.0000000000057,-187.9999999999993,-307.99999999999716,-61.99999999998429,92.00000000000318,-77.00000000000485,-353.00000000000864,993.9999999999837,40.99999999999682,597.0000000000031,-31.999999999996476,-91.99999999999875,280.00000000000244,-234.00000000000088,,1279.000000000018
2021.04.12,92.00000000000318,225.00000000000853,239.00000000000432,-146.99999999999713,-136.00000000000279,-25.999999999992696,164.99999999999292,10.999999999994348,-209.00000000000318,913.9999999999926,27.999999999991587,695.9999999999856,16.999999999995907,-70.99999999999795,289.0000000000059,-210.99999999998343,,1875.9999999999975
2021.04.12,26.000000000003798,173.00000000000094,170.0000000000017,-102.99999999999754,-217.0000000000005,-54.99999999998284,112.000000000001,-23.00000000000635,-290.9999999999968,990.000000000002,9.999999999990905,627.9999999999841,-37.00000000000614,-70.99999999999795,240.00000000000688,-225.99999999999287,,1326.0000000000102
2021.04.12,163.00000000000205,257.0000000000183,213.99999999999864,-101.99999999999099,0.9999999999843467,29.00000000001235,278.9999999999959,53.999999999998494,-200.9999999999934,971.9999999999951,-30.000000000001137,848.0000000000043,67.00000000000728,-40.00000000000625,302.0000000000023,-211.99999999998997,,2601.0000000000373
2021.04.12,195.9999999999962,187.00000000000384,210.00000000000796,-102.99999999999754,53.999999999998494,131.00000000001444,287.9999999999994,12.000000000000899,-194.99999999999318,931.9999999999995,42.00000000000159,729.9999999999862,45.000000000001705,-45.000000000001705,296.0000000000074,-224.000000000002,,2556.000000000023
2021.04.12,197.99999999999818,233.00000000001654,195.99999999999795,-123.99999999999079,38.0000000000047,96.00000000000719,275.99999999999847,34.000000000000696,-237.99999999999955,898.9999999999832,-24.00000000000091,754.9999999999945,13.999999999995794,-79.00000000000773,308.00000000000824,-229.99999999999687,,2352.0000000000095
2021.04.12,133.00000000000534,191.00000000000784,168.00000000000637,-76.99999999999375,-2.999999999997449,56.99999999999594,219.00000000000253,36.999999999998145,-211.9999999999891,931.9999999999995,-10.000000000019327,696.999999999992,-9.000000000000341,-46.00000000000648,248.00000000000378,-236.99999999999832,,2088.000000000007
2021.04.12,195.00000000000074,250.00000000001688,192.99999999999784,-134.0000000000008,26.999999999999247,77.00000000001594,229.99999999999687,39.999999999995595,-247.99999999999045,893.9999999999948,-46.999999999997044,692.0000000000038,-37.00000000000614,-91.00000000000819,261.0000000000001,-218.99999999999142,,2083.0000000000277
2021.04.12,185.00000000000182,276.00000000000955,200.00000000000284,-141.99999999999767,48.99999999998794,43.00000000001525,209.00000000000364,85.00000000000173,-199.00000000001228,804.9999999999891,-68.00000000001205,702.9999999999869,-46.00000000000648,-96.00000000000364,265.99999999999955,-230.9999999999812,,2038.9999999999852
2021.04.12,194.0000000000053,278.00000000000045,231.00000000000875,-122.99999999999534,21.00000000000435,50.0000000000167,212.99999999999653,61.999999999995396,-197.00000000000273,864.9999999999825,-31.00000000000591,702.0000000000026,-22.00000000000557,-54.000000000002046,262.00000000000665,-255.99999999998957,,2195.000000000018
2021.04.12,202.9999999999976,263.00000000001324,212.0000000000033,-95.99999999999609,86.99999999999264,73.00000000001194,263.0000000000021,85.00000000000173,-159.9999999999966,907.9999999999977,-40.99999999999682,776.9999999999833,19.99999999999602,-39.00000000000148,259.0000000000092,-220.99999999998232,,2593.0000000000355
2021.04.12,143.9999999999997,168.0000000000126,158.00000000000125,-51.99999999999649,41.000000000002146,92.00000000000318,256.0000000000007,41.000000000002146,-191.0000000000025,942.9999999999827,1.0000000000047748,729.0000000000018,19.000000000005457,-26.00000000001046,259.0000000000092,-243.99999999999977,,2338.0000000000164
2021.04.12,124.99999999999733,172.0000000000166,180.99999999999739,-43.999999999999595,-53.00000000001415,63.99999999999739,246.00000000000176,-4.000000000004,-242.999999999995,1069.9999999999932,24.00000000000091,743.9999999999891,40.99999999999682,0.0,250.00000000000577,-243.99999999999977,,2328.9999999999836
