date,USDCHF,EURUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,EURJPY,EURAUD,AUDJPY,NZDCAD,AUDNZD,empty,sum
2016.09.05,-56.0000000000005,-38.99999999998904,-39.00000000000014,-89.00000000000574,-127.99999999999478,-48.000000000003595,-80.00000000000229,-102.00000000000209,-90.0000000000012,-67.00000000000594,-54.99999999999261,-112.000000000001,-30.000000000001137,-139.99999999999568,-177.99999999998929,,-1252.999999999985
2016.09.05,-70.0000000000034,-45.000000000006146,-34.000000000000696,-79.00000000000685,48.000000000003595,-28.999999999990145,-146.99999999999713,-109.99999999999899,-124.00000000000189,-69.00000000000794,-45.99999999999227,-151.9999999999966,-54.000000000002046,-178.99999999999582,-133.00000000000534,,-1223.0000000000018
2016.09.05,-85.00000000000173,-43.999999999999595,-81.00000000000884,-148.0000000000037,28.999999999990145,-36.999999999998145,-152.00000000000767,-143.00000000000423,-197.00000000000273,-119.00000000000244,-42.999999999992156,-167.9999999999904,-3.9999999999906777,-224.9999999999974,-126.99999999998823,,-1543.9999999999977
2016.09.05,-85.99999999999719,-32.999999999994145,-35.00000000000725,-184.00000000000637,29.999999999996696,-39.999999999995595,-129.00000000000134,-88.99999999999464,-219.99999999999798,-127.00000000001043,-76.99999999999818,-72.99999999998974,-46.999999999997044,-300.99999999999574,-200.00000000000017,,-1610.999999999989
2016.09.05,-60.99999999999994,-1.0000000000065512,-31.000000000003247,-187.9999999999993,1.999999999990898,-29.999999999996696,-129.00000000000134,-80.00000000000229,-217.0000000000005,-142.00000000000878,-39.99999999999204,-43.999999999999595,-86.99999999998909,-292.9999999999988,-215.00000000000963,,-1556.0000000000166
2016.09.05,-62.000000000006494,2.0000000000131024,31.999999999998696,-147.00000000000824,38.99999999998904,-41.000000000002146,-102.99999999999754,-10.999999999994348,-176.99999999999383,-134.0000000000008,-3.0000000000001137,97.9999999999981,-155.00000000000114,-263.99999999999756,-229.99999999999687,,-1156.0000000000002
2016.09.05,-48.99999999999905,9.999999999998899,-98.0000000000092,-264.0000000000087,-22.0000000000109,-26.999999999999247,-129.00000000000134,-82.00000000000429,-234.00000000000088,-157.00000000000713,51.00000000000193,-63.99999999999739,-226.99999999998965,-321.0000000000046,-245.0000000000063,,-1858.0000000000377
2016.09.05,-26.999999999999247,9.000000000014552,-129.00000000000134,-268.0000000000016,18.999999999991246,-18.0000000000069,-148.99999999999915,-102.99999999999754,-244.99999999999523,-134.0000000000008,76.99999999999818,-106.99999999999044,-129.99999999999545,-326.9999999999995,-238.0000000000049,,-1769.9999999999882
2016.09.05,-75.9999999999983,5.000000000010552,-116.00000000000499,-292.00000000000335,4.000000000004,-55.000000000005045,-151.00000000000114,-136.99999999999824,-295.0000000000008,-145.00000000000622,-31.999999999996476,-164.99999999999292,-76.99999999999818,-375.9999999999986,-256.99999999999613,,-2164.999999999986
2016.09.05,-70.99999999999883,2.999999999997449,-181.00000000000892,-318.00000000000716,52.000000000007596,-65.00000000000395,-182.00000000000438,-217.99999999999596,-326.9999999999995,-124.00000000000189,49.99999999999716,-296.9999999999917,-51.9999999999925,-383.99999999999545,-226.99999999999943,,-2340.9999999999977
2016.09.05,-78.00000000000028,-7.0000000000014495,-203.00000000000873,-387.000000000004,116.00000000000499,-55.000000000005045,-169.00000000000804,-229.99999999999687,-395.99999999999636,-91.00000000000774,2.0000000000095497,-312.9999999999855,45.000000000001705,-482.00000000000466,-269.00000000000813,,-2517.0000000000105
2016.09.05,-45.000000000006146,36.0000000000138,-302.0000000000023,-476.0000000000098,79.99999999999119,-60.99999999999994,-219.00000000000253,-277.000000000005,-439.0000000000005,-107.00000000000153,43.99999999999693,-419.9999999999982,-107.99999999998988,-512.9999999999968,-293.0000000000099,,-3100.000000000021
2016.09.05,-9.00000000000345,55.000000000005045,-275.000000000003,-485.0000000000021,120.99999999999334,-52.99999999999194,-221.00000000000452,-260.00000000000466,-466.9999999999952,-77.00000000000485,243.0000000000092,-380.9999999999869,-78.99999999999352,-536.9999999999986,-310.0000000000103,,-2734.999999999992
