date,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2016.11.07,-64.99999999998174,-432.9999999999945,-168.00000000000148,-484.00000000000665,-130.99999999999224,-370.00000000000364,-328.00000000000296,-569.0000000000084,-275.99999999999847,-261.0000000000001,-784.0000000000069,-174.99999999999716,-848.9999999999886,-737.9999999999942,-978.0000000000122,-135.00000000000512,-46.999999999997044,-275.99999999999847,-16.000000000016,,-7083.000000000007
2016.11.07,67.00000000001705,-374.0000000000077,-131.00000000000333,-243.00000000000432,-76.0000000000094,-191.00000000000784,-400.0000000000057,-448.9999999999994,-253.0000000000032,-192.00000000000327,-727.0000000000109,116.99999999999022,-693.9999999999947,-670.9999999999993,-910.0000000000108,-23.000000000010346,81.00000000000307,-226.99999999999943,4.999999999988347,,-5291.000000000071
2016.11.07,78.00000000000028,-242.99999999999324,-55.000000000005045,-207.00000000000162,-103.99999999999298,-148.99999999999915,-656.0000000000059,-380.999999999998,-234.00000000000088,-202.9999999999976,-666.000000000011,121.99999999999989,-602.999999999998,-617.0000000000009,-931.9999999999995,19.99999999999602,-131.00000000000023,-154.99999999999403,97.9999999999981,,-5018.000000000003
2016.11.07,59.000000000009045,-322.00000000000006,-70.0000000000034,-218.00000000000708,-78.00000000000028,-256.99999999999613,-980.9999999999945,-392.9999999999989,-224.000000000002,-249.99999999999466,-791.0000000000084,444.9999999999932,-739.9999999999851,-731.9999999999993,-1058.0000000000034,253.0000000000001,-338.99999999999864,-212.00000000000108,129.00000000000134,,-5778.999999999989
2016.11.07,255.00000000000523,-412.9999999999967,-39.999999999995595,-221.99999999999997,-25.999999999992696,-248.00000000000378,-709.0000000000032,-509.9999999999993,-265.0000000000041,-261.0000000000001,-1163.000000000003,516.9999999999959,-1079.999999999992,-872.0000000000061,-1247.0000000000202,55.999999999997385,-224.99999999999432,-205.99999999999508,243.99999999999977,,-6415.000000000008
2016.11.07,168.0000000000126,-500.9999999999959,-70.99999999999883,-232.00000000000998,-79.00000000000685,-204.00000000000418,-640.0000000000006,-553.999999999999,-290.9999999999968,-266.999999999995,-1096.0000000000082,373.9999999999952,-1112.9999999999861,-903.9999999999937,-1241.0000000000032,-13.00000000000523,-65.99999999998829,-289.9999999999903,214.00000000000307,,-6805.999999999972
2016.11.07,167.00000000000603,-483.99999999999557,31.000000000003247,-182.00000000000438,-4.000000000004,-219.99999999999798,-528.0000000000058,-502.00000000000244,-153.99999999999858,-249.99999999999466,-1118.0000000000189,328.00000000000296,-1071.999999999984,-645.0000000000067,-1041.000000000003,-76.00000000000762,-58.9999999999975,-361.9999999999957,237.99999999998266,,-5933.000000000021
2016.11.07,195.00000000001182,-485.0000000000021,-26.999999999999247,-187.00000000000384,25.999999999992696,-209.9999999999991,-649.0000000000009,-489.0000000000061,-175.99999999999838,-234.99999999999633,-1066.0000000000114,418.99999999999693,-1037.9999999999834,-648.0000000000041,-1009.0000000000155,-18.000000000000682,-161.99999999999193,-334.00000000000097,211.99999999998997,,-5881.000000000023
2016.11.07,51.000000000001044,-418.9999999999916,-9.999999999998899,-198.00000000000927,-28.999999999990145,-171.00000000001003,-628.0000000000001,-439.0000000000005,-170.99999999999892,-229.99999999999687,-913.0000000000083,429.00000000000205,-874.9999999999814,-635.0000000000077,-921.0000000000163,128.0000000000001,-229.99999999998977,-295.0000000000008,200.99999999998454,,-5355.000000000014
2016.11.07,-9.999999999998899,-473.99999999999665,-7.9999999999968985,-250.00000000000577,18.999999999991246,-184.00000000000637,-614.0000000000043,-369.0000000000082,-44.99999999999504,-204.00000000000418,-782.000000000016,445.99999999999795,-735.9999999999811,-390.0000000000015,-866.0000000000113,182.99999999999272,-262.00000000000045,-284.9999999999908,276.9999999999939,,-4554.000000000041
2016.11.07,-20.999999999982144,-472.00000000000574,-17.000000000000348,-271.0000000000101,45.000000000006146,-197.00000000000273,-594.9999999999989,-348.9999999999993,-50.0000000000056,-190.99999999999673,-771.0000000000106,447.9999999999933,-708.9999999999818,-402.0000000000135,-907.0000000000133,177.99999999999727,-248.99999999999523,-258.9999999999981,290.9999999999968,,-4498.000000000022
2016.11.07,-9.999999999998899,-442.00000000000904,21.00000000000435,-257.0000000000072,25.999999999992696,-188.9999999999947,-608.9999999999947,-336.00000000000296,-12.000000000000899,-217.99999999999596,-750.0000000000063,432.00000000000216,-714.999999999999,-370.00000000000364,-898.000000000021,168.99999999999693,-271.99999999999136,-204.99999999999963,367.99999999999056,,-4267.000000000038
2016.11.07,6.000000000017103,-419.9999999999982,31.000000000003247,-264.0000000000087,32.0000000000098,-188.9999999999947,-638.0000000000052,-341.0000000000024,-17.999999999995797,-214.00000000000307,-738.0000000000164,521.9999999999914,-717.9999999999964,-385.00000000001313,-962.0000000000184,231.99999999999932,-297.9999999999876,-185.99999999999727,386.9999999999818,,-4161.000000000035
2016.11.07,-18.999999999991246,-445.99999999999085,-7.0000000000014495,-340.00000000000693,32.999999999994145,-228.00000000000597,-719.9999999999989,-345.0000000000064,-27.999999999994696,-222.99999999999542,-758.0000000000142,515.0000000000006,-769.9999999999818,-438.00000000000506,-1021.0000000000052,207.9999999999984,-356.9999999999993,-157.99999999999147,400.00000000000034,,-4701.999999999996
2016.11.07,-251.99999999998556,-526.0000000000042,-34.000000000000696,-362.00000000000676,-80.99999999999774,-212.00000000001216,-801.9999999999925,-319.0000000000026,-2.999999999997449,-310.9999999999946,-687.0000000000153,665.9999999999968,-676.9999999999943,-371.99999999999454,-1020.0000000000209,350.9999999999991,-430.9999999999974,-105.99999999999498,446.9999999999974,,-4731.000000000018
2016.11.07,-334.9999999999964,-540.0000000000072,-41.9999999999976,-376.00000000000966,-79.99999999999119,-280.0000000000136,-728.9999999999992,-296.0000000000074,21.999999999999797,-351.0000000000013,-512.0000000000014,590.999999999994,-695.0000000000011,-354.0000000000099,-997.0000000000034,301.9999999999925,-436.9999999999976,-136.99999999999824,434.000000000001,,-4812.000000000047
2016.11.07,-308.9999999999815,-485.0000000000021,-5.999999999994898,-311.00000000000574,-43.999999999999595,-297.9999999999983,-596.9999999999942,-243.99999999999977,80.99999999999774,-348.00000000000387,-529.0000000000017,582.9999999999984,-639.9999999999961,-313.00000000000773,-899.0000000000053,306.99999999998795,-427.99999999999727,-142.99999999999312,407.0000000000018,,-4215.999999999995
2016.11.07,-320.9999999999935,-480.99999999999807,2.999999999997449,-327.00000000001063,-51.000000000001044,-343.00000000000443,-572.9999999999933,-231.0000000000034,97.9999999999981,-361.9999999999957,-386.00000000001967,557.0000000000022,-634.0000000000013,-293.99999999999426,-898.000000000021,324.99999999998863,-406.9999999999965,-159.9999999999935,422.9999999999956,,-4062.0000000000446
