date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,EURJPY,EURNZD,AUDJPY,NZDCAD,AUDNZD,empty,sum
2016.08.08,-24.000000000001798,-119.00000000000244,-75.9999999999934,-61.99999999998429,-87.00000000000374,-482.00000000000466,-120.99999999999511,0.0,-98.99999999999353,-82.99999999999841,-126.99999999999534,-214.00000000000307,-108.00000000000409,-75.9999999999983,-70.99999999999883,,-1748.999999999977
2016.08.08,-17.000000000000348,-120.99999999999334,-12.000000000000455,-126.99999999998823,-123.00000000000644,-373.00000000000114,-1.0000000000047748,56.0000000000005,-124.00000000000189,-85.00000000000796,-153.0000000000058,-584.9999999999911,-125.0,-29.999999999996696,-193.99999999998306,,-2013.999999999981
2016.08.08,-45.99999999999049,-60.99999999999994,-48.00000000000182,-146.99999999998602,-126.99999999999933,-340.00000000000693,9.000000000000341,119.00000000000244,-131.99999999999878,-115.0000000000091,-186.00000000000705,-553.0000000000035,-125.0,75.00000000000284,-226.99999999999943,,-1903.9999999999973
2016.08.08,-28.000000000005798,-114.99999999999844,25.000000000005684,-116.00000000000499,-96.00000000000719,-293.0000000000099,137.00000000000045,150.00000000000568,-143.9999999999997,-405.00000000000114,-447.00000000000273,-675.0000000000034,-45.99999999999227,80.99999999999774,-237.99999999998266,,-2209.9999999999986
2016.08.08,4.000000000004,-126.0000000000039,153.99999999999636,-107.99999999999699,-97.00000000000264,-329.00000000000153,296.99999999999704,150.00000000000568,-142.99999999999312,-427.99999999999727,-438.0000000000024,-722.0000000000005,22.999999999996135,127.99999999999478,-276.9999999999939,,-1911.999999999998
2016.08.08,-4.999999999988347,-97.9999999999981,109.99999999999943,-85.00000000000173,-43.00000000000415,-405.9999999999952,216.00000000000819,178.99999999999582,-126.99999999999933,-444.9999999999932,-435.0000000000023,-601.9999999999915,43.00000000000637,119.99999999999788,-305.9999999999841,,-1883.9999999999502
2016.08.08,19.999999999997797,-90.99999999999665,-21.000000000000796,-80.99999999999774,-28.000000000005798,-419.0000000000138,102.00000000000387,189.00000000000583,-112.000000000001,-325.9999999999934,-240.99999999999966,-544.0000000000111,19.000000000005457,73.00000000000084,-318.9999999999804,,-1778.9999999999868
2016.08.08,48.000000000003595,-83.9999999999952,54.000000000002046,-124.99999999999733,-137.00000000000932,-443.99999999999994,138.9999999999958,163.00000000000205,-53.00000000000304,-365.0000000000091,-263.9999999999958,-634.0000000000013,-42.00000000000159,90.0000000000012,-274.9999999999808,,-1928.999999999989
2016.08.08,58.000000000002494,-93.99999999999409,90.00000000000341,-90.99999999999665,-124.00000000000189,-412.9999999999967,198.0000000000075,177.00000000000495,-76.99999999999375,-382.000000000005,-305.0000000000068,-777.0000000000055,-52.99999999999727,166.99999999999494,-312.00000000000114,,-1937.9999999999854
2016.08.08,116.00000000000499,-137.9999999999937,146.0000000000008,-76.99999999999375,-157.00000000000713,-356.00000000000074,302.99999999999727,136.99999999999824,-82.99999999999974,-435.0000000000023,-356.00000000000875,-1271.0,-61.99999999999761,265.0000000000041,-556.9999999999853,,-2524.9999999999836
2016.08.08,133.00000000000534,-164.00000000000858,46.999999999997044,-15.999999999993797,-92.00000000000318,-364.9999999999931,259.00000000000034,153.99999999999858,-80.00000000000229,-490.0000000000091,-385.9999999999957,-963.0000000000027,-22.00000000000557,331.999999999999,-407.0000000000018,,-2060.0000000000155
